time,PriceElectricPowerConstant,pAtm,lon,lat,TDewPoi,HDirNor,HDifHor,HGloHor,relHum,nTot,ceiHei,winSpe,winDir,nOpa,TBlaSky,HHorIR,cloTim,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul,PriceElectricPowerDynamic,InternalGainsRad[sou],InternalGainsCon[sou],InternalGainsLat[sou],InternalGainsRad[eas],InternalGainsCon[eas],InternalGainsLat[eas],InternalGainsRad[nor],InternalGainsCon[nor],InternalGainsLat[nor],InternalGainsRad[wes],InternalGainsCon[wes],InternalGainsLat[wes],InternalGainsRad[cor],InternalGainsCon[cor],InternalGainsLat[cor],LowerSetp[eas],UpperSetp[eas],UpperCO2[eas],LowerSetp[cor],UpperSetp[cor],UpperCO2[cor],LowerSetp[wes],UpperSetp[wes],UpperCO2[wes],LowerSetp[nor],UpperSetp[nor],UpperCO2[nor],LowerSetp[sou],UpperSetp[sou],UpperCO2[sou],Occupancy[wes],Occupancy[eas],Occupancy[cor],Occupancy[sou],Occupancy[nor],PriceElectricPowerHighlyDynamic,EmissionsElectricPower
1650600,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.7665,1.0,448.75,5.02363636364,5.70348666277,1.0,262.723492634,269.9,1650600,2.48321304232,-0.912416715527,-0.356617295914,1650442.4676,116.881970573,270.620535714,269.45161182,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.05786,0.341
1651500,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.775875,1.0,414.53125,5.16011363636,5.9676235451,1.0,262.541139066,269.275,1651500,2.43790612768,-0.867109800887,-0.356580763139,1651342.28115,116.947406861,270.432700893,269.322060579,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.05786,0.341
1652400,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,400.0,5.2,6.10865238198,1.0,262.460851488,269.0,1652400,2.39157145293,-0.820775126137,-0.356544218901,1652242.09477,117.012843154,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.0578,0.341
1653300,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,400.0,5.0403125,6.0200223809,1.0,262.460851488,269.0,1653300,2.34444965115,-0.773653324352,-0.356507663201,1653141.90846,117.078279452,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.0578,0.341
1654200,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,400.0,4.7025,5.77049483941,1.0,262.460851488,269.0,1654200,2.29673750556,-0.725941178762,-0.35647109604,1654041.72222,117.143715755,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.0578,0.341
1655100,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,400.0,4.3384375,5.515513144,1.0,262.460851488,269.0,1655100,2.24859849044,-0.677802163642,-0.35643451742,1654941.53605,117.209152064,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.0578,0.341
1656000,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,400.0,4.1,5.41052068118,1.0,262.460851488,269.0,1656000,2.20017087534,-0.629374548542,-0.356397927343,1655841.34996,117.274588377,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.05791,0.341
1656900,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,400.0,3.975,5.44869975857,1.0,262.460851488,269.0,1656900,2.15157395132,-0.580777624527,-0.35636132581,1656741.16393,117.340024696,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.05791,0.341
1657800,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,400.0,3.85,5.505059349,1.0,262.460851488,269.0,1657800,2.10291283901,-0.53211651222,-0.356324712823,1657640.97797,117.40546102,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.05791,0.341
1658700,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,400.0,3.725,5.55778283682,1.0,262.460851488,269.0,1658700,2.05428223711,-0.483485910316,-0.356288088383,1658540.79209,117.470897349,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.05791,0.341
1659600,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,400.0,3.6,5.58505360638,1.0,262.460851488,269.0,1659600,2.00576938381,-0.434973057013,-0.356251452493,1659440.60627,117.536333683,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.05851,0.341
1660500,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,395.3125,3.475,5.5870989141,1.0,262.460851488,269.0,1660500,1.95745643524,-0.386660108445,-0.356214805153,1660340.42053,117.601770022,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.05851,0.341
1661400,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,385.0,3.35,5.58323555508,1.0,262.460851488,269.0,1661400,1.909422413,-0.338626086202,-0.356178146365,1661240.23486,117.667206367,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.05851,0.341
1662300,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,374.6875,3.225,5.58028122171,1.0,262.460851488,269.0,1662300,1.86174483372,-0.290948506923,-0.356141476132,1662140.04926,117.732642716,270.35,269.264681034,0.05871,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,285.15,303.15,894,0,0,2,0,0,0.05851,0.341
1663200,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,370.0,3.1,5.58505360638,1.0,262.460851488,269.0,1663200,1.81450110457,-0.243704777774,-0.356104794453,1663039.86373,117.798079071,270.35,269.264681034,0.06906,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,0,0,2,0,0,0.05943,0.341
1664100,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,370.0,2.975,5.61518780675,1.0,262.460851488,269.0,1664100,1.76776974648,-0.196973419685,-0.356068101332,1663939.67827,117.863515431,270.35,269.264681034,0.06906,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,0,0,2,0,0,0.05943,0.341
1665000,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,0.0,0.0,0.78,1.0,370.0,2.85,5.66904757663,1.0,262.460851488,269.0,1665000,1.72163149011,-0.150835163315,-0.35603139677,1664839.49288,117.928951796,270.35,269.264681034,0.06906,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,0,0,2,0,0,0.05943,0.341
1665900,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,1.25,1.25,0.78,1.0,370.0,2.725,5.72454359269,1.0,262.460851488,269.0,1665900,1.67617027617,-0.105373949377,-0.355994680767,1665739.30756,117.994388167,270.35,269.264681034,0.06906,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,0,0,2,0,0,0.05943,0.341
1666800,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,5.0,5.0,0.78,1.0,370.0,2.6,5.75958653158,1.0,262.460851488,269.0,1666800,1.63147418056,-0.0606778537651,-0.355957953327,1666639.12232,118.059824542,270.35,269.264681034,0.06906,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,0,0,2,0,0,0.06079,0.341
1667700,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,11.25,11.25,0.78,1.0,370.0,2.54140625,5.7148624695,1.0,262.460851488,269.0,1667700,1.5876362748,-0.016839948002,-0.355921214449,1667538.93714,118.125260923,270.35,269.264681034,0.06906,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,0,0,2,0,0,0.06079,0.341
1668600,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,20.0,20.0,0.78,1.0,370.0,2.56875,5.59378025264,1.0,262.460851488,269.0,1668600,1.54475542286,0.0260409039399,-0.355884464137,1668438.75204,118.190697309,270.35,269.264681034,0.06906,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,0,0,2,0,0,0.06079,0.341
1669500,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,31.2620192308,31.2561035156,0.78,1.0,370.0,2.61171875,5.46833471265,1.0,262.460851488,269.0,1669500,1.50293700576,0.067859321039,-0.355847702392,1669338.567,118.2561337,270.35,269.264681034,0.06906,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,0,0,2,0,0,0.06079,0.341
1670400,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,44.6153846154,44.599609375,0.78,1.0,370.0,2.6,5.41052068118,1.0,262.460851488,269.0,1670400,1.46229355511,0.108502771681,-0.355810929215,1670238.38204,118.321570096,270.35,269.264681034,0.06906,83.032,83.032,41.516,52.5664,52.5664,26.2832,83.032,83.032,41.516,52.5664,52.5664,26.2832,393.8688,393.8688,196.9344,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,0,0,2,0,0,0.06267,0.341
1671300,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,59.4110576923,59.3933105469,0.780703125,1.0,370.0,2.50234375,5.45960806639,1.0,262.460851488,268.953125,1671300,1.42294526566,0.147851061136,-0.355774144607,1671138.19715,118.387006497,270.35,269.268195808,0.06906,435.918,435.918,217.959,275.9736,275.9736,137.9868,435.918,435.918,217.959,275.9736,275.9736,137.9868,2067.8112,2067.8112,1033.9056,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,1,1,12,2,2,0.06267,0.341
1672200,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,75.0,75.0,0.781875,1.0,370.0,2.36041666667,5.57050919595,1.0,262.460851488,268.875,1672200,1.38502034473,0.185775982066,-0.355737348571,1672038.01233,118.452442903,270.35,269.274053104,0.06906,788.804,788.804,394.402,499.3808,499.3808,249.6904,788.804,788.804,394.402,499.3808,499.3808,249.6904,3741.7536,3741.7536,1870.8768,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,3,3,23,4,4,0.06267,0.341
1673100,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,92.279790522,92.2473144531,0.782109375,1.0,370.0,2.21328125,5.68868253072,1.0,262.460851488,268.859375,1673100,1.34865514413,0.222141182668,-0.355700541108,1672937.82758,118.517879315,270.35,269.275224465,0.06906,1141.69,1141.69,570.845,722.788,722.788,361.394,1141.69,1141.69,570.845,722.788,722.788,361.394,5415.696,5415.696,2707.848,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,4,4,33,7,7,0.06267,0.341
1674000,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,111.143543956,111.025390625,0.78,1.0,370.0,2.1,5.75958653158,1.0,262.460851488,269.0,1674000,1.31399400738,0.256802319418,-0.35566372222,1673837.64291,118.583315732,270.35,269.264681034,0.06906,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,7089.6384,7089.6384,3544.8192,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,5,5,44,9,9,0.06351,0.341
1674900,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,129.435525412,129.290771484,0.774609375,1.0,369.296875,2.0296875,5.76801567854,1.0,262.527043676,269.359375,1674900,1.28118875479,0.289607572007,-0.355626891907,1674737.4583,118.648752154,270.418181818,269.302013415,0.06906,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,7089.6384,7089.6384,3544.8192,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,5,5,44,9,9,0.06351,0.341
1675800,0.094,101325,-1.53449347835,0.732689219987,267.05,0.0,145.0,145.0,0.766875,1.0,368.125,1.99583333333,5.7384310255,1.0,262.685904927,269.875,1675800,1.25039772211,0.320398604687,-0.355590050173,1675637.27376,118.714188581,270.581818182,269.417100416,0.06906,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,7089.6384,7089.6384,3544.8192,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,5,5,44,9,9,0.06351,0.341
1676700,0.094,101325,-1.53449347835,0.732689219987,267.05,0.15625,157.28515625,157.55859375,0.758203125,1.0,367.890625,2.0140625,5.6757908942,1.0,262.877862273,270.453125,1676700,1.22178426897,0.349012057829,-0.355553197018,1676537.0893,118.779625013,270.779545455,269.558622191,0.06906,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,7089.6384,7089.6384,3544.8192,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,5,5,44,9,9,0.06351,0.341
1677600,0.094,101325,-1.53449347835,0.732689219987,267.05,0.5,167.611607143,168.15625,0.75,1.0,370.0,2.1,5.58505360638,1.0,263.043342743,271.0,1677600,1.19551468448,0.375281642313,-0.355516332444,1677436.90491,118.845061451,270.95,269.676038683,0.06906,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,7089.6384,7089.6384,3544.8192,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,5,5,44,9,9,0.0642,0.341
1678500,0.094,101325,-1.53449347835,0.732689219987,267.05,0.84375,176.632254464,177.42578125,0.741796875,1.0,375.390625,2.2890625,5.40227747129,1.0,263.174151115,271.5,1678500,1.17175544315,0.39904088364,-0.355479456453,1678336.72059,118.910497894,271.08474026,269.759290733,0.06906,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,7089.6384,7089.6384,3544.8192,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,5,5,44,9,9,0.0642,0.341
1679400,0.094,101325,-1.53449347835,0.732689219987,267.05,1.0,185.0,186.0,0.733125,1.0,383.125,2.5625,5.11351720904,1.0,263.300231473,272.0,1679400,1.15066980749,0.420126519301,-0.355442569046,1679236.53634,118.975934342,271.21461039,269.834873354,0.06906,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,7089.6384,7089.6384,3544.8192,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,5,5,44,9,9,0.0642,0.341
1680300,0.094,101325,-1.53449347835,0.732689219987,267.05,1.0,192.722551618,193.799324682,0.725390625,1.0,391.796875,2.8546875,4.79872575766,1.0,263.419219811,272.5,1680300,1.13241383551,0.438382491285,-0.355405670225,1680136.35216,119.041370795,271.337175325,269.907952687,0.06906,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,7089.6384,7089.6384,3544.8192,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,5,5,44,9,9,0.0642,0.341
1681200,0.094,101325,-1.53449347835,0.732689219987,267.05,1.0,199.584542411,200.610699153,0.72,1.0,400.0,3.1,4.53785605519,1.0,263.528752123,273.0,1681200,1.1171319282,0.453664398593,-0.355368759991,1681036.16805,119.106807253,271.45,269.983928878,0.06906,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,7089.6384,7089.6384,3544.8192,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,5,5,44,9,9,0.0648,0.341
1682100,0.094,101325,-1.53449347835,0.732689219987,267.05,1.0,205.904261998,206.866724047,0.717890625,1.0,407.5,3.32578125,4.50054900822,1.0,263.57360915,273.271875,1682100,1.10495213644,0.465844190356,-0.355331838347,1681935.98401,119.172243716,271.496205357,270.01546028,0.06906,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,1494.576,1494.576,747.288,946.1952,946.1952,473.0976,7089.6384,7089.6384,3544.8192,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,293.15,297.15,894,5,5,44,9,9,0.0648,0.341
