time,fcu_reaPFan_y,fcu_reaPHea_y,fcu_reaPCoo_y
28860090,8.574351885954352e-106,1.9030986119182247e-50,0.0
28860120,4.044189973462779e-110,0.0,3.913820248847252e-53
28860150,2.779995160103984e-108,0.0,3.2388500955085257e-52
28860180,8.805013854048452e-110,0.0,5.7530556984888605e-53
28860210,9.408403309087743e-112,1.9784102682873762e-53,0.0
28860240,1.9396778848122538e-113,0.0,8.504964703194721e-55
28860270,7.301767171588736e-115,5.489225203599506e-55,0.0
28860300,7.590987604587101e-116,0.0,5.298600160265845e-56
28860330,1.4336228144008e-118,7.659237492577737e-57,0.0
28860360,2.9730355727626217e-118,1.1006003255625432e-56,0.0
28860390,3.2329034341473176e-118,1.1451760273989404e-56,0.0
28860420,4.158258507065795e-118,1.2958756606686442e-56,0.0
28860450,3.8139804982166575e-120,0.0,3.714803304850268e-58
28860480,9.05168387283482e-120,0.0,5.709731639539949e-58
28860510,2.676238789101487e-122,1.0324854286884494e-58,0.0
28860540,8.905732522572215e-124,1.8790402261478918e-59,0.0
28860570,1.374734799445432e-124,0.0,2.2095326484748154e-60
28860600,1.6593642915097925e-123,2.5526921006556208e-59,0.0
28860630,4.946842389238343e-124,1.3903994768190647e-59,0.0
28860660,3.359560466095569e-126,1.1430248327903176e-60,0.0
28860690,7.806761093180141e-126,1.738122576947637e-60,0.0
28860720,3.09950520906275e-126,0.0,3.2774445017733015e-61
28860750,2.0804516037117408e-126,8.928179108684942e-61,0.0
28860780,2.8129680815607394e-124,0.0,3.1066903749766703e-60
28860810,9.104766015055334e-125,0.0,1.76301126332702e-60
28860840,8.837183047429411e-128,0.0,5.478712344918259e-62
28860870,6.142094927675296e-127,4.8023754545003824e-61,0.0
28860900,1.5199240812604275e-129,0.0,7.148668225589822e-63
28860930,1.9378046671511218e-128,0.0,2.5460256617900397e-62
28860960,9.335020168940104e-131,0.0,1.762618969957883e-63
28860990,2.7829355056213157e-130,1.0118696723181943e-62,0.0
28861020,3.198413755290405e-132,1.0820197861018357e-63,0.0
28861050,5.2338526504261444e-132,0.0,4.141876898201339e-64
28861080,1.5505643880026725e-133,0.0,7.111023637360693e-65
28861110,8.111593180897382e-134,1.7101112135896254e-64,0.0
28861140,4.546576621219207e-135,4.038540574361457e-65,0.0
28861170,1.2733458319460296e-135,0.0,6.395791012376397e-66
28861200,1.2521917829518114e-136,0.0,2.000699987961453e-66
28861230,1.8160266929690844e-137,2.533497792942445e-66,0.0
28861260,3.0495463313584294e-138,1.0356669957538631e-66,0.0
28861290,2.4258340564483127e-139,0.0,8.74191217673457e-68
28861320,6.9955100361408295e-140,0.0,4.68324297612809e-68
28861350,2.872897161058746e-141,3.1560642126986707e-68,0.0
28861380,1.5122800785209482e-141,2.2844458610452778e-68,0.0
28861410,2.864325828294496e-143,0.0,9.409901605523662e-70
28861440,3.1273736220702985e-143,0.0,9.809807941688967e-70
28861470,2.02740517842941e-145,2.6267894191439114e-70,0.0
28861500,6.2109567678031e-145,4.5872108816423177e-70,0.0
28861530,5.031848109475446e-148,0.0,3.9082089568992136e-72
28861560,1.1904605924053756e-146,0.0,1.896721871940178e-71
28861590,5.272599476562283e-150,0.0,3.982900525638211e-73
28861620,2.2067183042180427e-148,8.570160894253365e-72,0.0
28861650,1.0769754078442976e-150,5.97416067417728e-73,0.0
28861680,3.961166394919942e-150,0.0,3.429841334541574e-73
28861710,5.681435669988741e-152,0.0,4.098901575059684e-74
28861740,6.884317427777371e-152,1.5008327532207127e-73,0.0
28861770,2.051400187033667e-153,2.58535633633208e-74,0.0
28861800,1.1566648577221628e-153,0.0,5.811955380725705e-75
28861830,6.1575076406673984e-155,0.0,1.3382327885995543e-75
28861860,1.8724298933497616e-155,2.4548786867209145e-75,0.0
28861890,1.6538295432153517e-156,7.281159766064818e-76,0.0
28861920,2.9032678200035912e-157,0.0,9.133905703542089e-77
28861950,4.120320018482316e-158,0.0,3.4341839544898112e-77
28861980,4.268953488264181e-159,3.677487461913173e-77,0.0
28862010,9.716293035893918e-160,1.751067917288968e-77,0.0
28862040,5.852331769992119e-161,0.0,1.2867943011992917e-78
28862070,2.1956132784701453e-161,0.0,7.866866789434306e-79
28862100,7.25397204730685e-163,4.7574939454724754e-79,0.0
28862130,4.791898651537919e-163,3.859581899089056e-79,0.0
28862160,7.639498736188994e-165,0.0,1.459300439392347e-80
28862190,1.015165067773359e-164,0.0,1.679165896952102e-80
28862220,5.848986717856191e-167,4.240975060614949e-81,0.0
28862250,2.093941964007314e-166,8.010091432795544e-81,0.0
28862280,1.706471275518402e-169,0.0,6.848003868923146e-83
28862310,4.211650485142834e-168,0.0,3.3961517306518785e-82
28862340,1.2891119602322137e-171,0.0,5.931451167742178e-84
28862370,8.262247273297824e-170,1.5801797774464272e-82,0.0
28862400,3.3539890863373756e-172,1.0051006570782949e-83,0.0
28862430,1.5793154804655197e-171,0.0,6.532269201467531e-84
28862460,1.9672535303644984e-173,0.0,7.278598067738321e-85
28862490,2.9347350695054678e-173,2.9585370017384117e-84,0.0
28862520,7.787511069734238e-175,4.811676421532281e-85,0.0
28862550,5.281255951094106e-175,0.0,1.1868606452586372e-85
28862580,2.551404865752613e-176,0.0,2.604604936911435e-86
28862610,9.150258567196476e-177,5.191309102512644e-86,0.0
28862640,7.456580052488373e-178,1.4796791871574303e-86,0.0
28862670,1.5129569225867903e-178,0.0,1.9965398731420347e-87
28862700,2.0139810067468092e-179,0.0,7.273548118000204e-88
28862730,2.3549959408571167e-180,8.278555428163364e-88,0.0
28862760,5.123991211097945e-181,3.8559725399896957e-88,0.0
28862790,3.374452758926593e-182,0.0,2.964360956805513e-89
28862820,1.24158777588087e-182,0.0,1.7955795812906052e-89
28862850,4.2746837660739455e-184,1.1090249826808951e-89,0.0
28862880,2.883883019739055e-184,9.096637484097856e-90,0.0
28862910,4.394969998372338e-186,0.0,3.3643570912112883e-91
28862940,6.44464815610368e-186,0.0,4.068577489619133e-91
28862970,2.880169343758862e-188,9.054357412394068e-92,0.0
28863000,1.3879720540638573e-187,1.985061140682118e-91,0.0
28863030,2.4266095414378068e-191,0.0,7.864074706866622e-94
28863060,2.8813053604558527e-189,0.0,8.55841213456516e-93
28863090,4.503682860397631e-192,0.0,3.3794130722257266e-94
28863120,5.758079949337468e-191,4.022923091423563e-93,0.0
28863150,5.026553725038198e-193,3.754159517741361e-94,0.0
28863180,1.10468588346394e-192,0.0,1.6676341509749374e-94
28863210,2.5090848832915885e-194,0.0,2.510322347218596e-95
28863240,2.0250755793841867e-194,7.508781492299158e-95,0.0
28863270,9.296000618197252e-196,1.606952490449571e-95,0.0
28863300,3.521137063538132e-196,0.0,2.9636820515354463e-96
28863330,2.9263960020343074e-197,0.0,8.534506301572213e-97
28863360,5.739913880258967e-198,1.2585566411761562e-96,0.0
28863390,8.276444464674325e-199,4.773964656126228e-97,0.0
28863420,8.605446406192887e-200,0.0,4.613284030990001e-98
28863450,2.162562515915679e-200,0.0,2.3102579171709576e-98
28863480,1.1465795147850784e-201,1.7714026209833057e-98,0.0
28863510,5.302092601158784e-202,1.2033911677194848e-98,0.0
28863540,1.2658811710433914e-203,0.0,5.572838973819527e-100
28863570,1.230767625989672e-203,0.0,5.489733606825902e-100
28863600,9.650742965224145e-206,1.6188744165215838e-100,0.0
28863630,2.7185501373555836e-205,2.7145623752306767e-100,0.0
28863660,2.144138682140745e-208,0.0,2.284992353238978e-102
28863690,5.726996468190673e-207,0.0,1.1798728301424056e-101
28863720,5.167879438376391e-210,0.0,3.541186936531289e-103
28863750,1.150735247368575e-208,5.565286377755355e-102,0.0
28863780,9.024823387891597e-211,4.924419159043617e-103,0.0
28863810,2.2007440843357635e-210,0.0,2.3050744501443853e-103
28863840,4.973718470325544e-212,0.0,3.462513399555873e-104
28863870,3.9873370286261396e-212,1.0325929118051668e-103,0.0
28863900,1.9113423203077593e-213,2.2590316702127364e-104,0.0
28863930,6.787973533418461e-214,0.0,4.0356840157757515e-105
28863960,6.094090542894922e-215,0.0,1.2083189701508553e-105
28863990,1.0707369181215897e-215,1.687075895999111e-105,0.0
28864020,1.7238518616479552e-216,6.764532841950579e-106,0.0
28864050,1.527241314322976e-217,0.0,6.036215974718659e-107
28864080,4.4688584990986056e-218,0.0,3.2630092137090764e-107
28864110,1.8798488523393844e-219,2.229340779491625e-107,0.0
28864140,1.0805350708491858e-219,1.6891096611802746e-107,0.0
28864170,1.7963344942796447e-221,0.0,6.529558731172057e-109
28864200,2.4612174245104593e-221,0.0,7.638408805750467e-109
28864230,9.503049085147564e-224,1.581185829153889e-109,0.0
28864260,5.3096769180491945e-223,3.7354017715476247e-109,0.0
28864290,1.6652452380583684e-230,0.0,1.9834557637200299e-113
28864320,1.0872789817194127e-224,0.0,1.601842562660607e-110
28864350,3.9641052774192573e-227,0.0,9.667069362724049e-112
28864380,2.1122502866677468e-226,7.434530796600428e-111,0.0
28864410,3.1798625182409445e-228,9.117418357485832e-112,0.0
28864440,3.8801139608712594e-228,0.0,3.019986260536618e-112
28864470,1.4057375342275202e-229,0.0,5.745601595548204e-113
28864500,6.693655706982302e-230,1.3209955549432104e-112,0.0
28864530,4.8147649849428817e-231,3.541372478466371e-113,0.0
28864560,1.0712917767556274e-231,0.0,5.00933895846863e-114
28864590,1.4204697523942088e-232,0.0,1.8233521360741464e-114
28864620,1.5567347765334617e-233,2.01129333496911e-114,0.0
28864650,3.781247604004273e-234,9.908940356369982e-115,0.0
28864680,1.9718648934010126e-235,0.0,6.786061227432424e-116
28864710,9.301663590619227e-236,0.0,4.659233782911854e-116
28864740,1.9915930801917554e-237,2.271825192663786e-116,0.0
28864770,2.1426626748425646e-237,2.355699231111352e-116,0.0
28864800,1.235375585035397e-239,0.0,5.364616293608562e-118
28864830,4.655537485318596e-239,0.0,1.0411316279558767e-117
28864860,6.383044174194692e-243,4.062576284328546e-119,0.0
28864890,9.573316921381772e-241,4.974088040694621e-118,0.0
28864920,2.418109767884471e-243,2.499317061915609e-119,0.0
28864950,1.8635486470470183e-242,0.0,2.0810497039839495e-119
28864980,2.395735684458055e-244,0.0,2.359094455597039e-120
28865010,3.424503038520011e-244,9.399904186505563e-120,0.0
28865040,1.126387066499375e-245,1.7044907567951158e-120,0.0
28865070,5.902344126081071e-246,0.0,3.7009786533004976e-121
28865100,3.962711852296739e-247,0.0,9.588237494268428e-122
28865130,9.428790120639746e-248,1.5588106999209368e-121,0.0
28865160,1.1844319810323633e-248,5.524212517485277e-122,0.0
28865190,1.3665945212137358e-249,0.0,5.628751194199978e-123
28865220,3.172129665116226e-250,0.0,2.7116208563132e-123
28865250,1.7257964485568585e-251,2.1081129480714077e-123,0.0
28865280,7.818612750717305e-252,1.4188492927657948e-123,0.0
28865310,1.73787314655842e-253,0.0,6.345698571697691e-125
28865340,1.7996827130004624e-253,0.0,6.457307065992067e-125
28865370,1.0766271006664945e-255,1.664765982489447e-125,0.0
28865400,3.8996333110713662e-255,3.1682974658836505e-125,0.0
28865430,5.763549842254465e-259,0.0,1.1555240955433513e-127
28865460,7.984262744595099e-257,0.0,1.3600507900425369e-126
28865490,2.0451336083435293e-259,0.0,6.883468348695653e-128
28865520,1.5452888478875107e-258,6.3073043679484715e-127,0.0
28865550,2.026807473849043e-260,7.223769143077842e-128,0.0
28865580,2.8192441373346117e-260,0.0,2.556046465803232e-128
28865610,9.486343014786122e-262,0.0,4.688999555732518e-129
28865640,4.81609295298957e-262,1.1137562073470114e-128,0.0
28865670,3.3180473726122465e-263,2.9236269210433315e-129,0.0
28865700,7.608246797839259e-264,0.0,4.200363798241382e-130
28865730,9.853124547607871e-265,0.0,1.5117466189372799e-130
28865760,1.0867026709015696e-265,1.6737023678913911e-130,0.0
28865790,2.620309252608273e-266,8.219698809520072e-131,0.0
28865820,1.3437307967375954e-267,0.0,5.584938978458601e-132
28865850,6.409829928616677e-268,0.0,3.8579055700448693e-132
28865880,1.3052523698196669e-269,1.8353757408343747e-132,0.0
28865910,1.4634919268609025e-269,1.9437847176596475e-132,0.0
28865940,7.392929767134246e-272,0.0,4.1453612604786416e-134
28865970,3.143544546823459e-271,0.0,8.549649664581641e-134
28866000,1.034527760899423e-275,1.6352242046694683e-135,0.0
28866030,6.37513918710816e-273,4.0601735373597627e-134,0.0
28866060,2.1060286097120736e-275,2.334156454376633e-135,0.0
28866090,1.2208838159269284e-274,0.0,1.6863932311838828e-135
28866120,1.823670387776207e-276,0.0,2.061588444681523e-136
28866150,2.2008229437957337e-276,7.55112603205734e-136,0.0
28866180,8.1572729063007e-278,1.454145219897084e-136,0.0
28866210,3.706987728590896e-278,0.0,2.941627736504963e-137
28866240,2.7809228749547883e-279,0.0,8.059288009525486e-138
28866270,5.754971587814613e-280,1.2224526863542321e-137,0.0
28866300,8.108056301284608e-281,4.589895503991446e-138,0.0
28866330,8.031632592369524e-282,0.0,4.33516829132679e-139
28866360,2.1241509016295777e-282,0.0,2.230177827754204e-139
28866390,9.593548092256569e-284,1.5803829101108343e-139,0.0
28866420,5.1272036307239375e-284,1.1557515104185654e-139,0.0
28866450,8.749720240958818e-286,0.0,4.5310446266859305e-141
28866480,1.1559533404668059e-285,0.0,5.209925566336774e-141
28866510,4.154368923557217e-288,1.0414945895354228e-141,0.0
28866540,2.4521067551722045e-287,2.531295128731483e-141,0.0
28866570,6.417114670678293e-292,1.295435526264085e-143,0.0
28866600,4.909269977296726e-289,0.0,1.075356793052305e-142
28866630,2.3136042378346377e-291,0.0,7.385327325125488e-144
28866660,9.272977787425574e-291,4.93058823409185e-143,0.0
28866690,1.6743229183996022e-292,6.628235621195601e-144,0.0
28866720,1.646124645417499e-292,0.0,1.9725323363594755e-144
28866750,7.022975713351009e-294,0.0,4.0761530959061215e-145
28866780,2.7233054569058158e-294,8.46482235512272e-145,0.0
28866810,2.3097562231759695e-295,2.466366435194813e-145,0.0
28866840,4.1342253824640333e-296,0.0,3.1318539361473647e-146
28866870,6.569229535011311e-297,0.0,1.2490332842869022e-146
28866900,5.596661884657533e-298,1.215839117185589e-146,0.0
28866930,1.6877360708437736e-298,6.680108116665468e-147,0.0
28866960,6.376470103452843e-300,0.0,3.8973179961732594e-148
28866990,4.006015041293355e-300,0.0,3.090712826662331e-148
28867020,5.304018389322595e-302,1.18607932793876e-148,0.0
28867050,8.893677144941351e-302,1.5366868805115378e-148,0.0
28867080,1.8570615025254593e-304,0.0,2.1077343770386015e-150
28867110,1.858661700006893e-303,0.0,6.671798524606646e-150
28867140,6.675750991751364e-307,0.0,1.2651324536038524e-151
28867170,3.665218366674984e-305,3.126517729058019e-150,0.0
28867200,2.516302638762332e-307,2.5920402421065698e-151,0.0
28867230,6.8126013694258104e-307,0.0,1.280236961283269e-151
28867260,1.529271452032308e-308,0.0,1.9192493198564183e-152
28867290,1.187845205805086e-308,5.641646397643974e-152,0.0
28867320,5.98348991374903e-310,1.2669634965830652e-152,0.0
28867350,1.92392320379723e-310,0.0,2.1565799370385913e-153
28867380,1.8905302744363e-311,0.0,6.764408241736734e-154
28867410,2.84319158554e-312,8.749610494182786e-154,0.0
28867440,5.2288353661e-313,3.754565031139428e-154,0.0
28867470,3.706705544e-314,0.0,3.000864963315834e-155
28867500,1.3142405485e-314,0.0,1.7879950684789282e-155
28867530,3.9723627e-316,1.0368381708743407e-155,0.0
28867560,3.0615575e-316,9.108335572139599e-156,0.0
28867590,2.901183e-318,0.0,2.661707351546969e-157
28867620,6.6815e-318,0.0,4.041994053712734e-157
28867650,5.766e-321,3.9600825620205346e-158,0.0
28867680,1.3734e-319,1.9342904497812557e-157,0.0
28867710,1.73e-322,6.755128414659185e-159,0.0
28867740,2.663e-321,0.0,8.091585013967177e-159
28867770,3e-323,0.0,8.045042861945121e-160
28867800,5e-323,3.649410923979863e-159,0.0
28867830,0.0,6.132879708844162e-160,0.0
28867860,0.0,0.0,1.433139089232138e-160
28867890,0.0,0.0,3.5228910910312856e-161
28867920,0.0,6.015009480385781e-161,0.0
28867950,0.0,2.0480810562414097e-161,0.0
28867980,0.0,0.0,2.1625117964231531e-162
28868010,0.0,0.0,1.0085670591474299e-162
28868040,0.0,8.056584916615926e-163,0.0
28868070,0.0,5.276586800633631e-163,0.0
28868100,0.0,0.0,2.409244074868536e-164
28868130,0.0,0.0,2.3957875849516144e-164
28868160,0.0,6.258071630498633e-165,0.0
28868190,0.0,1.1708296246484674e-164,0.0
28868220,0.0,0.0,4.087550193334623e-167
28868250,0.0,0.0,4.9992826812287115e-166
28868280,0.0,0.0,2.6234804898508873e-167
28868310,0.0,2.303213809288692e-166,0.0
28868340,0.0,2.7135539416585847e-167,0.0
28868370,0.0,0.0,9.260094732264391e-168
28868400,0.0,0.0,1.745742765744814e-168
28868430,0.0,3.9965432523216024e-168,0.0
28868460,0.0,1.0798375756325982e-168,0.0
28868490,0.0,0.0,1.4894951461044168e-169
28868520,0.0,0.0,5.540074303326543e-170
28868550,0.0,5.8437427880159386e-170,0.0
28868580,0.0,2.9883778821752088e-170,0.0
28868610,0.0,0.0,1.9064937122440839e-171
28868640,0.0,0.0,1.3910719743641986e-171
28868670,0.0,6.020749001767998e-172,0.0
28868700,0.0,6.948365283805402e-172,0.0
28868730,0.0,0.0,1.219354968784649e-173
28868760,0.0,0.0,3.028114314004157e-173
28868790,0.0,0.0,2.1667811386120593e-175
28868820,0.0,1.4237183123670347e-173,0.0
28868850,0.0,1.0154965271473085e-174,0.0
28868880,0.0,0.0,5.848338755615726e-175
28868910,0.0,0.0,8.062873806623246e-176
28868940,0.0,2.585938753650602e-175,0.0
28868970,0.0,5.46206367493258e-176,0.0
28869000,0.0,0.0,9.924961866903248e-177
28869030,0.0,0.0,2.955335186619978e-177
28869060,0.0,4.04847319618682e-177,0.0
28869090,0.0,1.6535676157147463e-177,0.0
28869120,0.0,0.0,1.3998809378263253e-178
28869150,0.0,0.0,7.916629811507932e-179
28869180,0.0,4.907379055462937e-179,0.0
28869210,0.0,4.0481695265802154e-179,0.0
28869240,0.0,0.0,1.3029581269155966e-180
28869270,0.0,0.0,1.8016226283813506e-180
28869300,0.0,2.2878089367692548e-181,0.0
28869330,0.0,8.641806931598318e-181,0.0
28869360,0.0,2.313212697580969e-182,0.0
28869390,0.0,0.0,3.622535502232423e-182
28869420,0.0,0.0,3.3080404837981717e-183
28869450,0.0,1.6371089698992542e-182,0.0
28869480,0.0,2.611112466900114e-183,0.0
28869510,0.0,0.0,6.443233883300809e-184
28869540,0.0,0.0,1.5217745157092852e-184
28869570,0.0,2.7117020091211294e-184,0.0
28869600,0.0,8.916041824517948e-185,0.0
28869630,0.0,0.0,9.786582647567675e-186
28869660,0.0,0.0,4.4115173833771065e-186
28869690,0.0,3.668530417543497e-186,0.0
28869720,0.0,2.315238280596218e-186,0.0
28869750,0.0,0.0,1.1100206540039033e-187
28869780,0.0,0.0,1.0535205415095005e-187
28869810,0.0,2.975425708535914e-188,0.0
28869840,0.0,5.1569489865191115e-188,0.0
28869870,0.0,0.0,2.6790577398316553e-190
28869900,0.0,0.0,2.2047702976905663e-189
28869930,0.0,0.0,1.0382751897922193e-190
28869960,0.0,1.0168828800727627e-189,0.0
28869990,0.0,1.1429789593943672e-190,0.0
28870020,0.0,0.0,4.0928096212960594e-191
28870050,0.0,0.0,7.479004837542127e-192
28870080,0.0,1.76856156789222e-191,0.0
28870110,0.0,4.661572009818488e-192,0.0
28870140,0.0,0.0,6.601879917925536e-193
28870170,0.0,0.0,2.401530533665312e-193
28870200,0.0,2.5963456788881937e-193,0.0
28870230,0.0,1.2986088237780042e-193,0.0
28870260,0.0,0.0,8.505950718521899e-195
28870290,0.0,0.0,6.054215107620146e-195
28870320,0.0,2.710272691867071e-195,0.0
28870350,0.0,3.0269902675424797e-195,0.0
28870380,0.0,0.0,5.65331072346194e-197
28870410,0.0,0.0,1.3199746116821297e-196
28870440,0.0,0.0,4.984460024759882e-199
28870470,0.0,6.208469842733052e-197,0.0
28870500,0.0,4.228073027585666e-198,0.0
28870530,0.0,0.0,2.5509666435138357e-198
28870560,0.0,0.0,3.4336461978937947e-199
28870590,0.0,1.1281956883305766e-198,0.0
28870620,0.0,2.343379545924661e-199,0.0
28870650,0.0,0.0,4.3312549844722986e-200
28870680,0.0,0.0,1.272200446028494e-200
28870710,0.0,1.7675922076963518e-200,0.0
28870740,0.0,7.130282586203677e-201,0.0
28870770,0.0,0.0,6.117757410263014e-202
28870800,0.0,0.0,3.416554761779361e-202
28870830,0.0,2.149063383636418e-202,0.0
28870860,0.0,1.7476409688737865e-202,0.0
28870890,0.0,0.0,5.737124476554986e-204
28870920,0.0,0.0,7.777924040909782e-204
28870950,0.0,1.0340053495346294e-204,0.0
28870980,0.0,3.730063833098097e-204,0.0
28871010,0.0,9.392863179622992e-206,0.0
28871040,0.0,0.0,1.5630373604174056e-205
28871070,0.0,0.0,1.4040491783280765e-206
28871100,0.0,7.06043040571809e-206,0.0
28871130,0.0,1.11566799488184e-206,0.0
28871160,0.0,0.0,2.7772843145474546e-207
28871190,0.0,0.0,6.516386978183149e-208
28871220,0.0,1.1681532669883597e-207,0.0
28871250,0.0,3.820704947091529e-208,0.0
28871280,0.0,0.0,4.2133113025675713e-209
28871310,0.0,0.0,1.8905331939450932e-209
28871340,0.0,1.5784705176232577e-209,0.0
28871370,0.0,9.918706307751369e-210,0.0
28871400,0.0,0.0,4.774223180716746e-211
28871430,0.0,0.0,4.5108824965176754e-211
28871460,0.0,1.2801327536935433e-211,0.0
28871490,0.0,2.2064585779195867e-211,0.0
28871520,0.0,0.0,1.1635241382357243e-213
28871550,0.0,0.0,9.425205149592808e-213
28871580,0.0,0.0,4.4244347648016e-214
28871610,0.0,4.342793761310551e-213,0.0
28871640,0.0,4.879161923722117e-214,0.0
28871670,0.0,0.0,1.7459681471144114e-214
28871700,0.0,0.0,3.1915977911178535e-215
28871730,0.0,7.535098059852494e-215,0.0
28871760,0.0,1.9877561384148018e-215,0.0
28871790,0.0,0.0,2.8087130374767622e-216
28871820,0.0,0.0,1.0230658561722463e-216
28871850,0.0,1.1026682734765437e-216,0.0
28871880,0.0,5.526227679810057e-217,0.0
28871910,0.0,0.0,3.604193872618281e-218
28871940,0.0,0.0,2.573383695497107e-218
28871970,0.0,1.144238020249584e-218,0.0
28872000,0.0,1.2850450704949574e-218,0.0
28872030,0.0,0.0,2.364896793928207e-220
28872060,0.0,0.0,5.5962404138913785e-220
28872090,0.0,0.0,2.6449784288682776e-222
28872120,0.0,2.628428704791489e-220,0.0
28872150,0.0,1.8172543058890733e-221,0.0
28872180,0.0,0.0,1.0783117806397715e-221
