time,reaTZon_y,oveTSet_u
1386060,294.5022151048661,294.15
1386090,294.5019069320044,294.15
1386120,294.50159147982777,294.15
1386150,294.5012687609571,294.15
1386180,294.50093878431977,294.15
1386210,294.5006015556826,294.15
1386240,294.5002570781676,294.15
1386270,294.4999053527488,294.15
1386300,294.49954637872315,294.15
1386330,294.49918015415636,294.15
1386360,294.49880667629964,294.15
1386390,294.4984259419773,294.15
1386420,294.49803794794605,294.15
1386450,294.49764269122375,294.15
1386480,294.4972401693907,294.15
1386510,294.4968303808623,294.15
1386540,294.4964133251348,294.15
1386570,294.4959890030059,294.15
1386600,294.4955574167699,294.15
1386630,294.49511857141664,294.15
1386660,294.49467247065,294.15
1386690,294.49421912325676,294.15
1386720,294.4937585390263,294.15
1386750,294.4932907298996,294.15
1386780,294.4928157100445,294.15
1386810,294.4923334959154,294.15
1386840,294.49184410629863,294.15
1386870,294.49134756234525,294.15
1386900,294.4908438875908,294.15
1386930,294.49033310938137,294.15
1386960,294.4898152546118,294.15
1386990,294.48929035398726,294.15
1387020,294.4887584405756,294.15
1387050,294.4882195497819,294.15
1387080,294.48767371931535,294.15
1387110,294.4871209891513,294.15
1387140,294.4865614014866,294.15
1387170,294.48599500069054,294.15
1387200,294.4854218332524,294.15
1387230,294.484841947724,294.15
1387260,294.48425539466,294.15
1387290,294.483662226555,294.15
1387320,294.48306249777875,294.15
1387350,294.4824562645089,294.15
1387380,294.48184358466267,294.15
1387410,294.48122451782694,294.15
1387440,294.4805991251877,294.15
1387470,294.479967469459,294.15
1387500,294.4793296148105,294.15
1387530,294.4786856273998,294.15
1387560,294.47803557295833,294.15
1387590,294.4773795201221,294.15
1387620,294.4767175381678,294.15
1387650,294.4760496974714,294.15
1387680,294.475376069439,294.15
1387710,294.4746967264373,294.15
1387740,294.47401174172614,294.15
1387770,294.4733211893913,294.15
1387800,294.4726251442791,294.15
1387830,294.4719236825278,294.15
1387860,294.4712168797631,294.15
1387890,294.47050654984355,294.15
1387920,294.4697915623277,294.15
1387950,294.4690715899607,294.15
1387980,294.4683465748666,294.15
1388010,294.46761654973346,294.15
1388040,294.46688157788776,294.15
1388070,294.46614173318477,294.15
1388100,294.4653970932328,294.15
1388130,294.46464773708396,294.15
1388160,294.4638937444205,294.15
1388190,294.4631351952445,294.15
1388220,294.462372169736,294.15
1388250,294.46160474817054,294.15
1388280,294.4608330108565,294.15
1388310,294.46005703808225,294.15
1388340,294.4592769100665,294.15
1388370,294.4584927069128,294.15
1388400,294.45770450856605,294.15
1388430,294.4569123947714,294.15
1388460,294.45611644503566,294.15
1388490,294.45531673859125,294.15
1388520,294.4545133543621,294.15
1388550,294.45370637093157,294.15
1388580,294.4528958665132,294.15
1388610,294.452081918923,294.15
1388640,294.45126460555423,294.15
1388670,294.45044400335354,294.15
1388700,294.44962018880017,294.15
1388730,294.44879173246454,294.15
1388760,294.4479605531933,294.15
1388790,294.4471269352169,294.15
1388820,294.446290876165,294.15
1388850,294.44545209984267,294.15
1388880,294.44461063743347,294.15
1388910,294.4437665052178,294.15
1388940,294.4429197642461,294.15
1388970,294.4420704767708,294.15
1389000,294.44121871148536,294.15
1389030,294.4403645373711,294.15
1389060,294.439508023956,294.15
1389090,294.4386492404012,294.15
1389120,294.43778825546127,294.15
1389150,294.436925137342,294.15
1389180,294.43605995368426,294.15
1389210,294.43519277154394,294.15
1389240,294.43432365739136,294.15
1389270,294.4334526771129,294.15
1389300,294.43257989510505,294.15
1389330,294.43170536843775,294.15
1389360,294.4308291677971,294.15
1389390,294.4299513583435,294.15
1389420,294.42907200367665,294.15
1389450,294.428191166524,294.15
1389480,294.42730890897855,294.15
1389510,294.4264252925872,294.15
1389540,294.4255403783901,294.15
1389570,294.42465422694306,294.15
1389600,294.42376689339886,294.15
1389630,294.422878051466,294.15
1389660,294.421988295447,294.15
1389690,294.42109752477086,294.15
1389720,294.4202056318667,294.15
1389750,294.4193125808823,294.15
1389780,294.41841835593857,294.15
1389810,294.41752294473395,294.15
1389840,294.4166263369483,294.15
1389870,294.4157285228482,294.15
1389900,294.41482949277173,294.15
1389930,294.4139292369676,294.15
1389960,294.41302774554975,294.15
1389990,294.41212500849343,294.15
1390020,294.41122101564963,294.15
1390050,294.4103157567723,294.15
1390080,294.409409221553,294.15
1390110,294.40850139965994,294.15
1390140,294.4075922807792,294.15
1390170,294.40668185463585,294.15
1390200,294.4057701104496,294.15
1390230,294.4048570386329,294.15
1390260,294.40394262946495,294.15
1390290,294.40302687333985,294.15
1390320,294.4021097608419,294.15
1390350,294.4011912827773,294.15
1390380,294.4002714301899,294.15
1390410,294.3993501943649,294.15
1390440,294.3984275668256,294.15
1390470,294.3975035393232,294.15
1390500,294.3965781040583,294.15
1390530,294.3956508298952,294.15
1390560,294.3947223950727,294.15
1390590,294.3937926976047,294.15
1390620,294.39286158006695,294.15
1390650,294.3919290096468,294.15
1390680,294.3909949798016,294.15
1390710,294.39005948579563,294.15
1390740,294.3891225214147,294.15
1390770,294.3881840794613,294.15
1390800,294.3872441522385,294.15
1390830,294.38630273170315,294.15
1390860,294.385359809462,294.15
1390890,294.3844153767205,294.15
1390920,294.38346942422424,294.15
1390950,294.3825219422002,294.15
1390980,294.3815729203001,294.15
1391010,294.3806223475462,294.15
1391040,294.37967021227917,294.15
1391070,294.37871650210906,294.15
1391100,294.37776120269086,294.15
1391130,294.3768043003418,294.15
1391160,294.37584578067526,294.15
1391190,294.37488562804583,294.15
1391220,294.373923825834,294.15
1391250,294.3729603564574,294.15
1391280,294.37199520136176,294.15
1391310,294.37102834101165,294.15
1391340,294.37005975488285,294.15
1391370,294.36908942146147,294.15
1391400,294.36811731906175,294.15
1391430,294.3671425727128,294.15
1391460,294.3661662470503,294.15
1391490,294.3651883559511,294.15
1391520,294.36420881396776,294.15
1391550,294.36322743771524,294.15
1391580,294.36224417091455,294.15
1391610,294.3612589627668,294.15
1391640,294.3602717776761,294.15
1391670,294.3592825823242,294.15
1391700,294.35829134508936,294.15
1391730,294.3572980345089,294.15
1391760,294.3563026190696,294.15
1391790,294.3553050670739,294.15
1391820,294.3543053466781,294.15
1391850,294.35330342596694,294.15
1391880,294.3522992730599,294.15
1391910,294.35129285622867,294.15
1391940,294.3502841440251,294.15
1391970,294.34927310541593,294.15
1392000,294.34825971056546,294.15
1392030,294.3472439321,294.15
1392060,294.3462257385685,294.15
1392090,294.3452051015131,294.15
1392120,294.3441819939533,294.15
1392150,294.343156390339,294.15
1392180,294.342128266646,294.15
1392210,294.34109760052013,294.15
1392240,294.34006437143813,294.15
1392270,294.3390285608757,294.15
1392300,294.33799015430594,294.15
1392330,294.33694817967194,294.15
1392360,294.3359040669691,294.15
1392390,294.3348576679781,294.15
1392420,294.333808722877,294.15
1392450,294.33275716368297,294.15
1392480,294.3317029726088,294.15
1392510,294.33064614804346,294.15
1392540,294.3295866954862,294.15
1392570,294.32852462510846,294.15
1392600,294.32745995116414,294.15
1392630,294.3263926919208,294.15
1392660,294.3253228697332,294.15
1392690,294.3242505111524,294.15
1392720,294.32317564703783,294.15
1392750,294.3220983126631,294.15
1392780,294.3210185478128,294.15
1392810,294.319936396869,294.15
1392840,294.31885190888556,294.15
1392870,294.31776513765055,294.15
1392900,294.3166761428136,294.15
1392930,294.3155849879699,294.15
1392960,294.31449174057184,294.15
1392990,294.31339647358897,294.15
1393020,294.31229926490494,294.15
1393050,294.3112001972439,294.15
1393080,294.3100993581148,294.15
1393110,294.30899683974997,294.15
1393140,294.30789273902985,294.15
1393170,294.3067871573918,294.15
1393200,294.3056801931139,294.15
1393230,294.3045715327633,294.15
1393260,294.30346165745584,294.15
1393290,294.30235032426776,294.15
1393320,294.3012373190014,294.15
1393350,294.30012250205573,294.15
1393380,294.29900577390106,294.15
1393410,294.2978870567406,294.15
1393440,294.2967662871388,294.15
1393470,294.2956434135675,294.15
1393500,294.2945183953441,294.15
1393530,294.2933912017955,294.15
1393560,294.29226181144065,294.15
1393590,294.29113021121174,294.15
1393620,294.2899963957439,294.15
1393650,294.28886036674305,294.15
1393680,294.2877221324235,294.15
1393710,294.28658170701016,294.15
1393740,294.2854391102952,294.15
1393770,294.28429436761974,294.15
1393800,294.28314751225616,294.15
1393830,294.28199857613447,294.15
1393860,294.28084759713624,294.15
1393890,294.27969461746875,294.15
1393920,294.27853968320153,294.15
1393950,294.2773828439771,294.15
1393980,294.2762241527926,294.15
1394010,294.2750636658159,294.15
1394040,294.2739014422213,294.15
1394070,294.2727375440412,294.15
1394100,294.27157203079116,294.15
1394130,294.2704043331371,294.15
1394160,294.2692354641911,294.15
1394190,294.26806545385364,294.15
1394220,294.26689427216525,294.15
1394250,294.2657218909909,294.15
1394280,294.26454835831703,294.15
1394310,294.26337373968886,294.15
1394340,294.2621981122088,294.15
1394370,294.26102155818035,294.15
1394400,294.259844163181,294.15
1394430,294.2586660150697,294.15
1394460,294.25748720356876,294.15
1394490,294.25630782005317,294.15
1394520,294.2551279574338,294.15
1394550,294.2539477100797,294.15
1394580,294.25276717375885,294.15
1394610,294.2515864455868,294.15
1394640,294.25040562398004,294.15
1394670,294.2492248086119,294.15
1394700,294.2480440981567,294.15
1394730,294.2468635891424,294.15
1394760,294.2456833911385,294.15
1394790,294.24450360952324,294.15
1394820,294.2433243499712,294.15
1394850,294.2421457189364,294.15
1394880,294.2409678237931,294.15
1394910,294.23979077286316,294.15
1394940,294.23861467540627,294.15
1394970,294.2374396415971,294.15
1395000,294.236265765974,294.15
1395030,294.23509375808146,294.15
1395060,294.233922950017,294.15
1395090,294.2327534752069,294.15
1395120,294.23158553812436,294.15
1395150,294.2304193122659,294.15
1395180,294.2292549323215,294.15
1395210,294.2280925222882,294.15
1395240,294.2269322021885,294.15
1395270,294.2257740910378,294.15
1395300,294.22461830788825,294.15
1395330,294.22346497221594,294.15
1395360,294.2223142040555,294.15
1395390,294.22116612404136,294.15
1395420,294.2200208534137,294.15
1395450,294.218878514013,294.15
1395480,294.2177392282688,294.15
1395510,294.21660311918885,294.15
1395540,294.2154703103465,294.15
1395570,294.2143409258699,294.15
1395600,294.21321508830556,294.15
1395630,294.2120929207239,294.15
1395660,294.21097455249617,294.15
1395690,294.2098601104269,294.15
1395720,294.20874972144185,294.15
1395750,294.2076435128329,294.15
1395780,294.20654161233597,294.15
1395810,294.20544414815214,294.15
1395840,294.20435124894914,294.15
1395870,294.2032630438573,294.15
1395900,294.2021796407063,294.15
1395930,294.2011030811102,294.15
1395960,294.2000306841657,294.15
1395990,294.19896282101547,294.15
1396020,294.19790008935115,294.15
1396050,294.1968427684852,294.15
1396080,294.19579103867443,294.15
1396110,294.19474504800746,294.15
1396140,294.19370493430586,294.15
1396170,294.1926708323181,294.15
1396200,294.19164287607833,294.15
1396230,294.1906211996767,294.15
1396260,294.1896059375048,294.15
1396290,294.18859722433126,294.15
1396320,294.1875951953203,294.15
1396350,294.18659998603187,294.15
1396380,294.185611732417,294.15
1396410,294.1846305708111,294.15
1396440,294.1836566379274,294.15
1396470,294.1826900708501,294.15
1396500,294.18173100742695,294.15
1396530,294.1807795855628,294.15
1396560,294.1798359429903,294.15
1396590,294.1789002181537,294.15
1396620,294.1779725498841,294.15
1396650,294.17705307736503,294.15
1396680,294.17614194011753,294.15
1396710,294.1752392779922,294.15
1396740,294.1743452311632,294.15
1396770,294.17345994012356,294.15
1396800,294.1725835236289,294.15
1396830,294.1717163784206,295.26
1396860,294.17086140293156,295.26
1396890,294.17002418615164,295.26
1396920,294.1692106610059,295.26
1396950,294.1684260996178,295.26
1396980,294.1676748711527,295.26
1397010,294.1669605118956,295.26
1397040,294.1662858621005,295.26
1397070,294.1656531927226,295.26
1397100,294.1650643216873,295.26
1397130,294.1645206930734,295.26
1397160,294.16402344797814,295.26
1397190,294.1635734762434,295.26
1397220,294.1631714618641,295.26
1397250,294.16281790878077,295.26
1397280,294.16251315744694,295.26
1397310,294.1622574059147,295.26
1397340,294.16205073526123,295.26
1397370,294.16189312656957,295.26
1397400,294.1617844675236,295.26
1397430,294.16172456021195,295.26
1397460,294.1617131354308,295.26
1397490,294.16174986542,295.26
1397520,294.16183436896034,295.26
1397550,294.16196621447415,295.26
1397580,294.1621449277716,295.26
1397610,294.16237000136283,295.26
1397640,294.16264089913466,295.26
1397670,294.1629570575552,295.26
1397700,294.1633178897591,295.26
1397730,294.16372253715474,294.15
1397760,294.1641677803078,294.15
1397790,294.16464819339205,294.15
1397820,294.16515783119087,294.15
1397850,294.1656912521014,294.15
1397880,294.1662437511869,294.15
1397910,294.1668113245693,294.15
1397940,294.16739058022273,294.15
1397970,294.16797861549355,294.15
1398000,294.1685729529149,294.15
1398030,294.1691714490682,294.15
1398060,294.16977223150667,294.15
1398090,294.17037366590586,294.15
1398120,294.170974322019,294.15
1398150,294.17157294112883,294.15
1398180,294.1721684136352,294.15
1398210,294.1727597628858,294.15
1398240,294.17334613113763,294.15
1398270,294.17392676594943,294.15
1398300,294.1745010084156,294.15
1398330,294.1750682830186,294.15
1398360,294.175628088934,294.15
1398390,294.17617999228383,294.15
1398420,294.1767236191358,294.15
1398450,294.1772586492092,294.15
1398480,294.177784810255,294.15
1398510,294.17830187303457,294.15
1398540,294.178809646814,294.15
1398570,294.17930797530846,294.15
1398600,294.17979673327005,294.15
1398630,294.1802709495138,294.15
1398660,294.1807358261209,294.15
1398690,294.18119387134766,294.15
1398720,294.18164309547353,294.15
1398750,294.1820828308407,294.15
1398780,294.18251285907456,294.15
1398810,294.182933119901,294.15
1398840,294.18334361339373,294.15
1398870,294.18374436659667,294.15
1398900,294.1841354216241,294.15
1398930,294.18451683097396,294.15
1398960,294.1848886553124,294.15
1398990,294.1852509621451,294.15
1399020,294.1856038248428,294.15
1399050,294.1859473218409,294.15
1399080,294.1862815359441,294.15
1399110,294.1866065537119,294.15
1399140,294.1869224649098,294.15
1399170,294.18722936201874,294.15
1399200,294.1875273397959,294.15
1399230,294.1878164948821,294.15
1399260,294.18809692544994,294.15
1399290,294.18836873089055,294.15
1399320,294.1886320115324,294.15
1399350,294.18888686839136,294.15
1399380,294.18913340294796,294.15
1399410,294.18937171694824,294.15
1399440,294.1896019122274,294.15
1399470,294.1898240905525,294.15
1399500,294.1900383499673,294.15
1399530,294.1902411362123,294.15
1399560,294.19043734304216,294.15
1399590,294.19062715981335,294.15
1399620,294.1908103840294,294.15
1399650,294.1909864674931,294.15
1399680,294.19115537920663,294.15
1399710,294.19131712395307,294.15
1399740,294.19147176991095,294.15
1399770,294.19161939793264,294.15
1399800,294.19176009723026,294.15
1399830,294.1918939589571,294.15
1399860,294.19202107476093,294.15
1399890,294.19214153582766,294.15
1399920,294.19225543256573,294.15
1399950,294.1923628544424,294.15
1399980,294.192463889917,294.15
1400010,294.19255862640756,294.15
1400040,294.19264715027543,294.15
1400070,294.1927295468176,294.15
1400100,294.1928058984762,294.15
1400130,294.1928762820802,294.15
1400160,294.19294078628366,294.15
1400190,294.19299949336903,294.15
1400220,294.1930524837268,294.15
1400250,294.19309983641574,294.15
1400280,294.1931416293564,294.15
1400310,294.1931779394008,294.15
1400340,294.1932088423623,294.15
1400370,294.1932344130314,294.15
1400400,294.19325471556004,294.15
1400430,294.19326799080295,294.15
1400460,294.1932771434924,294.15
1400490,294.1932819461552,294.15
1400520,294.19328197144506,294.15
1400550,294.1932771802543,294.15
1400580,294.19326762918695,294.15
1400610,294.1932534014861,294.15
1400640,294.1932345893674,294.15
1400670,294.1932112891968,294.15
1400700,294.1931836000132,294.15
1400730,294.19315162293645,294.15
1400760,294.1931154608093,294.15
1400790,294.19307521790057,294.15
1400820,294.1930309996253,294.15
1400850,294.1929829122714,294.15
1400880,294.19293106273085,294.15
1400910,294.1928755582371,294.15
1400940,294.19281650611094,294.15
1400970,294.1927540135131,294.15
1401000,294.19268818947387,294.15
1401030,294.1926191401186,294.15
1401060,294.19254696887384,294.15
1401090,294.192471779705,294.15
1401120,294.19239367555247,294.15
1401150,294.1923127580281,294.15
1401180,294.19222912721057,294.15
1401210,294.19214288148396,294.15
1401240,294.1920541173988,294.15
1401270,294.1919629295505,294.15
1401300,294.1918694043063,294.15
1401330,294.19177282801627,294.15
1401360,294.19167454228864,294.15
1401390,294.1915744903821,294.15
1401420,294.1914725413212,294.15
1401450,294.1913687157122,294.15
1401480,294.1912630737942,294.15
1401510,294.1911556860197,294.15
1401540,294.1910466242549,294.15
1401570,294.19093595907646,294.15
1401600,294.19082375894334,294.15
1401630,294.1907100899514,294.15
1401660,294.1905950157742,294.15
1401690,294.1904785976652,294.15
1401720,294.1903608944834,294.15
1401750,294.1902419627304,294.15
1401780,294.1901218565948,294.15
1401810,294.19000062800194,294.15
1401840,294.18987832666824,294.15
1401870,294.18975500015995,294.15
1401900,294.1896306944323,294.15
1401930,294.18950545296445,294.15
1401960,294.18937931677175,294.15
1401990,294.1892523253972,294.15
1402020,294.1891245166239,294.15
1402050,294.18899592651405,294.15
1402080,294.18886658947144,294.15
1402110,294.1887365383131,294.15
1402140,294.18860580434307,294.15
1402170,294.18847441742736,294.15
1402200,294.1883424040074,294.15
1402230,294.18820951057546,294.15
1402260,294.1880760722913,294.15
1402290,294.1879421131656,294.15
1402320,294.18780765616197,294.15
1402350,294.18767272326136,294.15
1402380,294.18753733552535,294.15
1402410,294.187401513158,294.15
1402440,294.1872652755659,294.15
1402470,294.187128641416,294.15
1402500,294.1869916286915,294.15
1402530,294.18685425474484,294.15
1402560,294.1867165363485,294.15
1402590,294.18657848974283,294.15
1402620,294.1864401306809,294.15
1402650,294.18630147447084,294.15
1402680,294.1861625360145,294.15
1402710,294.1860233298436,294.15
1402740,294.18588387015257,294.15
1402770,294.18574417082846,294.15
1402800,294.18560424547707,294.15
1402830,294.1854641073331,294.15
1402860,294.1853237697728,294.15
1402890,294.18518324553725,294.15
1402920,294.1850425473148,294.15
1402950,294.18490168760115,294.15
1402980,294.18476067870847,294.15
1403010,294.1846195327719,294.15
1403040,294.1844782617536,294.15
1403070,294.1843368774445,294.15
1403100,294.1841953914631,294.15
1403130,294.18405382029766,294.15
1403160,294.1839121815533,294.15
1403190,294.1837704795747,294.15
1403220,294.183628717171,294.15
1403250,294.183486900974,294.15
1403280,294.1833450404611,294.15
1403310,294.18320314593325,294.15
1403340,294.183061227886,294.15
1403370,294.18291929673256,294.15
1403400,294.1827773626843,294.15
1403430,294.18263543569265,294.15
1403460,294.182493525414,294.15
1403490,294.18235164118533,294.15
1403520,294.18220979200316,294.15
1403550,294.18206798650465,294.15
1403580,294.18192623294954,294.15
1403610,294.18178453920285,294.15
1403640,294.1816429127188,294.15
1403670,294.18150136052475,294.15
1403700,294.18135988910046,294.15
1403730,294.1812185044797,294.15
1403760,294.1810772125373,294.15
1403790,294.18093601849023,294.15
1403820,294.180794927039,294.15
1403850,294.1806539423724,294.15
1403880,294.18051306816346,294.15
1403910,294.18037230756397,294.15
1403940,294.180231663197,294.15
1403970,294.1800911371523,294.15
1404000,294.17995073080886,294.15
1404030,294.17981048403635,294.15
1404060,294.1796703370108,294.15
1404090,294.1795302977214,294.15
1404120,294.17939037925726,294.15
1404150,294.1792505839107,294.15
1404180,294.17911091142514,294.15
1404210,294.1789713609086,294.15
1404240,294.1788319310371,294.15
1404270,294.1786926199745,294.15
1404300,294.1785534253012,294.15
1404330,294.1784143439745,294.15
1404360,294.1782753723063,294.15
1404390,294.1781365059504,294.15
1404420,294.17799773989543,294.15
1404450,294.17785906846245,294.15
1404480,294.17772048530736,294.15
1404510,294.1775819834265,294.15
1404540,294.1774435551655,294.15
1404570,294.17730519223153,294.15
1404600,294.1771668850291,294.15
1404630,294.1770286241959,294.15
1404660,294.176890399914,294.15
1404690,294.1767522015565,294.15
1404720,294.176614017912,294.15
1404750,294.1764758372268,294.15
1404780,294.17633764723377,294.15
1404810,294.1761994351755,294.15
1404840,294.1760611878267,294.15
1404870,294.1759228915153,294.15
1404900,294.1757845327253,294.15
1404930,294.1756460518999,294.15
1404960,294.17550747863993,294.15
1404990,294.1753688049951,294.15
1405020,294.17523001809957,294.15
1405050,294.1750910928348,294.15
1405080,294.1749520128053,294.15
1405110,294.17481276037256,294.15
1405140,294.17467331877674,294.15
1405170,294.17453367095686,294.15
1405200,294.17439379975303,294.15
1405230,294.1742536877754,294.15
1405260,294.1741133174303,294.15
1405290,294.1739726709161,294.15
1405320,294.17383173023694,294.15
1405350,294.1736904772138,294.15
1405380,294.17354889349815,294.15
1405410,294.17340696058534,294.15
1405440,294.17326465982796,294.15
1405470,294.17312197244974,294.15
1405500,294.17297887994545,294.15
1405530,294.172835365035,294.15
1405560,294.1726914070276,294.15
1405590,294.17254698644024,294.15
1405620,294.17240208394276,294.15
1405650,294.17225668023286,294.15
1405680,294.1721107560045,294.15
1405710,294.17196429194877,294.15
1405740,294.1718172687649,294.15
1405770,294.17166966717605,294.15
1405800,294.17152147025206,294.15
1405830,294.1713723366439,294.15
1405860,294.1712227708632,294.15
1405890,294.1710726177473,294.15
1405920,294.1709218135202,294.15
1405950,294.1707703246516,294.15
1405980,294.1706181276983,294.15
1406010,294.170465202672,294.15
1406040,294.1703115308703,294.15
1406070,294.1701570941783,294.15
1406100,294.1700018748572,294.15
1406130,294.16984585549255,294.15
1406160,294.1696890189971,294.15
1406190,294.1695313486313,294.15
1406220,294.1693728280305,294.15
1406250,294.1692134412349,294.15
1406280,294.16905317272125,294.15
1406310,294.1688920074349,294.15
1406340,294.16872993082313,294.15
1406370,294.1685669288687,294.15
1406400,294.16840298812485,294.15
1406430,294.1682380957499,294.15
1406460,294.16807223954277,294.15
1406490,294.16790540797876,294.15
1406520,294.16773759024625,294.15
1406550,294.16756877628256,294.15
1406580,294.1673989568111,294.15
1406610,294.1672281233775,294.15
1406640,294.16705626838694,294.15
1406670,294.16688338513995,294.15
1406700,294.1667094678813,294.15
1406730,294.16653400642764,294.15
1406760,294.16635761947776,294.15
1406790,294.16618035431304,294.15
1406820,294.16600218757003,294.15
1406850,294.16582301304135,294.15
1406880,294.16564281717416,294.15
1406910,294.1654615857244,294.15
1406940,294.16527931792143,294.15
1406970,294.16509601526644,294.15
1407000,294.1649116822946,294.15
1407030,294.16472632515354,294.15
1407060,294.1645399515743,294.15
1407090,294.16435257069105,294.15
1407120,294.1641641930328,294.15
1407150,294.1639748305107,294.15
1407180,294.16378449642644,294.15
1407210,294.16359320547974,294.15
1407240,294.1634009737771,294.15
1407270,294.16320781883803,294.15
1407300,294.16301375919477,294.15
1407330,294.1628188129166,294.15
1407360,294.1626230034726,294.15
1407390,294.16242635438755,294.15
1407420,294.1622288903634,294.15
1407450,294.1620306374198,294.15
1407480,294.16183162292754,294.15
1407510,294.1616318756055,294.15
1407540,294.16143142550254,294.15
1407570,294.16123030397216,294.15
1407600,294.1610285400144,294.15
1407630,294.15702844529403,293.03999999999996
1407660,294.1532993288257,293.03999999999996
1407690,294.149806988874,293.03999999999996
1407720,294.146538524898,293.03999999999996
1407750,294.1434698255616,293.03999999999996
1407780,294.140575642007,293.03999999999996
1407810,294.137832521757,293.03999999999996
1407840,294.1352194133393,293.03999999999996
1407870,294.13271758114,293.03999999999996
1407900,294.1303103615304,293.03999999999996
1407930,294.12798291565423,293.03999999999996
1407960,294.1257220141376,293.03999999999996
1407990,294.12351585480553,293.03999999999996
1408020,294.1213539073153,293.03999999999996
1408050,294.1192267788109,293.03999999999996
1408080,294.1171260962426,293.03999999999996
1408110,294.1150444023143,293.03999999999996
1408140,294.1129750629083,293.03999999999996
1408170,294.11091218439014,293.03999999999996
1408200,294.1088505395421,293.03999999999996
1408230,294.1067855011006,293.03999999999996
1408260,294.10471298203186,293.03999999999996
1408290,294.1026293818022,293.03999999999996
1408320,294.1005315379965,293.03999999999996
1408350,294.09841668271474,293.03999999999996
1408380,294.09628240325173,293.03999999999996
1408410,294.0941266066153,293.03999999999996
1408440,294.0919474874945,293.03999999999996
