time,reaQFloHea_y,reaQHeaPumCon_y,reaQHeaPumEva_y
1384980,5632.71860124933,5428.068252367986,-3491.1858767786657
1385010,5625.004847540297,5420.691168792352,-3485.5098492437514
1385040,5617.342851111109,5413.364014109259,-3479.8719031771243
1385070,5609.732347661462,5406.08660265362,-3474.2719099882374
1385100,5602.173076910721,5398.858752347363,-3468.7097431605853
1385130,5594.664965115509,5391.680251916857,-3463.185249215128
1385160,5587.207508238564,5384.550968064852,-3457.6983457087317
1385190,5579.8004842304945,5377.470727424615,-3452.2489123470145
1385220,5572.443666516596,5370.439361520282,-3446.836832292329
1385250,5565.136827363942,5363.456706576543,-3441.4619925094353
1385280,5557.879740096995,5356.522603442661,-3436.1242834198306
1385310,5550.672180568588,5349.636897585328,-3430.8235990745825
1385340,5543.513928159468,5342.799439153347,-3425.5598369814948
1385370,5536.404766462727,5336.010083052203,-3420.332898105105
1385400,5529.3444837825045,5329.268689082322,-3415.1426872123607
1385430,5522.332873494545,5322.575122048203,-3409.9891128726176
1385460,5515.369734335536,5315.929251924133,-3404.872087803313
1385490,5508.454870633212,5309.330953993979,-3399.7915280057846
1385520,5501.588092510158,5302.780109026066,-3394.7473544936324
1385550,5494.769216058098,5296.276603422724,-3389.7394919100325
1385580,5487.998063506945,5289.820329401334,-3384.7678699104235
1385610,5481.27446337535,5283.411185149846,-3379.832422125491
1385640,5474.598345846258,5277.0490588486355,-3374.9330723342264
1385670,5467.969326760775,5270.733897285966,-3370.069797722176
1385700,5461.387396845433,5264.465596565123,-3365.2425267349245
1385730,5454.8525173218395,5258.244062377003,-3360.451196287054
1385760,5448.364287612203,5252.06926668794,-3355.695803786014
1385790,5441.922738843935,5245.941123291429,-3350.9762909858173
1385820,5435.5277422700165,5239.8595772969575,-3346.292627985705
1385850,5429.179177490382,5233.824581056187,-3341.644790588531
1385880,5422.876933110162,5227.83609419007,-3337.0327597822525
1385910,5416.620906313149,5221.894083768373,-3332.4565226041123
1385940,5410.4110026183325,5215.998524470506,-3327.91607214064
1385970,5404.2471357501945,5210.149398708032,-3323.411407181979
1386000,5398.113681096765,5204.330282156862,-3318.929601094255
1386030,5392.041631869294,5198.573942968534,-3314.496469812476
1386060,5386.015439838653,5192.864139524511,-3310.099249514993
1386090,5380.035089371845,5187.2009418042935,-3305.738007608142
1386120,5374.1005826227865,5181.584448105833,-3301.4128341398723
1386150,5368.211941197888,5176.014781524444,-3297.123838343015
1386180,5362.369206280516,5170.492086626989,-3292.871146734075
1386210,5356.57243775185,5165.016526237031,-3288.65490017501
1386240,5350.8217126928475,5159.588278364143,-3284.475251280676
1386270,5345.11712352053,5154.207533271028,-3280.3323625176236
1386300,5339.458775928694,5148.874490697732,-3276.226403438712
1386330,5333.846786750355,5143.589357242624,-3272.1575491275753
1386360,5328.281281817304,5138.352343916226,-3268.1259779517472
1386390,5322.762393871852,5133.163663861971,-3264.1318700071274
1386420,5317.290260557786,5128.023530232897,-3260.1754048711064
1386450,5311.865022520521,5122.93215425385,-3256.2567607383808
1386480,5306.486821622076,5117.889743427877,-3252.3761126925842
1386510,5301.155799283504,5112.896499917697,-3248.5336314964334
1386540,5295.8720949534,5107.952619067,-3244.7294823818675
1386570,5290.635844706094,5103.058288074111,-3240.963824013029
1386600,5285.447179962504,5098.213684799026,-3237.23680710357
1386630,5280.306316772512,5093.4189622194035,-3233.5485614538943
1386660,5275.213158999038,5088.674308547754,-3229.8992503947375
1386690,5270.167954126362,5083.979849215782,-3226.288980047868
1386720,5265.170800405916,5079.33571578714,-3222.7178648312192
1386750,5260.221788149244,5074.742026277836,-3219.186007409824
1386780,5255.320998723856,5070.198884705226,-3215.6934997328376
1386810,5250.468503663503,5065.706380693651,-3212.240422342188
1386840,5245.664363990903,5061.264589178373,-3208.8268433355584
1386870,5240.908629693491,5056.873570161956,-3205.4528194034037
1386900,5236.201339324575,5052.533368554976,-3202.118395137608
1386930,5231.5426534433445,5048.243993232212,-3198.8235831552543
1386960,5226.932402997165,5044.00548371429,-3195.5684275297153
1386990,5222.370608508967,5039.817837805672,-3192.352934137441
1387020,5217.857272032371,5035.68103851542,-3189.1770977933293
1387050,5213.392379314045,5031.595054101738,-3186.04090138654
1387080,5208.975901245444,5027.559838099126,-3182.944315880499
1387110,5204.607794841073,5023.575329398542,-3179.887300831405
1387140,5200.288003927943,5019.641452415225,-3176.8698036968835
1387170,5196.016459651117,5015.7581172867185,-3173.891761045845
1387200,5191.793080871051,5011.925220110957,-3170.9530978671373
1387230,5187.617774499871,5008.142643229658,-3168.053728088056
1387260,5183.490435800448,5004.410255517824,-3165.1935549200157
1387290,5179.410948669107,5000.727912704472,-3162.372471204229
1387320,5175.379185914813,4997.095457716434,-3159.590359066027
1387350,5171.395009532901,4993.512721017759,-3156.847090951883
1387380,5167.458270988642,4989.979520987006,-3154.142529456575
1387410,5163.568811503271,4986.495664286937,-3151.4765276688613
1387440,5159.7264623442925,4983.060946240655,-3148.84892951715
1387470,5155.93104512348,4979.675151224716,-3146.2595704608475
1387500,5152.182372097765,4976.338053056715,-3143.708277144688
1387530,5148.480315226694,4973.049405602323,-3141.1948587568913
1387560,5144.824505776291,4969.8089840446655,-3138.7191460902736
1387590,5141.214833192226,4966.616520701211,-3136.280930703705
1387620,5137.651072319559,4963.471751390206,-3133.88000830414
1387650,5134.132991250866,4960.374403279679,-3131.5161683764086
1387680,5130.66035132593,4957.324195285358,-3129.1891928005234
1387710,5127.232907191395,4954.32083849759,-3126.8988579257216
1387740,5123.850406947583,4951.364036574598,-3124.6449337062795
1387770,5120.512592351759,4948.453486134743,-3122.4271842200246
1387800,5117.2191990544325,4945.588877128765,-3120.2453683596814
1387830,5113.970051040598,4942.769881303843,-3118.0992285984817
1387860,5110.764743321875,4939.996191452335,-3115.9885283229064
1387890,5107.588473353273,4937.252235588998,-3113.9009881727347
1387920,5104.450736758162,4934.547945256191,-3111.8444291840465
1387950,5101.354519213033,4931.886449237073,-3109.8213215397695
1387980,5098.300640615233,4929.268597897633,-3107.832342587153
1388010,5095.289198097214,4926.69446836376,-3105.877559732533
1388040,5092.320043265176,4924.1638682463945,-3103.956826756012
1388070,5089.39293947766,4921.676506383046,-3102.069918105623
1388100,5086.507613978878,4919.232052166809,-3100.216576773109
1388130,5083.663775827938,4916.830157057398,-3098.396530022068
1388160,5080.861122766374,4914.470462946771,-3096.6094976841164
1388190,5078.099344428923,4912.152605722474,-3094.8551944057695
1388220,5075.378124233648,4909.8762170208865,-3093.13333120397
1388250,5072.697140680127,4907.64092518637,-3091.4436163302726
1388280,5070.056068311573,4905.446355910233,-3089.785755616517
1388310,5067.454578446526,4903.292132679082,-3088.159453511849
1388340,5064.892339748131,4901.17787715577,-3086.5644123913735
1388370,5062.369018675148,4899.103209489053,-3085.0003335931756
1388400,5059.884279848707,4897.067748602632,-3083.4669174183186
1388430,5057.437786362074,4895.071112462402,-3081.9638631308458
1388460,5055.029200048287,4893.11291831399,-3080.49086947629
1388490,5052.658181716569,4891.192782919697,-3079.0476348545108
1388520,5050.324391368743,4889.310322769337,-3077.633856801184
1388550,5048.027488394912,4887.465154282678,-3076.2492333704954
1388580,5045.767131758545,4885.65689400547,-3074.8934622709576
1388610,5043.542980166911,4883.885158781628,-3073.56624138392
1388640,5041.354692230089,4882.149565922616,-3072.267268936405
1388670,5039.201926610016,4880.449733361515,-3070.996243673945
1388700,5037.084342159384,4878.785279792264,-3069.7528648605844
1388730,5035.018678841743,4877.173227671722,-3068.5505225055417
1388760,5032.984229931473,4875.592488335481,-3067.3726500328453
1388790,5030.9780800338385,4874.040032994418,-3066.2168572829864
1388820,5029.000419610711,4872.5159273263835,-3065.0831675889276
1388850,5027.05490813109,4871.023893519987,-3063.9745084596543
1388880,5025.1415853119615,4869.563974492463,-3062.890911005783
1388910,5023.260759432359,4868.136480789698,-3061.832621519691
1388940,5021.412209761612,4866.741173703773,-3060.7994528191725
1388970,5019.595718246474,4865.3778070569815,-3059.7912114998953
1389000,5017.810986254445,4864.046048810991,-3058.8076364055205
1389030,5016.057708487909,4862.7455554993185,-3057.848456355177
1389060,5014.335565866495,4861.475970891707,-3056.913390143461
1389090,5012.64423651597,4860.236936371337,-3056.002153972418
1389120,5010.983395926162,4859.028091898573,-3055.1144630070735
1389150,5009.352719025965,4857.849078168382,-3054.2500331037986
1389180,5007.751880685786,4856.699536992668,-3053.4085806374765
1389210,5006.180556311622,4855.579111725606,-3052.5898231928454
1389240,5004.638422127455,4854.487447372015,-3051.793479564503
1389270,5003.125155395945,4853.424190670134,-3051.0192699297395
1389300,5001.6404391069145,4852.388995084322,-3050.266919650949
1389330,5000.183991405824,4851.381552795304,-3049.536185201141
1389360,4998.755460913303,4850.401480187067,-3048.8267622147873
1389390,4997.354522134073,4849.448422479705,-3048.1383693136468
1389420,4995.98085591452,4848.522032058817,-3047.4707308230936
1389450,4994.634146033476,4847.621964720787,-3046.8235740067253
1389480,4993.314078043246,4846.747878382306,-3046.19662716516
1389510,4992.020338853663,4845.899432615612,-3045.5896203273833
1389540,4990.752616560264,4845.076288438157,-3045.0022845594026
1389570,4989.5106003526535,4844.27810820544,-3044.434351964245
1389600,4988.29400598414,4843.5045837068055,-3043.8855779778987
1389630,4987.110794507795,4842.7630240329645,-3043.36155680767
1389660,4985.947203980339,4842.0393555116925,-3042.851143420973
1389690,4984.804383981083,4841.3342946030925,-3042.3547246264707
1389720,4983.683576931177,4840.649040071602,-3041.873104979264
1389750,4982.584583208192,4839.983711471942,-3041.4063148986234
1389780,4981.5070306994,4839.3383093361945,-3040.9543308787493
1389810,4980.450618329577,4838.71288007883,-3040.5171826475644
1389840,4979.415154149515,4838.107508263436,-3040.0949393397705
1389870,4978.400547628042,4837.522308502624,-3039.6876989538096
1389900,4977.4067836082,4836.957414443569,-3039.295576771798
1389930,4976.433898139201,4836.412970810226,-3038.9186982732213
1389960,4975.48196044819,4835.889128639245,-3038.557194122667
1389990,4974.551060618743,4835.386042610557,-3038.2111977501127
1390020,4973.641301540737,4834.903869533581,-3037.880845178084
1390050,4972.752793790206,4834.442767429182,-3037.5662722562734
1390080,4971.885652423806,4834.002894928229,-3037.267616389902
1390110,4971.039994982295,4833.584410820864,-3036.9850141200072
1390140,4970.215940241639,4833.187473697145,-3036.7186023333006
1390170,4969.413607630588,4832.812241876948,-3036.4685172251466
1390200,4968.633122654488,4832.458879974839,-3036.2349005216856
1390230,4967.874598919548,4832.127538451323,-3036.0178818504855
1390260,4967.138152963986,4831.8183707979115,-3035.8175934316646
1390290,4966.423901524693,4831.531530270293,-3035.634167139669
1390320,4965.731960713684,4831.267168941528,-3035.4677341575966
1390350,4965.06244566738,4831.025437337756,-3035.3184239401785
1390380,4964.4154703905015,4830.806484309066,-3035.1863649051247
1390410,4963.7911476931895,4830.610457003937,-3035.0716837417776
1390440,4963.189589182777,4830.4375008929965,-3034.9745057567866
1390470,4962.610905296402,4830.287759843624,-3034.894954874106
1390500,4962.055202088733,4830.161371905352,-3034.8331503510976
1390530,4961.529771155428,4830.066095334472,-3034.7950827097507
1390560,4961.023399261277,4829.990240079253,-3034.7718143885368
1390590,4960.537659322029,4829.935256556123,-3034.76442751839
1390620,4960.07504837905,4829.903743562632,-3034.774911450381
1390650,4959.636017391909,4829.896267448994,-3034.8037143502193
1390680,4959.220622571019,4829.912979857988,-3034.850970684902
1390710,4958.828921984737,4829.954003596502,-3034.916792625484
1390740,4958.461012483123,4830.019477614623,-3035.001302886063
1390770,4958.117009070762,4830.1095474350595,-3035.104628155981
1390800,4957.7970307659125,4830.224358640287,-3035.2268939147243
1390830,4957.501195758696,4830.364055915082,-3035.3682242590835
1390860,4957.22962086876,4830.528784005745,-3035.5287432858504
1390890,4956.982422326596,4830.718688846695,-3035.7085757831633
1390920,4956.759716757353,4830.9339184203145,-3035.9078482675277
1390950,4956.561622055181,4831.17462340094,-3036.1266889838175
1390980,4956.388258103477,4831.44095765097,-3036.3652287694576
1391010,4956.239747362554,4831.7330786457,-3036.6236012272607
1391040,4956.116215355617,4832.051147845964,-3036.9019432439386
1391070,4956.017791079786,4832.3953310273055,-3037.2003949901004
1391100,4955.9446182362035,4832.765811085791,-3037.5191106361335
1391130,4955.896829456829,4833.162758544086,-3037.858233636546
1391160,4955.8745613203655,4833.586348263687,-3038.217911075418
1391190,4955.877959106181,4834.036765303695,-3038.5982983329936
1391220,4955.907173549111,4834.514201005521,-3038.999555801783
1391250,4955.962360689976,4835.018852601815,-3039.4218483680525
1391280,4956.043681855798,4835.5509232001,-3039.8653455846597
1391310,4956.151303723959,4836.11062184787,-3040.330221843893
1391340,4956.285398403676,4836.698163602899,-3040.8166560317954
1391370,4956.446143512131,4837.313769568968,-3041.3248318738392
1391400,4956.633715085717,4837.957657378871,-3041.8549301572716
1391430,4956.861395392442,4838.644234055543,-3042.418216381898
1391460,4957.11290838614,4839.3560467967745,-3043.0011309856413
1391490,4957.3878091757115,4840.092499429914,-3043.603187260194
1391520,4957.687040164263,4840.854477593884,-3044.225040084028
1391550,4958.0131356663505,4841.644806265322,-3044.8689059157114
1391580,4958.366677986331,4842.464208782243,-3045.5353606473177
1391610,4958.748214102804,4843.313355839225,-3046.2249452578953
1391640,4959.158067497744,4844.1926526259995,-3046.9379919396915
1391670,4959.596535065249,4845.102455457476,-3047.674793823845
1391700,4960.063885944339,4846.043078522339,-3048.435610165491
1391730,4960.560382486592,4847.014822442719,-3049.2206881211923
1391760,4961.086282180385,4848.017980270169,-3050.0302687982235
1391790,4961.641840372898,4849.052842319748,-3050.8645907113096
1391820,4962.227311096127,4850.119697721301,-3051.7238906468074
1391850,4962.842947714848,4851.2188350662345,-3052.6084053910736
1391880,4963.489003201957,4852.350542346452,-3053.518370693444
1391910,4964.1657301896785,4853.515106564774,-3054.4540214390713
1391940,4964.873380804268,4854.712813125916,-3055.4155913032505
1391970,4965.612206330794,4855.943945113974,-3056.403311714399
1392000,4966.382451421389,4857.208776943596,-3057.417407360301
1392030,4967.184344301481,4858.507563977981,-3058.4580873734308
1392060,4968.018151516711,4859.840599472202,-3059.525591305535
1392090,4968.884119519203,4861.20815294508,-3060.620139696314
1392120,4969.782487982726,4862.6104842747545,-3061.7419447893053
1392150,4970.7134908092985,4864.047844669228,-3062.891212087413
1392180,4971.677355932867,4865.5204762953335,-3064.0681400072335
1392210,4972.674304685454,4867.0286114484,-3065.272918496363
1392240,4973.704550994035,4868.572471557483,-3066.5057290333957
1392270,4974.768300508879,4870.152266141129,-3067.766743245231
1392300,4975.865725498308,4871.768165682651,-3069.056100956805
1392330,4977.009567420604,4873.43403694232,-3070.3847366855334
1392360,4978.181265639633,4875.129613929454,-3071.736704512239
1392390,4979.382736846584,4876.856934435004,-3073.1136012757174
1392420,4980.617396828353,4878.619692327727,-3074.5183347815637
1392450,4981.886206666289,4880.41892005874,-3075.9517223748003
1392480,4983.1895148921085,4882.254978262882,-3077.414054075506
1392510,4984.527495463243,4884.128027125104,-3078.905462103799
1392540,4985.900262462467,4886.0381518698605,-3080.4260190511177
1392570,4987.307900194655,4887.985397961436,-3081.9757653612623
1392600,4988.7504704647945,4889.969781227355,-3083.5547174537255
1392630,4990.228013881527,4891.991290711201,-3085.162869970567
1392660,4991.740549726907,4894.049889275809,-3086.800196640601
1392690,4993.288075533727,4896.145513441541,-3088.4666502793916
1392720,4994.870566617821,4898.278072950006,-3090.1621615794006
1392750,4996.487975602567,4900.447450238911,-3091.8866398013297
1392780,4998.14023193697,4902.653499891264,-3093.6399719099404
1392810,4999.827241415568,4904.896048109441,-3095.4220220555417
1392840,5001.548885709665,4907.174892241944,-3097.232631055481
1392870,5003.305021924875,4909.48980036649,-3099.07161708549
1392900,5005.095478812734,4911.840505780273,-3100.938769630399
1392930,5006.920062106946,4914.22671569932,-3102.8338579531373
1392960,5008.778554927456,4916.648112010208,-3104.756630921898
1392990,5010.6707128036915,4919.104343625446,-3106.7068107880127
1393020,5012.596265110468,4921.59502899397,-3108.684095951341
1393050,5014.554915057406,4924.119756373573,-3110.6881606145967
1393080,5016.546339690533,4926.678084084579,-3112.71865512902
1393110,5018.57018995537,4929.269540821081,-3114.7752059943805
1393140,5020.6260908434215,4931.893626052345,-3116.857416895995
1393170,5022.713641621636,4934.549810528245,-3118.9648680133805
1393200,5024.83244722917,4937.237574171594,-3121.0971471308726
1393230,5026.989938193818,4939.962620670971,-3123.258365516404
1393260,5029.170591924073,4942.70603806804,-3125.4328793694485
1393290,5031.37435080377,4945.466591659964,-3127.6190958264556
1393320,5033.600696651053,4948.243924542301,-3129.816302799987
1393350,5035.847899522963,4951.037437998441,-3132.023786474238
1393380,5038.114378371717,4953.84690223048,-3134.241258730335
1393410,5040.399121716975,4956.672473478751,-3136.46881272729
1393440,5042.701648907772,4959.514542266914,-3138.706764929204
1393470,5045.021857405481,4962.373604054422,-3140.9555332553555
1393500,5047.359883858625,4965.250183470778,-3143.2155677726582
1393530,5049.716004303909,4968.144796520722,-3145.4873163011503
1393560,5052.090567999398,4971.057933280286,-3147.7712090315176
1393590,5054.483955036311,4973.990050560307,-3150.067650747446
1393620,5056.896549888546,4976.941569383217,-3152.3770187515743
1393650,5059.328725467354,4979.9128748180065,-3154.699661828478
1393680,5061.780834006334,4982.904317010051,-3157.0359016273615
1393710,5064.253202304835,4985.916212769283,-3159.386033180568
1393740,5066.746129684495,4988.948847387811,-3161.7503266319495
1393770,5069.259890420839,4992.002478041336,-3164.129030002251
1393800,5071.794753462669,4995.077345259219,-3166.522381287687
1393830,5074.350904280983,4998.1736254413745,-3168.930559892811
1393860,5076.928527475332,5001.291492795496,-3171.35374712338
1393890,5079.527791117198,5004.431103243379,-3173.792110458212
1393920,5082.148843707949,5007.592591638374,-3176.2458011294693
1393950,5084.791813670405,5010.7760717071715,-3178.714953431311
1393980,5087.4568097844585,5013.981636948701,-3181.1996855840803
1394010,5090.1439220202365,5017.209361777186,-3183.7001005984825
1394040,5092.85322252332,5020.459302631816,-3186.216287485449
1394070,5095.58476663011,5023.731498989065,-3188.748321601804
1394100,5098.338592487276,5027.025969148843,-3191.2962575639635
1394130,5101.125617485086,5030.355114206145,-3193.869508925884
1394160,5103.9319744204795,5033.7031269078225,-3196.4563599480093
1394190,5106.757497275487,5037.069585555958,-3199.056424858698
1394220,5109.602869568064,5040.455155795581,-3201.670130564739
1394250,5112.469568588627,5043.861660693118,-3204.298889660946
1394280,5115.357850575588,5047.289547547244,-3206.9430879189595
1394310,5118.267892035382,5050.739106543107,-3209.603003778795
1394340,5121.199746934691,5054.210430762347,-3212.2787639297944
1394370,5124.153435725444,5057.703532329166,-3214.970430074681
1394400,5127.128947935748,5061.218367011094,-3217.678017941599
1394430,5130.126248566081,5064.754855852487,-3220.4015145677918
1394460,5133.145279951088,5068.312895792641,-3223.140886077255
1394490,5136.185964539018,5071.892366487175,-3225.8960849398804
1394520,5139.248207707823,5075.493134349767,-3228.6670530825177
1394550,5142.331900478515,5079.115055061703,-3231.453723271669
1394580,5145.4369218366355,5082.757975104862,-3234.256021533202
1394610,5148.563140591586,5086.421732760826,-3237.0738678436983
1394640,5151.71041679083,5090.106158764,-3239.907176130453
1394670,5154.878602768306,5093.811076777696,-3242.7558551356587
1394700,5158.067548615931,5097.536312451645,-3245.619814984202
1394730,5161.277106578998,5101.2816995436115,-3248.498972023093
1394760,5164.507101405314,5105.04702246803,-3251.3932069949683
1394790,5167.75735909585,5108.832075002234,-3254.302406173243
1394820,5171.027700151315,5112.636647480454,-3257.226453930127
1394850,5174.317940083465,5116.460525913352,-3260.1652308354205
1394880,5177.627889720489,5120.303491764137,-3263.1186145207002
1394910,5180.957355448982,5124.165321902138,-3266.0864796793176
1394940,5184.306139380747,5128.045788617946,-3269.068697202215
1394970,5187.674039472125,5131.9446596991875,-3272.065135560621
1395000,5191.060883174969,5135.861736526518,-3275.075681892133
1395030,5194.474533641525,5139.805232315844,-3278.1069435731247
1395060,5197.903279598077,5143.7622630259175,-3281.148658939675
1395090,5201.347483771395,5147.733668252634,-3284.201580868696
1395120,5204.808264231972,5151.720951361776,-3287.2669954384946
1395150,5208.286296493293,5155.724799276416,-3290.3455112072916
1395180,5211.781698689125,5159.745240380338,-3293.437204568933
1395210,5215.294396687204,5163.782098559447,-3296.541987722346
1395240,5218.824221517233,5167.835122258357,-3299.659713064942
1395270,5222.37095904993,5171.904036481509,-3302.790216228964
1395300,5225.9343729370285,5175.988559782996,-3305.933329217084
1395330,5229.5142160332025,5180.088409137501,-3309.088884031976
1395360,5233.110235924462,5184.203300697378,-3312.256712676311
1395390,5236.722177414388,5188.332949424573,-3315.4366471527624
1395420,5240.349783469149,5192.477068589675,-3318.6285191183288
1395450,5243.992795433381,5196.635369391361,-3321.8321586744783
1395480,5247.6509529469995,5200.807560736036,-3325.047394885658
1395510,5251.323993777544,5204.993349116506,-3328.274055087949
1395540,5255.01165366053,5209.192438577979,-3331.5119655804097
1395570,5258.7136661796985,5213.404530716432,-3334.7609511065693
1395600,5262.429768890339,5217.629334685452,-3338.020842286406
1395630,5266.159698403798,5221.866558571765,-3341.2914693942253
1395660,5269.90317357039,5226.115881979261,-3344.572642309594
1395690,5273.659917567826,5230.376993794299,-3347.86417730704
1395720,5277.42965147561,5234.649582083224,-3351.165891006764
1395750,5281.212094302413,5238.933333371746,-3354.4775986462737
1395780,5285.006963000293,5243.227932363892,-3357.7991147717285
1395810,5288.81397249196,5247.533061797405,-3361.1302528922683
1395840,5292.632835676554,5251.848402359809,-3364.470825307175
1395870,5296.4632634189475,5256.173632642975,-3367.8206432787106
1395900,5300.305018531182,5260.508501668053,-3371.1795652535707
1395930,5304.161672611728,5264.855418866929,-3374.5500842291353
1395960,5308.026500008336,5269.208265927334,-3377.9264495808334
1395990,5311.899883816845,5273.568332281829,-3381.3099760778737
1396020,5315.782715713532,5277.936730019119,-3384.7018462693463
1396050,5319.675224981962,5282.313468998684,-3388.1021942765738
1396080,5323.577351307693,5286.698186348556,-3391.5108005968755
1396110,5327.488876561884,5291.0904293535805,-3394.927361383233
1396140,5331.409496702332,5295.489750771798,-3398.3515779737304
1396170,5335.338866924221,5299.895731014888,-3401.7831778048026
1396200,5339.276628636995,5304.307975911751,-3405.221913201377
1396230,5343.222423471109,5308.726108870093,-3408.6675527350367
1396260,5347.175898946074,5313.149763683832,-3412.1198762117533
1396290,5351.136709485496,5317.578579358262,-3415.578668104091
1396320,5355.104515282383,5322.012196791109,-3419.0437158228387
1396350,5359.07898046975,5326.450256775738,-3422.514807297297
1396380,5363.059771325864,5330.892398844218,-3425.991729938254
