time,reaTZon_y,oveTSet_u
1386150,294.5585380266956,294.34999999999997
1386180,294.5589485614713,294.34999999999997
1386210,294.5593531709714,294.34999999999997
1386240,294.5597518073055,294.34999999999997
1386270,294.5601444209956,294.34999999999997
1386300,294.5605309614393,294.34999999999997
1386330,294.56091137734734,294.34999999999997
1386360,294.56128561715343,294.34999999999997
1386390,294.5616536293968,294.34999999999997
1386420,294.56201536307555,294.34999999999997
1386450,294.5623707679714,294.34999999999997
1386480,294.5627197949465,294.34999999999997
1386510,294.56306239621244,294.34999999999997
1386540,294.563398525573,294.34999999999997
1386570,294.56372813864124,294.34999999999997
1386600,294.56405119303196,294.34999999999997
1386630,294.5643676492551,294.34999999999997
1386660,294.56467746796716,294.34999999999997
1386690,294.5649806144455,294.34999999999997
1386720,294.56527705579475,294.34999999999997
1386750,294.5655667617631,294.34999999999997
1386780,294.5658497048153,294.34999999999997
1386810,294.5661258601907,294.34999999999997
1386840,294.5663952059451,294.34999999999997
1386870,294.56665772298186,294.34999999999997
1386900,294.5669133950686,294.34999999999997
1386930,294.567162208844,294.34999999999997
1386960,294.5674041538145,294.34999999999997
1386990,294.5676392223406,294.34999999999997
1387020,294.5678674096161,294.34999999999997
1387050,294.568088713639,294.34999999999997
1387080,294.5683031351757,294.34999999999997
1387110,294.5685106777189,294.34999999999997
1387140,294.56871134744074,294.34999999999997
1387170,294.5689051531399,294.34999999999997
1387200,294.5690921061856,294.34999999999997
1387230,294.5692722204576,294.34999999999997
1387260,294.5694455122821,294.34999999999997
1387290,294.56961200036596,294.34999999999997
1387320,294.5697717057281,294.34999999999997
1387350,294.5699246516287,294.34999999999997
1387380,294.5700708634974,294.34999999999997
1387410,294.57021036885965,294.34999999999997
1387440,294.57034319726245,294.34999999999997
1387470,294.57046938019903,294.34999999999997
1387500,294.5705889510339,294.34999999999997
1387530,294.57070194492667,294.34999999999997
1387560,294.5708083987564,294.34999999999997
1387590,294.5709083510469,294.34999999999997
1387620,294.5710018418908,294.34999999999997
1387650,294.57108891287567,294.34999999999997
1387680,294.57116960701023,294.34999999999997
1387710,294.57124396865163,294.34999999999997
1387740,294.5713120434332,294.34999999999997
1387770,294.57137387819404,294.34999999999997
1387800,294.57142952090953,294.34999999999997
1387830,294.5714790225137,294.34999999999997
1387860,294.571522431155,294.34999999999997
1387890,294.5715597978071,294.34999999999997
1387920,294.57159117431416,294.34999999999997
1387950,294.57161661332924,294.34999999999997
1387980,294.5716361682531,294.34999999999997
1388010,294.57164989317556,294.34999999999997
1388040,294.5716578428179,294.34999999999997
1388070,294.57166007247724,294.34999999999997
1388100,294.5716566379723,294.34999999999997
1388130,294.57164759559157,294.34999999999997
1388160,294.5716330020422,294.34999999999997
1388190,294.5716129144015,294.34999999999997
1388220,294.57158739006996,294.34999999999997
1388250,294.5715564867256,294.34999999999997
1388280,294.57152026228096,294.34999999999997
1388310,294.5714787748409,294.34999999999997
1388340,294.5714320826627,294.34999999999997
1388370,294.57138024457606,294.34999999999997
1388400,294.57132331808566,294.34999999999997
1388430,294.57126136266515,294.34999999999997
1388460,294.57119443579495,294.34999999999997
1388490,294.5711225964902,294.34999999999997
1388520,294.57104590318056,294.34999999999997
1388550,294.5709644142164,294.34999999999997
1388580,294.5708781878425,294.34999999999997
1388610,294.57078728217334,294.34999999999997
1388640,294.57069175516983,294.34999999999997
1388670,294.57059166461767,294.34999999999997
1388700,294.57048706810735,294.34999999999997
1388730,294.5703780230153,294.34999999999997
1388760,294.5702645864869,294.34999999999997
1388790,294.5701468154208,294.34999999999997
1388820,294.5700247664545,294.34999999999997
1388850,294.56989849595146,294.34999999999997
1388880,294.56976805998966,294.34999999999997
1388910,294.56963351435104,294.34999999999997
1388940,294.56949491451303,294.34999999999997
1388970,294.5693523156401,294.34999999999997
1389000,294.56920577257813,294.34999999999997
1389030,294.56905534054806,294.34999999999997
1389060,294.56890107215554,294.34999999999997
1389090,294.5687430221652,294.34999999999997
1389120,294.5685812441052,294.34999999999997
1389150,294.5684157911692,294.34999999999997
1389180,294.56824671621655,294.34999999999997
1389210,294.5680740717738,294.34999999999997
1389240,294.5678979100367,294.34999999999997
1389270,294.5677182828732,294.34999999999997
1389300,294.5675352418278,294.34999999999997
1389330,294.5673488381266,294.34999999999997
1389360,294.56715912268317,294.34999999999997
1389390,294.56696614610496,294.34999999999997
1389420,294.56676995870123,294.34999999999997
1389450,294.56657061049117,294.34999999999997
1389480,294.56636815121294,294.34999999999997
1389510,294.5661626303338,294.34999999999997
1389540,294.56595409706057,294.34999999999997
1389570,294.5657426003507,294.34999999999997
1389600,294.5655281889249,294.34999999999997
1389630,294.5653113803544,294.34999999999997
1389660,294.5650921734458,294.34999999999997
1389690,294.5648703290611,294.34999999999997
1389720,294.5646455683644,294.34999999999997
1389750,294.56441781942203,294.34999999999997
1389780,294.5641870553038,294.34999999999997
1389810,294.5639532563314,294.34999999999997
1389840,294.56371640510963,294.34999999999997
1389870,294.56347648481494,294.34999999999997
1389900,294.56323347857835,294.34999999999997
1389930,294.56298736934775,294.34999999999997
1389960,294.56273813986775,294.34999999999997
1389990,294.5624857726915,294.34999999999997
1390020,294.56223025020574,294.34999999999997
1390050,294.561971554667,294.34999999999997
1390080,294.5617096682447,294.34999999999997
1390110,294.5614445730687,294.34999999999997
1390140,294.56117625127945,294.34999999999997
1390170,294.5609046850535,294.34999999999997
1390200,294.5606298553122,294.34999999999997
1390230,294.560351745458,294.34999999999997
1390260,294.5600703384449,294.34999999999997
1390290,294.55978561726545,294.34999999999997
1390320,294.55949756510495,294.34999999999997
1390350,294.55920616540493,294.34999999999997
1390380,294.55891140189124,294.34999999999997
1390410,294.5586132585873,294.34999999999997
1390440,294.55831171981686,294.34999999999997
1390470,294.5580067701992,294.34999999999997
1390500,294.55769839463755,294.34999999999997
1390530,294.557386578301,294.34999999999997
1390560,294.5570713066004,294.34999999999997
1390590,294.5567525651586,294.34999999999997
1390620,294.55643033977617,294.34999999999997
1390650,294.55610461639077,294.34999999999997
1390680,294.555775381035,294.34999999999997
1390710,294.5554426197877,294.34999999999997
1390740,294.5551063187242,294.34999999999997
1390770,294.5547664638629,294.34999999999997
1390800,294.5544230411102,294.34999999999997
1390830,294.55407603620387,294.34999999999997
1390860,294.5537254346551,294.34999999999997
1390890,294.55337122169067,294.34999999999997
1390920,294.55301338219476,294.34999999999997
1390950,294.5526519006516,294.34999999999997
1390980,294.55228676108925,294.34999999999997
1391010,294.5519179470247,294.34999999999997
1391040,294.5515454414115,294.34999999999997
1391070,294.5511692265897,294.34999999999997
1391100,294.5507892842387,294.34999999999997
1391130,294.55040559533404,294.34999999999997
1391160,294.55001814010717,294.34999999999997
1391190,294.5496268980106,294.34999999999997
1391220,294.54923184768654,294.34999999999997
1391250,294.54883296694135,294.34999999999997
1391280,294.5484302327245,294.34999999999997
1391310,294.5480236211142,294.34999999999997
1391340,294.54761310730754,294.34999999999997
1391370,294.5471986656179,294.34999999999997
1391400,294.54678026947806,294.34999999999997
1391430,294.54635789144425,294.34999999999997
1391460,294.5459315032226,294.34999999999997
1391490,294.54550107569037,294.34999999999997
1391520,294.54506657892546,294.34999999999997
1391550,294.54462798224375,294.34999999999997
1391580,294.54418525424376,294.34999999999997
1391610,294.543738362859,294.34999999999997
1391640,294.543287275417,294.34999999999997
1391670,294.54283195870636,294.34999999999997
1391700,294.54237237905033,294.34999999999997
1391730,294.54190850238854,294.34999999999997
1391760,294.54144029436463,294.34999999999997
1391790,294.5409677204223,294.34999999999997
1391820,294.540490745907,294.34999999999997
1391850,294.5400093361749,294.34999999999997
1391880,294.53952345670854,294.34999999999997
1391910,294.53903307323833,294.34999999999997
1391940,294.53853815187034,294.34999999999997
1391970,294.53803865922,294.34999999999997
1392000,294.53753456255083,294.34999999999997
1392030,294.53702582991866,294.34999999999997
1392060,294.53651243032084,294.34999999999997
1392090,294.535994333849,294.34999999999997
1392120,294.5354715118467,294.34999999999997
1392150,294.53494393707024,294.34999999999997
1392180,294.5344115838524,294.34999999999997
1392210,294.5338744282691,294.34999999999997
1392240,294.5333324483081,294.34999999999997
1392270,294.53278562403875,294.34999999999997
1392300,294.53223393778376,294.34999999999997
1392330,294.5316773742902,294.34999999999997
1392360,294.53111592090124,294.34999999999997
1392390,294.53054956772667,294.34999999999997
1392420,294.52997830781203,294.34999999999997
1392450,294.5294021373056,294.34999999999997
1392480,294.5288210556231,294.34999999999997
1392510,294.5282350656078,294.34999999999997
1392540,294.5276441736879,294.34999999999997
1392570,294.52704839002786,294.34999999999997
1392600,294.52644772867484,294.34999999999997
1392630,294.5258422076986,294.34999999999997
1392660,294.5252318493242,294.34999999999997
1392690,294.5246166800571,294.34999999999997
1392720,294.5239967308,294.34999999999997
1392750,294.5233720369595,294.34999999999997
1392780,294.52274263854395,294.34999999999997
1392810,294.52210858025,294.34999999999997
1392840,294.52146991153745,294.34999999999997
1392870,294.5208266866927,294.34999999999997
1392900,294.52017896487905,294.34999999999997
1392930,294.51952681017355,294.34999999999997
1392960,294.5188702915896,294.34999999999997
1392990,294.5182094830858,294.34999999999997
1393020,294.5175444635581,294.34999999999997
1393050,294.51687531681785,294.34999999999997
1393080,294.51620213155206,294.34999999999997
1393110,294.5155250012681,294.34999999999997
1393140,294.5148440242207,294.34999999999997
1393170,294.51415930332126,294.34999999999997
1393200,294.51347094414706,294.34999999999997
1393230,294.51277795763957,294.34999999999997
1393260,294.51208190652403,294.34999999999997
1393290,294.51138233695633,294.34999999999997
1393320,294.51067890005584,294.34999999999997
1393350,294.50997140786694,294.34999999999997
1393380,294.5092597529665,294.34999999999997
1393410,294.50854385960804,294.34999999999997
1393440,294.5078236674107,294.34999999999997
1393470,294.5070991274948,294.34999999999997
1393500,294.50637020159644,294.34999999999997
1393530,294.5056368614526,294.34999999999997
1393560,294.5048990880729,294.34999999999997
1393590,294.50415687098007,294.34999999999997
1393620,294.5034102075001,294.34999999999997
1393650,294.502659102123,294.34999999999997
1393680,294.50190356593646,294.34999999999997
1393710,294.50114361612236,294.34999999999997
1393740,294.50037927550915,294.34999999999997
1393770,294.49961057245315,294.34999999999997
1393800,294.4988375434156,294.34999999999997
1393830,294.4980602236232,294.34999999999997
1393860,294.4972786542496,294.34999999999997
1393890,294.4964928808699,294.34999999999997
1393920,294.4957029529809,294.34999999999997
1393950,294.4949089237056,294.34999999999997
1393980,294.4941108495704,294.34999999999997
1394010,294.4933087903179,294.34999999999997
1394040,294.49250280874116,294.34999999999997
1394070,294.49169297053305,294.34999999999997
1394100,294.49087934414774,294.34999999999997
1394130,294.4900620006737,294.34999999999997
1394160,294.48924101371466,294.34999999999997
1394190,294.48841645928053,294.34999999999997
1394220,294.48758841568383,294.34999999999997
1394250,294.48675696344446,294.34999999999997
1394280,294.4859221851991,294.34999999999997
1394310,294.48508416561674,294.34999999999997
1394340,294.48424299131875,294.34999999999997
1394370,294.48339875080364,294.34999999999997
1394400,294.48255153437555,294.34999999999997
1394430,294.481701434077,294.34999999999997
1394460,294.4808485436249,294.34999999999997
1394490,294.4799929583494,294.34999999999997
1394520,294.47913477513634,294.34999999999997
1394550,294.47827409237243,294.34999999999997
1394580,294.47741100989253,294.34999999999997
1394610,294.47654562893007,294.34999999999997
1394640,294.4756780520694,294.34999999999997
1394670,294.4748083832005,294.34999999999997
1394700,294.4739367274758,294.34999999999997
1394730,294.4730631912679,294.34999999999997
1394760,294.47218788211364,294.34999999999997
1394790,294.47131090865605,294.34999999999997
1394820,294.47043238063975,294.34999999999997
1394850,294.4695524088869,294.34999999999997
1394880,294.4686711052676,294.34999999999997
1394910,294.46778858266924,294.34999999999997
1394940,294.4669049549666,294.34999999999997
1394970,294.46602033698974,294.34999999999997
1395000,294.46513484445916,294.34999999999997
1395030,294.4642485940806,294.34999999999997
1395060,294.4633617034136,294.34999999999997
1395090,294.4624742908679,294.34999999999997
1395120,294.46158647568467,294.34999999999997
1395150,294.46069837791674,294.34999999999997
1395180,294.45981011840774,294.34999999999997
1395210,294.458921818773,294.34999999999997
1395240,294.4580336013807,294.34999999999997
1395270,294.4571455893341,294.34999999999997
1395300,294.4562579064542,294.34999999999997
1395330,294.4553706772638,294.34999999999997
1395360,294.45448402697184,294.34999999999997
1395390,294.4535980814585,294.34999999999997
1395420,294.4527129672613,294.34999999999997
1395450,294.45182881156137,294.34999999999997
1395480,294.450945742171,294.34999999999997
1395510,294.4500638875207,294.34999999999997
1395540,294.4491833766482,294.34999999999997
1395570,294.4483043391866,294.34999999999997
1395600,294.44742690535406,294.34999999999997
1395630,294.4465512059435,294.34999999999997
1395660,294.4456773723123,294.34999999999997
1395690,294.4448055363735,294.34999999999997
1395720,294.44393583058667,294.34999999999997
1395750,294.44306838794876,294.34999999999997
1395780,294.44220334198644,294.34999999999997
1395810,294.44134082674753,294.34999999999997
1395840,294.4404809767939,294.34999999999997
1395870,294.43962392719334,294.34999999999997
1395900,294.43876981351315,294.34999999999997
1395930,294.43791877181286,294.34999999999997
1395960,294.4370709386377,294.34999999999997
1395990,294.436226451012,294.34999999999997
1396020,294.43538544643314,294.34999999999997
1396050,294.43454806286553,294.34999999999997
1396080,294.4337144387345,294.34999999999997
1396110,294.43288471292084,294.34999999999997
1396140,294.43205902475523,294.34999999999997
1396170,294.43123751401254,294.34999999999997
1396200,294.43042032090693,294.34999999999997
1396230,294.4296075860865,294.34999999999997
1396260,294.42879945062805,294.34999999999997
1396290,294.4279960560325,294.34999999999997
1396320,294.4271975442196,294.34999999999997
1396350,294.4264040575234,294.34999999999997
1396380,294.42561573868744,294.34999999999997
1396410,294.4248327308601,294.34999999999997
1396440,294.4240551775899,294.34999999999997
1396470,294.42328322282106,294.34999999999997
1396500,294.4225170108889,294.34999999999997
1396530,294.4217566865155,294.34999999999997
1396560,294.421002394805,294.34999999999997
1396590,294.4202542812394,294.34999999999997
1396620,294.419512491674,294.34999999999997
1396650,294.4187771723332,294.34999999999997
1396680,294.41804846980574,294.34999999999997
1396710,294.4173265310409,294.34999999999997
1396740,294.41661150334346,294.34999999999997
1396770,294.4159035343669,294.34999999999997
1396800,294.4152027624192,294.34999999999997
1396830,294.41451201860366,294.34999999999997
1396860,294.4138269622,294.34999999999997
1396890,294.41314778880263,294.34999999999997
1396920,294.41247494673775,294.34999999999997
1396950,294.4118084879035,294.34999999999997
1396980,294.4111483191775,294.34999999999997
1397010,294.41049430541653,294.34999999999997
1397040,294.4098463040663,294.34999999999997
1397070,294.4092041764674,294.34999999999997
1397100,294.408567791117,294.34999999999997
1397130,294.40793702420666,294.34999999999997
1397160,294.40731175928227,294.34999999999997
1397190,294.4066918866604,294.34999999999997
1397220,294.4060773028149,294.34999999999997
1397250,294.40546790980125,294.34999999999997
1397280,294.4048636147379,294.34999999999997
1397310,294.4042643293419,294.34999999999997
1397340,294.4036699695191,294.34999999999997
1397370,294.4030804549991,294.34999999999997
1397400,294.4024957093434,294.34999999999997
1397430,294.40191565911755,294.34999999999997
1397460,294.40134023329654,294.34999999999997
1397490,294.4007693639486,294.34999999999997
1397520,294.40020298571017,294.34999999999997
1397550,294.3996410355733,294.34999999999997
1397580,294.3990834527102,294.34999999999997
1397610,294.39853017832195,294.34999999999997
1397640,294.3979811555026,294.34999999999997
1397670,294.39743632911785,294.34999999999997
1397700,294.396895645694,294.34999999999997
1397730,294.39635905331704,294.34999999999997
1397760,294.3958265015409,294.34999999999997
1397790,294.39529794130283,294.34999999999997
1397820,294.3947733248456,294.34999999999997
1397850,294.3942526056463,294.34999999999997
1397880,294.39373573834985,294.34999999999997
1397910,294.3932226787083,294.34999999999997
1397940,294.3927133835233,294.34999999999997
1397970,294.3922078105936,294.34999999999997
1398000,294.3917059186658,294.34999999999997
1398030,294.391207667388,294.34999999999997
1398060,294.39071301726653,294.34999999999997
1398090,294.3902219296259,294.34999999999997
1398120,294.38973436657056,294.34999999999997
1398150,294.38925029094924,294.34999999999997
1398180,294.3887696663213,294.34999999999997
1398210,294.3882924569251,294.34999999999997
1398240,294.3878186276481,294.34999999999997
1398270,294.38734814399857,294.34999999999997
1398300,294.38688097207927,294.34999999999997
1398330,294.38641707856175,294.34999999999997
1398360,294.385956430663,294.34999999999997
1398390,294.38549899612235,294.34999999999997
1398420,294.3850447431808,294.34999999999997
1398450,294.38459364056024,294.34999999999997
1398480,294.3841456574445,294.34999999999997
1398510,294.3837007634613,294.34999999999997
1398540,294.3832589286649,294.34999999999997
1398570,294.38282012351965,294.34999999999997
1398600,294.3823843188877,294.34999999999997
1398630,294.38195148600954,294.34999999999997
1398660,294.3815215964877,294.34999999999997
1398690,294.38109462228084,294.34999999999997
1398720,294.38067053568875,294.34999999999997
1398750,294.38024930934023,294.34999999999997
1398780,294.37983091618196,294.34999999999997
1398810,294.3794153294678,294.34999999999997
1398840,294.3790025227486,294.34999999999997
1398870,294.37859246986307,294.34999999999997
1398900,294.37818514492835,294.34999999999997
1398930,294.37778052233216,294.34999999999997
1398960,294.3773785767237,294.34999999999997
1398990,294.37697928300724,294.34999999999997
1399020,294.37658261633385,294.34999999999997
1399050,294.3761885520955,294.34999999999997
1399080,294.37579706591794,294.34999999999997
1399110,294.37540813365484,294.34999999999997
1399140,294.3750217313822,294.34999999999997
1399170,294.3746378353927,294.34999999999997
1399200,294.3742564221909,294.34999999999997
1399230,294.37387746848776,294.34999999999997
1399260,294.3735009511969,294.34999999999997
1399290,294.3731268474296,294.34999999999997
1399320,294.3727551344914,294.34999999999997
1399350,294.3723857898775,294.34999999999997
1399380,294.3720187912701,294.34999999999997
1399410,294.37165411653393,294.34999999999997
1399440,294.3712917437142,294.34999999999997
1399470,294.3709316510329,294.34999999999997
1399500,294.37057381688595,294.34999999999997
1399530,294.37021821984104,294.34999999999997
1399560,294.36986483863495,294.34999999999997
1399590,294.3695136521709,294.34999999999997
1399620,294.36916463951695,294.34999999999997
1399650,294.3688177799037,294.34999999999997
1399680,294.36847305272227,294.34999999999997
1399710,294.36813043752295,294.34999999999997
1399740,294.367789914013,294.34999999999997
1399770,294.36745146205567,294.34999999999997
1399800,294.3671150616684,294.34999999999997
1399830,294.36678069302195,294.34999999999997
1399860,294.36644833643857,294.34999999999997
1399890,294.3661179723915,294.34999999999997
1399920,294.3657895815036,294.34999999999997
1399950,294.3654631445464,294.34999999999997
1399980,294.3651386424398,294.34999999999997
1400010,294.36481605625056,294.34999999999997
1400040,294.3644953671918,294.34999999999997
1400070,294.36417655662297,294.34999999999997
1400100,294.36385960604855,294.34999999999997
1400130,294.36354449711786,294.34999999999997
1400160,294.3632312116249,294.34999999999997
1400190,294.3629197315075,294.34999999999997
1400220,294.3626100388475,294.34999999999997
1400250,294.3623021158703,294.34999999999997
1400280,294.3619959449445,294.34999999999997
1400310,294.3616915085821,294.34999999999997
1400340,294.3613887894384,294.34999999999997
1400370,294.3610877703116,294.34999999999997
1400400,294.3607884369196,294.34999999999997
1400430,294.3604913654999,294.34999999999997
1400460,294.36019563531795,294.34999999999997
1400490,294.359901334332,294.34999999999997
1400520,294.359608622794,294.34999999999997
1400550,294.3593175412004,294.34999999999997
1400580,294.35902810444964,294.34999999999997
1400610,294.35874032381275,294.34999999999997
1400640,294.3584542123113,294.34999999999997
1400670,294.35816978594005,294.34999999999997
1400700,294.3578870637971,294.34999999999997
1400730,294.3576060679178,294.34999999999997
1400760,294.357326823025,294.34999999999997
1400790,294.35704935625455,294.34999999999997
1400820,294.35677369687437,294.34999999999997
1400850,294.35649987600345,294.34999999999997
1400880,294.35622792633353,294.34999999999997
1400910,294.3559578818571,294.34999999999997
1400940,294.3556897776014,294.34999999999997
1400970,294.35542364937197,294.34999999999997
1401000,294.3551595342901,294.34999999999997
1401030,294.35489746899793,294.34999999999997
1401060,294.354637489556,294.34999999999997
1401090,294.3543796324122,294.34999999999997
1401120,294.354123933741,294.34999999999997
1401150,294.3538704292158,294.34999999999997
1401180,294.3536191538234,294.34999999999997
1401210,294.35337014170034,294.34999999999997
1401240,294.353123425987,294.34999999999997
1401270,294.3528790386955,294.34999999999997
1401300,294.35263701059137,294.34999999999997
1401330,294.35239737108793,294.34999999999997
1401360,294.3521601481541,294.34999999999997
1401390,294.351925368234,294.34999999999997
1401420,294.3516930561783,294.34999999999997
1401450,294.3514632351877,294.34999999999997
1401480,294.35123592676644,294.34999999999997
1401510,294.35101115068744,294.34999999999997
1401540,294.35078892496665,294.34999999999997
1401570,294.35056926584696,294.34999999999997
1401600,294.3503521877915,294.34999999999997
1401630,294.3501377034846,294.34999999999997
1401660,294.3499258238419,294.34999999999997
1401690,294.349716558026,294.34999999999997
1401720,294.3495099134706,294.34999999999997
1401750,294.34930589591016,294.34999999999997
1401780,294.3491045094151,294.34999999999997
1401810,294.3489057564325,294.34999999999997
1401840,294.3487096378319,294.34999999999997
1401870,294.3485161529544,294.34999999999997
1401900,294.34832529966656,294.34999999999997
1401930,294.3481370744165,294.34999999999997
1401960,294.3479514722938,294.34999999999997
1401990,294.3477684870909,294.34999999999997
1402020,294.34758811136714,294.34999999999997
1402050,294.3474103365139,294.34999999999997
1402080,294.34723515282064,294.34999999999997
1402110,294.34706254954267,294.34999999999997
1402140,294.34689251496786,294.34999999999997
1402170,294.3467250364847,294.34999999999997
1402200,294.3465601006501,294.34999999999997
1402230,294.3463976932544,294.34999999999997
1402260,294.3462377993875,294.34999999999997
1402290,294.3460804035041,294.34999999999997
1402320,294.3459254894872,294.34999999999997
1402350,294.34577304070876,294.34999999999997
1402380,294.34562304009023,294.34999999999997
1402410,294.3454754701596,294.34999999999997
1402440,294.34533031310696,294.34999999999997
1402470,294.34518755083775,294.34999999999997
1402500,294.34504716502283,294.34999999999997
1402530,294.34490913714683,294.34999999999997
1402560,294.3447734485527,294.34999999999997
1402590,294.3446400804843,294.34999999999997
1402620,294.34450901412583,294.34999999999997
1402650,294.34438023063774,294.34999999999997
1402680,294.3442537111903,294.34999999999997
1402710,294.3441294369939,294.34999999999997
1402740,294.3440073893263,294.34999999999997
1402770,294.34388754955654,294.34999999999997
1402800,294.34376989916643,294.34999999999997
1402830,294.3436544197684,294.34999999999997
1402860,294.343541093121,294.34999999999997
1402890,294.34342990114084,294.34999999999997
1402920,294.3433208259123,294.34999999999997
1402950,294.3432138496943,294.34999999999997
1402980,294.3431089549239,294.34999999999997
1403010,294.3430061242184,294.34999999999997
1403040,294.3429053403743,294.34999999999997
1403070,294.3428065863634,294.34999999999997
1403100,294.3427098453283,294.34999999999997
1403130,294.34261510057394,294.34999999999997
1403160,294.3425223355588,294.34999999999997
1403190,294.3424315338831,294.34999999999997
1403220,294.34234267927644,294.34999999999997
1403250,294.3422557555828,294.34999999999997
1403280,294.3421707467453,294.34999999999997
1403310,294.342087636789,294.34999999999997
1403340,294.34200640980316,294.34999999999997
1403370,294.34192704992216,294.34999999999997
