time,reaQHea_y
700950,33867.50310160387
700980,33876.17955150803
701010,33884.022614097295
701040,33891.055054541845
701070,33897.310161272995
701100,33903.06596931339
701130,33907.88463384384
701160,33912.07825058736
701190,33915.71419503152
701220,33918.865872031856
701250,33921.611590317385
701280,33924.0333959855
701310,33926.215881367505
701340,33928.24498677748
701370,33930.20681112795
701400,33932.18644768942
701430,33934.26685967679
701460,33936.52781078765
701490,33939.04486268946
701520,33941.88845231541
701550,33945.12305843648
701580,33948.806467453636
701610,33952.989145248626
701640,33957.71372118365
701670,33961.653354977265
701700,33964.84324117343
701730,33967.32814987385
701760,33969.161381160266
701790,33970.40407460793
701820,33971.12403292753
701850,33971.394682438775
701880,33971.29394654323
701910,33970.90308686164
701940,33970.3055266263
701970,33969.585673424575
702000,33968.827755984705
702030,33968.0960501037
702060,33967.4333167562
702090,33966.878757819766
702120,33966.46753915788
702150,33966.2304746919
702180,33966.19377375033
702210,33966.37885334286
702240,33966.8022172013
702270,33967.47540191945
702300,33968.40498836029
702330,33969.59267874062
702360,33971.0354354384
702390,33972.72567877731
702420,33974.651540391074
702450,33976.79716741997
702480,33979.14307190506
702510,33981.66652045163
702540,33984.34195815921
702570,33987.141459756574
702600,33990.03520210621
702630,33992.99195454414
702660,33995.979559254876
702690,33998.96544806306
702720,34001.9171170424
702750,34004.802607507925
702780,34007.59096468905
702810,34010.25267242222
702840,34012.76005839208
702870,34015.08766468747
702900,34017.212580318555
702930,34019.11473512236
702960,34020.77713500848
702990,34022.1860664695
703020,34023.331242959626
703050,34024.205902628644
703080,34024.80685620841
703110,34025.134484524424
703140,34025.19268743835
703170,34024.98878619646
703200,34024.53338079921
703230,34023.84016580232
703260,34022.92570846715
703290,34021.80919204919
703320,34020.51212939586
703350,34019.058051541186
703380,34017.47217491138
703410,34015.781053795254
703440,34014.01222185611
703470,34012.193828590214
703500,34010.35427526599
703530,34008.521870590106
703560,34006.72442070517
703590,34004.98898399147
703620,34003.34149227369
703650,34001.8064704085
703680,34000.40676599483
703710,33999.16330771229
703740,33998.09489469834
703770,33997.21801913359
703800,33996.54672414782
703830,33996.09251686039
703860,33995.86424006463
703890,33995.78917419676
703920,33995.92156824064
703950,33996.28176196201
703980,33996.87734437678
704010,33997.71004354369
704040,33998.77800192022
704070,34000.07657835608
704100,34001.59869412163
704130,34003.33505179042
704160,34005.274331708875
704190,34007.403397942115
704220,34009.70752158033
704250,34012.17062235753
704280,34014.77552551568
704310,34017.50423156217
704340,34020.338194587915
704370,34023.25860559549
704400,34026.24667718014
704430,34029.28392521113
704460,34032.35244423042
704490,34035.435172518686
704520,34038.51614334176
704550,34041.580719490696
704580,34044.61580736421
704610,34047.61004850967
704640,34050.553985649945
704670,34053.44020166464
704700,34056.26342939733
704730,34058.98103251045
704760,34061.626459277424
704790,34064.2039294064
704820,34066.71990503223
704850,34069.18298044076
704880,34071.60374499675
704910,34073.99462255106
704940,34076.36968906632
704970,34078.744472526494
705000,34081.13573707594
705030,34083.561255735265
705060,34086.03957395848
705090,34088.589768476784
705120,34091.23120395532
705150,34093.98329155373
705180,34096.865251444724
705210,34099.89588402066
705240,34103.093351211246
705270,34106.4749715533
705300,34110.057030862976
705330,34113.85461183923
705360,34117.88143872264
705390,34122.149757092244
705420,34126.67021868859
705450,34131.45180134275
705480,34136.50175012915
705510,34141.82554347001
705540,34147.4268835238
705570,34153.30771079343
705600,34159.468242219125
705630,34165.895745586764
705660,34172.56394517725
705690,34179.44404350308
705720,34186.50517650947
705750,34193.714883111235
705780,34201.03958541944
705810,34208.44507391762
705840,34215.89698932071
705870,34221.75817183928
705900,34226.00624239137
705930,34228.641692602265
705960,34229.68732678222
705990,34229.18744692339
706020,34227.20671516316
706050,34223.82883426993
706080,34219.15496531346
706110,34213.301941936814
706140,34206.400315332525
706170,34198.59225689349
706200,34190.02935143575
706230,34180.870355752
706260,34171.27875482088
706290,34161.42049329258
706320,34151.46177443524
706350,34141.56666252447
706380,34131.894957012875
706410,34122.60013215493
706440,34113.82741254442
706470,34105.71200698046
706500,34098.377519889036
706530,1215060.6807653736
706560,1214504.8135067434
706590,1208468.1364614172
706620,1194758.2725449281
706650,1172053.0229690021
706680,1140213.4215673131
706710,1100233.3094294467
706740,1053918.5520123686
706770,1003485.664905266
706800,951196.47863416
706830,899080.8291128635
706860,848779.8250544673
706890,801488.5229545815
706920,757967.8352731945
706950,718597.03561473
706980,683453.6193097322
707010,652404.876231358
707040,625173.7809731642
707070,601405.1182184785
707100,580712.4514238132
707130,562710.7762773962
707160,547036.438177895
707190,533360.2033642081
707220,521392.8963081508
707250,510884.25080436317
707280,501620.04517287755
707310,493418.80466376164
707340,486127.98662122415
707370,479619.91122401034
707400,473787.4063564568
707430,468543.1867961654
707460,463799.8293278257
707490,459499.7222682164
707520,455589.8236305213
707550,452021.3817908627
707580,448751.0952883442
707610,445742.8145133358
707640,442965.3192290093
707670,440391.73101155844
707700,437998.9084541344
707730,435766.56486275105
707760,433676.77791204484
707790,431713.86288464547
707820,429864.18185909657
707850,428115.8963740544
707880,426458.6404168087
707910,424883.34369176166
707940,423382.0440020793
707970,421947.7942741132
708000,420574.4906833175
708030,419256.7900854135
708060,417989.9667008138
708090,416769.87429046066
708120,415592.84644082264
708150,414455.6374383127
708180,413355.3647716184
708210,412289.4607056032
708240,411255.6332623926
708270,410251.83037312375
708300,409276.20894623135
708330,408327.7932733239
708360,407403.5515218231
708390,406502.8059405641
708420,405624.48139295605
708450,404767.49230534985
708480,403930.7488035166
708510,403113.2539831558
708540,402314.09483445244
708570,401532.42293423694
708600,400767.4437730512
708630,400018.40928849566
708660,399284.6108328125
708690,398565.3740489202
708720,397860.0534078388
708750,397168.02783210523
708780,396488.6962205855
708810,395821.47354081855
708840,395165.7869268962
708870,394521.0720224119
708900,393886.7692872959
708930,393262.3203527001
708960,392647.1538986073
708990,392040.6976523957
709020,391442.38846940355
709050,390851.6366638115
709080,390267.8279878914
709110,389690.3223158865
709140,389118.44747610064
709170,388551.4918314772
709200,387988.684249155
709230,387429.6574097042
709260,386872.6447302033
709290,386317.1463835565
709320,385762.06066486734
709350,385206.20840103686
709380,384648.2755710382
709410,384086.7693885601
709440,383519.99751122476
709470,382946.02583755576
709500,382362.6263031508
709530,381767.2141382245
709560,381156.7693123668
709590,380527.73758883186
709620,379875.90523472655
709650,379196.23919144017
709680,378482.6815163092
709710,377727.88274900836
709740,376922.85291918484
709770,376056.50032998604
709800,375115.0157836731
709830,374081.041435989
709860,372932.5358608914
709890,371641.16194208455
709920,370170.2491918074
709950,368471.4862217614
709980,366480.4318645484
710010,364110.03318920714
710040,361235.2781026628
710070,357693.7641433877
710100,353246.0650966358
710130,347548.5380276674
710160,340095.61904594605
710190,330130.4077078425
710220,316597.39413581014
710250,297237.26831373846
710280,268119.599394382
710310,219101.15972610682
710340,146413.33428944446
710370,75590.3470603535
710400,26664.53151935107
710430,2889.0377103377255
710460,17.24939662910451
710490,17.246881685074552
710520,17.244359136066528
710550,17.241834648471695
710580,17.239311009978955
710610,17.23678859963262
710640,17.234267430817027
710670,17.23174750942128
710700,17.229228903437786
710730,17.226711632675364
710760,17.224195715336705
710790,17.221681172836746
710820,17.21916802444892
710850,17.216656289982044
710880,17.214145987638812
710910,17.211637135621913
710940,17.209129751063298
710970,17.206623851094907
711000,17.20411945231332
711030,17.20161658469944
711060,17.199115239151922
711090,17.196615441904054
711120,17.194117207410923
711150,17.191620549056857
711180,17.189125480226192
711210,1125.5004759820938
711240,8956.735220227563
711270,27583.13884924037
711300,69380.11861981761
711330,140647.0468406312
711360,219007.88751262007
711390,292832.5780665669
711420,358802.47996346833
711450,413045.636588481
711480,453666.80106937664
711510,482503.9901424544
711540,502452.0416513649
711570,515940.0497652856
711600,523934.2928939236
711630,526924.0714849285
711660,525408.0688785219
711690,519751.47875059274
711720,510247.2809306485
711750,497110.81896725175
711780,480500.31653644756
711810,460609.4799190893
711840,437178.4951667427
711870,409249.5048824768
711900,376120.28758058767
711930,337970.5250250108
711960,294955.83456845145
711990,250325.4282451717
712020,206128.56400116236
712050,165773.48758225085
712080,131345.05338075705
712110,102938.15507631499
712140,80293.59180432658
712170,62913.113961754076
712200,50120.212801059024
712230,41195.32907207216
712260,35494.950636212576
712290,32546.725855957473
712320,32065.91307181616
712350,33983.25541785368
712380,38453.08232032338
712410,45845.42232906696
712440,56668.38840045072
712470,71390.97321318909
712500,90198.4342347019
712530,112926.61719399481
712560,139176.29292396852
712590,168355.37396052797
712620,199632.54366268075
712650,231984.73149664968
712680,263790.4317382451
712710,293090.1719304591
712740,318617.08967866143
712770,339790.23087430815
712800,356412.33372340933
712830,368351.51474763016
712860,375687.45886086
712890,378628.31985563715
712920,377417.10931983293
712950,372251.44850045344
712980,363267.27818502235
713010,350473.09351625043
713040,333985.996021345
713070,314502.96853689314
713100,292672.2794402842
713130,269086.793873126
713160,244420.35273144764
713190,219722.03895731916
713220,196280.83782906362
713250,174834.5529467291
713280,155843.3676306482
713310,139449.12306067382
713340,125768.06358416585
713370,114831.47555975452
713400,106640.5027798226
713430,100927.6627318284
713460,97446.17198131542
713490,96226.66560970612
713520,97319.02939137978
713550,100609.45555171723
713580,105993.71904744247
713610,113396.93483575688
713640,122711.86722181152
713670,133906.44763457912
713700,146885.9172356057
713730,161375.48503096987
713760,177021.61953297933
713790,193411.51501738784
713820,210060.81245690072
713850,226306.59825728813
713880,241442.69598283092
713910,254961.9010402867
713940,266466.8242519395
713970,275619.8772167785
714000,282187.2121834399
714030,286086.3760366428
714060,287317.0184472729
714090,285852.93402593234
714120,281738.7682326058
714150,275325.60746523493
714180,313748.93424264825
714210,270233.36993576906
714240,255349.11585411688
714270,264379.1224528643
714300,272243.20095272997
714330,279200.1814844559
714360,285481.5392410353
714390,291227.0828600668
714420,296637.0071579367
714450,301474.6374312136
714480,305749.35622547596
714510,309442.6837997095
714540,312499.24246389745
714570,315128.31092093553
714600,317383.8802998455
714630,319223.1276507279
714660,320600.6845987564
714690,321712.3943377736
714720,322604.0915527467
714750,322995.31014289975
714780,322547.5239111639
714810,322297.9292172071
714840,322643.1070813269
714870,322905.803679765
714900,323090.30833895126
714930,324292.40683677676
714960,327618.8797255412
714990,329804.06708091346
715020,329600.38763328944
715050,329414.6008817309
715080,329539.98300718307
715110,329644.3507900929
715140,329721.23606216337
715170,330036.4815443258
715200,330831.3472273876
715230,331619.19878763735
715260,332349.65262019803
715290,333040.9059759955
715320,333697.2080446815
715350,334321.0801018517
715380,334916.7541856323
715410,335612.7138438057
715440,336559.96233416884
715470,337471.9871631118
715500,338340.77431890223
715530,339167.3928158078
715560,339956.997285073
715590,340709.85272829374
715620,341426.0393643372
715650,341953.48909943394
715680,342122.5414925571
715710,342280.4471060497
715740,342432.80983422295
715770,343134.0761137584
715800,344900.20805845683
715830,346345.9925002398
715860,347103.52691172104
715890,347786.7351229724
715920,348444.9400202215
715950,349061.3868270384
715980,349640.14292883116
716010,350182.0242599537
716040,350687.1922662759
716070,351138.1105472203
716100,351516.38482348504
716130,351854.53770504595
716160,352168.9664987898
716190,352452.9300444063
716220,352704.5976670077
716250,352430.9572515793
716280,351192.6731928624
716310,349913.02193454973
716340,348605.2122098819
716370,347372.2258605377
716400,346225.22855583095
716430,193433.20410234455
716460,186159.19690635736
716490,178648.50870018618
716520,171342.4275844445
716550,164615.08893130466
716580,158695.51549651835
716610,153791.99681866105
716640,150181.90190680505
716670,147730.74724773027
716700,146244.69955263697
716730,145266.0716247395
716760,144224.22066184314
716790,143426.69459566218
716820,142857.19426659748
716850,142430.08419758725
716880,142082.53874815244
716910,142013.13948394058
716940,142541.3573570403
716970,142779.51993272777
717000,142173.48149375332
717030,141435.8835753568
717060,140636.08839303907
717090,140354.306963175
717120,141168.1848643459
717150,142372.6567280514
717180,143931.26095449357
717210,145924.19365346845
717240,148422.74806100634
717270,151488.6825796518
717300,155170.78300529325
717330,144314.06039081592
717360,145445.77197364418
717390,146641.64269451267
717420,147830.364888342
717450,149249.0751006932
717480,151200.1848464522
717510,152760.4484720085
717540,153299.59241727786
717570,153710.25859255245
717600,154129.74807354785
717630,154865.6505487685
717660,156373.96374231373
717690,157712.54360615212
717720,158391.1669917878
717750,158980.16012901205
717780,159574.16662007594
717810,160169.5101961009
717840,160764.28622728624
717870,161358.7323548248
717900,161953.76466383593
717930,162624.06292203182
717960,163501.8374127739
717990,164202.8909294423
718020,164336.08555546624
718050,164468.1719577419
718080,164863.38921174756
718110,165292.49069772635
718140,165716.84038053764
718170,166138.48494528414
718200,166557.95783308978
718230,166974.78188369915
718260,167389.12133485766
718290,167882.0462301115
718320,168596.04865254348
718350,169307.09480106947
718380,169897.3385883861
718410,170472.19136742302
718440,171049.72117957706
718470,171414.06944466408
718500,171167.96330148296
718530,171059.37383546206
718560,171677.6000236319
718590,172367.712537697
718620,172933.8986454508
718650,173483.66932420054
718680,174036.58109577635
718710,174591.54792181007
718740,175148.12154845984
718770,175706.70851712395
718800,176267.26830819092
718830,176829.7010479604
718860,177393.9922566045
718890,177960.1676899921
718920,178527.97590333348
718950,179015.84034018056
718980,179254.94194848262
719010,179448.4302502422
719040,179633.59189889926
719070,179895.4691640225
719100,180411.63252966665
719130,180967.26932872544
719160,181524.13286925983
719190,182083.18196714143
719220,182644.79467847053
719250,183208.9730289959
719280,183775.66446076607
719310,184344.83049458117
719340,184916.5628301639
719370,185531.46358636138
719400,186262.4848840189
719430,186951.4276695702
719460,187437.18988444094
719490,187886.41658934508
719520,188336.7090264273
719550,188783.35519997287
719580,189228.01520908606
719610,189670.9631971022
719640,190111.8915734249
719670,190550.58906333148
719700,190987.21514309943
719730,191421.8126941784
719760,191854.4160698934
719790,192354.33139188398
719820,193076.49500331082
719850,193838.04962072242
719880,194604.79195104624
719910,195305.14367594823
719940,195798.94704710823
719970,196251.4770607957
720000,196713.4853945549
720030,197182.58428885113
720060,197658.26268502953
720090,198140.5200290702
720120,198629.55068104228
720150,199227.29924887355
720180,200146.6610683168
720210,200902.70405746382
720240,200961.8016946706
720270,201302.9549300016
720300,202897.06811164037
720330,204539.16124006666
720360,205599.91387177852
720390,206725.11650204554
720420,208329.26219021695
720450,209737.56418826326
720480,210212.22127332006
720510,210647.98331559703
720540,211486.42719475683
720570,212407.89331198318
720600,213346.4996915096
720630,214369.8438627901
720660,215645.97693797835
720690,216991.51885509051
720720,218369.65902566048
720750,219611.70148778742
720780,220350.4965557064
720810,220996.75868965668
720840,221634.5958908372
720870,222264.91249356628
720900,222884.24360000386
720930,331307.6527895749
720960,342569.0562598033
720990,351297.2464404635
721020,359523.6164832704
721050,367539.1903551484
721080,375125.906435519
721110,382429.8146341382
721140,389505.61919117393
721170,396382.84543611837
721200,403251.17012533685
721230,409971.4730544309
721260,416389.53424601373
721290,422446.6127640379
721320,427758.3293927907
721350,432658.3673872154
721380,437582.4235165039
721410,442267.1329261566
721440,446542.8562669251
721470,450455.7720954601
721500,454017.25590882933
721530,457186.4814549994
721560,459846.62196965446
721590,462077.16758581187
721620,463904.32356373494
721650,465323.9240529561
721680,466331.4280144852
721710,466932.31958744145
721740,467139.13128996204
721770,466959.5199391447
721800,466400.9852282239
721830,328108.68561334064
721860,322821.5206878416
721890,317052.37470925483
721920,311146.7796201156
721950,305139.6535018277
721980,298597.6388102979
722010,292089.46862893406
722040,285783.85039513075
722070,280010.95220636047
722100,275509.1966090079
722130,271200.3988035475
722160,265975.0861746669
722190,261053.49175260984
722220,257300.5699703402
722250,254076.3885362483
722280,251226.65778833695
722310,248742.20919108615
722340,246612.53773412647
722370,244823.28257770214
722400,243356.3106008059
722430,242002.6207429187
722460,240335.6035715991
722490,239085.69901777102
722520,238951.34281380125
722550,239157.0835329787
722580,239422.8900965582
722610,239821.90586003594
722640,240252.19731745723
722670,240509.33814645864
722700,240185.10096298187
722730,240013.21123115343
722760,240592.92949735466
722790,241340.77602116662
722820,242161.43532471498
722850,243013.29789941796
722880,243886.21358879586
722910,244668.03539792338
722940,245134.11602157433
722970,245551.21253318602
723000,245979.23096372737
723030,246413.62419703358
723060,246855.76812020538
723090,247246.77764447714
723120,247452.33386122744
723150,247628.56771752352
723180,247805.15893440397
723210,247979.9877628933
723240,248153.99714927585
723270,248326.96025171777
723300,248498.5169306628
723330,248668.53969436034
723360,248836.92836573382
723390,248876.03003114168
723420,248512.7531218415
723450,247995.2930491189
723480,247235.18747773292
723510,246609.2849619927
723540,246583.03037941208
723570,246654.4124323878
723600,246723.03347082366
723630,246905.92994340035
723660,247411.4895589929
723690,247994.62973812714
723720,248584.76257963042
723750,249240.18978348677
723780,250070.02413188608
723810,250652.7677944284
723840,250353.5830657547
723870,249883.4665291028
723900,249400.69664528247
723930,249024.25939804222
723960,249035.17234932954
723990,249107.22596794443
724020,249176.28597298518
724050,249638.09334600647
724080,251287.82311442582
724110,252894.51802799478
724140,253682.0226004319
724170,254337.0141279663
724200,255003.09602495405
724230,255396.5024245423
724260,254953.90700964993
724290,254707.41080431492
724320,255587.7921798358
724350,256676.10205336605
724380,257776.8594830551
724410,258554.2983353617
724440,258333.18986133893
724470,257840.0873292836
724500,257092.94041238885
724530,256698.17075695458
724560,257542.66257392796
724590,258767.88991947402
724620,260470.57262596246
724650,262054.1720770262
724680,262973.457268814
724710,263451.6458174172
724740,262905.77091628144
724770,262489.9299382211
724800,263089.2166694039
724830,263877.5086771084
724860,264671.12802673853
724890,265434.0077914184
724920,266086.9327908832
724950,266725.67589927407
724980,267369.72148005414
725010,268017.2590673682
725040,268665.72959381
725070,269168.74454373005
725100,269209.2626389186
725130,269156.09795431275
725160,269089.8605086626
725190,268931.9295806982
725220,268527.99069729284
725250,268487.39711808553
725280,269726.7930529497
725310,270827.0292608537
725340,270767.1115197949
725370,270671.9146077198
725400,271170.2674048053
725430,271770.29188972054
725460,272374.46769640624
725490,272871.65426611225
725520,273053.7494292695
725550,273164.18828489864
725580,273271.07866956043
725610,273372.2662845918
725640,273466.4343807714
725670,273553.816665138
725700,273634.54274462524
725730,273637.6463381008
725760,273428.7487558545
725790,273163.26883270004
725820,272886.91738951736
725850,272982.06618670817
725880,274215.9748814571
725910,275951.0740049084
725940,278550.99932302185
725970,280532.35908012546
726000,280182.53474177024
726030,279752.2020188313
726060,280469.6818771012
726090,281404.2232442828
726120,282345.32151599403
726150,283293.1594880237
726180,284253.41221505625
726210,284954.2653110286
726240,284858.46300762513
726270,284524.9130691041
726300,283924.2276509174
726330,283133.0091641502
726360,281943.7341638774
726390,281136.03800232057
726420,281788.70459448383
726450,282488.8344793736
726480,282505.8908496166
726510,282397.7540980096
726540,282283.19703660463
726570,282060.1820000446
726600,281511.4491703112
726630,281012.3914892844
726660,280881.031533466
726690,280804.51891073334
726720,280722.36937588337
726750,280512.6596272749
726780,279913.0833030594
726810,279234.35507934383
726840,278539.1294000613
726870,277868.8644246657
726900,277309.35347878456
726930,276680.74089690647
726960,275777.61208341987
726990,275364.74256537476
727020,276601.1550826448
727050,277469.6975323371
727080,276332.9264963884
727110,275524.84160320647
727140,276871.57643514354
727170,278332.05736629
727200,278919.4321683736
727230,279364.2571355978
727260,279818.9022165485
727290,279987.36935929203
727320,279280.09503447474
727350,278977.341764224
727380,280446.61423905235
727410,282004.4524895241
727440,282825.8002766653
727470,283274.0454618365
727500,282973.4157634726
727530,282777.6574068965
727560,283337.3477970999
727590,283833.67589286744
727620,283693.6429608574
727650,283436.82400235615
727680,283172.82079783716
727710,283448.58789629483
727740,285368.5730133773
727770,286941.1374616776
727800,286522.5551291629
727830,285800.49216615723
727860,285320.6462114416
727890,284831.40109614417
727920,284194.5376153229
727950,283476.39977703546
727980,282609.16515620786
728010,281656.63970451563
728040,280550.73000623705
728070,278836.43348265433
728100,275382.3301618107
728130,271707.84009207954
728160,268476.2599973598
728190,265622.5391355584
728220,263800.62977994443
728250,261773.57499256474
728280,258628.51564085667
728310,254636.01197683671
728340,248764.94325415255
728370,243103.83066301583
728400,239322.19209359237
728430,234958.43752221233
728460,227915.74939253437
728490,221326.06513615977
728520,217754.5811582803
728550,214949.2983438548
728580,212999.2110672042
728610,211236.90771187635
728640,209625.44111927488
728670,207653.72784227764
728700,204527.308315108
728730,201162.26088313787
728760,197642.85705296317
728790,194877.56224832154
728820,194426.08161265397
728850,193965.9916997517
728880,192360.5752352949
728910,190204.6264809066
728940,186918.34303161077
728970,184048.95872424167
729000,182987.05447503898
729030,182220.2196694868
729060,181453.37345737123
729090,180700.66027840495
729120,179964.34689114464
729150,179183.5036557529
729180,178225.844936137
729210,177260.9169399746
729240,176302.8232721439
729270,175356.0427905361
729300,174418.49350040586
729330,173800.6414956636
