time,ahu_reaPFanExt_y,reaQHea_y,ahu_reaPFanSup_y,reaQHea_y,reaPPum_y,reaQHea_y,oveTZonSet_u,reaTZon_y
3026130,268.16725301342495,77451.1399714888,515.920362256459,77451.1399714888,152.83494133896227,77451.1399714888,292.15,292.07340517312014
3026160,268.1672530134192,77702.08002126015,515.920362256459,77702.08002126015,152.96841431968838,77702.08002126015,292.15,292.07445427613675
3026190,268.1672530134196,77946.63727620064,515.920362256459,77946.63727620064,153.0990937620528,77946.63727620064,292.15,292.0755285340096
3026220,268.167253013424,78184.74183356814,515.920362256459,78184.74183356814,153.22694132516895,78184.74183356814,292.15,292.0766274625215
3026250,268.1672530134291,78416.32763830469,515.920362256459,78416.32763830469,153.3519199200458,78416.32763830469,292.15,292.07775056764365
3026280,268.167253013421,78641.33256656046,515.920362256459,78641.33256656046,153.47399371746044,78641.33256656046,292.15,292.07889734587013
3026310,268.16725301341546,78859.69836526098,515.920362256459,78859.69836526098,153.5931281549904,78859.69836526098,292.15,292.0800672845574
3026340,268.1672530134161,79071.37074396046,515.920362256459,79071.37074396046,153.70928994326147,79071.37074396046,292.15,292.0812598622676
3026370,268.1672530134204,79276.29927953081,515.920362256459,79276.29927953081,153.8224470713757,79276.29927953081,292.15,292.0824745491163
3026400,268.1672530134257,79474.43752720804,515.920362256459,79474.43752720804,153.93256881157623,79474.43752720804,292.15,292.08371080712334
3026430,268.16725301343064,79665.74287650776,515.920362256459,79665.74287650776,154.03962572313392,79665.74287650776,292.15,292.0849680905668
3026460,268.167253013422,79850.1766992883,515.920362256459,79850.1766992883,154.1435896554806,79850.1766992883,292.15,292.0862458463391
3026490,268.16725301341626,80027.7041343146,515.920362256459,80027.7041343146,154.24443375060576,80027.7041343146,292.15,292.08754351430554
3026520,268.16725301341677,80198.29430192715,515.920362256459,80198.29430192715,154.34213244472545,80198.29430192715,292.15,292.0888605276636
3026550,268.16725301342103,80361.91997949996,515.920362256459,80361.91997949996,154.43666146924397,80361.91997949996,292.15,292.0901963133048
3026580,268.1672530134263,80518.5579329145,515.920362256459,80518.5579329145,154.52799785102835,80518.5579329145,292.15,292.0915502921753
3026610,268.1672530134313,80668.1884181444,515.920362256459,80668.1884181444,154.6161199120103,80668.1884181444,292.15,292.092921879639
3026640,268.16725301342285,80810.79571611261,515.920362256459,80810.79571611261,154.70100726812808,80810.79571611261,292.15,292.09431048583826
3026670,268.16725301341717,80946.36734721514,515.920362256459,80946.36734721514,154.782640827637,80946.36734721514,292.15,292.09571551605563
3026700,268.1672530134177,81074.89496164615,515.920362256459,81074.89496164615,154.8610027887951,81074.89496164615,292.15,292.0971363710743
3026730,268.16725301342194,81196.37306544675,515.920362256459,81196.37306544675,154.93607663682963,81196.37306544675,292.15,292.0985724475524
3026760,268.1672530134272,81310.80053777857,515.920362256459,81310.80053777857,155.00784714049243,81310.80053777857,292.15,292.1000231383539
3026790,268.1672530134322,81418.17850635824,515.920362256459,81418.17850635824,155.076300348093,81418.17850635824,292.15,292.1014878329117
3026820,268.16725301342365,81518.51298295091,515.920362256459,81518.51298295091,155.14142358292673,81518.51298295091,292.15,292.10296591758214
3026850,268.16725301341796,81611.81122511296,515.920362256459,81611.81122511296,155.20320543813264,81611.81122511296,292.15,292.1044567759964
3026880,268.1672530134185,81698.08639111111,515.920362256459,81698.08639111111,155.2616357710328,81698.08639111111,292.15,292.10595978940773
3026910,268.16725301342274,81777.35116449613,515.920362256459,81777.35116449613,155.31670569698727,81777.35116449613,292.15,292.1074743370357
3026940,268.16725301342797,81849.62609987213,515.920362256459,81849.62609987213,155.36840758279487,81849.62609987213,292.15,292.1089997964062
3026970,268.1672530134329,81914.92822866912,515.920362256459,81914.92822866912,155.41673503964046,81914.92822866912,292.15,292.1105355436885
3027000,268.16725301342433,81973.28898319497,515.920362256459,81973.28898319497,155.46168291229952,81973.28898319497,292.15,292.1120809542745
3027030,268.1672530134187,82024.72507894986,515.920362256459,82024.72507894986,155.50324727752118,82024.72507894986,292.15,292.1136354024818
3027060,268.1672530134192,82069.269508772,515.920362256459,82069.269508772,155.54142543409225,82069.269508772,292.15,292.1151982623422
3027090,268.1672530134236,82106.95418598826,515.920362256459,82106.95418598826,155.57621589226028,82106.95418598826,292.15,292.11676890786265
3027120,268.16725301342876,82137.8134288102,515.920362256459,82137.8134288102,155.6076183647203,82137.8134288102,292.15,292.1183467133206
3027150,268.1672530134338,82161.88402799169,515.920362256459,82161.88402799169,155.63563375766654,82161.88402799169,292.15,292.11993105356765
3027180,268.1672530134251,82179.20513288278,515.920362256459,82179.20513288278,155.6602641611499,82179.20513288278,292.15,292.12152130433265
3027210,268.1672530134193,82189.81816132426,515.920362256459,82189.81816132426,155.68151283891586,82189.81816132426,292.15,292.1231168425213
3027240,268.1672530134198,82193.76671534964,515.920362256459,82193.76671534964,155.69938421794754,82193.76671534964,292.15,292.12471704651074
3027270,268.167253013424,82191.09649650339,515.920362256459,82191.09649650339,155.71388387776858,82191.09649650339,292.15,292.1263212964401
3027300,268.16725301342933,82181.8552211105,515.920362256459,82181.8552211105,155.72501853945496,82181.8552211105,292.15,292.1279289744963
3027330,268.16725301342115,82166.09253585448,515.920362256459,82166.09253585448,155.73279605433822,82166.09253585448,292.15,292.12953946519553
3027360,268.16725301341575,82143.85993411428,515.920362256459,82143.85993411428,155.7372253924044,82143.85993411428,292.15,292.13115215566165
3027390,268.16725301341626,82115.21067333885,515.920362256459,82115.21067333885,155.73831663038078,82115.21067333885,292.15,292.13276643590035
3027420,268.1672530134204,82080.1996937164,515.920362256459,82080.1996937164,155.73608093952166,82080.1996937164,292.15,292.134381699073
3027450,268.1672530134257,82038.88353825756,515.920362256459,82038.88353825756,155.7305305730582,82038.88353825756,292.15,292.13599734176853
3027480,268.16725301343064,81991.32027439559,515.920362256459,81991.32027439559,155.721678853279,81991.32027439559,292.15,292.1376127642783
3027510,268.1672530134221,81937.56941708551,515.920362256459,81937.56941708551,155.70954015817327,81937.56941708551,292.15,292.13922737087717
3027540,268.16725301341637,81877.69185331224,515.920362256459,81877.69185331224,155.6941299075376,81877.69185331224,292.15,292.14084057011513
3027570,268.16725301341694,81811.74976780987,515.920362256459,81811.74976780987,155.6754645483566,81811.74976780987,292.15,292.14245177513374
3027600,268.16725301342115,81739.8065694145,515.920362256459,81739.8065694145,155.65356153913774,81739.8065694145,292.15,292.1440604040251
3027630,268.1672530134263,81661.92681632134,515.920362256459,81661.92681632134,155.62843933215626,81661.92681632134,292.15,292.1456658803311
3027660,268.1672530134313,81578.17613638843,515.920362256459,81578.17613638843,155.60011735144468,81578.17613638843,292.15,292.14726763381856
3027690,268.16725301342274,81488.62113646945,515.920362256459,81488.62113646945,155.56861596314462,81488.62113646945,292.15,292.1488651017005
3027720,268.167253013417,81393.32926550352,515.920362256459,81393.32926550352,155.53395641828655,81393.32926550352,292.15,292.1504577325203
3027750,268.16725301341756,81292.36882878069,515.920362256459,81292.36882878069,155.49616088014776,81292.36882878069,292.15,292.15204497501765
3027780,268.16725301342177,81185.8093416304,515.920362256459,81185.8093416304,155.4552526411188,81185.8093416304,292.15,292.15362625810803
3027810,268.1672530134271,81073.7215819148,515.920362256459,81073.7215819148,155.41125616362615,81073.7215819148,292.15,292.1552010165223
3027840,268.16725301343206,80956.17737909056,515.920362256459,80956.17737909056,155.36419697138925,80956.17737909056,292.15,292.15676869346214
3027870,268.1672530134235,80833.24938495542,515.920362256459,80833.24938495542,155.3141015333055,80833.24938495542,292.15,292.1583287404316
3027900,268.16725301341774,80705.01093834662,515.920362256459,80705.01093834662,155.26099719991424,80705.01093834662,292.15,292.1598806168026
3027930,268.1672530134183,80571.53600754798,515.920362256459,80571.53600754798,155.2049121812308,80571.53600754798,292.15,292.1614237895107
3027960,268.1672530134226,80432.89916453391,515.920362256459,80432.89916453391,155.14587554015483,80432.89916453391,292.15,292.16295773289045
3027990,268.16725301342785,80289.1755636929,515.920362256459,80289.1755636929,155.08391718668744,80289.1755636929,292.15,292.1644819286025
3028020,268.16725301343286,80140.4409176583,515.920362256459,80140.4409176583,155.01906786910905,80140.4409176583,292.15,292.16599586561915
3028050,268.1672530134242,79986.77147114117,515.920362256459,79986.77147114117,154.9513591627099,79986.77147114117,292.15,292.16749904024255
3028080,268.1672530134185,79828.24397478094,515.920362256459,79828.24397478094,154.88082345725334,79828.24397478094,292.15,292.1689909561434
3028110,268.16725301341893,79664.93566018941,515.920362256459,79664.93566018941,154.80749394384807,79664.93566018941,292.15,292.1704711244106
3028140,268.16725301342325,79496.92421667682,515.920362256459,79496.92421667682,154.73140460152953,79496.92421667682,292.15,292.1719390636087
3028170,268.16725301342836,79324.2877697311,515.920362256459,79324.2877697311,154.65259018368536,79324.2877697311,292.15,292.173394299837
3028200,268.16725301343337,79147.10486134434,515.920362256459,79147.10486134434,154.5710862043683,79147.10486134434,292.15,292.17483636679174
3028230,268.16725301342484,78965.45443209712,515.920362256459,78965.45443209712,154.48692892452593,78965.45443209712,292.15,292.17626480582686
3028260,268.16725301341904,78779.41580495535,515.920362256459,78779.41580495535,154.40015533817032,78779.41580495535,292.15,292.17767916601497
3028290,268.16725301341955,78589.06867069281,515.920362256459,78589.06867069281,154.3108031584802,78589.06867069281,292.15,292.1790790042059
3028320,268.1672530134239,78394.4930748987,515.920362256459,78394.4930748987,154.21891080385848,78394.4930748987,292.15,292.1804638850836
3028350,268.1672530134291,78195.76940647104,515.920362256459,78195.76940647104,154.12451738394634,78195.76940647104,292.15,292.18183338122066
3028380,268.167253013421,77992.97838748238,515.920362256459,77992.97838748238,154.0276626855983,77992.97838748238,292.15,292.18318707313045
3028410,268.16725301341546,77786.20106438937,515.920362256459,77786.20106438937,153.9283871588209,77786.20106438937,292.15,292.1845245493157
3028440,268.16725301341603,77575.51880046377,515.920362256459,77575.51880046377,153.82673190267673,77575.51880046377,292.15,292.1858454063161
3028470,268.16725301342024,77361.0132693413,515.920362256459,77361.0132693413,153.7227386511476,77361.0132693413,292.15,292.1871492487511
3028500,268.1672530134255,77142.76644963548,515.920362256459,77142.76644963548,153.61644975897352,77142.76644963548,292.15,292.1884356893609
3028530,268.1672530134305,76920.86062053104,515.920362256459,76920.86062053104,153.50790818745452,76920.86062053104,292.15,292.18970434904503
3028560,268.167253013422,76695.3783582069,515.920362256459,76695.3783582069,153.39715749021343,76695.3783582069,292.15,292.19095485689695
3028590,268.16725301341626,76466.40253307924,515.920362256459,76466.40253307924,153.28424179892886,76466.40253307924,292.15,292.19218685023634
3028620,268.1672530134169,76234.01630774667,515.920362256459,76234.01630774667,153.1692058090264,76234.01630774667,292.15,292.1933999746396
3028650,268.16725301342115,75998.30313551486,515.920362256459,75998.30313551486,153.0520947653305,75998.30313551486,292.15,292.19459388396604
3028680,268.1672530134263,75759.34675949908,515.920362256459,75759.34675949908,152.9329544476793,75759.34675949908,292.15,292.19576824038256
3028710,268.1672530134313,75517.23121217305,515.920362256459,75517.23121217305,152.81183115650126,75517.23121217305,292.15,292.1969227143856
3028740,268.16725301342285,75272.04081527726,515.920362256459,75272.04081527726,152.68877169834533,75272.04081527726,292.15,292.1980569848203
3028770,268.16725301341717,75023.86018005614,515.920362256459,75023.86018005614,152.56382337136893,75023.86018005614,292.15,292.1991707388973
3028800,268.1672530134177,74772.77395426959,515.920362256459,74772.77395426959,152.4370339422475,74772.77395426959,292.15,292.2002636724401
3028830,268.1672530134219,74518.86776591407,515.920362256459,74518.86776591407,152.3084516530338,74518.86776591407,292.15,292.2013354892678
3028860,268.1672530134272,74262.2269441766,515.920362256459,74262.2269441766,152.17812519490417,74262.2269441766,292.15,292.2023859017124
3028890,268.1672530134322,74002.93725818985,515.920362256459,74002.93725818985,152.04610368679278,74002.93725818985,292.15,292.20341463055195
3028920,268.16725301342365,73741.08477361174,515.920362256459,73741.08477361174,151.912436663693,73741.08477361174,292.15,292.2044214049935
3028950,268.1672530134178,73476.75584109698,515.920362256459,73476.75584109698,151.7771740649723,73476.75584109698,292.15,292.2054059626674
3028980,268.1672530134183,73210.03710948839,515.920362256459,73210.03710948839,151.64036621974972,73210.03710948839,292.15,292.2063680496272
3029010,268.1672530134225,72941.01552510564,515.920362256459,72941.01552510564,151.5020638311541,72941.01552510564,292.15,292.2073074203489
3029040,268.16725301342774,72669.77832937293,515.920362256459,72669.77832937293,151.36231796091235,72669.77832937293,292.15,292.20822383772895
3029070,268.16725301343274,72396.4130579008,515.920362256459,72396.4130579008,151.22118001434455,72396.4130579008,292.15,292.2091170730807
3029100,268.16725301342416,72121.00753972774,515.920362256459,72121.00753972774,151.0787017254085,72121.00753972774,292.15,292.2099869061286
3029130,268.1672530134184,71843.64989617388,515.920362256459,71843.64989617388,150.9349351416252,71843.64989617388,292.15,292.2108331250022
3029160,268.1672530134189,71564.42853918148,515.920362256459,71564.42853918148,150.7899326088704,71564.42853918148,292.15,292.21165552622716
3029190,268.16725301342325,71283.43216926575,515.920362256459,71283.43216926575,150.64374675610821,71283.43216926575,292.15,292.2124539147157
3029220,268.1672530134285,71000.74977299919,515.920362256459,71000.74977299919,150.4964304800768,71000.74977299919,292.15,292.2132281037553
3029250,268.16725301343354,70716.47061994873,515.920362256459,70716.47061994873,150.34803692992395,70716.47061994873,292.15,292.2139779149958
3029280,268.16725301342495,70430.68425909299,515.920362256459,70430.68425909299,150.19861949178718,70430.68425909299,292.15,292.21470317843546
3029310,268.16725301341916,70143.48051460387,515.920362256459,70143.48051460387,150.04823177332435,70143.48051460387,292.15,292.21540373240566
3029340,268.16725301341955,69854.94948104213,515.920362256459,69854.94948104213,149.89692758817569,69854.94948104213,292.15,292.2160794235543
3029370,268.16725301342376,69565.18151783913,515.920362256459,69565.18151783913,149.7447609403811,69565.18151783913,292.15,292.21673010682747
3029400,268.167253013429,69274.26724317798,515.920362256459,69274.26724317798,149.59178600874546,69274.26724317798,292.15,292.2173556454512
3029430,268.16725301342086,68982.29752694248,515.920362256459,68982.29752694248,149.43805713103077,68982.29752694248,292.15,292.2179559109265
3029460,268.16725301341546,68689.36348324755,515.920362256459,68689.36348324755,149.28362878827545,68689.36348324755,292.15,292.2185307829817
3029490,268.16725301341603,68395.55646236188,515.920362256459,68395.55646236188,149.12855558910078,68395.55646236188,292.15,292.2190801495577
3029520,268.16725301342024,68100.96804175427,515.920362256459,68100.96804175427,148.97289225391285,68100.96804175427,292.15,292.2196039067866
3029550,268.1672530134254,67805.69001636587,515.920362256459,67805.69001636587,148.81669359902074,67805.69001636587,292.15,292.2201019589678
3029580,268.16725301343035,67509.81438806809,515.920362256459,67509.81438806809,148.66001452070293,67509.81438806809,292.15,292.2205742185435
3029610,268.1672530134349,67213.43335443358,515.920362256459,67213.43335443358,148.50290997924725,67213.43335443358,292.15,292.2210206060721
3029640,268.1672530134262,66916.6392966994,515.920362256459,66916.6392966994,148.34543498295542,66916.6392966994,292.15,292.22144105020084
3029670,268.1672530134205,66619.52476704172,515.920362256459,66619.52476704172,148.18764457213064,66619.52476704172,292.15,292.2218354876376
3029700,268.16725301342115,66322.18247503885,515.920362256459,66322.18247503885,148.02959380302616,66322.18247503885,292.15,292.22220386312193
3029730,268.1672530134254,66024.70527341557,515.920362256459,66024.70527341557,147.8713377317748,66024.70527341557,292.15,292.2225461293951
3029760,268.16725301343064,65727.18614298567,515.920362256459,65727.18614298567,147.7129313982892,65727.18614298567,292.15,292.2228622471691
3029790,268.1672530134225,65429.718176896604,515.920362256459,65429.718176896604,147.5544298101551,65429.718176896604,292.15,292.2231521850947
3029820,268.167253013417,65132.394564087495,515.920362256459,65132.394564087495,147.39588792649926,65132.394564087495,292.15,292.22341591972946
3029850,268.1672530134176,64835.3085720203,515.920362256459,64835.3085720203,147.23736064184567,64835.3085720203,292.15,292.2236534355036
3029880,268.1672530134219,64538.553528669254,515.920362256459,64538.553528669254,147.0789027699632,64538.553528669254,292.15,292.2238647246862
3029910,268.1672530134271,64242.22280381662,515.920362256459,64242.22280381662,146.92056902771967,64242.22280381662,292.15,292.22404978735045
3029940,268.16725301343206,63946.40978962248,515.920362256459,63946.40978962248,146.76241401892148,63946.40978962248,292.15,292.2242086313368
3029970,268.1672530134235,63651.20788049126,515.920362256459,63651.20788049126,146.60449221817007,63651.20788049126,292.15,292.2243412722175
3030000,268.1672530134177,63356.710504494426,515.920362256459,63356.710504494426,146.44685798444905,63356.710504494426,292.15,292.22444772943965
3030030,268.1672530134182,63063.011177610184,515.920362256459,63063.011177610184,146.28956558573975,63063.011177610184,292.15,292.2245280257983
3030060,268.16725301342257,62770.20350609048,515.920362256459,62770.20350609048,146.1326691952501,62770.20350609048,292.15,292.2245821897973
3030090,268.16725301342774,62478.381131905764,515.920362256459,62478.381131905764,145.97622285744248,62478.381131905764,292.15,292.224610257257
3030120,268.1672530134328,62187.637659396096,515.920362256459,62187.637659396096,145.8202804441255,62187.637659396096,292.15,292.2246122720841
3030150,268.1672530134242,61898.06659065681,515.920362256459,61898.06659065681,145.66489561599883,61898.06659065681,292.15,292.224588286571
3030180,268.16725301341853,61609.76127654267,515.920362256459,61609.76127654267,145.5101217934615,61609.76127654267,292.15,292.22453836147156
3030210,268.16725301341904,61322.81487957887,515.920362256459,61322.81487957887,145.35601213427492,61322.81487957887,292.15,292.2244625659795
3030240,268.16725301342325,61037.32034285854,515.920362256459,61037.32034285854,145.20261951469575,61037.32034285854,292.15,292.2243609776686
3030270,268.1672530134285,60753.37036078117,515.920362256459,60753.37036078117,145.04999651194493,60753.37036078117,292.15,292.224233682417
3030300,268.16725301343354,60471.05734991747,515.920362256459,60471.05734991747,144.89819538716236,60471.05734991747,292.15,292.2240807743275
3030330,268.16725301342495,60190.4734196372,515.920362256459,60190.4734196372,144.74726806856805,60190.4734196372,292.15,292.2239023556297
3030360,268.1672530134192,59911.71034215218,515.920362256459,59911.71034215218,144.59726613455783,59911.71034215218,292.15,292.2236985366256
3030390,268.1672530134198,59634.85952215921,515.920362256459,59634.85952215921,144.44824079686953,59634.85952215921,292.15,292.2234694356001
3030420,268.167253013424,59360.01196613447,515.920362256459,59360.01196613447,144.30024288386207,59360.01196613447,292.15,292.2232151787397
3030450,268.1672530134292,59087.25825152688,515.920362256459,59087.25825152688,144.15332282401724,59087.25825152688,292.15,292.2229359000504
3030480,268.16725301342103,58816.68849560319,515.920362256459,58816.68849560319,144.00753062955073,58816.68849560319,292.15,292.2226317412787
3030510,268.1672530134156,58548.39232410935,515.920362256459,58548.39232410935,143.86291588015064,58548.39232410935,292.15,292.2223028518316
3030540,268.1672530134162,58282.45883965827,515.920362256459,58282.45883965827,143.71952770683862,58282.45883965827,292.15,292.221949388698
3030570,268.1672530134204,58018.97658993847,515.920362256459,58018.97658993847,143.57741477596593,58018.97658993847,292.15,292.22157151636895
