time,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,PriceDistrictHeatingPower,LowerSetp[1],UpperSetp[1],UpperCO2[1],pAtm,lon,lat,TDewPoi,HDirNor,HDifHor,HGloHor,relHum,nTot,ceiHei,winSpe,winDir,nOpa,TBlaSky,HHorIR,cloTim,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul,InternalGainsRad[1],Occupancy[1],InternalGainsLat[1],InternalGainsCon[1],EmissionsElectricPower,EmissionsDistrictHeatingPower,EmissionsGasPower,EmissionsBiomassPower,EmissionsSolarThermalPower
1970-02-05 02:30:00,0.04281,0.03857,0.02971,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,273.635714286,0.0,0.0,0.0,0.881,1.0,90.0,13.1115384615,4.71238898038,0.85,266.320667827,287.921052632,3033000,2.33974665849,-0.768950331692,-0.288017426206,3031588.91617,217.321774655,275.3875,274.64667369,212.874238,5,106.437119,212.874238,0.209,0.1163,0.2,0,0
1970-02-05 02:45:00,0.04281,0.03857,0.02971,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,273.121428571,0.0,0.0,0.0,0.84925,1.0,90.0,13.3817307692,4.71238898038,0.775,265.23205045,281.407894737,3033900,2.3128469375,-0.742050610703,-0.287965334248,3032488.85225,217.387219854,275.3703125,274.429914801,216.8870455,5,108.4435185,216.8870455,0.209,0.1163,0.2,0,0
1970-02-05 03:00:00,0.04281,0.03857,0.031,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,272.65,0.0,0.0,0.0,0.82,1.0,90.0,13.6,4.71238898038,0.7,264.348010927,277.0,3034800,2.28409244783,-0.713296121031,-0.287913233584,3033388.78842,217.452665059,275.35,274.225254625,220.899836,5,110.449918,220.899836,0.209,0.1163,0.2,0,0
1970-02-05 03:15:00,0.04281,0.03857,0.031,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,272.250927198,0.0,0.0,0.0,0.795080357143,1.0,90.0,13.7506555944,4.71238898038,0.625,263.635304463,274.5,3035700,2.25371548978,-0.682919162986,-0.287861124215,3034288.72467,217.51811027,275.325,274.043158755,224.912635,5,112.4563175,224.912635,0.209,0.1163,0.2,0,0
1970-02-05 03:30:00,0.04281,0.03857,0.031,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,271.848901099,0.0,0.0,0.0,0.769714285714,1.0,90.0,13.8998251748,4.71238898038,0.55,263.039937015,272.0,3036600,2.22193334824,-0.651137021445,-0.287809006142,3035188.66101,217.583555487,275.3,273.857881118,228.929276,5,114.464638,228.929276,0.209,0.1163,0.2,0,0
1970-02-05 03:45:00,0.04281,0.03857,0.031,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,271.447424451,0.0,0.0,0.0,0.744491071429,1.0,90.0,14.0490821678,4.71238898038,0.475,262.520538014,269.5,3037500,2.18894754283,-0.618151216035,-0.287756879369,3036088.59743,217.649000711,275.275,273.67317356,232.9420835,6,116.47104175,232.9420835,0.209,0.1163,0.2,0,0
1970-02-05 04:00:00,0.04281,0.03857,0.03608,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,271.05,0.0,0.0,0.0,0.72,1.0,90.0,14.2,4.71238898038,0.4,262.034740094,267.0,3038400,2.15494403602,-0.584147709222,-0.287704743896,3036988.53394,217.71444594,275.25,273.492836805,236.954874,6,118.477437,236.954874,0.209,0.1163,0.2,0,0
1970-02-05 04:15:00,0.04281,0.03857,0.03608,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,270.664963942,0.0,0.0,0.0,0.697196428571,1.0,919.6875,14.3856534091,4.73965974995,0.325,261.540576385,264.5,3039300,2.12009408005,-0.549297753259,-0.287652599726,3037888.47053,217.779891176,275.225,273.323077918,240.9715235,6,120.485766,240.9715235,0.209,0.1163,0.2,0,0
1970-02-05 04:30:00,0.04281,0.03857,0.03608,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,270.309134615,0.0,0.0,0.0,0.677285714286,1.0,2745.0,14.6011363636,4.79965544298,0.25,260.997387893,262.0,3040200,2.08455545307,-0.513759126277,-0.28760044686,3038788.4072,217.845336418,275.2,273.171781409,244.984314,6,122.492157,244.984314,0.209,0.1163,0.2,0,0
1970-02-05 04:45:00,0.04281,0.03857,0.03608,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,269.998737981,0.0,0.0,0.0,0.661232142857,1.0,4570.3125,14.7910511364,4.85965113602,0.175,260.363478325,259.5,3041100,2.04847390059,-0.477677573795,-0.287548285301,3039688.34396,217.910781666,275.175,273.045319807,248.99713,6,124.498565,248.99713,0.209,0.1163,0.2,0,0
1970-02-05 05:00:00,0.04281,0.03857,0.04002,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,269.75,0.0,0.0,0.0,0.65,1.0,5400.0,14.9,4.88692190558,0.1,259.59578552,257.0,3042000,2.01198465459,-0.441188327791,-0.287496115051,3040588.28081,217.97622692,275.15,272.950061708,253.0137625,6,126.506877,253.0137625,0.209,0.1163,0.2,0,0
1970-02-05 05:15:00,0.04281,0.03857,0.04002,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,269.59609375,0.0,0.0,0.0,0.6431875,0.98203125,5400.0,14.8995738636,4.88692190558,0.0734375,259.276016605,256.328125,3042900,1.97521394589,-0.404417619098,-0.287443936111,3041488.21774,218.041672181,275.154296875,272.909758654,257.026553,6,128.5132765,257.026553,0.209,0.1163,0.2,0,0
1970-02-05 05:30:00,0.04281,0.03857,0.04002,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,269.54375,0.0,0.0,0.0,0.6395,0.95625,5400.0,14.8238636364,4.88692190558,0.1125,259.723663073,258.125,3043800,1.93828045785,-0.367484131058,-0.287391748484,3042388.15476,218.107117447,275.203125,272.929574524,261.0393605,6,130.519676,261.0393605,0.209,0.1163,0.2,0,0
1970-02-05 05:45:00,0.04281,0.03857,0.04002,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,269.56953125,0.0,0.0,0.0,0.6385625,0.92734375,5400.0,14.7112215909,4.88692190558,0.1703125,260.318715736,260.609375,3044700,1.90129669166,-0.330500364868,-0.287339552171,3043288.09186,218.17256272,275.275390625,272.988186204,265.052168,6,132.526084,265.052168,0.209,0.1163,0.2,0,0
1970-02-05 06:00:00,0.04281,0.03857,0.04644,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,269.65,0.0,0.0,0.0,0.64,0.9,5400.0,14.6,4.88692190558,0.2,260.639475852,262.0,3045600,1.86437022882,-0.293573902022,-0.287287347174,3044188.02905,218.238007999,275.35,273.064405462,275.56609,7,137.783045,275.56609,0.209,0.1163,0.2,0,0
1970-02-05 06:15:00,0.04281,0.03857,0.04644,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,269.75,0.0,0.0,0.0,0.6425,0.875,5400.0,14.4965909091,4.88692190558,0.2,260.735332987,262.25,3046500,1.82760488535,-0.256808558554,-0.287235133495,3045087.96632,218.303453284,275.426171875,273.149062861,316.392967,8,158.1964835,316.392967,0.209,0.1163,0.2,0,0
1970-02-05 06:30:00,0.04281,0.03857,0.04644,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,269.85,0.0,0.0,0.0,0.645,0.85,5400.0,14.3886363636,4.88692190558,0.2,260.837844785,262.5,3047400,1.7911017578,-0.220305431003,-0.287182911136,3045987.90367,218.368898576,275.509375,273.240127986,361.013751,9,180.5068755,361.013751,0.209,0.1163,0.2,0,0
1970-02-05 06:45:00,0.04281,0.03857,0.04644,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,269.95,0.0,0.0,0.0,0.6475,0.825,5400.0,14.2863636364,4.88692190558,0.2,260.935917358,262.75,3048300,1.75496016316,-0.184163836365,-0.2871306801,3046887.84111,218.434343873,275.587890625,273.327095635,405.634569,10,202.8172845,405.634569,0.209,0.1163,0.2,0,0
1970-02-05 07:00:00,0.04281,0.05253,0.05519,0.0828,288.15,299.15,1000,101325,0.221133216228,0.970926662884,270.05,0.0,0.0,0.0,0.65,0.8,5400.0,14.2,4.88692190558,0.2,261.018452785,263.0,3049200,1.7192784754,-0.14848214861,-0.287078440387,3047787.77864,218.499789177,275.65,273.399430609,450.255353,11,225.1276765,450.255353,0.209,0.1163,0.2,0,0
1970-02-05 07:15:00,0.04281,0.05253,0.05519,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.15,0.0,0.0,0.0,0.6525,0.775,5400.0,14.125,4.88692190558,0.2,261.089516002,263.25,3050100,1.68415486007,-0.11335853327,-0.287026192001,3048687.71625,218.565234487,275.7,273.460962804,494.8723375,12,247.4361645,494.8723375,0.209,0.1163,0.2,0,0
1970-02-05 07:30:00,0.04281,0.05253,0.05519,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.25,0.0,0.0,0.0,0.655,0.75,5400.0,14.05,4.88692190558,0.2,261.160572582,263.5,3051000,1.64968790643,-0.0788915796329,-0.286973934942,3049587.65395,218.630679803,275.75,273.522561472,539.49313,14,269.746565,539.49313,0.209,0.1163,0.2,0,0
1970-02-05 07:45:00,0.04281,0.05253,0.05519,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.35,0.0,0.0,0.0,0.6575,0.725,5400.0,13.975,4.88692190558,0.2,261.231622536,263.75,3051900,1.6159771542,-0.0451808274026,-0.286921669213,3050487.59173,218.696125125,275.8,273.584226636,584.11388,15,292.05694,584.11388,0.209,0.1163,0.2,0,0
1970-02-05 08:00:00,0.04281,0.05253,0.05491,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.45,0.0,0.0,0.0,0.66,0.7,5400.0,13.9,4.88692190558,0.2,261.302665874,264.0,3052800,1.58312350855,-0.0123271817566,-0.286869394816,3051387.52959,218.761570454,275.85,273.645958314,628.730856,16,314.365428,628.730856,0.209,0.1163,0.2,0,0
1970-02-05 08:15:00,0.04281,0.05253,0.05491,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.55,0.0,0.0,0.0,0.6625,0.690625,5400.0,13.825,4.88692190558,0.21328125,261.470453821,264.6484375,3053700,1.55122953437,0.019566792424,-0.286817111752,3052287.46755,218.827015788,275.9,273.707756528,676.354605,17,338.177294,676.354605,0.209,0.1163,0.2,0,0
1970-02-05 08:30:00,0.04281,0.05253,0.05491,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.65,0.0,0.0,0.0,0.665,0.7,5400.0,13.75,4.88692190558,0.24375,261.749170994,265.8125,3054600,1.52039961744,0.0503967093585,-0.286764820025,3053187.40558,218.892461129,275.95,273.769621294,1372.79998,35,686.39999,1372.79998,0.209,0.1163,0.2,0,0
1970-02-05 08:45:00,0.04281,0.05253,0.05491,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.75,2.03464673913,2.17927631579,1.47576530612,0.6675,0.709375,5400.0,13.675,4.88692190558,0.27734375,262.029180557,267.0703125,3055500,1.49073997777,0.0800563490265,-0.286712519634,3054087.3437,218.957906476,276.0,273.831552629,5713.92015,148,2856.960075,5713.92015,0.209,0.1163,0.2,0,0
1970-02-05 09:00:00,0.04281,0.05253,0.05733,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.85,7.09239130435,7.89473684211,6.10204081633,0.67,0.7,5400.0,13.6,4.88692190558,0.3,262.231364811,268.0,3056400,1.46235851843,0.108437808367,-0.286660210584,3054987.28191,219.023351829,276.05,273.893550549,16529.92195,430,8264.960805,16529.92195,0.209,0.1163,0.2,0,0
1970-02-05 09:15:00,0.04281,0.05253,0.05733,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.95,13.6039402174,15.9128289474,14.1772959184,0.6725,0.675,5400.0,13.5136363636,4.88692190558,0.30546875,262.344668727,268.5546875,3057300,1.4353644924,0.135431834398,-0.286607892874,3055887.2202,219.088797189,276.112109375,273.966568494,19237.12095,500,9618.5609,19237.12095,0.209,0.1163,0.2,0,0
1970-02-05 09:30:00,0.04281,0.05253,0.05733,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,271.05,20.0,25.0,26.0,0.675,0.65,5400.0,13.4113636364,4.88692190558,0.302083333333,262.424038074,269.020833333,3058200,1.40986797109,0.160928355704,-0.286555566508,3056787.15858,219.154242554,276.190625,274.054520837,20464.63825,532,10232.3187,20464.63825,0.209,0.1163,0.2,0,0
1970-02-05 09:45:00,0.04281,0.05253,0.05733,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,271.15,28.1618022638,39.4962300414,43.2066768539,0.6775,0.625,5400.0,13.3034090909,4.88692190558,0.29765625,262.501806962,269.4765625,3059100,1.38597910115,0.184817225641,-0.286503231488,3057687.09704,219.219687926,276.273828125,274.146824908,20209.9196,526,10104.9598,20209.9196,0.209,0.1163,0.2,0,0
1970-02-05 10:00:00,0.04281,0.05253,0.05566,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,271.25,40.1162553122,60.2794204613,64.8385532431,0.68,0.6,5400.0,13.2,4.88692190558,0.3,262.611095327,270.0,3060000,1.36380714185,0.206989184944,-0.286450887814,3058587.03558,219.285133304,276.35,274.232867045,21136.63805,550,10568.31945,21136.63805,0.209,0.1163,0.2,0,0
1970-02-05 10:15:00,0.04281,0.05253,0.05566,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,271.421875,54.5125807045,80.9229006505,87.3011530107,0.68515625,0.5703125,7993.75,13.0887784091,4.91419267515,0.3203125,262.814699708,270.71875,3060900,1.34345928405,0.227337042741,-0.28639853549,3059486.97422,219.350578688,276.403515625,274.316598154,22289.66475,580,11144.83195,22289.66475,0.209,0.1163,0.2,0,0
1970-02-05 10:30:00,0.04281,0.05253,0.05566,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,271.658333333,70.0,95.0,107.0,0.692916666667,0.5375,13700.0,12.9761363636,4.97418836818,0.354166666667,263.083568812,271.583333333,3061800,1.32503926346,0.245757063335,-0.286346174517,3060386.91293,219.416024078,276.440625,274.403329141,22557.69525,587,11278.84805,22557.69525,0.209,0.1163,0.2,0,0
1970-02-05 10:45:00,0.04281,0.05253,0.05566,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,271.840625,115.489304247,98.6430560846,123.681563826,0.69921875,0.5109375,19406.25,12.9004261364,5.03418406122,0.3859375,263.325961994,272.40625,3062700,1.30864579507,0.262150531724,-0.286293804897,3061286.85173,219.481469475,276.482421875,274.484474608,22248.9591,579,11124.47955,22248.9591,0.209,0.1163,0.2,0,0
1970-02-05 11:00:00,0.04281,0.05253,0.05093,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,271.85,193.555437891,96.0631308322,139.198691655,0.7,0.5,22000.0,12.9,5.06145483078,0.4,263.461847495,273.0,3063600,1.29437087223,0.276425454562,-0.286241426632,3062186.79062,219.546914877,276.55,274.551480847,23413.7583,609,11706.87915,23413.7583,0.209,0.1163,0.2,0,0
1970-02-05 11:15:00,0.04281,0.05253,0.05093,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,271.671428571,263.343852589,92.9516401638,153.116473656,0.688653846154,0.5109375,22000.0,13.0089488636,5.06145483078,0.3859375,263.452624582,273.0625,3064500,1.2822979903,0.288498336497,-0.286189039724,3063086.72959,219.612360286,276.657421875,274.571259771,24194.56065,630,12097.2799,24194.56065,0.209,0.1163,0.2,0,0
1970-02-05 11:30:00,0.04281,0.05253,0.05093,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,271.407142857,284.0,95.0,165.0,0.66641025641,0.5375,22000.0,13.1988636364,5.06145483078,0.354166666667,263.357181098,272.666666667,3065400,1.27250037029,0.298295956506,-0.286136644175,3063986.66865,219.677805701,276.790625,274.537484177,22986.2389,598,11493.11945,22986.2389,0.209,0.1163,0.2,0,0
1970-02-05 11:45:00,0.04281,0.05253,0.05093,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,271.114285714,255.679189405,105.635224761,173.317762706,0.640961538462,0.5703125,22000.0,13.4143465909,5.06145483078,0.3203125,263.240948524,272.1875,3066300,1.26503926954,0.305757057257,-0.286084239986,3064886.60779,219.743251122,276.928515625,274.482701239,22351.9995,582,11175.99975,22351.9995,0.209,0.1163,0.2,0,0
1970-02-05 12:00:00,0.04281,0.05253,0.05002,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.85,213.08934076,120.501842299,177.459271978,0.62,0.6,22000.0,13.6,5.06145483078,0.3,263.181306361,272.0,3067200,1.25996247188,0.310833854915,-0.28603182716,3065786.54702,219.80869655,277.05,274.442173968,22692.47975,590,11346.23945,22692.47975,0.209,0.1163,0.2,0,0
1970-02-05 12:15:00,0.04281,0.05253,0.05002,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.616964286,167.204821735,133.617538688,178.371145261,0.603882211538,0.625,22000.0,13.7510026738,5.06145483078,0.29765625,263.210441606,272.21875,3068100,1.2573030477,0.313493279094,-0.285979405699,3066686.48633,219.874141983,277.153046875,274.417915749,23275.51855,606,11637.75885,23275.51855,0.209,0.1163,0.2,0,0
1970-02-05 12:30:00,0.04281,0.05253,0.05002,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.38452381,129.0,139.0,177.0,0.588173076923,0.65,22000.0,13.9004010695,5.06145483078,0.302083333333,263.273900304,272.583333333,3069000,1.25707846307,0.313717863723,-0.285926975605,3067586.42572,219.939587423,277.251875,274.391425561,21358.08005,556,10679.04045,21358.08005,0.209,0.1163,0.2,0,0
1970-02-05 12:45:00,0.04281,0.05253,0.05002,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,270.159821429,93.5172753061,138.240537084,170.531808036,0.573377403846,0.675,22000.0,14.0495989305,5.06145483078,0.30546875,263.332147609,272.90625,3069900,1.25929009758,0.311506229219,-0.285874536879,3068486.3652,220.005032869,277.349765625,274.369358086,22574.0824,587,11287.0412,22574.0824,0.209,0.1163,0.2,0,0
1970-02-05 13:00:00,0.04281,0.05253,0.04959,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,269.95,56.2529180167,137.119693095,159.031936813,0.56,0.7,22000.0,14.2,5.06145483078,0.3,263.346357707,273.0,3070800,1.26392320399,0.306873122801,-0.285822089524,3069386.30477,220.070478321,277.45,274.358408582,25917.4384,674,12958.7192,25917.4384,0.209,0.1163,0.2,0,0
1970-02-05 13:15:00,0.04281,0.05253,0.04959,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,269.785227273,28.8621017189,135.939002558,147.766097184,0.548883928571,0.75,19406.25,14.3992647059,5.08872560035,0.27734375,263.321889672,272.875,3071700,1.27094731263,0.29984901416,-0.285769633541,3070286.24442,220.135923779,277.60453125,274.409723259,26205.7346,682,13102.8673,26205.7346,0.209,0.1163,0.2,0,0
1970-02-05 13:30:00,0.04281,0.05253,0.04959,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,269.677272727,23.0,135.0,142.0,0.540357142857,0.825,13700.0,14.6382352941,5.14872129338,0.24375,263.272514269,272.666666667,3072600,1.28031705233,0.290479274465,-0.285717168933,3071186.18416,220.201369244,277.80125,274.515157013,26216.6639,682,13108.33195,26216.6639,0.209,0.1163,0.2,0,0
1970-02-05 13:45:00,0.04281,0.05253,0.04959,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,269.605681818,36.8748194511,134.873109244,145.026981947,0.534151785714,0.8875,7993.75,14.8330882353,5.20871698642,0.21328125,263.184813587,272.375,3073500,1.29197333276,0.278822994037,-0.285664695701,3072086.12398,220.266814714,277.94734375,274.593528096,25470.72005,663,12735.36045,25470.72005,0.209,0.1163,0.2,0,0
1970-02-05 14:00:00,0.04281,0.05253,0.04998,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,269.55,58.4622051035,135.212605042,153.249607535,0.53,0.9,5400.0,14.9,5.23598775598,0.2,263.076583469,272.0,3074400,1.30584481175,0.26495151504,-0.285612213847,3072986.06389,220.332260191,277.95,274.564405001,24209.921,630,12104.9605,24209.921,0.209,0.1163,0.2,0,0
1970-02-05 14:15:00,0.04281,0.05253,0.04998,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,269.503246753,84.0684882041,134.945798319,161.597429356,0.527785714286,0.875,5400.0,14.7830882353,5.23598775598,0.2,262.970718213,271.5,3075300,1.3218495586,0.248946768192,-0.285559723373,3073886.00388,220.397705674,277.85,274.462374074,23697.91755,617,11848.9592,23697.91755,0.209,0.1163,0.2,0,0
1970-02-05 14:30:00,0.04281,0.05253,0.04998,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,269.47987013,110.0,133.0,165.0,0.528142857143,0.85,5400.0,14.5382352941,5.23598775598,0.2,262.870465929,270.916666667,3076200,1.3398968205,0.230899506295,-0.285507224282,3074785.94396,220.463151163,277.75,274.379750467,23104.00045,601,11552.00065,23104.00045,0.209,0.1163,0.2,0,0
1970-02-05 14:45:00,0.04281,0.05253,0.04998,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,269.491558442,135.737516367,127.14718192,163.959183673,0.531928571429,0.825,5400.0,14.2492647059,5.23598775598,0.2,262.778625909,270.375,3077100,1.35988880372,0.210907523074,-0.285454716574,3075685.88412,220.528596659,277.65,274.3226515,23138.9873,602,11569.49365,23138.9873,0.209,0.1163,0.2,0,0
1970-02-05 15:00:00,0.04281,0.05253,0.04998,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,269.55,162.520473753,117.285342262,161.234693878,0.54,0.8,5400.0,14.0,5.23598775598,0.2,262.697987918,270.0,3078000,1.38172239166,0.189073935136,-0.285402200253,3076585.82436,220.59404216,277.55,274.297010784,23399.2556,609,11699.6278,23399.2556,0.209,0.1163,0.2,0,0
1970-02-05 15:15:00,0.04281,0.05253,0.04998,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,269.660004058,189.293194263,105.530831473,155.142857143,0.551230769231,0.775,5400.0,13.7995634191,5.23598775598,0.2,262.629678323,269.75,3078900,1.40529073679,0.165505590002,-0.285349675319,3077485.7647,220.659487668,277.45,274.293941236,22945.27825,597,11472.63955,22945.27825,0.209,0.1163,0.2,0,0
1970-02-05 15:30:00,0.04281,0.05253,0.04998,0.0828,294.15,299.15,1000,101325,0.221133216228,0.970926662884,269.80762987,215.0,94.0,144.0,0.563615384615,0.75,5400.0,13.6003063725,5.23598775598,0.2,262.570325312,269.5,3079800,1.43048468025,0.140311646544,-0.285297141776,3078385.70511,220.724933182,277.35,274.298316749,22144.00195,576,11072.00055,22144.00195,0.209,0.1163,0.2,0,0
