time,fcu_reaPFan_y,fcu_reaPHea_y,fcu_reaPCoo_y,fcu_reaPHea_y,con_oveTSetHea_u,con_oveTSetCoo_u,zon_reaTRooAir_y
28860060,9.914535376026807e-105,6.482964917930824e-50,0.0,6.482964917930824e-50,288.15,303.15,294.51622035273874
28860090,8.574351885954352e-106,1.9030986119182247e-50,0.0,1.9030986119182247e-50,288.15,303.15,294.5096646681632
28860120,4.044189973462779e-110,0.0,3.913820248847252e-53,0.0,288.15,303.15,294.50310990863795
28860150,2.779995160103984e-108,0.0,3.2388500955085257e-52,0.0,288.15,303.15,294.49655609446137
28860180,8.805013854048452e-110,0.0,5.7530556984888605e-53,0.0,288.15,303.15,294.4900032455032
28860210,9.408403309087743e-112,1.9784102682873762e-53,0.0,1.9784102682873762e-53,288.15,303.15,294.4834513776205
28860240,1.9396778848122538e-113,0.0,8.504964703194721e-55,0.0,288.15,303.15,294.47690051323434
28860270,7.301767171588736e-115,5.489225203599506e-55,0.0,5.489225203599506e-55,288.15,303.15,294.47035067241336
28860300,7.590987604587101e-116,0.0,5.298600160265845e-56,0.0,288.15,303.15,294.4638018731073
28860330,1.4336228144008e-118,7.659237492577737e-57,0.0,7.659237492577737e-57,288.15,303.15,294.457254132528
28860360,2.9730355727626217e-118,1.1006003255625432e-56,0.0,1.1006003255625432e-56,288.15,303.15,294.45070746690755
28860390,3.2329034341473176e-118,1.1451760273989404e-56,0.0,1.1451760273989404e-56,288.15,303.15,294.4441618941341
28860420,4.158258507065795e-118,1.2958756606686442e-56,0.0,1.2958756606686442e-56,288.15,303.15,294.43761743042256
28860450,3.8139804982166575e-120,0.0,3.714803304850268e-58,0.0,288.15,303.15,294.4310740915319
28860480,9.05168387283482e-120,0.0,5.709731639539949e-58,0.0,288.15,303.15,294.4245318927824
28860510,2.676238789101487e-122,1.0324854286884494e-58,0.0,1.0324854286884494e-58,288.15,303.15,294.41799084908473
28860540,8.905732522572215e-124,1.8790402261478918e-59,0.0,1.8790402261478918e-59,288.15,303.15,294.41145097474674
28860570,1.374734799445432e-124,0.0,2.2095326484748154e-60,0.0,288.15,303.15,294.4049122836166
28860600,1.6593642915097925e-123,2.5526921006556208e-59,0.0,2.5526921006556208e-59,288.15,303.15,294.3983747890616
28860630,4.946842389238343e-124,1.3903994768190647e-59,0.0,1.3903994768190647e-59,288.15,303.15,294.39183850385905
28860660,3.359560466095569e-126,1.1430248327903176e-60,0.0,1.1430248327903176e-60,288.15,303.15,294.38530344008717
28860690,7.806761093180141e-126,1.738122576947637e-60,0.0,1.738122576947637e-60,288.15,303.15,294.37876960894675
28860720,3.09950520906275e-126,0.0,3.2774445017733015e-61,0.0,288.15,303.15,294.37223702056025
28860750,2.0804516037117408e-126,8.928179108684942e-61,0.0,8.928179108684942e-61,288.15,303.15,294.36570568392824
28860780,2.8129680815607394e-124,0.0,3.1066903749766703e-60,0.0,288.15,303.15,294.35917560625336
28860810,9.104766015055334e-125,0.0,1.76301126332702e-60,0.0,288.15,303.15,294.35264679325115
28860840,8.837183047429411e-128,0.0,5.478712344918259e-62,0.0,288.15,303.15,294.34611924935353
28860870,6.142094927675296e-127,4.8023754545003824e-61,0.0,4.8023754545003824e-61,288.15,303.15,294.3395929771033
28860900,1.5199240812604275e-129,0.0,7.148668225589822e-63,0.0,288.15,303.15,294.33306797687334
28860930,1.9378046671511218e-128,0.0,2.5460256617900397e-62,0.0,288.15,303.15,294.32654424670767
28860960,9.335020168940104e-131,0.0,1.762618969957883e-63,0.0,288.15,303.15,294.32002178224377
28860990,2.7829355056213157e-130,1.0118696723181943e-62,0.0,1.0118696723181943e-62,288.15,303.15,294.3135005766856
28861020,3.198413755290405e-132,1.0820197861018357e-63,0.0,1.0820197861018357e-63,288.15,303.15,294.30698062081234
28861050,5.2338526504261444e-132,0.0,4.141876898201339e-64,0.0,288.15,303.15,294.3004619030166
28861080,1.5505643880026725e-133,0.0,7.111023637360693e-65,0.0,288.15,303.15,294.2939444119869
28861110,8.111593180897382e-134,1.7101112135896254e-64,0.0,1.7101112135896254e-64,288.15,303.15,294.2874281400659
28861140,4.546576621219207e-135,4.038540574361457e-65,0.0,4.038540574361457e-65,288.15,303.15,294.28091307696513
28861170,1.2733458319460296e-135,0.0,6.395791012376397e-66,0.0,288.15,303.15,294.27439920165614
28861200,1.2521917829518114e-136,0.0,2.000699987961453e-66,0.0,288.15,303.15,294.26788648207696
28861230,1.8160266929690844e-137,2.533497792942445e-66,0.0,2.533497792942445e-66,288.15,303.15,294.2613749051449
28861260,3.0495463313584294e-138,1.0356669957538631e-66,0.0,1.0356669957538631e-66,288.15,303.15,294.25486449750724
28861290,2.4258340564483127e-139,0.0,8.74191217673457e-68,0.0,288.15,303.15,294.2483553107075
28861320,6.9955100361408295e-140,0.0,4.68324297612809e-68,0.0,288.15,303.15,294.24184740765725
28861350,2.872897161058746e-141,3.1560642126986707e-68,0.0,3.1560642126986707e-68,288.15,303.15,294.23534085601733
28861380,1.5122800785209482e-141,2.2844458610452778e-68,0.0,2.2844458610452778e-68,288.15,303.15,294.2288357258681
28861410,2.864325828294496e-143,0.0,9.409901605523662e-70,0.0,288.15,303.15,294.2223320889468
28861440,3.1273736220702985e-143,0.0,9.809807941688967e-70,0.0,288.15,303.15,294.215830018308
28861470,2.02740517842941e-145,2.6267894191439114e-70,0.0,2.6267894191439114e-70,288.15,303.15,294.20932958795527
28861500,6.2109567678031e-145,4.5872108816423177e-70,0.0,4.5872108816423177e-70,288.15,303.15,294.20283087242825
28861530,5.031848109475446e-148,0.0,3.9082089568992136e-72,0.0,288.15,303.15,294.19633394639004
28861560,1.1904605924053756e-146,0.0,1.896721871940178e-71,0.0,288.15,303.15,294.1898388842471
28861590,5.272599476562283e-150,0.0,3.982900525638211e-73,0.0,288.15,303.15,294.1833457598112
28861620,2.2067183042180427e-148,8.570160894253365e-72,0.0,8.570160894253365e-72,288.15,303.15,294.17685464600186
28861650,1.0769754078442976e-150,5.97416067417728e-73,0.0,5.97416067417728e-73,288.15,303.15,294.1703656145875
28861680,3.961166394919942e-150,0.0,3.429841334541574e-73,0.0,288.15,303.15,294.16387873596
28861710,5.681435669988741e-152,0.0,4.098901575059684e-74,0.0,288.15,303.15,294.157394078942
28861740,6.884317427777371e-152,1.5008327532207127e-73,0.0,1.5008327532207127e-73,288.15,303.15,294.15091171062454
28861770,2.051400187033667e-153,2.58535633633208e-74,0.0,2.58535633633208e-74,288.15,303.15,294.14443169623394
28861800,1.1566648577221628e-153,0.0,5.811955380725705e-75,0.0,288.15,303.15,294.13795409902775
28861830,6.1575076406673984e-155,0.0,1.3382327885995543e-75,0.0,288.15,303.15,294.1314789802183
28861860,1.8724298933497616e-155,2.4548786867209145e-75,0.0,2.4548786867209145e-75,288.15,303.15,294.1250063989257
28861890,1.6538295432153517e-156,7.281159766064818e-76,0.0,7.281159766064818e-76,288.15,303.15,294.11853641215885
28861920,2.9032678200035912e-157,0.0,9.133905703542089e-77,0.0,288.15,303.15,294.11206907482637
28861950,4.120320018482316e-158,0.0,3.4341839544898112e-77,0.0,288.15,303.15,294.1056044397789
28861980,4.268953488264181e-159,3.677487461913173e-77,0.0,3.677487461913173e-77,288.15,303.15,294.0991425578853
28862010,9.716293035893918e-160,1.751067917288968e-77,0.0,1.751067917288968e-77,288.15,303.15,294.0926834781472
28862040,5.852331769992119e-161,0.0,1.2867943011992917e-78,0.0,288.15,303.15,294.08622724785846
28862070,2.1956132784701453e-161,0.0,7.866866789434306e-79,0.0,288.15,303.15,294.0797739128133
28862100,7.25397204730685e-163,4.7574939454724754e-79,0.0,4.7574939454724754e-79,288.15,303.15,294.073323517581
28862130,4.791898651537919e-163,3.859581899089056e-79,0.0,3.859581899089056e-79,288.15,303.15,294.0668761058884
28862160,7.639498736188994e-165,0.0,1.459300439392347e-80,0.0,288.15,303.15,294.06043172116364
28862190,1.015165067773359e-164,0.0,1.679165896952102e-80,0.0,288.15,303.15,294.0539904073248
28862220,5.848986717856191e-167,4.240975060614949e-81,0.0,4.240975060614949e-81,288.15,303.15,294.0475522099882
28862250,2.093941964007314e-166,8.010091432795544e-81,0.0,8.010091432795544e-81,288.15,303.15,294.0411171785173
28862280,1.706471275518402e-169,0.0,6.848003868923146e-83,0.0,288.15,303.15,294.0346853701421
28862310,4.211650485142834e-168,0.0,3.3961517306518785e-82,0.0,288.15,303.15,294.0282568619058
28862340,1.2891119602322137e-171,0.0,5.931451167742178e-84,0.0,288.15,303.15,294.0218316801122
28862370,8.262247273297824e-170,1.5801797774464272e-82,0.0,1.5801797774464272e-82,288.15,303.15,294.0154096270723
28862400,3.3539890863373756e-172,1.0051006570782949e-83,0.0,1.0051006570782949e-83,288.15,303.15,294.0089904784505
28862430,1.5793154804655197e-171,0.0,6.532269201467531e-84,0.0,288.15,303.15,294.0025740642415
28862460,1.9672535303644984e-173,0.0,7.278598067738321e-85,0.0,288.15,303.15,293.996160268688
28862490,2.9347350695054678e-173,2.9585370017384117e-84,0.0,2.9585370017384117e-84,288.15,303.15,293.9897490095475
28862520,7.787511069734238e-175,4.811676421532281e-85,0.0,4.811676421532281e-85,288.15,303.15,293.98334022198287
28862550,5.281255951094106e-175,0.0,1.1868606452586372e-85,0.0,288.15,303.15,293.9769338504496
28862580,2.551404865752613e-176,0.0,2.604604936911435e-86,0.0,288.15,303.15,293.97052984545695
28862610,9.150258567196476e-177,5.191309102512644e-86,0.0,5.191309102512644e-86,288.15,303.15,293.9641281622967
28862640,7.456580052488373e-178,1.4796791871574303e-86,0.0,1.4796791871574303e-86,288.15,303.15,293.95772876032066
28862670,1.5129569225867903e-178,0.0,1.9965398731420347e-87,0.0,288.15,303.15,293.9513316023331
28862700,2.0139810067468092e-179,0.0,7.273548118000204e-88,0.0,288.15,303.15,293.94493665403957
28862730,2.3549959408571167e-180,8.278555428163364e-88,0.0,8.278555428163364e-88,288.15,303.15,293.93854388357687
28862760,5.123991211097945e-181,3.8559725399896957e-88,0.0,3.8559725399896957e-88,288.15,303.15,293.9321532611277
28862790,3.374452758926593e-182,0.0,2.964360956805513e-89,0.0,288.15,303.15,293.9257647586119
28862820,1.24158777588087e-182,0.0,1.7955795812906052e-89,0.0,288.15,303.15,293.91937834943485
28862850,4.2746837660739455e-184,1.1090249826808951e-89,0.0,1.1090249826808951e-89,288.15,303.15,293.9129940082812
28862880,2.883883019739055e-184,9.096637484097856e-90,0.0,9.096637484097856e-90,288.15,303.15,293.90661171094
28862910,4.394969998372338e-186,0.0,3.3643570912112883e-91,0.0,288.15,303.15,293.90023143415675
28862940,6.44464815610368e-186,0.0,4.068577489619133e-91,0.0,288.15,303.15,293.8938531555053
28862970,2.880169343758862e-188,9.054357412394068e-92,0.0,9.054357412394068e-92,288.15,303.15,293.88747685327667
28863000,1.3879720540638573e-187,1.985061140682118e-91,0.0,1.985061140682118e-91,288.15,303.15,293.88110250638164
28863030,2.4266095414378068e-191,0.0,7.864074706866622e-94,0.0,288.15,303.15,293.87473009426475
28863060,2.8813053604558527e-189,0.0,8.55841213456516e-93,0.0,288.15,303.15,293.8683595968283
28863090,4.503682860397631e-192,0.0,3.3794130722257266e-94,0.0,288.15,303.15,293.86199099436413
28863120,5.758079949337468e-191,4.022923091423563e-93,0.0,4.022923091423563e-93,288.15,303.15,293.85562426749306
28863150,5.026553725038198e-193,3.754159517741361e-94,0.0,3.754159517741361e-94,288.15,303.15,293.8492593971106
28863180,1.10468588346394e-192,0.0,1.6676341509749374e-94,0.0,288.15,303.15,293.8428963643298
28863210,2.5090848832915885e-194,0.0,2.510322347218596e-95,0.0,288.15,303.15,293.83653515045825
28863240,2.0250755793841867e-194,7.508781492299158e-95,0.0,7.508781492299158e-95,288.15,303.15,293.83017573694707
28863270,9.296000618197252e-196,1.606952490449571e-95,0.0,1.606952490449571e-95,288.15,303.15,293.8238181053539
28863300,3.521137063538132e-196,0.0,2.9636820515354463e-96,0.0,288.15,303.15,293.81746223731284
28863330,2.9263960020343074e-197,0.0,8.534506301572213e-97,0.0,288.15,303.15,293.8111081145084
28863360,5.739913880258967e-198,1.2585566411761562e-96,0.0,1.2585566411761562e-96,288.15,303.15,293.80475571865213
28863390,8.276444464674325e-199,4.773964656126228e-97,0.0,4.773964656126228e-97,288.15,303.15,293.7984050314626
28863420,8.605446406192887e-200,0.0,4.613284030990001e-98,0.0,288.15,303.15,293.7920560346479
28863450,2.162562515915679e-200,0.0,2.3102579171709576e-98,0.0,288.15,303.15,293.7857087098909
28863480,1.1465795147850784e-201,1.7714026209833057e-98,0.0,1.7714026209833057e-98,288.15,303.15,293.7793630388377
28863510,5.302092601158784e-202,1.2033911677194848e-98,0.0,1.2033911677194848e-98,288.15,303.15,293.7730190030877
28863540,1.2658811710433914e-203,0.0,5.572838973819527e-100,0.0,288.15,303.15,293.76667658418694
28863570,1.230767625989672e-203,0.0,5.489733606825902e-100,0.0,288.15,303.15,293.76033576362244
28863600,9.650742965224145e-206,1.6188744165215838e-100,0.0,1.6188744165215838e-100,288.15,303.15,293.7539965228193
28863630,2.7185501373555836e-205,2.7145623752306767e-100,0.0,2.7145623752306767e-100,288.15,303.15,293.7476588431388
28863660,2.144138682140745e-208,0.0,2.284992353238978e-102,0.0,288.15,303.15,293.74132270587876
28863690,5.726996468190673e-207,0.0,1.1798728301424056e-101,0.0,288.15,303.15,293.7349880922741
28863720,5.167879438376391e-210,0.0,3.541186936531289e-103,0.0,288.15,303.15,293.7286549834995
28863750,1.150735247368575e-208,5.565286377755355e-102,0.0,5.565286377755355e-102,288.15,303.15,293.72232336067253
28863780,9.024823387891597e-211,4.924419159043617e-103,0.0,4.924419159043617e-103,288.15,303.15,293.7159932048571
28863810,2.2007440843357635e-210,0.0,2.3050744501443853e-103,0.0,288.15,303.15,293.70966449706816
28863840,4.973718470325544e-212,0.0,3.462513399555873e-104,0.0,288.15,303.15,293.7033372182759
28863870,3.9873370286261396e-212,1.0325929118051668e-103,0.0,1.0325929118051668e-103,288.15,303.15,293.69701134941084
28863900,1.9113423203077593e-213,2.2590316702127364e-104,0.0,2.2590316702127364e-104,288.15,303.15,293.6906868713682
28863930,6.787973533418461e-214,0.0,4.0356840157757515e-105,0.0,288.15,303.15,293.68436376501273
28863960,6.094090542894922e-215,0.0,1.2083189701508553e-105,0.0,288.15,303.15,293.67804201118247
28863990,1.0707369181215897e-215,1.687075895999111e-105,0.0,1.687075895999111e-105,288.15,303.15,293.6717215906928
28864020,1.7238518616479552e-216,6.764532841950579e-106,0.0,6.764532841950579e-106,288.15,303.15,293.6654024843393
28864050,1.527241314322976e-217,0.0,6.036215974718659e-107,0.0,288.15,303.15,293.6590846729002
28864080,4.4688584990986056e-218,0.0,3.2630092137090764e-107,0.0,288.15,303.15,293.65276813713785
28864110,1.8798488523393844e-219,2.229340779491625e-107,0.0,2.229340779491625e-107,288.15,303.15,293.64645285779983
28864140,1.0805350708491858e-219,1.6891096611802746e-107,0.0,1.6891096611802746e-107,288.15,303.15,293.6401388156182
28864170,1.7963344942796447e-221,0.0,6.529558731172057e-109,0.0,288.15,303.15,293.63382599130864
28864200,2.4612174245104593e-221,0.0,7.638408805750467e-109,0.0,288.15,303.15,293.62751436556823
28864230,9.503049085147564e-224,1.581185829153889e-109,0.0,1.581185829153889e-109,288.15,303.15,293.621203919072
28864260,5.3096769180491945e-223,3.7354017715476247e-109,0.0,3.7354017715476247e-109,288.15,303.15,293.61489463246886
28864290,1.6652452380583684e-230,0.0,1.9834557637200299e-113,0.0,288.15,303.15,293.6085864863758
28864320,1.0872789817194127e-224,0.0,1.601842562660607e-110,0.0,288.15,303.15,293.6022794613719
28864350,3.9641052774192573e-227,0.0,9.667069362724049e-112,0.0,288.15,303.15,293.59597353799023
28864380,2.1122502866677468e-226,7.434530796600428e-111,0.0,7.434530796600428e-111,288.15,303.15,293.58966869670985
28864410,3.1798625182409445e-228,9.117418357485832e-112,0.0,9.117418357485832e-112,288.15,303.15,293.5833649179457
28864440,3.8801139608712594e-228,0.0,3.019986260536618e-112,0.0,288.15,303.15,293.57706218203816
28864470,1.4057375342275202e-229,0.0,5.745601595548204e-113,0.0,288.15,303.15,293.5707604692416
28864500,6.693655706982302e-230,1.3209955549432104e-112,0.0,1.3209955549432104e-112,288.15,303.15,293.5644597597112
28864530,4.8147649849428817e-231,3.541372478466371e-113,0.0,3.541372478466371e-113,288.15,303.15,293.5581600334899
28864560,1.0712917767556274e-231,0.0,5.00933895846863e-114,0.0,288.15,303.15,293.5518612704935
28864590,1.4204697523942088e-232,0.0,1.8233521360741464e-114,0.0,288.15,303.15,293.545563450495
28864620,1.5567347765334617e-233,2.01129333496911e-114,0.0,2.01129333496911e-114,288.15,303.15,293.53926655310823
28864650,3.781247604004273e-234,9.908940356369982e-115,0.0,9.908940356369982e-115,288.15,303.15,293.53297055777017
28864680,1.9718648934010126e-235,0.0,6.786061227432424e-116,0.0,288.15,303.15,293.52667544372235
28864710,9.301663590619227e-236,0.0,4.659233782911854e-116,0.0,288.15,303.15,293.5203811899913
28864740,1.9915930801917554e-237,2.271825192663786e-116,0.0,2.271825192663786e-116,288.15,303.15,293.51408777536795
28864770,2.1426626748425646e-237,2.355699231111352e-116,0.0,2.355699231111352e-116,288.15,303.15,293.5077951783856
28864800,1.235375585035397e-239,0.0,5.364616293608562e-118,0.0,288.15,303.15,293.5015033772975
28864830,4.655537485318596e-239,0.0,1.0411316279558767e-117,0.0,288.15,303.15,293.49521238116864
28864860,6.383044174194692e-243,4.062576284328546e-119,0.0,4.062576284328546e-119,288.15,303.15,293.48892227054534
28864890,9.573316921381772e-241,4.974088040694621e-118,0.0,4.974088040694621e-118,288.15,303.15,293.48263320655747
28864920,2.418109767884471e-243,2.499317061915609e-119,0.0,2.499317061915609e-119,288.15,303.15,293.47634542557734
28864950,1.8635486470470183e-242,0.0,2.0810497039839495e-119,0.0,288.15,303.15,293.47005922708786
28864980,2.395735684458055e-244,0.0,2.359094455597039e-120,0.0,288.15,303.15,293.46377495980045
28865010,3.424503038520011e-244,9.399904186505563e-120,0.0,9.399904186505563e-120,288.15,303.15,293.45749300913536
28865040,1.126387066499375e-245,1.7044907567951158e-120,0.0,1.7044907567951158e-120,288.15,303.15,293.45121378637543
28865070,5.902344126081071e-246,0.0,3.7009786533004976e-121,0.0,288.15,303.15,293.44493771962595
28865100,3.962711852296739e-247,0.0,9.588237494268428e-122,0.0,288.15,303.15,293.4386652460544
28865130,9.428790120639746e-248,1.5588106999209368e-121,0.0,1.5588106999209368e-121,288.15,303.15,293.4323968050561
28865160,1.1844319810323633e-248,5.524212517485277e-122,0.0,5.524212517485277e-122,288.15,303.15,293.4261328321795
