time,fcu_reaPFan_y,fcu_reaPHea_y,fcu_reaPCoo_y,fcu_reaPHea_y
1970-12-01 00:11:30,1.845419969318809e-42,8.870703450357767e-19,0.0,8.870703450357767e-19
1970-12-01 00:12:00,4.679818574243622e-43,4.474679436109282e-19,0.0,4.474679436109282e-19
1970-12-01 00:12:30,2.1998898601110097e-44,0.0,2.9153003274151945e-20,0.0
1970-12-01 00:13:00,1.0468745559672351e-44,0.0,2.0142856705624795e-20,0.0
1970-12-01 00:13:30,2.164108209316384e-46,9.66850251387195e-21,0.0,9.66850251387195e-21
1970-12-01 00:14:00,2.2181702968805026e-46,9.803030469676785e-21,0.0,9.803030469676785e-21
1970-12-01 00:14:30,1.4342781526985867e-48,0.0,2.3682067020091073e-22,0.0
1970-12-01 00:15:00,4.47324412354627e-48,0.0,4.1880145595843113e-22,0.0
1970-12-01 00:15:30,2.3271572772604826e-51,3.1882866099343103e-23,0.0,3.1882866099343103e-23
1970-12-01 00:16:00,8.626358639018022e-50,1.943576708520283e-22,0.0,1.943576708520283e-22
1970-12-01 00:16:30,8.957356473096688e-53,6.270405121709186e-24,0.0,6.270405121709186e-24
1970-12-01 00:17:00,1.5928830557935682e-51,0.0,7.94164819723866e-24,0.0
1970-12-01 00:17:30,1.2100984300314285e-53,0.0,6.929383579934351e-25,0.0
1970-12-01 00:18:00,2.8160359182439627e-53,3.527127876505391e-24,0.0,3.527127876505391e-24
1970-12-01 00:18:30,5.879507202299599e-55,5.101348943889391e-25,0.0,5.101348943889391e-25
1970-12-01 00:19:00,4.755042370660262e-55,0.0,1.3775222762497632e-25,0.0
1970-12-01 00:19:30,2.039759443449988e-56,0.0,2.85541676554964e-26,0.0
1970-12-01 00:20:00,7.631851306002947e-57,5.826465019139456e-26,0.0,5.826465019139456e-26
1970-12-01 00:20:30,5.9392555912779155e-58,1.6265233637857105e-26,0.0,1.6265233637857105e-26
1970-12-01 00:21:00,1.1543526072728876e-58,0.0,2.1525907310317823e-27,0.0
1970-12-01 00:21:30,1.5476859229101445e-59,0.0,7.886471970544739e-28,0.0
1970-12-01 00:22:00,1.6215048170367004e-60,8.513354306491206e-28,0.0,8.513354306491206e-28
1970-12-01 00:22:30,3.7265984393620555e-61,4.083115560854559e-28,0.0,4.083115560854559e-28
1970-12-01 00:23:00,2.0608615243749785e-62,0.0,2.881688629543678e-29,0.0
1970-12-01 00:23:30,8.44196969750218e-63,0.0,1.844942143922037e-29,0.0
1970-12-01 00:24:00,2.2520446533945087e-64,1.0047047875661647e-29,0.0,1.0047047875661647e-29
1970-12-01 00:24:30,1.818902840188924e-64,9.031029081808942e-30,0.0,9.031029081808942e-30
1970-12-01 00:25:00,1.8773324238296012e-66,0.0,2.752827507867065e-31,0.0
1970-12-01 00:25:30,3.752781494017601e-66,0.0,3.8923498905933786e-31,0.0
1970-12-01 00:26:00,6.551360501610128e-68,1.7142680793438318e-31,0.0,1.7142680793438318e-31
1970-12-01 00:26:30,3.8714900942757553e-69,0.0,1.250099443602054e-32,0.0
1970-12-01 00:27:00,3.730841164256265e-70,1.2933948956757575e-32,0.0,1.2933948956757575e-32
1970-12-01 00:27:30,1.1408687043777867e-72,7.150912969281711e-34,0.0,7.150912969281711e-34
1970-12-01 00:28:00,1.3376995298162023e-71,0.0,7.343997699446779e-34,0.0
1970-12-01 00:28:30,7.229660660580382e-71,5.68920794724087e-33,0.0,5.68920794724087e-33
1970-12-01 00:29:00,3.618937942542898e-75,0.0,1.2070859363250202e-35,0.0
1970-12-01 00:29:30,1.960838143610203e-78,0.0,2.8085022653383553e-37,0.0
1970-12-01 00:30:00,1.0722764940693382e-79,0.0,6.564270644765948e-38,0.0
1970-12-01 00:30:30,1.8886791426569756e-81,0.0,8.706917098673215e-39,0.0
1970-12-01 00:31:00,3.9799828082426253e-81,4.210465408842298e-38,0.0,4.210465408842298e-38
1970-12-01 00:31:30,7.396987819074837e-80,0.0,5.441731184171404e-38,0.0
1970-12-01 00:32:00,3.243132866137163e-81,0.0,1.1385824275919867e-38,0.0
1970-12-01 00:32:30,5.285334087587678e-84,1.5308876990003592e-39,0.0,1.5308876990003592e-39
1970-12-01 00:33:00,1.0716639888942968e-83,2.1779940219392327e-39,0.0,2.1779940219392327e-39
1970-12-01 00:33:30,2.7411347147479856e-85,3.4800623513997696e-40,0.0,3.4800623513997696e-40
1970-12-01 00:34:00,3.65223614158371e-87,0.0,1.2039028428164754e-41,0.0
1970-12-01 00:34:30,1.40149284740482e-87,0.0,7.44991105856047e-42,0.0
1970-12-01 00:35:00,1.732269326633485e-89,0.0,8.273360553293046e-43,0.0
1970-12-01 00:35:30,1.1143737733080806e-90,6.986541990638683e-43,0.0,6.986541990638683e-43
1970-12-01 00:36:00,1.6232735454740884e-91,2.6632507974957343e-43,0.0,2.6632507974957343e-43
1970-12-01 00:36:30,5.245319261450444e-94,1.51198467212931e-44,0.0,1.51198467212931e-44
1970-12-01 00:37:00,2.45249192435752e-94,0.0,3.0974752136395005e-45,0.0
1970-12-01 00:37:30,1.592156223825538e-95,0.0,7.881243296557852e-46,0.0
1970-12-01 00:38:00,3.276256070752498e-99,3.763086759400735e-47,0.0,3.763086759400735e-47
1970-12-01 00:38:30,4.4024115907721625e-98,1.3773759124531827e-46,0.0,1.3773759124531827e-46
1970-12-01 00:39:00,1.1843943786611789e-99,2.2557176037594545e-47,0.0,2.2557176037594545e-47
1970-12-01 00:39:30,2.1233129380705788e-101,0.0,9.046324162392369e-49,0.0
1970-12-01 00:40:00,6.691585847944781e-102,0.0,5.070085986603599e-49,0.0
1970-12-01 00:40:30,4.595758139012339e-104,0.0,4.1946310969978674e-50,0.0
1970-12-01 00:41:00,9.914535376026807e-105,6.482964917930824e-50,0.0,6.482964917930824e-50
1970-12-01 00:41:30,8.574351885954352e-106,1.9030986119182247e-50,0.0,1.9030986119182247e-50
1970-12-01 00:42:00,4.044189973462779e-110,0.0,3.913820248847252e-53,0.0
1970-12-01 00:42:30,2.779995160103984e-108,0.0,3.2388500955085257e-52,0.0
1970-12-01 00:43:00,8.805013854048452e-110,0.0,5.7530556984888605e-53,0.0
1970-12-01 00:43:30,9.408403309087743e-112,1.9784102682873762e-53,0.0,1.9784102682873762e-53
1970-12-01 00:44:00,1.9396778848122538e-113,0.0,8.504964703194721e-55,0.0
1970-12-01 00:44:30,7.301767171588736e-115,5.489225203599506e-55,0.0,5.489225203599506e-55
1970-12-01 00:45:00,7.590987604587101e-116,0.0,5.298600160265845e-56,0.0
1970-12-01 00:45:30,1.4336228144008e-118,7.659237492577737e-57,0.0,7.659237492577737e-57
1970-12-01 00:46:00,2.9730355727626217e-118,1.1006003255625432e-56,0.0,1.1006003255625432e-56
1970-12-01 00:46:30,3.2329034341473176e-118,1.1451760273989404e-56,0.0,1.1451760273989404e-56
1970-12-01 00:47:00,4.158258507065795e-118,1.2958756606686442e-56,0.0,1.2958756606686442e-56
1970-12-01 00:47:30,3.8139804982166575e-120,0.0,3.714803304850268e-58,0.0
1970-12-01 00:48:00,9.05168387283482e-120,0.0,5.709731639539949e-58,0.0
1970-12-01 00:48:30,2.676238789101487e-122,1.0324854286884494e-58,0.0,1.0324854286884494e-58
1970-12-01 00:49:00,8.905732522572215e-124,1.8790402261478918e-59,0.0,1.8790402261478918e-59
1970-12-01 00:49:30,1.374734799445432e-124,0.0,2.2095326484748154e-60,0.0
1970-12-01 00:50:00,1.6593642915097925e-123,2.5526921006556208e-59,0.0,2.5526921006556208e-59
1970-12-01 00:50:30,4.946842389238343e-124,1.3903994768190647e-59,0.0,1.3903994768190647e-59
1970-12-01 00:51:00,3.359560466095569e-126,1.1430248327903176e-60,0.0,1.1430248327903176e-60
1970-12-01 00:51:30,7.806761093180141e-126,1.738122576947637e-60,0.0,1.738122576947637e-60
1970-12-01 00:52:00,3.09950520906275e-126,0.0,3.2774445017733015e-61,0.0
1970-12-01 00:52:30,2.0804516037117408e-126,8.928179108684942e-61,0.0,8.928179108684942e-61
1970-12-01 00:53:00,2.8129680815607394e-124,0.0,3.1066903749766703e-60,0.0
1970-12-01 00:53:30,9.104766015055334e-125,0.0,1.76301126332702e-60,0.0
1970-12-01 00:54:00,8.837183047429411e-128,0.0,5.478712344918259e-62,0.0
1970-12-01 00:54:30,6.142094927675296e-127,4.8023754545003824e-61,0.0,4.8023754545003824e-61
1970-12-01 00:55:00,1.5199240812604275e-129,0.0,7.148668225589822e-63,0.0
1970-12-01 00:55:30,1.9378046671511218e-128,0.0,2.5460256617900397e-62,0.0
1970-12-01 00:56:00,9.335020168940104e-131,0.0,1.762618969957883e-63,0.0
1970-12-01 00:56:30,2.7829355056213157e-130,1.0118696723181943e-62,0.0,1.0118696723181943e-62
1970-12-01 00:57:00,3.198413755290405e-132,1.0820197861018357e-63,0.0,1.0820197861018357e-63
1970-12-01 00:57:30,5.2338526504261444e-132,0.0,4.141876898201339e-64,0.0
1970-12-01 00:58:00,1.5505643880026725e-133,0.0,7.111023637360693e-65,0.0
1970-12-01 00:58:30,8.111593180897382e-134,1.7101112135896254e-64,0.0,1.7101112135896254e-64
1970-12-01 00:59:00,4.546576621219207e-135,4.038540574361457e-65,0.0,4.038540574361457e-65
1970-12-01 00:59:30,1.2733458319460296e-135,0.0,6.395791012376397e-66,0.0
1970-12-01 01:00:00,1.2521917829518114e-136,0.0,2.000699987961453e-66,0.0
1970-12-01 01:00:30,1.8160266929690844e-137,2.533497792942445e-66,0.0,2.533497792942445e-66
1970-12-01 01:01:00,3.0495463313584294e-138,1.0356669957538631e-66,0.0,1.0356669957538631e-66
1970-12-01 01:01:30,2.4258340564483127e-139,0.0,8.74191217673457e-68,0.0
1970-12-01 01:02:00,6.9955100361408295e-140,0.0,4.68324297612809e-68,0.0
1970-12-01 01:02:30,2.872897161058746e-141,3.1560642126986707e-68,0.0,3.1560642126986707e-68
1970-12-01 01:03:00,1.5122800785209482e-141,2.2844458610452778e-68,0.0,2.2844458610452778e-68
1970-12-01 01:03:30,2.864325828294496e-143,0.0,9.409901605523662e-70,0.0
1970-12-01 01:04:00,3.1273736220702985e-143,0.0,9.809807941688967e-70,0.0
1970-12-01 01:04:30,2.02740517842941e-145,2.6267894191439114e-70,0.0,2.6267894191439114e-70
1970-12-01 01:05:00,6.2109567678031e-145,4.5872108816423177e-70,0.0,4.5872108816423177e-70
1970-12-01 01:05:30,5.031848109475446e-148,0.0,3.9082089568992136e-72,0.0
1970-12-01 01:06:00,1.1904605924053756e-146,0.0,1.896721871940178e-71,0.0
1970-12-01 01:06:30,5.272599476562283e-150,0.0,3.982900525638211e-73,0.0
1970-12-01 01:07:00,2.2067183042180427e-148,8.570160894253365e-72,0.0,8.570160894253365e-72
1970-12-01 01:07:30,1.0769754078442976e-150,5.97416067417728e-73,0.0,5.97416067417728e-73
1970-12-01 01:08:00,3.961166394919942e-150,0.0,3.429841334541574e-73,0.0
1970-12-01 01:08:30,5.681435669988741e-152,0.0,4.098901575059684e-74,0.0
1970-12-01 01:09:00,6.884317427777371e-152,1.5008327532207127e-73,0.0,1.5008327532207127e-73
1970-12-01 01:09:30,2.051400187033667e-153,2.58535633633208e-74,0.0,2.58535633633208e-74
1970-12-01 01:10:00,1.1566648577221628e-153,0.0,5.811955380725705e-75,0.0
1970-12-01 01:10:30,6.1575076406673984e-155,0.0,1.3382327885995543e-75,0.0
1970-12-01 01:11:00,1.8724298933497616e-155,2.4548786867209145e-75,0.0,2.4548786867209145e-75
1970-12-01 01:11:30,1.6538295432153517e-156,7.281159766064818e-76,0.0,7.281159766064818e-76
1970-12-01 01:12:00,2.9032678200035912e-157,0.0,9.133905703542089e-77,0.0
1970-12-01 01:12:30,4.120320018482316e-158,0.0,3.4341839544898112e-77,0.0
1970-12-01 01:13:00,4.268953488264181e-159,3.677487461913173e-77,0.0,3.677487461913173e-77
1970-12-01 01:13:30,9.716293035893918e-160,1.751067917288968e-77,0.0,1.751067917288968e-77
1970-12-01 01:14:00,5.852331769992119e-161,0.0,1.2867943011992917e-78,0.0
1970-12-01 01:14:30,2.1956132784701453e-161,0.0,7.866866789434306e-79,0.0
1970-12-01 01:15:00,7.25397204730685e-163,4.7574939454724754e-79,0.0,4.7574939454724754e-79
1970-12-01 01:15:30,4.791898651537919e-163,3.859581899089056e-79,0.0,3.859581899089056e-79
1970-12-01 01:16:00,7.639498736188994e-165,0.0,1.459300439392347e-80,0.0
1970-12-01 01:16:30,1.015165067773359e-164,0.0,1.679165896952102e-80,0.0
1970-12-01 01:17:00,5.848986717856191e-167,4.240975060614949e-81,0.0,4.240975060614949e-81
1970-12-01 01:17:30,2.093941964007314e-166,8.010091432795544e-81,0.0,8.010091432795544e-81
1970-12-01 01:18:00,1.706471275518402e-169,0.0,6.848003868923146e-83,0.0
1970-12-01 01:18:30,4.211650485142834e-168,0.0,3.3961517306518785e-82,0.0
1970-12-01 01:19:00,1.2891119602322137e-171,0.0,5.931451167742178e-84,0.0
1970-12-01 01:19:30,8.262247273297824e-170,1.5801797774464272e-82,0.0,1.5801797774464272e-82
1970-12-01 01:20:00,3.3539890863373756e-172,1.0051006570782949e-83,0.0,1.0051006570782949e-83
1970-12-01 01:20:30,1.5793154804655197e-171,0.0,6.532269201467531e-84,0.0
1970-12-01 01:21:00,1.9672535303644984e-173,0.0,7.278598067738321e-85,0.0
1970-12-01 01:21:30,2.9347350695054678e-173,2.9585370017384117e-84,0.0,2.9585370017384117e-84
1970-12-01 01:22:00,7.787511069734238e-175,4.811676421532281e-85,0.0,4.811676421532281e-85
1970-12-01 01:22:30,5.281255951094106e-175,0.0,1.1868606452586372e-85,0.0
1970-12-01 01:23:00,2.551404865752613e-176,0.0,2.604604936911435e-86,0.0
1970-12-01 01:23:30,9.150258567196476e-177,5.191309102512644e-86,0.0,5.191309102512644e-86
1970-12-01 01:24:00,7.456580052488373e-178,1.4796791871574303e-86,0.0,1.4796791871574303e-86
1970-12-01 01:24:30,1.5129569225867903e-178,0.0,1.9965398731420347e-87,0.0
1970-12-01 01:25:00,2.0139810067468092e-179,0.0,7.273548118000204e-88,0.0
1970-12-01 01:25:30,2.3549959408571167e-180,8.278555428163364e-88,0.0,8.278555428163364e-88
1970-12-01 01:26:00,5.123991211097945e-181,3.8559725399896957e-88,0.0,3.8559725399896957e-88
1970-12-01 01:26:30,3.374452758926593e-182,0.0,2.964360956805513e-89,0.0
1970-12-01 01:27:00,1.24158777588087e-182,0.0,1.7955795812906052e-89,0.0
1970-12-01 01:27:30,4.2746837660739455e-184,1.1090249826808951e-89,0.0,1.1090249826808951e-89
1970-12-01 01:28:00,2.883883019739055e-184,9.096637484097856e-90,0.0,9.096637484097856e-90
1970-12-01 01:28:30,4.394969998372338e-186,0.0,3.3643570912112883e-91,0.0
1970-12-01 01:29:00,6.44464815610368e-186,0.0,4.068577489619133e-91,0.0
1970-12-01 01:29:30,2.880169343758862e-188,9.054357412394068e-92,0.0,9.054357412394068e-92
1970-12-01 01:30:00,1.3879720540638573e-187,1.985061140682118e-91,0.0,1.985061140682118e-91
1970-12-01 01:30:30,2.4266095414378068e-191,0.0,7.864074706866622e-94,0.0
1970-12-01 01:31:00,2.8813053604558527e-189,0.0,8.55841213456516e-93,0.0
1970-12-01 01:31:30,4.503682860397631e-192,0.0,3.3794130722257266e-94,0.0
1970-12-01 01:32:00,5.758079949337468e-191,4.022923091423563e-93,0.0,4.022923091423563e-93
1970-12-01 01:32:30,5.026553725038198e-193,3.754159517741361e-94,0.0,3.754159517741361e-94
1970-12-01 01:33:00,1.10468588346394e-192,0.0,1.6676341509749374e-94,0.0
1970-12-01 01:33:30,2.5090848832915885e-194,0.0,2.510322347218596e-95,0.0
1970-12-01 01:34:00,2.0250755793841867e-194,7.508781492299158e-95,0.0,7.508781492299158e-95
1970-12-01 01:34:30,9.296000618197252e-196,1.606952490449571e-95,0.0,1.606952490449571e-95
1970-12-01 01:35:00,3.521137063538132e-196,0.0,2.9636820515354463e-96,0.0
1970-12-01 01:35:30,2.9263960020343074e-197,0.0,8.534506301572213e-97,0.0
1970-12-01 01:36:00,5.739913880258967e-198,1.2585566411761562e-96,0.0,1.2585566411761562e-96
1970-12-01 01:36:30,8.276444464674325e-199,4.773964656126228e-97,0.0,4.773964656126228e-97
1970-12-01 01:37:00,8.605446406192887e-200,0.0,4.613284030990001e-98,0.0
1970-12-01 01:37:30,2.162562515915679e-200,0.0,2.3102579171709576e-98,0.0
1970-12-01 01:38:00,1.1465795147850784e-201,1.7714026209833057e-98,0.0,1.7714026209833057e-98
1970-12-01 01:38:30,5.302092601158784e-202,1.2033911677194848e-98,0.0,1.2033911677194848e-98
1970-12-01 01:39:00,1.2658811710433914e-203,0.0,5.572838973819527e-100,0.0
1970-12-01 01:39:30,1.230767625989672e-203,0.0,5.489733606825902e-100,0.0
1970-12-01 01:40:00,9.650742965224145e-206,1.6188744165215838e-100,0.0,1.6188744165215838e-100
1970-12-01 01:40:30,2.7185501373555836e-205,2.7145623752306767e-100,0.0,2.7145623752306767e-100
1970-12-01 01:41:00,2.144138682140745e-208,0.0,2.284992353238978e-102,0.0
1970-12-01 01:41:30,5.726996468190673e-207,0.0,1.1798728301424056e-101,0.0
1970-12-01 01:42:00,5.167879438376391e-210,0.0,3.541186936531289e-103,0.0
1970-12-01 01:42:30,1.150735247368575e-208,5.565286377755355e-102,0.0,5.565286377755355e-102
1970-12-01 01:43:00,9.024823387891597e-211,4.924419159043617e-103,0.0,4.924419159043617e-103
1970-12-01 01:43:30,2.2007440843357635e-210,0.0,2.3050744501443853e-103,0.0
1970-12-01 01:44:00,4.973718470325544e-212,0.0,3.462513399555873e-104,0.0
1970-12-01 01:44:30,3.9873370286261396e-212,1.0325929118051668e-103,0.0,1.0325929118051668e-103
1970-12-01 01:45:00,1.9113423203077593e-213,2.2590316702127364e-104,0.0,2.2590316702127364e-104
1970-12-01 01:45:30,6.787973533418461e-214,0.0,4.0356840157757515e-105,0.0
1970-12-01 01:46:00,6.094090542894922e-215,0.0,1.2083189701508553e-105,0.0
1970-12-01 01:46:30,1.0707369181215897e-215,1.687075895999111e-105,0.0,1.687075895999111e-105
1970-12-01 01:47:00,1.7238518616479552e-216,6.764532841950579e-106,0.0,6.764532841950579e-106
1970-12-01 01:47:30,1.527241314322976e-217,0.0,6.036215974718659e-107,0.0
1970-12-01 01:48:00,4.4688584990986056e-218,0.0,3.2630092137090764e-107,0.0
1970-12-01 01:48:30,1.8798488523393844e-219,2.229340779491625e-107,0.0,2.229340779491625e-107
1970-12-01 01:49:00,1.0805350708491858e-219,1.6891096611802746e-107,0.0,1.6891096611802746e-107
1970-12-01 01:49:30,1.7963344942796447e-221,0.0,6.529558731172057e-109,0.0
1970-12-01 01:50:00,2.4612174245104593e-221,0.0,7.638408805750467e-109,0.0
1970-12-01 01:50:30,9.503049085147564e-224,1.581185829153889e-109,0.0,1.581185829153889e-109
1970-12-01 01:51:00,5.3096769180491945e-223,3.7354017715476247e-109,0.0,3.7354017715476247e-109
1970-12-01 01:51:30,1.6652452380583684e-230,0.0,1.9834557637200299e-113,0.0
1970-12-01 01:52:00,1.0872789817194127e-224,0.0,1.601842562660607e-110,0.0
1970-12-01 01:52:30,3.9641052774192573e-227,0.0,9.667069362724049e-112,0.0
1970-12-01 01:53:00,2.1122502866677468e-226,7.434530796600428e-111,0.0,7.434530796600428e-111
1970-12-01 01:53:30,3.1798625182409445e-228,9.117418357485832e-112,0.0,9.117418357485832e-112
1970-12-01 01:54:00,3.8801139608712594e-228,0.0,3.019986260536618e-112,0.0
1970-12-01 01:54:30,1.4057375342275202e-229,0.0,5.745601595548204e-113,0.0
1970-12-01 01:55:00,6.693655706982302e-230,1.3209955549432104e-112,0.0,1.3209955549432104e-112
1970-12-01 01:55:30,4.8147649849428817e-231,3.541372478466371e-113,0.0,3.541372478466371e-113
1970-12-01 01:56:00,1.0712917767556274e-231,0.0,5.00933895846863e-114,0.0
1970-12-01 01:56:30,1.4204697523942088e-232,0.0,1.8233521360741464e-114,0.0
1970-12-01 01:57:00,1.5567347765334617e-233,2.01129333496911e-114,0.0,2.01129333496911e-114
1970-12-01 01:57:30,3.781247604004273e-234,9.908940356369982e-115,0.0,9.908940356369982e-115
1970-12-01 01:58:00,1.9718648934010126e-235,0.0,6.786061227432424e-116,0.0
1970-12-01 01:58:30,9.301663590619227e-236,0.0,4.659233782911854e-116,0.0
1970-12-01 01:59:00,1.9915930801917554e-237,2.271825192663786e-116,0.0,2.271825192663786e-116
1970-12-01 01:59:30,2.1426626748425646e-237,2.355699231111352e-116,0.0,2.355699231111352e-116
1970-12-01 02:00:00,1.235375585035397e-239,0.0,5.364616293608562e-118,0.0
1970-12-01 02:00:30,4.655537485318596e-239,0.0,1.0411316279558767e-117,0.0
1970-12-01 02:01:00,6.383044174194692e-243,4.062576284328546e-119,0.0,4.062576284328546e-119
1970-12-01 02:01:30,9.573316921381772e-241,4.974088040694621e-118,0.0,4.974088040694621e-118
1970-12-01 02:02:00,2.418109767884471e-243,2.499317061915609e-119,0.0,2.499317061915609e-119
1970-12-01 02:02:30,1.8635486470470183e-242,0.0,2.0810497039839495e-119,0.0
1970-12-01 02:03:00,2.395735684458055e-244,0.0,2.359094455597039e-120,0.0
1970-12-01 02:03:30,3.424503038520011e-244,9.399904186505563e-120,0.0,9.399904186505563e-120
1970-12-01 02:04:00,1.126387066499375e-245,1.7044907567951158e-120,0.0,1.7044907567951158e-120
1970-12-01 02:04:30,5.902344126081071e-246,0.0,3.7009786533004976e-121,0.0
1970-12-01 02:05:00,3.962711852296739e-247,0.0,9.588237494268428e-122,0.0
1970-12-01 02:05:30,9.428790120639746e-248,1.5588106999209368e-121,0.0,1.5588106999209368e-121
1970-12-01 02:06:00,1.1844319810323633e-248,5.524212517485277e-122,0.0,5.524212517485277e-122
1970-12-01 02:06:30,1.3665945212137358e-249,0.0,5.628751194199978e-123,0.0
1970-12-01 02:07:00,3.172129665116226e-250,0.0,2.7116208563132e-123,0.0
1970-12-01 02:07:30,1.7257964485568585e-251,2.1081129480714077e-123,0.0,2.1081129480714077e-123
1970-12-01 02:08:00,7.818612750717305e-252,1.4188492927657948e-123,0.0,1.4188492927657948e-123
1970-12-01 02:08:30,1.73787314655842e-253,0.0,6.345698571697691e-125,0.0
1970-12-01 02:09:00,1.7996827130004624e-253,0.0,6.457307065992067e-125,0.0
1970-12-01 02:09:30,1.0766271006664945e-255,1.664765982489447e-125,0.0,1.664765982489447e-125
1970-12-01 02:10:00,3.8996333110713662e-255,3.1682974658836505e-125,0.0,3.1682974658836505e-125
1970-12-01 02:10:30,5.763549842254465e-259,0.0,1.1555240955433513e-127,0.0
1970-12-01 02:11:00,7.984262744595099e-257,0.0,1.3600507900425369e-126,0.0
1970-12-01 02:11:30,2.0451336083435293e-259,0.0,6.883468348695653e-128,0.0
1970-12-01 02:12:00,1.5452888478875107e-258,6.3073043679484715e-127,0.0,6.3073043679484715e-127
1970-12-01 02:12:30,2.026807473849043e-260,7.223769143077842e-128,0.0,7.223769143077842e-128
1970-12-01 02:13:00,2.8192441373346117e-260,0.0,2.556046465803232e-128,0.0
1970-12-01 02:13:30,9.486343014786122e-262,0.0,4.688999555732518e-129,0.0
1970-12-01 02:14:00,4.81609295298957e-262,1.1137562073470114e-128,0.0,1.1137562073470114e-128
1970-12-01 02:14:30,3.3180473726122465e-263,2.9236269210433315e-129,0.0,2.9236269210433315e-129
1970-12-01 02:15:00,7.608246797839259e-264,0.0,4.200363798241382e-130,0.0
1970-12-01 02:15:30,9.853124547607871e-265,0.0,1.5117466189372799e-130,0.0
1970-12-01 02:16:00,1.0867026709015696e-265,1.6737023678913911e-130,0.0,1.6737023678913911e-130
1970-12-01 02:16:30,2.620309252608273e-266,8.219698809520072e-131,0.0,8.219698809520072e-131
1970-12-01 02:17:00,1.3437307967375954e-267,0.0,5.584938978458601e-132,0.0
1970-12-01 02:17:30,6.409829928616677e-268,0.0,3.8579055700448693e-132,0.0
1970-12-01 02:18:00,1.3052523698196669e-269,1.8353757408343747e-132,0.0,1.8353757408343747e-132
1970-12-01 02:18:30,1.4634919268609025e-269,1.9437847176596475e-132,0.0,1.9437847176596475e-132
1970-12-01 02:19:00,7.392929767134246e-272,0.0,4.1453612604786416e-134,0.0
1970-12-01 02:19:30,3.143544546823459e-271,0.0,8.549649664581641e-134,0.0
1970-12-01 02:20:00,1.034527760899423e-275,1.6352242046694683e-135,0.0,1.6352242046694683e-135
1970-12-01 02:20:30,6.37513918710816e-273,4.0601735373597627e-134,0.0,4.0601735373597627e-134
1970-12-01 02:21:00,2.1060286097120736e-275,2.334156454376633e-135,0.0,2.334156454376633e-135
1970-12-01 02:21:30,1.2208838159269284e-274,0.0,1.6863932311838828e-135,0.0
1970-12-01 02:22:00,1.823670387776207e-276,0.0,2.061588444681523e-136,0.0
1970-12-01 02:22:30,2.2008229437957337e-276,7.55112603205734e-136,0.0,7.55112603205734e-136
1970-12-01 02:23:00,8.1572729063007e-278,1.454145219897084e-136,0.0,1.454145219897084e-136
1970-12-01 02:23:30,3.706987728590896e-278,0.0,2.941627736504963e-137,0.0
1970-12-01 02:24:00,2.7809228749547883e-279,0.0,8.059288009525486e-138,0.0
1970-12-01 02:24:30,5.754971587814613e-280,1.2224526863542321e-137,0.0,1.2224526863542321e-137
1970-12-01 02:25:00,8.108056301284608e-281,4.589895503991446e-138,0.0,4.589895503991446e-138
1970-12-01 02:25:30,8.031632592369524e-282,0.0,4.33516829132679e-139,0.0
