time,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,pAtm,lon,lat,TDewPoi,HDirNor,HDifHor,HGloHor,relHum,nTot,ceiHei,winSpe,winDir,nOpa,TBlaSky,HHorIR,cloTim,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul,Occupancy[1],LowerSetp[1],InternalGainsLat[1],UpperSetp[1],InternalGainsCon[1],InternalGainsRad[1],UpperCO2[1],EmissionsElectricPower
1970-01-17 03:00:00,0.2535,0.2383,0.23555,101325,0.0790634151153,0.888372589265,272.45,0.0,0.0,0.0,0.86,0.0,22000.0,3.1,4.53785605519,0.0,258.336710147,253.0,1393200,2.46118489161,-0.890388564816,-0.366589015711,1390086.62954,97.9483597357,274.45,273.612758862,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 03:15:00,0.2535,0.2383,0.23555,101325,0.0790634151153,0.888372589265,272.3525,0.0,0.0,0.0,0.86265625,0.021875,22000.0,3.196875,4.48740513149,0.0,258.173029246,251.862824675,1394100,2.42769139694,-0.856895070148,-0.366555825484,1390986.42356,98.0137946034,274.3,273.484410692,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 03:30:00,0.2535,0.2383,0.23555,101325,0.0790634151153,0.888372589265,272.27,0.0,0.0,0.0,0.86875,0.0916666666667,22000.0,3.35,4.36332312999,0.0,257.965762928,251.012987013,1395000,2.39243809696,-0.821641770164,-0.366522623353,1391886.21765,98.0792294759,274.1,273.328072937,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 03:45:00,0.2535,0.2383,0.23555,101325,0.0790634151153,0.888372589265,272.2025,0.0,0.0,0.0,0.87546875,0.165625,22000.0,3.503125,4.23924112848,0.0,257.785500532,250.406655844,1395900,2.35572136779,-0.784925040996,-0.366489409319,1392786.0118,98.1446643531,273.925,273.198841396,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 04:00:00,0.2535,0.2383,0.23876,101325,0.0790634151153,0.888372589265,272.15,0.0,0.0,0.0,0.88,0.2,22000.0,3.6,4.18879020479,0.0,257.702813358,250.0,1396800,2.31780075956,-0.747004432763,-0.366456183383,1393685.80602,98.2100992352,273.85,273.15292703,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 04:15:00,0.2535,0.2383,0.23876,101325,0.0790634151153,0.888372589265,272.13875,0.0,0.0,0.0,0.88234375,0.175,22000.0,3.61640625,4.2221968975,0.0,257.700218661,249.745826863,1397700,2.27890316097,-0.708106834176,-0.366422945549,1394585.6003,98.275534122,273.85,273.166668377,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 04:30:00,0.2535,0.2383,0.23876,101325,0.0790634151153,0.888372589265,272.165,0.0,0.0,0.0,0.88375,0.125,22000.0,3.59375,4.2815108213,0.0,257.706272665,249.64363354,1398600,2.23922730058,-0.66843097379,-0.366389695816,1395485.39465,98.3409690136,273.85,273.174910747,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 04:45:00,0.2535,0.2383,0.23876,101325,0.0790634151153,0.888372589265,272.18375,0.0,0.0,0.0,0.88328125,0.0875,22000.0,3.57421875,4.33809766814,0.0,257.710596334,249.719623447,1399500,2.19894812298,-0.628151796187,-0.366356434186,1396385.18906,98.4064039099,273.85,273.172163494,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 05:00:00,0.2535,0.2383,0.2486,101325,0.0790634151153,0.888372589265,272.15,0.0,0.0,0.0,0.88,0.1,22000.0,3.6,4.36332312999,0.0,257.702813358,250.0,1400400,2.15822080647,-0.58742447968,-0.366323160662,1397284.98354,98.4718388111,273.85,273.15292703,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 05:15:00,0.2535,0.2383,0.2486,101325,0.0790634151153,0.888372589265,272.034517045,0.0,0.0,0.0,0.8709375,0.1646875,22000.0,3.7796875,4.36332312999,0.0625,258.490498501,252.095108696,1401300,2.11718433005,-0.546388003254,-0.366289875243,1398184.77809,98.537273717,273.85,273.099746006,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 05:30:00,0.2535,0.2383,0.2486,101325,0.0790634151153,0.888372589265,271.867045455,0.0,0.0,0.0,0.856666666667,0.2475,22000.0,4.1,4.36332312999,0.2,259.739712017,256.195652174,1402200,2.07596457786,-0.50516825107,-0.366256577933,1399084.5727,98.6027086278,273.85,273.015846923,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 05:45:00,0.2535,0.2383,0.2486,101325,0.0790634151153,0.888372589265,271.691051136,0.0,0.0,0.0,0.8415625,0.3315625,22000.0,4.4203125,4.36332312999,0.3375,260.540338818,260.198369565,1403100,2.03467701131,-0.463880684513,-0.366223268732,1399984.36738,98.6681435433,273.85,272.926842657,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 06:00:00,0.2535,0.2383,0.25514,101325,0.0790634151153,0.888372589265,271.55,0.0,0.0,0.0,0.83,0.4,22000.0,4.6,4.36332312999,0.4,260.819364212,262.0,1404000,1.99342895674,-0.422632629943,-0.366189947641,1400884.16213,98.7335784636,273.85,272.8585649,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 06:15:00,0.2535,0.2383,0.25514,101325,0.0790634151153,0.888372589265,271.461683239,0.0,0.0,0.0,0.82375,0.45515625,19031.25,4.55234375,4.36332312999,0.353125,260.56677979,260.75,1404900,1.95232156185,-0.381525235053,-0.366156614663,1401783.95694,98.7990133888,273.85,272.821606114,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 06:30:00,0.2535,0.2383,0.25514,101325,0.0790634151153,0.888372589265,271.398579545,0.0,0.0,0.0,0.82,0.50875,12500.0,4.36875,4.36332312999,0.25,259.972811008,258.0,1405800,1.91145147121,-0.340655144415,-0.366123269799,1402683.75181,98.8644483187,273.85,272.799413343,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 06:45:00,0.2535,0.2383,0.25514,101325,0.0790634151153,0.888372589265,271.33618608,0.0,0.0,0.0,0.81625,0.55796875,5968.75,4.17578125,4.36332312999,0.146875,259.187360486,255.25,1406700,1.87091226576,-0.300115938963,-0.36608991305,1403583.54675,98.9298832534,273.85,272.777207437,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 07:00:00,0.2535,0.2666,0.26408,101325,0.0790634151153,0.888372589265,271.25,0.0,0.0,0.0,0.81,0.6,3000.0,4.1,4.36332312999,0.1,258.720553415,254.0,1407600,1.83079570377,-0.259999376975,-0.366056544418,1404483.34176,98.9953181929,273.85,272.740168385,5,294.15,225,297.15,146,219,894,0.167
1970-01-17 07:15:00,0.2535,0.2666,0.26408,101325,0.0790634151153,0.888372589265,271.081640625,0.0,0.0,0.0,0.797142857143,0.634375,3000.0,4.19479166667,4.36332312999,0.1,258.70490925,254.0,1408500,1.79119279341,-0.220396466618,-0.366023163904,1405383.13684,99.0607531372,273.875,272.687477626,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 07:30:00,0.2535,0.2666,0.26408,101325,0.0790634151153,0.888372589265,270.840625,0.0,0.0,0.0,0.779047619048,0.6625,3000.0,4.36944444444,4.36332312999,0.1,258.703718745,254.0,1409400,1.75219471958,-0.181398392787,-0.365989771509,1406282.93198,99.1261880863,273.933333333,272.634494939,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 07:45:00,0.2535,0.2666,0.26408,101325,0.0790634151153,0.888372589265,270.604296875,0.0,0.0,0.0,0.761428571429,0.684375,3000.0,4.534375,4.36332312999,0.1,258.71138325,254.0,1410300,1.71389364082,-0.143097314021,-0.365956367236,1407182.72718,99.1916230402,274.0,272.591244573,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 08:00:00,0.2535,0.2666,0.27255,101325,0.0790634151153,0.888372589265,270.45,0.0,0.0,0.0,0.75,0.7,3000.0,4.6,4.36332312999,0.1,258.722439348,254.0,1411200,1.67638336553,-0.105587038739,-0.365922951086,1408082.52245,99.2570579989,274.05,272.568956661,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 08:15:00,0.2535,0.2666,0.27255,101325,0.0790634151153,0.888372589265,270.424126838,0.0,0.0,0.0,0.747087053571,0.71171875,3000.0,4.50340909091,4.36332312999,0.0953125,258.700122068,254.0,1412100,1.63975991063,-0.0689635838343,-0.36588952306,1408982.31779,99.3224929624,274.084375,272.583321667,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 08:30:00,0.2535,0.2666,0.27255,101325,0.0790634151153,0.888372589265,270.476838235,0.0,0.0,0.0,0.748660714286,0.71875,3000.0,4.31464646465,4.36332312999,0.0875,258.660031389,254.0,1413000,1.60412193965,-0.0333256128538,-0.365856083159,1409882.1132,99.3879279307,274.116666667,272.622900028,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 08:45:00,0.2535,0.2666,0.27255,101325,0.0790634151153,0.888372589265,270.541130515,0.0,0.0,0.155070754717,0.750904017857,0.71640625,3000.0,4.14356060606,4.36332312999,0.0859375,258.680848989,254.0,1413900,1.56957107225,0.00122525454021,-0.365822631386,1410781.90867,99.4533629038,274.140625,272.658810468,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 09:00:00,0.2535,0.2666,0.2701,101325,0.0790634151153,0.888372589265,270.55,0.0,0.0,0.580188679245,0.75,0.7,3000.0,4.1,4.36332312999,0.1,258.840290458,254.0,1414800,1.53621205166,0.0345842751361,-0.365789167741,1411681.7042,99.5187978817,274.15,272.662050647,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 09:15:00,0.2535,0.2666,0.2701,101325,0.0790634151153,0.888372589265,270.445588235,0.0,0.5625,1.21521226415,0.743404017857,0.675,3000.0,4.16664772727,4.36332312999,0.1359375,259.164642668,254.675,1415700,1.5041527523,0.0666435744914,-0.365755692227,1412581.4998,99.5842328645,274.15,272.621974959,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 09:30:00,0.2535,0.2666,0.2701,101325,0.0790634151153,0.888372589265,270.279411765,0.0,2.0,2.0,0.733660714286,0.65,3000.0,4.24590909091,4.36332312999,0.1875,259.557911913,256.3,1416600,1.47350400666,0.0972923201385,-0.365722204844,1413481.29547,99.649667852,274.15,272.562698787,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 09:45:00,0.2535,0.2666,0.2701,101325,0.0790634151153,0.888372589265,270.148529412,3.05502280043,6.7421875,6.09728773585,0.724587053571,0.625,3000.0,4.32721590909,4.36332312999,0.2453125,259.933706504,258.275,1417500,1.44437922801,0.126417098782,-0.365688705595,1414381.09121,99.7151028444,274.15,272.507412727,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 10:00:00,0.2535,0.2666,0.27441,101325,0.0790634151153,0.888372589265,270.15,10.8967274678,15.5625,15.2531446541,0.72,0.6,3000.0,4.4,4.36332312999,0.3,260.261406126,260.0,1418400,1.41689380626,0.153902520533,-0.36565519448,1415280.88701,99.7805378416,274.15,272.479432872,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 10:15:00,0.2535,0.2666,0.27441,101325,0.0790634151153,0.888372589265,270.25,21.5400684013,26.3515625,27.2824292453,0.724084821429,0.575,5501.06613972,4.461953125,4.35923251455,0.35,260.550957849,261.356578947,1419300,1.39116425635,0.179632070444,-0.365621671501,1416180.68288,99.8459728435,274.15,272.504350248,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 10:30:00,0.2535,0.2666,0.27441,101325,0.0790634151153,0.888372589265,270.35,33.0,37.0,40.0,0.734464285714,0.55,11252.8430392,4.516875,4.35241482216,0.4,260.822369541,262.634210526,1420200,1.36730710537,0.203489221429,-0.36558813666,1417080.47881,99.9114078503,274.15,272.567591069,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 10:45:00,0.2535,0.2666,0.27441,101325,0.0790634151153,0.888372589265,270.45,69.6526269112,47.6698369565,61.5302419355,0.745111607143,0.525,17628.1984191,4.563359375,4.35105128368,0.45,261.088777839,263.844736842,1421100,1.34543751429,0.225358812501,-0.365554589958,1417980.27481,99.976842862,274.15,272.632353974,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 11:00:00,0.2535,0.2666,0.26597,101325,0.0790634151153,0.888372589265,270.55,136.200460032,59.2445652174,92.497311828,0.75,0.5,22000.0,4.6,4.36332312999,0.5,261.363174008,265.0,1422000,1.32566764489,0.2451286819,-0.365521031397,1418880.07087,100.042277878,274.15,272.662050647,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 11:15:00,0.2535,0.2666,0.26597,101325,0.0790634151153,0.888372589265,270.65,201.148063137,70.6970108696,119.465725806,0.74815625,0.475,23874.9817511,4.4818359375,4.39468451498,0.4765625,261.332991896,264.837406015,1422900,1.30810480046,0.262691526335,-0.365487460978,1419779.86701,100.1077129,274.21875,272.714810273,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 11:30:00,0.2535,0.2666,0.26597,101325,0.0790634151153,0.888372589265,270.75,233.0,81.0,129.0,0.74425,0.45,24505.6374147,4.1703125,4.43968128476,0.3625,260.954052973,263.101503759,1423800,1.29284939057,0.277946936222,-0.365453878702,1420679.6632,100.173147926,274.383333333,272.843893705,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 11:45:00,0.2535,0.2666,0.26597,101325,0.0790634151153,0.888372589265,270.85,199.296914063,88.4694761994,122.463392571,0.74071875,0.425,23883.474371,3.8236328125,4.49013220845,0.2421875,260.487809908,261.314849624,1424700,1.27999279252,0.290803534274,-0.365420284572,1421579.45947,100.238582957,274.58125,273.00579324,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 12:00:00,0.2535,0.2666,0.25961,101325,0.0790634151153,0.888372589265,270.95,118.9028125,92.4494002999,112.147003845,0.74,0.4,22000.0,3.6,4.53785605519,0.2,260.378399326,261.0,1425600,1.26961520311,0.301181123684,-0.365386678588,1422479.2558,100.304017992,274.75,273.157805351,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 12:15:00,0.2535,0.2666,0.25961,101325,0.0790634151153,0.888372589265,271.073046875,37.3073046875,93.4546242504,101.007113197,0.74184375,0.456696428571,17333.2405782,3.6810546875,4.58148928649,0.2921875,261.129922697,263.535714286,1426500,1.26178359105,0.309012735741,-0.365353060753,1423379.0522,100.369453033,274.881696429,273.291505092,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 12:30:00,0.2535,0.2666,0.25961,101325,0.0790634151153,0.888372589265,271.228125,0.0,92.0,92.0,0.74425,0.617857142857,10321.4357831,3.9671875,4.62512251778,0.4625,262.153220461,268.0,1427400,1.25654986859,0.314246458201,-0.365319431067,1424278.84866,100.434888078,275.00952381,273.425293958,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 12:45:00,0.2535,0.2666,0.25961,101325,0.0790634151153,0.888372589265,271.394140625,0.0,86.857841089,84.683432911,0.74703125,0.795089285714,3896.41309651,4.1947265625,4.66875574908,0.6265625,263.25967454,272.464285714,1428300,1.25394939872,0.316846928074,-0.365285789532,1425178.64519,100.500323129,275.132589286,273.557203245,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 13:00:00,0.2535,0.2666,0.25627,101325,0.0790634151153,0.888372589265,271.55,0.0,78.6338406052,77.277785776,0.75,0.9,990.0,4.1,4.71238898038,0.7,263.991897145,275.0,1429200,1.25399993989,0.316796386909,-0.36525213615,1426078.44179,100.565758184,275.25,273.685232467,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 13:15:00,0.2535,0.2666,0.25627,101325,0.0790634151153,0.888372589265,271.679921875,0.0,70.5929198188,70.733245753,0.753339285714,0.937723214286,840.083439662,3.74486471037,4.70966190343,0.7,264.115476758,275.861607143,1430100,1.25670110383,0.314095222967,-0.365218470922,1426978.23845,100.631193243,275.346707589,273.796563466,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 13:30:00,0.2535,0.2666,0.25627,101325,0.0790634151153,0.888372589265,271.794375,0.0,66.0,66.0,0.757571428571,0.969642857143,730.054979992,3.37172256098,4.64693913343,0.7,264.203586674,276.535714286,1431000,1.26203436645,0.308761960344,-0.365184793849,1427878.03518,100.696628308,275.410267857,273.88294121,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 13:45:00,0.2535,0.2666,0.25627,101325,0.0790634151153,0.888372589265,271.911640625,0.0,65.2908163265,64.3175465839,0.763017857143,0.991741071429,659.999030326,2.9877191311,4.57330805562,0.7,264.263444931,276.941964286,1431900,1.26996363094,0.300832695851,-0.365151104934,1428777.83198,100.762063378,275.443694196,273.949167031,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 14:00:00,0.2535,0.2666,0.25693,101325,0.0790634151153,0.888372589265,272.05,0.0,65.806122449,64.9409937888,0.77,1.0,630.0,2.6,4.53785605519,0.7,264.302260161,277.0,1432800,1.2804363016,0.290360025192,-0.365117404177,1429677.62884,100.827498452,275.45,273.999997076,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 14:15:00,0.2535,0.2666,0.25693,101325,0.0790634151153,0.888372589265,272.27,0.0,66.1683673469,65.8439440994,0.787857142857,1.0,614.756645462,2.19825388027,4.53785605519,0.7,264.292068089,276.779017857,1433700,1.29338479151,0.277411535287,-0.365083691581,1430577.42577,100.892933531,275.38515625,274.053710963,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 14:30:00,0.2535,0.2666,0.25693,101325,0.0790634151153,0.888372589265,272.573333333,0.0,65.0,65.0,0.818095238095,1.0,596.793488777,1.78253880266,4.53785605519,0.7,264.233936623,276.470238095,1434600,1.30872836133,0.262067965468,-0.365049967146,1431477.22276,100.958368615,275.25,274.118219811,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 14:45:00,0.2535,0.2666,0.25693,101325,0.0790634151153,0.888372589265,272.89,0.0,62.1098602484,62.1098602484,0.849285714286,1.0,587.933587703,1.37555432373,4.53785605519,0.7,264.178732937,276.176339286,1435500,1.32637517255,0.244421154246,-0.365016230874,1432377.01983,101.023803704,275.11484375,274.185293628,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 15:00:00,0.2535,0.2666,0.25775,101325,0.0790634151153,0.888372589265,273.15,0.0,58.602484472,58.602484472,0.87,1.0,600.0,1.0,4.53785605519,0.7,264.177544692,276.0,1436400,1.34622443663,0.224571890162,-0.364982482767,1433276.81695,101.089238798,275.05,274.251952812,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 15:15:00,0.2535,0.2666,0.25775,101325,0.0790634151153,0.888372589265,273.35078125,0.0,55.0438664596,55.0438664596,0.881193181818,1.0,671.49753031,0.883138820639,4.53785605519,0.7,264.23677562,276.11875,1437300,1.36816855041,0.202627776388,-0.364948722826,1434176.61415,101.154673896,275.062630208,274.333588553,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 15:30:00,0.2535,0.2666,0.25775,101325,0.0790634151153,0.888372589265,273.535416667,0.0,52.0,52.0,0.891515151515,1.0,814.189492591,1.08230958231,4.53785605519,0.7,264.314272155,276.483333333,1438200,1.39209512472,0.178701202075,-0.364914951053,1435076.41141,101.220109,275.098263889,274.432099216,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 15:45:00,0.2535,0.2666,0.25775,101325,0.0790634151153,0.888372589265,273.70234375,0.0,50.6659549689,50.6659549689,0.901079545455,1.0,999.786708577,1.36532555283,4.53785605519,0.7,264.388420549,276.85625,1439100,1.41788883459,0.152907492207,-0.364881167449,1435976.20874,101.285544108,275.134765625,274.526850605,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 16:00:00,0.2535,0.2666,0.25932,101325,0.0790634151153,0.888372589265,273.85,0.0,50.7903726708,50.7903726708,0.91,1.0,1200.0,1.5,4.53785605519,0.7,264.437593774,277.0,1440000,1.44543304157,0.125363285225,-0.364847372015,1436876.00613,101.350979221,275.15,274.596959431,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 16:15:00,0.2535,0.2666,0.25932,101325,0.0790634151153,0.888372589265,273.98984375,0.0,50.7696040373,50.7696040373,0.919311079545,0.984375,1552.49795529,1.4000965251,4.53785605519,0.67109375,264.200326413,276.2,1440900,1.4746111604,0.096185166397,-0.364813564754,1437775.8036,101.416414339,275.125,274.630121355,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 16:30:00,0.2535,0.2666,0.25932,101325,0.0790634151153,0.888372589265,274.11875,0.0,49.0,49.0,0.928693181818,0.95,2091.90294438,1.20881595882,4.53785605519,0.60625,263.707258883,274.5,1441800,1.50530776004,0.0654885667533,-0.364779745666,1438675.60112,101.481849462,275.077777778,274.641705998,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 16:45:00,0.2535,0.2666,0.25932,101325,0.0790634151153,0.888372589265,274.21328125,0.0,42.2990100932,42.2990100932,0.936228693182,0.915625,2635.35646129,1.03812741313,4.53785605519,0.53828125,263.279623006,272.8,1442700,1.53740940361,0.0333869231824,-0.364745914754,1439575.39872,101.54728459,275.041666667,274.652551934,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 17:00:00,0.2535,0.2666,0.27572,101325,0.0790634151153,0.888372589265,274.25,0.0,31.225931677,31.225931677,0.94,0.9,3000.0,1.0,4.53785605519,0.5,263.08940197,272.0,1443600,1.57080524148,-8.91468705522e-06,-0.364712072018,1440475.19638,101.612719722,275.05,274.683880367,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 17:15:00,0.2535,0.2666,0.27572,101325,0.0790634151153,0.888372589265,274.25,0.0,19.7898874224,19.7898874224,0.938180803571,0.9,2859.79352679,1.1876984127,4.51467590106,0.5109375,263.202769353,272.466666667,1444500,1.60538737801,-0.0345910512171,-0.36467821746,1441374.99411,101.678154859,275.108333333,274.730081064,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 17:30:00,0.2535,0.2666,0.27572,101325,0.0790634151153,0.888372589265,274.25,0.0,12.0,12.0,0.932232142857,0.9,2286.83035714,1.52671957672,4.46149790041,0.55,263.495729928,273.544444444,1445400,1.64105103496,-0.0702547081617,-0.364644351083,1442274.7919,101.743590002,275.188888889,274.772549553,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 17:45:00,0.2535,0.2666,0.27572,101325,0.0790634151153,0.888372589265,274.25,0.0,7.52038043478,7.52038043478,0.925167410714,0.9,1695.45200893,1.87738095238,4.40286574585,0.5890625,263.814726465,274.6,1446300,1.67769453455,-0.106898207756,-0.364610472886,1443174.58977,101.809025149,275.275,274.813228375,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 18:00:00,0.2535,0.2666,0.25844,101325,0.0790634151153,0.888372589265,274.25,0.0,3.6847826087,3.6847826087,0.92,0.9,1500.0,2.1,4.36332312999,0.6,263.957364075,275.0,1447200,1.71521912326,-0.144422796467,-0.364576582872,1444074.3877,101.874460301,275.35,274.854488039,0,288.15,0,303.15,0,0,894,0.167
1970-01-17 18:15:00,0.2535,0.2666,0.25844,101325,0.0790634151153,0.888372589265,274.25,0.0,1.00679347826,1.00679347826,0.916863839286,0.9,1813.4765625,2.18020833333,4.38241266868,0.58015625,263.888732658,274.826923077,1448100,1.75352865371,-0.182732326912,-0.364542681042,1444974.18569,101.939895457,275.410742187,274.894288402,0,288.15,0,303.15,0,0,894,0.167
