time,oveTZonSet_u,reaTZon_y
699660,288.15,288.1497280587596
699690,288.15,288.1497405936877
699720,288.15,288.14975294989137
699750,288.15,288.14976496713064
699780,288.15,288.1497764932412
699810,288.15,288.14978738598876
699840,288.15,288.1497975147501
699870,288.15,288.1498067620015
699900,288.15,288.1498150245989
699930,288.15,288.14982221471416
699960,288.15,288.1498282611687
699990,288.15,288.1498331092661
700020,288.15,288.14983672166096
700050,288.15,288.14983907835165
700080,288.15,288.14984017656576
700110,288.15,288.14984003041934
700140,288.15,288.1498386703589
700170,288.15,288.1498361423978
700200,288.15,288.1498328627002
700230,288.15,288.14982816681635
700260,288.15,288.1498225203186
700290,288.15,288.1498160208022
700320,288.15,288.1498087751468
700350,288.15,288.14980089788776
700380,288.15,288.1497925095187
700410,288.15,288.14978373475225
700440,288.15,288.1497747007603
700470,288.15,288.14976553541925
700500,288.15,288.1497563655829
700530,288.15,288.14974731540576
700560,288.15,288.1497385047373
700590,288.15,288.1497300476084
700620,288.15,288.1497220508272
700650,288.15,288.14971461270164
700680,288.15,288.1497078219023
700710,288.15,288.14970175647966
700740,288.15,288.14969648304356
700770,288.15,288.14969205611453
700800,288.15,288.14968851765116
700830,288.15,288.1496858967562
700860,288.15,288.1496842095624
700890,288.15,288.1496834592953
700920,288.15,288.14968363650826
700950,288.15,288.1496847194836
700980,288.15,288.14968667479076
701010,288.15,288.14968945798995
701040,288.15,288.1496930144695
701070,288.15,288.14969728030553
701100,288.15,288.1497019873256
701130,288.15,288.1497074770536
701160,288.15,288.14971344208453
701190,288.15,288.149719792691
701220,288.15,288.1497264359185
701250,288.15,288.14973327690876
701280,288.15,288.14974022021846
701310,288.15,288.14974717111835
701340,288.15,288.1497540368533
701370,288.15,288.1497607278485
701400,288.15,288.14976715884575
701430,288.15,288.14977324995755
701460,288.15,288.14977892762437
701490,288.15,288.14978412546674
701520,288.15,288.1497887850212
701550,288.15,288.1497928563539
701580,288.15,288.14979629854554
701610,288.15,288.14979908004466
701640,288.15,288.14980117888695
701670,288.15,288.1498040464216
701700,288.15,288.1498076168571
701730,288.15,288.14981181660517
701760,288.15,288.14981656563793
701790,288.15,288.1498217784409
701820,288.15,288.1498273654504
701850,288.15,288.1498332343016
701880,288.15,288.14983929112935
701910,288.15,288.1498454418597
701940,288.15,288.14985159347657
701970,288.15,288.14985765524557
702000,288.15,288.14986353988064
702030,288.15,288.14986918468094
702060,288.15,288.1498745523215
702090,288.15,288.14987961063883
702120,288.15,288.1498843329614
702150,288.15,288.14988869825396
702180,288.15,288.1498926911888
702210,288.15,288.1498963021437
702240,288.15,288.1498995271278
702270,288.15,288.14990236763794
702300,288.15,288.14990483044915
702330,288.15,288.149906927342
702360,288.15,288.1499086747729
702390,288.15,288.14991009349274
702420,288.15,288.1499112081188
702450,288.15,288.14991204666785
702480,288.15,288.1499126400568
702510,288.15,288.1499130215782
702540,288.15,288.14991322635757
702570,288.15,288.1499132908014
702600,288.15,288.1499132520419
702630,288.15,288.14991314738296
702660,288.15,288.1499130137769
702690,288.15,288.1499128872813
702720,288.15,288.14991280258084
702750,288.15,288.14991279251996
702780,288.15,288.14991288767646
702810,288.15,288.14991311597674
702840,288.15,288.14991350235647
702870,288.15,288.149914068471
702900,288.15,288.14991483245734
702930,288.15,288.14991580874624
702960,288.15,288.1499170079437
702990,288.15,288.1499184367499
703020,288.15,288.14992009794355
703050,288.15,288.149921990419
703080,288.15,288.14992410927493
703110,288.15,288.1499264459541
703140,288.15,288.14992898842996
703170,288.15,288.14993172143613
703200,288.15,288.14993462673624
703230,288.15,288.149937683428
703260,288.15,288.14994086827704
703290,288.15,288.1499441560757
703320,288.15,288.14994752002116
703350,288.15,288.1499509321065
703380,288.15,288.14995436352075
703410,288.15,288.1499577850506
703440,288.15,288.1499611674793
703470,288.15,288.14996448197707
703500,288.15,288.149967700478
703530,288.15,288.14997079602193
703560,288.15,288.14997374315664
703590,288.15,288.14997651814576
703620,288.15,288.14997909931503
703650,288.15,288.1499814672798
703680,288.15,288.14998360515386
703710,288.15,288.14998549871984
703740,288.15,288.1499871365601
703770,288.15,288.14998851014764
703800,288.15,288.14998961389506
703830,288.15,288.1499904451433
703860,288.15,288.14999100419413
703890,288.15,288.1499913833687
703920,288.15,288.14999152507573
703950,288.15,288.1499914139
703980,288.15,288.1499910500947
704010,288.15,288.1499904407568
704040,288.15,288.149989596814
704070,288.15,288.14998853190366
704100,288.15,288.1499872618568
704130,288.15,288.1499858043637
704160,288.15,288.14998417868566
704190,288.15,288.14998240536926
704220,288.15,288.14998050595403
704250,288.15,288.14997850267076
704280,288.15,288.1499764181344
704310,288.15,288.1499742750341
704340,288.15,288.1499720958256
704370,288.15,288.14996990242923
704400,288.15,288.1499677159376
704430,288.15,288.14996555633746
704460,288.15,288.14996344224886
704490,288.15,288.14996139068495
704520,288.15,288.1499594168361
704550,288.15,288.1499575338801
704580,288.15,288.149955752822
704610,288.15,288.1499540823642
704640,288.15,288.14995252880976
704670,288.15,288.14995109599823
704700,288.15,288.1499497852763
704730,288.15,288.14994866080804
704760,288.15,288.14994765499347
704790,288.15,288.1499467590182
704820,288.15,288.1499459619781
704850,288.15,288.14994525107363
704880,288.15,288.149944611825
704910,288.15,288.1499440283056
704940,288.15,288.1499434833901
704970,288.15,288.1499429590127
705000,288.15,288.1499424364329
705030,288.15,288.14994189650395
705060,288.15,288.14994131994155
705090,288.15,288.14994068758807
705120,288.15,288.14993998066933
705150,288.15,288.14993918104034
705180,288.15,288.1499382714178
705210,288.15,288.1499372355949
705240,288.15,288.14993605863776
705270,288.15,288.1499347270596
705300,288.15,288.1499332289722
705330,288.15,288.1499315542113
705360,288.15,288.1499296944418
705390,288.15,288.14992764322034
705420,288.15,288.149925396051
705450,288.15,288.1499229504012
705480,288.15,288.1499203056937
705510,288.15,288.1499174632722
705540,288.15,288.14991442634204
705570,288.15,288.14991119988713
705600,288.15,288.1499077905641
705630,288.15,288.1499042186762
705660,288.15,288.1499005183125
705690,288.15,288.1498967250279
705720,288.15,288.1498928753019
705750,288.15,288.1498890060009
705780,288.15,288.1498851538481
705810,288.15,288.1498813549081
705840,288.15,288.149877644093
705870,288.15,288.1498757719918
705900,288.15,288.1498756957972
705930,288.15,288.1498773499716
705960,288.15,288.149880647624
705990,288.15,288.1498854821225
706020,288.15,288.1498917289863
706050,288.15,288.149899247925
706080,288.15,288.1499078850666
706110,288.15,288.1499174753314
706140,288.15,288.14992784490016
706170,288.15,288.1499388137471
706200,288.15,288.1499501982008
706230,288.15,288.149961813454
706260,288.15,288.14997347620334
706290,288.15,288.14998500701273
706320,288.15,288.1499962325248
706350,288.15,288.1500069878095
706380,288.15,288.1500171183434
706410,288.15,288.1500264818531
706440,288.15,288.1500349499521
706470,288.15,288.15004240955267
706500,288.15,288.15004876404
706530,288.15,288.150053991853
706560,288.15,288.15005818284476
706590,288.15,288.15006128403314
706620,288.15,288.15006320003414
706650,288.15,288.1500638286844
706680,288.15,288.15006313933395
706710,288.15,288.15006112753093
706740,288.15,288.1500578128033
706770,288.15,288.15005323414647
706800,288.15,288.1500474483976
706830,288.15,288.1500405288085
706860,288.15,288.1500325637368
706890,288.15,288.1500236552393
706920,288.15,288.150013917538
706950,288.15,288.1500034753489
706980,288.15,288.1499924620915
707010,288.15,288.1499810179967
707040,288.15,288.1499692881407
707070,288.15,288.14995742042913
707100,288.15,288.14994556021503
707130,288.15,288.1499338485023
707160,288.15,288.1499224383808
707190,288.15,288.1499114708728
707220,288.15,288.14990107903174
707250,288.15,288.1498913867893
707280,288.15,288.1498825075343
707310,288.15,288.14987454271454
707340,288.15,288.1498675805685
707370,288.15,288.149861695034
707400,288.15,288.1498569380287
707430,288.15,288.1498539460445
707460,288.15,288.14985201586677
707490,288.15,288.1498511039813
707520,288.15,288.1498512291642
707550,288.15,288.14985247669176
707580,288.15,288.14985482494274
707610,288.15,288.14985823617354
707640,288.15,288.14986264742765
707670,288.15,288.1498679811548
707700,288.15,288.14987414649096
707730,288.15,288.14988104174114
707760,288.15,288.1498885560255
707790,288.15,288.149896571019
707820,288.15,288.14990496266716
707850,288.15,288.14991360294556
707880,288.15,288.1499223616437
707910,288.15,288.14993110815806
707940,288.15,288.149939713273
707970,288.15,288.1499480509055
708000,288.15,288.14995600192077
708030,288.15,288.14996346046274
708060,288.15,288.1499703086721
708090,288.15,288.14997644623145
708120,288.15,288.1499817848644
708150,288.15,288.14998624851523
708180,288.15,288.14998977396993
708210,288.15,288.1499923115013
708240,288.15,288.1499938253935
708270,288.15,288.1499942942937
708300,288.15,288.1499937104731
708330,288.15,288.1499915897362
708360,288.15,288.14998858962826
708390,288.15,288.14998479855353
708420,288.15,288.1499802297242
708450,288.15,288.1499748431873
708480,288.15,288.1499686929706
708510,288.15,288.1499618453651
708540,288.15,288.14995438632394
708570,288.15,288.149946411237
708600,288.15,288.14993802328735
708630,288.15,288.1499293309085
708660,288.15,288.14992044605276
708690,288.15,288.1499114824919
708720,288.15,288.149902554203
708750,288.15,288.1498937737932
708780,288.15,288.1498852509696
708810,288.15,288.14987709106606
708840,288.15,288.1498693936449
708870,288.15,288.1498622511879
708900,288.15,288.1498557468327
708930,288.15,288.1498499493585
708960,288.15,288.14984493166384
708990,288.15,288.149840749374
709020,288.15,288.14983744506384
709050,288.15,288.149835048569
709080,288.15,288.1498335769516
709110,288.15,288.1498330344648
709140,288.15,288.14983341263206
709170,288.15,288.14983469048053
709200,288.15,288.1498368394728
709230,288.15,288.14984017419596
709260,288.15,288.1498441230702
709290,288.15,288.1498485819312
709320,288.15,288.1498535028462
709350,288.15,288.14985886265674
709380,288.15,288.14986457606614
709410,288.15,288.1498705490759
709440,288.15,288.14987667765394
709470,288.15,288.1498828548005
709500,288.15,288.14988897277783
709530,288.15,288.14989492529327
709560,288.15,288.1499006091991
709590,288.15,288.1499059260013
709620,288.15,288.14991078324044
709650,288.15,288.1499150957445
709680,288.15,288.1499187867619
709710,288.15,288.1499217889619
709740,288.15,288.14992404529556
709770,288.15,288.14992550970607
709800,288.15,288.14992614780357
709830,288.15,288.149925937354
709860,288.15,288.14992486448386
709890,288.15,288.14992293013114
709920,288.15,288.149920148029
709950,288.15,288.14991654405395
709980,288.15,288.14991215564766
710010,288.15,288.14990703117036
710040,288.15,288.1499012291405
710070,288.15,288.14989481735154
710100,288.15,288.1498878634149
710130,288.15,288.1498802976974
710160,288.15,288.1498724916189
710190,288.15,288.14986451372727
710220,288.15,288.14985641603124
710250,288.15,288.1498482684568
710280,288.15,288.14984015757307
710310,288.15,288.14983217598024
710340,288.15,288.149824416638
710370,288.15,288.1498169705488
710400,288.15,288.1498099246585
710430,288.15,288.1498033604926
710460,288.15,288.14979735293934
710490,288.15,288.1497919692364
710520,288.15,288.14978726808994
710550,288.15,288.1497832989334
710580,288.15,288.1497801013233
710610,288.15,288.1497777044777
710640,288.15,288.1497761269607
710670,288.15,288.1497753765165
710700,288.15,288.149775450644
710730,288.15,288.1497763379492
710760,288.15,288.1497780140212
710790,288.15,288.149780444532
710820,288.15,288.1497835855481
710850,288.15,288.14978738425486
710880,288.15,288.14979177977904
710910,288.15,288.1497967041047
710940,288.15,288.14980208307463
710970,288.15,288.1498078374658
711000,288.15,288.14981389577844
711030,288.15,288.14982020868354
711060,288.15,288.14982656020817
711090,288.15,288.14983288886367
711120,288.15,288.14983914356173
711150,288.15,288.14984524918066
711180,288.15,288.14985113362684
711210,288.15,288.1498567230724
711240,288.15,288.149861948627
711270,288.15,288.1498667465159
711300,288.15,288.149871059789
711330,288.15,288.1498748390187
711360,288.15,288.14987804304263
711390,288.15,288.149880639469
711420,288.15,288.1498826050654
711450,288.15,288.14988392600293
711480,288.15,288.1498845979687
711510,288.15,288.1498846261445
711540,288.15,288.14988402505526
711570,288.15,288.1498828182904
711600,288.15,288.14988103708873
711630,288.15,288.14987871734223
711660,288.15,288.1498759097894
711690,288.15,288.1498726699109
711720,288.15,288.1498690589731
711750,288.15,288.1498651433164
711780,288.15,288.1498626312876
711810,288.15,288.14987073559206
711840,288.15,288.14989461939416
711870,288.15,288.14993514913266
711900,288.15,288.1499920902474
711930,288.15,288.15006742135085
711960,288.15,288.1501550506474
711990,288.15,288.15025455249673
712020,288.15,288.15036509772665
712050,288.15,288.15048510412197
712080,288.15,288.15061298031634
712110,288.15,288.15074684397615
712140,288.15,288.15088634757575
712170,288.15,288.15106331856657
712200,288.15,288.15129776240656
712230,288.15,288.1516163694328
712260,288.15,288.15202949123744
712290,288.15,288.1525348582099
712320,288.15,288.15312440341074
712350,288.15,288.1537880753333
712380,288.15,288.15451440473436
712410,288.15,288.1552755567447
712440,288.15,288.1560499262928
712470,288.15,288.1568231130414
712500,288.15,288.15758589420926
712530,288.15,288.1583571792713
712560,288.15,288.15914792816835
712590,288.15,288.1599889218141
712620,288.15,288.16089005727815
712650,288.15,288.16179130213186
712680,288.15,288.1626496261194
712710,288.15,288.1635201065799
712740,288.15,288.1644403801758
712770,288.15,288.1653752527291
712800,288.15,288.16628863601034
712830,288.15,288.16712237831325
712860,288.15,288.1678435240067
712890,288.15,288.1684699949357
712920,288.15,288.1690130582435
712950,288.15,288.16948575367644
712980,288.15,288.16990215811705
713010,288.15,288.1703841432546
713040,288.15,288.1710479309222
713070,288.15,288.17177159482196
713100,288.15,288.1724534189348
713130,288.15,288.1731000200921
713160,288.15,288.17373603970645
713190,288.15,288.1743279758182
713220,288.15,288.1748350366619
713250,288.15,288.17523800546917
713280,288.15,288.17552952190533
713310,288.15,288.1757204813982
713340,288.15,288.1758203976746
713370,288.15,288.1757959470518
713400,288.15,288.17561570115885
713430,288.15,288.17540911632716
713460,288.15,288.1752828623388
713490,288.15,288.1751784692784
713520,288.15,288.1750086143924
713550,288.15,288.1747964398162
713580,288.15,288.17458629942496
713610,288.15,288.17440271974635
713640,288.15,288.1742518084493
713670,288.15,288.17407160590506
713700,288.15,288.17379263651475
713730,288.15,288.173411350116
713760,288.15,288.1729466066799
713790,288.15,288.1724029495973
713820,288.15,288.17179856849214
713850,288.15,288.1711917401392
713880,288.15,288.1706430571757
713910,288.15,288.17014798759885
713940,288.15,288.16968364768604
713970,288.15,288.1692445118105
714000,288.15,288.16882963705876
714030,288.15,288.16843434433423
714060,288.15,288.16806286348344
714090,288.15,288.1677568211773
714120,288.15,288.1675489292347
714150,288.15,288.16738712268335
714180,288.15,288.17746305143476
714210,288.15,288.2327198306421
714240,288.15,288.3013948645123
714270,288.15,288.3691059411519
714300,288.15,288.43534514822994
714330,288.15,288.50021282926406
714360,288.15,288.5637728681374
714390,288.15,288.6260935775951
714420,288.15,288.6872385790239
714450,288.15,288.7472193254171
714480,288.15,288.80603608074676
714510,288.15,288.863692085885
714540,288.15,288.9201838965568
714570,288.15,288.975518275698
714600,288.15,289.0297057612694
714630,288.15,289.0827654677463
714660,288.15,289.13468537801316
714690,288.15,289.1854193105044
714720,288.15,289.2349510247174
714750,288.15,289.28328218083266
714780,288.15,289.33036497832717
714810,288.15,289.37616522004436
714840,288.15,289.4207409378444
714870,288.15,289.4641293675838
714900,288.15,289.5063410516408
714930,288.15,289.5473859228083
714960,288.15,289.58753729971215
714990,288.15,289.62693019545424
715020,288.15,289.6653118990634
715050,288.15,289.7025803876421
715080,288.15,289.7387989972473
715110,288.15,289.7740085444914
715140,288.15,289.80823143333276
715170,288.15,289.84149279821577
715200,288.15,289.873891041102
715230,288.15,289.90547928022954
715260,288.15,289.93627187277394
715290,288.15,289.9662837406237
715320,288.15,289.99553253119717
715350,288.15,290.024035271942
715380,288.15,290.05180858269637
715410,288.15,290.0788715243474
715440,288.15,290.10528989355805
715470,288.15,290.1311026361329
715500,288.15,290.1563212641248
715530,288.15,290.1809444577995
715560,288.15,290.20501354768004
715590,288.15,290.22852771999027
715620,288.15,290.2514967586991
715650,288.15,290.2739302698193
715680,288.15,290.2957763660693
715710,288.15,290.3170165957464
715740,288.15,290.33767021092774
715770,288.15,290.3577643163317
715800,288.15,290.3775636794236
715830,288.15,290.3971740461332
715860,288.15,290.41644697799126
715890,288.15,290.43532634839676
715920,288.15,290.4538194462749
715950,288.15,290.47193397669855
715980,288.15,290.4896771434973
716010,288.15,290.5070560315364
716040,288.15,290.5240774204841
716070,288.15,290.54074640058667
716100,288.15,290.5570643463306
716130,288.15,290.5730324224116
716160,288.15,290.5886572199404
716190,288.15,290.60394713445004
716220,288.15,290.6189094935843
716250,288.15,290.6335380339124
716280,288.15,290.64760182448936
716310,288.15,290.6610058892169
716340,288.15,290.6737478512336
716370,288.15,290.68584030520867
716400,288.15,290.69730830566476
716430,288.15,290.70818367240076
716460,288.15,290.7187335296151
716490,288.15,290.7290709715495
716520,288.15,290.7391978994219
716550,288.15,290.7491177529192
716580,288.15,290.7588347923789
716610,288.15,290.7683426185446
716640,288.15,290.7774699961634
716670,288.15,290.7861512795216
716700,288.15,290.7944056369156
716730,288.15,290.8022695862131
716760,288.15,290.8100940248685
716790,288.15,290.8180210877122
716820,288.15,290.8260370014332
716850,288.15,290.83412875582235
716880,288.15,290.8422851995034
716910,288.15,290.8504804543735
716940,288.15,290.858406514163
716970,288.15,290.8659700579841
717000,288.15,290.8736340122869
717030,288.15,290.8815870402679
717060,288.15,290.88986345298565
717090,288.15,290.89843646194663
717120,288.15,290.90683677137775
717150,288.15,290.91487923349547
717180,288.15,290.92257960018344
717210,288.15,290.9299536336815
717240,288.15,290.9370149628362
717270,288.15,290.94377664153666
717300,288.15,290.9502513971781
717330,294.15,290.90867769415627
717360,294.15,290.8741534544717
717390,294.15,290.8462315217408
717420,294.15,290.82526776959054
717450,294.15,290.8112488171618
717480,294.15,290.80366350807776
717510,294.15,290.8023594240927
717540,294.15,290.8079298626736
717570,294.15,290.82043805902055
717600,294.15,290.83969030090395
717630,294.15,290.86544146911905
717660,294.15,290.8968040479762
717690,294.15,290.9332005041112
717720,294.15,290.9749300035287
717750,294.15,291.0219896287675
717780,294.15,291.074080237358
717810,294.15,291.13088180837735
717840,294.15,291.1920606520204
717870,294.15,291.2572707911659
717900,294.15,291.32615797292726
717930,294.15,291.39835093647855
717960,294.15,291.47329213566337
717990,294.15,291.55058359723364
718020,294.15,291.6304247219902
718050,294.15,291.71268158848494
718080,294.15,291.796742576294
718110,294.15,291.88216168210914
718140,294.15,291.9686219368603
718170,294.15,292.05582751914744
718200,294.15,292.14349874132415
718230,294.15,292.2313709085121
718260,294.15,292.31920064507347
718290,294.15,292.4067598634287
718320,294.15,292.49362396240775
718350,294.15,292.5795246953047
718380,294.15,292.66442893286256
718410,294.15,292.748256245138
718440,294.15,292.830878471007
718470,294.15,292.9122433391424
718500,294.15,292.9928729773388
718530,294.15,293.0728773244592
718560,294.15,293.15139204318115
718590,294.15,293.2280269547632
718620,294.15,293.3028739217784
718650,294.15,293.3759578469945
718680,294.15,293.44725306419775
718710,294.15,293.51674030110223
718740,294.15,293.5844079605991
718770,294.15,293.65025029380155
718800,294.15,293.7142672126723
718830,294.15,293.77646350300563
718860,294.15,293.83684807104885
718890,294.15,293.8954334248319
718920,294.15,293.95223526598846
718950,294.15,294.0072920507178
718980,294.15,294.0608879690781
719010,294.15,294.113148210451
719040,294.15,294.16407738026237
719070,294.15,294.2136559485562
719100,294.15,294.2616274768441
719130,293.03999999999996,294.32178280993185
719160,293.03999999999996,294.37862069655824
719190,293.03999999999996,294.4324149557127
