time,reaQHea_y
700950,33867.50310160387
700980,33876.17955150803
701010,33884.022614097295
701040,33891.055054541845
701070,33897.310161272995
701100,33903.06596931339
701130,33907.88463384384
701160,33912.07825058736
701190,33915.71419503152
701220,33918.865872031856
701250,33921.611590317385
701280,33924.0333959855
701310,33926.215881367505
701340,33928.24498677748
701370,33930.20681112795
701400,33932.18644768942
701430,33934.26685967679
701460,33936.52781078765
701490,33939.04486268946
701520,33941.88845231541
701550,33945.12305843648
701580,33948.806467453636
701610,33952.989145248626
701640,33957.71372118365
701670,33961.653354977265
701700,33964.84324117343
701730,33967.32814987385
701760,33969.161381160266
701790,33970.40407460793
701820,33971.12403292753
701850,33971.394682438775
701880,33971.29394654323
701910,33970.90308686164
701940,33970.3055266263
701970,33969.585673424575
702000,33968.827755984705
702030,33968.0960501037
702060,33967.4333167562
702090,33966.878757819766
702120,33966.46753915788
702150,33966.2304746919
702180,33966.19377375033
702210,33966.37885334286
702240,33966.8022172013
702270,33967.47540191945
702300,33968.40498836029
702330,33969.59267874062
702360,33971.0354354384
702390,33972.72567877731
702420,33974.651540391074
702450,33976.79716741997
702480,33979.14307190506
702510,33981.66652045163
702540,33984.34195815921
702570,33987.141459756574
702600,33990.03520210621
702630,33992.99195454414
702660,33995.979559254876
702690,33998.96544806306
702720,34001.9171170424
702750,34004.802607507925
702780,34007.59096468905
702810,34010.25267242222
702840,34012.76005839208
702870,34015.08766468747
702900,34017.212580318555
702930,34019.11473512236
702960,34020.77713500848
702990,34022.1860664695
703020,34023.331242959626
703050,34024.205902628644
703080,34024.80685620841
703110,34025.134484524424
703140,34025.19268743835
703170,34024.98878619646
703200,34024.53338079921
703230,34023.84016580232
703260,34022.92570846715
703290,34021.80919204919
703320,34020.51212939586
703350,34019.058051541186
703380,34017.47217491138
703410,34015.781053795254
703440,34014.01222185611
703470,34012.193828590214
703500,34010.35427526599
703530,34008.521870590106
703560,34006.72442070517
703590,34004.98898399147
703620,34003.34149227369
703650,34001.8064704085
703680,34000.40676599483
703710,33999.16330771229
703740,33998.09489469834
703770,33997.21801913359
703800,33996.54672414782
703830,33996.09251686039
703860,33995.86424006463
703890,33995.78917419676
703920,33995.92156824064
703950,33996.28176196201
703980,33996.87734437678
704010,33997.71004354369
704040,33998.77800192022
704070,34000.07657835608
704100,34001.59869412163
704130,34003.33505179042
704160,34005.274331708875
704190,34007.403397942115
704220,34009.70752158033
704250,34012.17062235753
704280,34014.77552551568
704310,34017.50423156217
704340,34020.338194587915
704370,34023.25860559549
704400,34026.24667718014
704430,34029.28392521113
704460,34032.35244423042
704490,34035.435172518686
704520,34038.51614334176
704550,34041.580719490696
704580,34044.61580736421
704610,34047.61004850967
704640,34050.553985649945
704670,34053.44020166464
704700,34056.26342939733
704730,34058.98103251045
704760,34061.626459277424
704790,34064.2039294064
704820,34066.71990503223
704850,34069.18298044076
704880,34071.60374499675
704910,34073.99462255106
704940,34076.36968906632
704970,34078.744472526494
705000,34081.13573707594
705030,34083.561255735265
705060,34086.03957395848
705090,34088.589768476784
705120,34091.23120395532
705150,34093.98329155373
705180,34096.865251444724
705210,34099.89588402066
705240,34103.093351211246
705270,34106.4749715533
705300,34110.057030862976
705330,34113.85461183923
705360,34117.88143872264
705390,34122.149757092244
705420,34126.67021868859
705450,34131.45180134275
705480,34136.50175012915
705510,34141.82554347001
705540,34147.4268835238
705570,34153.30771079343
705600,34159.468242219125
705630,34165.895745586764
705660,34172.56394517725
705690,34179.44404350308
705720,34186.50517650947
705750,34193.714883111235
705780,34201.03958541944
705810,34208.44507391762
705840,34215.89698932071
705870,34221.75817183928
705900,34226.00624239137
705930,34228.641692602265
705960,34229.68732678222
705990,34229.18744692339
706020,34227.20671516316
706050,34223.82883426993
706080,34219.15496531346
706110,34213.301941936814
706140,34206.400315332525
706170,34198.59225689349
706200,34190.02935143575
706230,34180.870355752
706260,34171.27875482088
706290,34161.42049329258
706320,34151.46177443524
706350,34141.56666252447
706380,34131.894957012875
706410,34122.60013215493
706440,34113.82741254442
706470,34105.71200698046
706500,34098.377519889036
706530,34091.887706888796
706560,34086.211711295466
706590,34081.42302363446
706620,34077.631166939915
706650,34074.95970160872
706680,34073.47598152398
706710,34073.22648468666
706740,34074.2368204918
706770,34076.51458034898
706800,34080.04995393659
706830,34084.81634986125
706860,34090.770998780965
706890,34097.855707423885
706920,34105.99778261427
706950,34115.11113243532
706980,34125.09753323562
707010,34135.84804932627
707040,34147.24458484878
707070,34159.16154884231
707100,34171.47080001653
707130,34184.0434666932
707160,34196.73444697486
707190,34209.404497295225
707220,34221.91683378794
707250,34234.13847120705
707280,34245.94184499956
707310,34257.206460967784
707340,34267.82047438674
707370,34277.682151123045
707400,34286.71343163292
707430,34294.338863969555
707460,34301.06558691525
707490,34306.90224433412
707520,34311.808964409196
707550,34315.6770303834
707580,34318.491807091305
707610,34320.25182158224
707640,34320.9798619725
707670,34320.71380878526
707700,34319.50633302415
707730,34317.42304296133
707760,34314.541386533325
707790,34310.94935541097
707820,34306.7441574867
707850,34302.03078393279
707880,34296.92049585037
707910,34291.52924346515
707940,34285.97603841256
707970,34280.38130185573
708000,34274.86289679892
708030,34269.529163953026
708060,34264.50576890133
708090,34259.90526120333
708120,34255.83235999313
708150,34252.38348431948
708180,34249.645810990914
708210,34247.69627121448
708240,34246.60063036872
708270,34246.41270617657
708300,34247.17032158719
708330,34249.386910285284
708360,34252.485134996714
708390,34256.40294361202
708420,34261.147643959404
708450,34266.79456189258
708480,34273.32072173633
708510,34280.69287537989
708540,34288.85564837122
708570,34297.74246922176
708600,34307.27616806576
708630,34317.371317802295
708660,34327.935568646055
708690,34338.87111265607
708720,34350.07608813555
708750,34361.44601538166
708780,34372.87524261801
708810,34384.258393984615
708840,34395.491801491866
708870,34406.47490424597
708900,34417.11300233709
708930,34427.323964921445
708960,34437.014810229084
708990,34446.10757061839
709020,34454.53465960314
709050,34462.238850596535
709080,34469.1736891744
709110,34475.30394710386
709140,34480.60598329362
709170,34485.06796290949
709200,34488.68871374032
709230,34491.09596968163
709260,34492.82981799515
709290,34493.97664359894
709320,34494.567220255456
709350,34494.59222715047
709380,34494.115282019375
709410,34493.20884307434
709440,34491.95979928903
709470,34490.46109258341
709500,34488.810197980325
709530,34487.10685952073
709560,34485.451516478206
709590,34483.94377578033
709620,34482.68098955712
709650,34481.75689956506
709680,34481.260354653736
709710,34481.27411278396
709740,34481.873739245
709770,34483.12661430155
709800,34485.090450866046
709830,34487.81042618356
709860,34491.33048292186
709890,34495.67939746619
709920,34500.8738111195
709950,34506.91864278214
709980,34513.807289027834
710010,34521.52185098952
710040,34530.03346799225
710070,34539.30278244514
710100,34549.28650031571
710130,34560.187192471
710160,34571.53328207905
710190,34583.26451829234
710220,34595.34663459371
710250,34607.74064631943
710280,34620.372416453996
710310,34633.158324193086
710340,34646.009198109154
710370,34658.83407817592
710400,34671.542341123866
710430,34684.04529096426
710460,34696.25751126029
710490,34708.09805631555
710520,34719.49153874801
710550,34730.36911423321
710580,34740.66936322884
710610,34750.339060946455
710640,34759.33382764273
710670,34767.618651180186
710700,34775.16833387443
710730,34781.96739086958
710760,34788.00862391495
710790,34793.296547490434
710820,34797.84599788514
710850,34801.681617307404
710880,34804.83733622054
710910,34807.35577881184
710940,34809.287569883265
710970,34810.6905429315
711000,34811.619430320934
711030,34812.00647700037
711060,34812.17089799413
711090,34812.17486075681
711120,34812.06030354253
711150,34811.87996862542
711180,34811.70227976313
711210,34811.600215542116
711240,34811.64663506853
711270,34811.91232193299
711300,34812.46417410917
711330,34813.3641363904
711360,34814.668227545735
711390,34816.42577027532
711420,34818.67873083009
711450,34821.461182188694
711480,34824.798883218646
711510,34828.70897719001
711540,34833.19981113076
711570,34838.27087665147
711600,34843.913446079605
711630,34850.11231259203
711660,34856.840466327216
711690,34864.0635302252
711720,34871.73968216128
711750,34879.82025287343
711780,34886.725257802784
711810,34883.8340468642
711840,34866.01693320307
711870,34831.97507189383
711900,34781.46758371498
711930,34711.69012887901
711960,34628.31461721402
711990,34531.28896209136
712020,34420.93515643229
712050,34298.36481952591
712080,34164.81355870261
712110,34021.79488384965
712140,33869.464910266295
712170,33678.685334790156
712200,33430.49812221532
712230,33099.588674157196
712260,32675.207392871882
712290,32158.12354504504
712320,31554.703746015264
712350,30873.546834400302
712380,30124.89518310104
712410,29333.199656251098
712440,28517.514844436308
712470,27690.755465684346
712500,26861.450633343487
712530,26015.442783719453
712560,25145.358445350445
712590,24228.828283072253
712620,23260.46953543813
712650,22287.35295721009
712680,21342.043442294045
712710,20386.036072827177
712740,19395.36218434357
712770,18396.881789523875
712800,17416.328943972712
712830,16491.237959782335
712860,15642.705553317744
712890,14857.814342125665
712920,14128.574819091411
712950,13446.659317343207
712980,12803.358364276517
713010,12131.754283237797
713040,11372.559400922766
713070,10594.752310178208
713100,9851.999708194275
713130,9141.0252737383
713160,8450.673781397521
713190,7796.507146340698
713220,7195.187666341589
713250,6652.4631160327
713280,6168.547823197571
713310,5736.573861138844
713340,5350.695371718891
713370,5020.50473122057
713400,4754.131085852773
713430,4506.008730763966
713460,4241.223890322647
713490,3979.18367155579
713520,3746.487514617437
713550,3535.0572113861326
713580,3331.463203626344
713610,3128.780707410659
713640,2925.612317603931
713670,2738.2909761164447
713700,2583.5433005454097
713730,2460.8345427744985
713760,2364.4495305414102
713790,2292.6539132132507
713820,2240.7532137167423
713850,2195.103393314895
713880,2141.755812214765
713910,2081.614412216375
713940,2019.6157098675283
713970,1956.8048566727266
714000,1893.2595407358895
714030,1829.8686742205236
714060,1765.6554733347514
714090,1692.111150980534
714120,1603.0276913102105
714150,1509.0243765582713
714180,155893.71524398396
714210,129393.54833340774
714240,144189.99663557878
714270,144971.64914174462
714300,145820.51553014712
714330,146764.05868649148
714360,147688.52055489822
714390,148531.67726150466
714420,149200.7990892877
714450,149846.8351325409
714480,150486.293316012
714510,151147.86610996843
714540,151875.97822224002
714570,152605.0323539636
714600,153321.4564873141
714630,154059.70511779352
714660,154856.68092715993
714690,155652.6753148015
714720,156438.5168567411
714750,157316.34094701792
714780,158444.4239914728
714810,159477.18755426156
714840,160252.11064535694
714870,160999.8612519813
714900,161740.50277391306
714930,162161.48877975225
714960,161791.00156963972
714990,161618.48050709048
715020,162248.6032962794
715050,162936.6559176445
715080,163504.19597509343
715110,164056.76455379228
715140,164610.96486755015
715170,165096.4772316448
715200,165392.4023292314
715230,165666.7903960019
715260,165942.5155872552
715290,166218.2586153106
715320,166494.10318907577
715350,166770.23255821262
715380,167046.5405727558
715410,167285.80271203062
715440,167419.47429655716
715470,167539.06265988704
715500,167657.92648438158
715530,167774.27685777
715560,167889.3235576082
715590,168002.80940161578
715620,168114.94677536743
715650,168270.74455348097
715680,168558.6044247513
715710,168862.95538980738
715740,169167.40453209213
715770,169310.28623364677
715800,168989.56624447808
715830,168684.85553826616
715860,168634.1232669253
715890,168614.0410523082
715920,168587.21262237497
715950,168557.88733324825
715980,168524.4298423453
716010,168488.10193749468
716040,168449.6364619967
716070,168414.64423690448
716100,168389.838500262
716130,168370.61727585222
716160,168347.17693946123
716190,168320.72310495
716220,168293.0469343698
716250,168430.123339643
716280,169011.83122218607
716310,169686.284321056
716340,170410.19913294018
716370,171149.54366176095
716400,171894.71447027373
716430,172511.787860866
716460,172759.58708551593
716490,172956.50973032488
716520,173154.57581085892
716550,173350.8094507828
716580,173550.25056334023
716610,173843.75043382568
716640,174421.02220633373
716670,175043.61160952496
716700,175668.5043463543
716730,176128.68010829086
716760,176092.49645554388
716790,175977.7721020274
716820,175857.78401784028
716850,175729.420074533
716880,175591.46840713118
716910,175604.47645739675
716940,176073.28284509413
716970,176374.65407419784
717000,175987.34767962922
717030,175449.64617375497
717060,174792.1999508873
717090,174345.176955316
717120,174590.03853845084
717150,174938.75073577827
717180,175287.3140198615
717210,175639.37008227687
717240,175996.45035038507
717270,176358.38214528773
717300,176724.9250527666
717330,614275.3630591811
717360,625404.9011360323
717390,636702.1069177041
717420,647409.2844637086
717450,657304.3108747704
717480,666394.1469193499
717510,675069.6347824879
717540,682955.5482581684
717570,689596.8623561744
717600,694918.7140886101
717630,698776.4178590752
717660,701386.4985846921
717690,702769.0288882417
717720,702543.0882743299
717750,700788.9674007007
717780,697637.689761055
717810,693187.690786736
717840,687561.7205712199
717870,680901.7057299506
717900,673361.9131157864
717930,665136.5047931084
717960,656529.3842731342
717990,647464.9196646895
718020,637670.7677696927
718050,627650.8566421026
718080,617810.6029736095
718110,608088.7338956223
718140,598535.6455781673
718170,589222.1795866451
718200,580205.5366995002
718230,571530.7026022341
718260,563223.8752987802
718290,555368.4003478289
718320,548135.7122747342
718350,541341.4599757269
718380,534839.567765102
718410,528706.5261559867
718440,522953.7987305424
718470,517378.97078038455
718500,511490.05786701833
718530,505957.0372767112
718560,501453.8145346617
718590,497349.9025247119
718620,493377.2326722194
718650,489620.07849673583
718680,486081.73403149075
718710,482741.5922374774
718740,479582.6220730166
718770,476587.40169076034
718800,473739.7358048266
718830,471025.2083389301
718860,468430.5972734617
718890,465943.3669621224
718920,463552.016679868
718950,461172.0250637915
718980,458587.24335151346
719010,455997.70902330545
719040,453445.6551585055
719070,450997.9210846387
719100,448856.7126950224
719130,388174.99392710667
719160,382979.5051682
719190,377680.7661795839
719220,372312.5564897682
719250,366873.1152379084
719280,361360.2915303165
719310,355774.37956961186
719340,350117.5571947171
719370,344421.3653401842
719400,338771.72796166077
719430,333056.41376847576
719460,327119.78283501015
719490,321112.49670394213
719520,315079.16457249114
719550,309035.5298295792
719580,302999.9235016934
719610,296991.29983666487
719640,291031.2845217054
719670,285142.49902529543
719700,279348.0272946309
719730,273671.2051973034
719760,268127.8147000782
719790,262769.3299122097
719820,257776.5904147125
719850,253061.00110355517
719880,248626.1210869568
719910,244436.5726651856
719940,240342.39081071448
719970,236503.13320149618
720000,232958.60274982103
720030,209747.43803122855
720060,209428.50803175548
720090,209190.18801763403
720120,208968.7877664122
720150,208897.16056857212
720180,209227.51997524218
720210,209369.55172566354
720240,208715.1166590208
720270,208412.18025017754
720300,209566.62802745524
720330,210761.80980606214
720360,211278.17263877508
720390,211868.84341167656
720420,212991.94821499704
720450,213870.94252351366
720480,213684.67825517408
720510,213464.03354984408
720540,213701.354404842
720570,214027.80058334934
720600,214367.18722356387
720630,214796.4011482748
720660,215496.21285776512
720690,216255.47354645864
720720,217031.8883393141
720750,217638.55297605574
720780,217657.1384541424
720810,217581.3056704219
720840,217503.0731373135
720870,217420.87118214686
720900,217333.57199832596
720930,217207.11729417916
720960,216976.8524844134
720990,217079.28930607808
721020,218297.6974795795
721050,219507.55054569358
721080,220087.2634232745
721110,220570.591309632
721140,221062.71557482408
721170,221712.11096168472
721200,222816.5904578345
721230,223959.36519350787
721260,224912.6974697381
721290,225593.57082408547
721320,225483.8759708323
721350,225454.2320072295
721380,226117.2330453121
721410,226861.1036802483
721440,227457.7109909802
721470,228034.86967596586
721500,228616.89067816825
721530,229138.6404761414
721560,229457.08660178108
721590,229740.05743376978
721620,230019.00690059178
721650,230287.79556710576
721680,230535.37247565232
721710,230770.99290791943
721740,231006.73799501336
721770,231234.24656362782
721800,231456.16270208848
721830,231835.59562424786
721860,232690.30057987702
721890,233641.89173164254
721920,234604.73669163408
721950,235309.11850025764
721980,235190.86846788964
722010,234911.1870803887
722040,234612.11163590467
722070,234639.96459193976
722100,235707.38420449418
722130,236520.0018555358
722160,235975.1719920848
722190,235454.25990546853
722220,235818.47366128137
722250,236340.8131459707
722280,236863.1212597408
722310,237386.76511371345
722340,237914.703730033
722370,238446.56194240114
722400,238981.61721798775
722430,239329.9973396966
722460,239077.1240643705
722490,238993.24370450378
722520,239764.13721516068
722550,240640.77626791308
722580,241361.74930829962
722610,242061.35591440767
722640,242770.19366159756
722670,243289.13687614148
722700,243215.72157083754
722730,243275.62429769518
722760,244088.66029178203
722790,245059.83512652147
722820,246097.62519252556
722850,247156.3184140603
722880,248227.76540845007
722910,249204.12598807155
722940,249841.05059609457
722970,250420.90974575235
723000,251005.5094419594
723030,251590.00858570164
723060,252174.01344016637
723090,252698.5339608667
723120,253027.96490922655
723150,253317.99856387617
723180,253602.57863645745
723210,253880.122154301
723240,254150.45878080398
723270,254413.9088092379
723300,254671.6865779481
723330,254924.96072799104
723360,255173.5465564032
723390,255288.7997914443
723420,254978.5460195362
723450,254513.218679196
723480,253789.49068873824
723510,253207.36628162014
723540,253230.8817722758
723570,253360.15045452002
723600,253480.51412646123
723630,253715.69437261103
723660,254288.3817928963
723690,254936.30544544797
723720,255591.1852335412
723750,256310.60392005922
723780,257217.348812819
723810,257864.30612234207
723840,257595.42293533843
723870,257148.63937695255
723900,256683.2255611688
723930,256329.64448878806
723960,256375.74873875442
723990,256483.7117228801
724020,256587.83682248084
724050,257097.15418960506
724080,258840.73386076465
724110,260548.1234183281
724140,261412.40334725913
724170,262137.3529867613
724200,262874.45775989094
724230,263341.6428777862
724260,262930.310231361
724290,262729.20484869916
724320,263690.3053692345
724350,264875.5691677704
724380,266082.490697101
724410,266967.9243965679
724440,266801.7042151525
724470,266360.878592939
724500,265656.4663417451
724530,340844.60304798046
724560,354092.4462312879
724590,364492.5550212778
724620,373823.3687015222
724650,382404.9848617709
724680,390076.62319111335
724710,397172.8546739099
724740,403138.5235903065
724770,409009.1756559648
724800,415664.2424600595
724830,422374.55662299873
724860,428945.74149008334
724890,435325.772591406
724920,441412.7989028342
724950,447279.9330130367
724980,452931.20157127286
725010,458352.82269182376
725040,463532.9260511697
725070,468309.1494364879
725100,472318.16482323315
725130,475908.5416869087
725160,479144.59164713166
725190,481953.8975629516
725220,484137.33248345915
725250,486320.7316690313
725280,489520.66335199145
725310,492327.9614610248
725340,493607.9858818413
725370,494478.59643777215
725400,495628.51403822086
725430,356028.4300585177
725460,351614.0174841129
725490,346814.85036269436
725520,341563.4100518517
725550,336325.3620024144
725580,331241.15724423714
725610,326355.4374951397
725640,321696.43811261514
725670,317276.9466062909
725700,313103.3877453281
725730,309117.1879502919
725760,305154.3606493109
725790,301393.4775949948
725820,297866.4134760786
725850,294966.2523947845
725880,293500.4279801229
725910,292821.0961475804
725940,293302.6524985436
725970,293415.9678589942
726000,291298.9226364422
726030,289267.40485432924
726060,288587.65935488866
726090,288298.4218898092
726120,288170.5085193002
726150,288191.43974723335
726180,288354.52978594485
726210,288370.25242983963
726240,287674.6604173624
726270,286830.07529141736
726300,285803.4399863573
726330,284670.2887516659
726360,283215.7220359736
726390,282212.18403664406
726420,282705.4181095844
726450,283257.77989711415
726480,283128.0355094284
726510,282881.7366700591
726540,282639.031036328
726570,282296.17580989137
726600,281633.4588268411
726630,281029.71459709894
726660,280806.14723431965
726690,280645.14806974865
726720,280485.59231609595
726750,280203.9731178245
726780,279537.6698143466
726810,278797.8141603519
726840,278047.8790724165
726870,277329.26064334525
726900,276726.5175922073
726930,276059.0935340197
726960,275121.9102436344
726990,274673.5290463702
727020,275898.81493246177
727050,276754.0780188045
727080,275597.9138601029
727110,274779.5430443862
727140,276116.8473824992
727170,277573.3967960503
727200,278161.76535895176
727230,278607.42280427384
727260,279066.08585044724
727290,279240.2262232297
727320,278538.21084515913
727350,278246.8336304787
727380,279731.704586869
727410,281305.1597310792
727440,282140.5787065311
727470,282609.7464352369
727500,282327.2960930313
727530,282151.0869829947
727560,282735.63332178985
727590,283254.01205994457
727620,283139.25623926084
727650,282908.95346266567
727680,282670.9444089195
727710,282974.6348553048
727740,284925.5323595814
727770,286529.2386314659
727800,286140.5979069545
727830,285450.33543803944
727860,285000.60596179956
727890,284542.61710812413
727920,283933.56740553956
727950,283254.2336271554
727980,282416.6958345895
728010,281500.37418645475
728040,280423.1163350059
728070,278739.4592481361
728100,275318.0632911807
728130,271672.894890414
728160,268465.59935328434
728190,265645.5510079748
728220,263852.0206415606
728250,261859.2989277593
728280,258738.43360366297
728310,254773.47235089677
728340,248920.2050306459
728370,243274.87081444953
728400,239520.7156180976
728430,235181.11388883684
728460,228150.94708726398
728490,221578.789898366
728520,218026.70054078655
728550,215247.554259886
728580,213320.00479020164
728610,211581.13252541728
728640,209995.1365279988
728670,208045.63256117405
728700,204939.6672365463
728730,201592.48223974646
728760,198090.75271250654
728790,195335.15624427644
728820,194921.88212884293
728850,194489.59759746378
728880,192902.558489737
728910,190769.99265526535
728940,187497.48224855398
728970,184649.8849263119
729000,183605.5666631231
729030,182861.61075403195
729060,182118.84429482554
729090,181389.61661779365
729120,180677.1941608152
729150,179920.82213985818
729180,178987.08008404766
729210,178039.2358151823
729240,177104.4116387152
729270,176179.49887605518
729300,175264.3921456465
729330,174672.36713560045
