time,reaQFloHea_y,reaQHeaPumCon_y,reaQHeaPumEva_y
1389390,6042.705492082994,5927.755651075187,-3886.2840327581575
1389420,6039.126781565018,5924.248139048039,-3883.5910966087827
1389450,6035.5670238031325,5920.760308669802,-3880.9130818022913
1389480,6032.026029289672,5917.291941458341,-3878.2498180944776
1389510,6028.5036086056125,5913.8428192923675,-3875.601135241137
1389540,6024.999572383469,5910.412724354548,-3872.9668629980633
1389570,6021.513731267945,5907.001439079561,-3870.3468318123982
1389600,6018.045895872096,5903.608746080794,-3867.740871612774
1389630,6014.592601195413,5900.2301209331035,-3865.1453236178863
1389660,6011.152984351419,5896.864002650752,-3862.5587486160616
1389690,6007.727533576404,5893.510516978202,-3859.981023374693
1389720,6004.316870399529,5890.1704060352295,-3857.4125545786683
1389750,6000.920545133963,5886.8436478797075,-3854.8532523528747
1389780,5997.538099910052,5883.53025280853,-3852.303100969167
1389810,5994.1692375375105,5880.230334893926,-3849.7621861545767
1389840,5990.813819003792,5876.944078661945,-3847.230659659776
1389870,5987.471834015887,5873.671705585689,-3844.7087065929313
1389900,5984.143362220976,5870.41346211783,-3842.196534530988
1389930,5980.82854249036,5867.169606449113,-3839.6943609025857
1389960,5977.52755141623,5863.9404037243785,-3837.2024093584873
1389990,5974.240589068179,5860.726123175214,-3834.7209066605183
1390020,5970.967869849109,5857.527036525561,-3832.2500814717077
1390050,5967.709616736418,5854.343417011026,-3829.7901638377784
1390080,5964.466057695489,5851.1755387252815,-3827.341384322964
1390110,5961.237423448898,5848.023676117937,-3824.9039736643354
1390140,5958.0239460791045,5844.888103584034,-3822.478162426125
1390170,5954.825858417583,5841.7690953962365,-3820.064181345404
1390200,5951.643408973925,5838.666941067052,-3817.662272912142
1390230,5948.476817379925,5835.581900656479,-3815.272655937672
1390260,5945.326311008062,5832.514241639019,-3812.8955551097793
1390290,5942.192118858336,5829.464232601468,-3810.531196153267
1390320,5939.074469647925,5826.432141282352,-3808.179803928756
1390350,5935.97359106517,5823.418233856186,-3805.84160208701
1390380,5932.889709459697,5820.422774666725,-3803.5168128960977
1390410,5929.8230497144295,5817.446026137441,-3801.2056565500475
1390440,5926.773835206134,5814.488248766632,-3798.9083520330296
1390470,5923.7422878146135,5811.54970115774,-3796.625116600848
1390500,5920.728627970291,5808.630640101755,-3794.3561661266112
1390530,5917.733074728415,5805.731320679667,-3792.1017149278982
1390560,5914.755845871494,5802.851996408903,-3789.8619761124296
1390590,5911.7971580381445,5799.992919424059,-3787.637161578069
1390620,5908.8572268733205,5797.154340668678,-3785.42748218566
1390650,5905.936267203672,5794.336510136305,-3783.2331479318627
1390680,5903.034493231722,5791.539677116632,-3781.054368467662
1390710,5900.152118753568,5788.764090483029,-3778.8913527526965
1390740,5897.289357391769,5786.009998980998,-3776.74430957377
1390770,5894.446422844477,5783.2776515435235,-3774.6134480633564
1390800,5891.623529149763,5780.567297617833,-3772.498977526769
1390830,5888.820890960631,5777.879187495877,-3770.4011076149936
1390860,5886.038723827511,5775.2135726574315,-3768.320049188874
1390890,5883.2772444891025,5772.570706114326,-3766.256014491946
1390920,5880.536671166416,5769.95084275395,-3764.2092164590954
1390950,5877.817223858111,5767.35423968172,-3762.1798702720835
1390980,5875.1191246347435,5764.781156556357,-3760.168193013877
1391010,5872.442597931112,5762.231855921356,-3758.17440349581
1391040,5869.787870830034,5759.706603517551,-3756.1987238131155
1391070,5867.155173340996,5757.205668582779,-3754.241377962229
1391100,5864.544738663833,5754.7293241401985,-3752.302593396323
1391130,5861.9568034438535,5752.2778472625405,-3750.382600333958
1391160,5859.391608009854,5749.851519316159,-3748.4816326232653
1391190,5856.849396594607,5747.450626176633,-3746.5999272234385
1391220,5854.3304175370495,5745.0754584285105,-3744.737725068916
1391250,5851.83492346278,5742.726311520831,-3742.8952708965467
1391280,5849.363171443164,5740.403485913051,-3741.0728130727484
1391310,5846.915423126846,5738.1072871647475,-3739.2706039391874
1391340,5844.491944847005,5735.838026006384,-3737.4888999856094
1391370,5842.093007692349,5733.596018378013,-3735.7279618498446
1391400,5839.718887126458,5731.381585451607,-3733.9880537992935
1391430,5837.369864376542,5729.195053511987,-3732.2694444222766
1391460,5835.046225114183,5727.036753921852,-3730.572406109522
1391490,5832.748259668014,5724.9070229886365,-3728.8972150541676
1391520,5830.476263030671,5722.806201801511,-3727.244151424595
1391550,5828.230534770363,5720.7346360238,-3725.6134983274133
1391580,5826.011378887161,5718.6926756375005,-3724.005542671637
1391610,5823.81910362567,5716.680674652844,-3722.4205743045086
1391640,5821.654021248449,5714.698990771531,-3720.858886011493
1391670,5819.516447775858,5712.747985010175,-3719.3207728249345
1391700,5817.406702684533,5710.828021268177,-3717.8065321968916
1391730,5815.3251085728125,5708.939465871542,-3716.3164634806267
1391760,5813.271990786706,5707.082687052401,-3714.850867066423
1391790,5811.247677009734,5705.258054400605,-3713.4100449000944
1391820,5809.252496816078,5703.465938269461,-3711.9942987546183
1391850,5807.28678118835,5701.7067091477,-3710.6039309214825
1391880,5805.350861997715,5699.980736971079,-3709.2392431736644
1391910,5803.445071449802,5698.288390420141,-3707.900535555773
1391940,5801.5697414983215,5696.630036171787,-3706.588107248235
1391970,5799.725203221692,5695.006038101242,-3705.302254493251
1392000,5797.911786170893,5693.4167564759855,-3704.0432711133076
1392030,5796.12981768621,5691.862547099505,-3702.811446955646
1392060,5794.379622183828,5690.343760428001,-3701.6070675465876
1392090,5792.661520413871,5688.860740660322,-3700.4304135730263
1392120,5790.975828694594,5687.41382480722,-3699.281759672568
1392150,5789.322858121996,5686.003341732516,-3698.16137408786
1392180,5787.702913757068,5684.629611176086,-3697.0695179752406
1392210,5786.116293792737,5683.29294275696,-3696.006444022049
1392240,5784.563288704233,5681.9936349654345,-3694.9723962737853
1392270,5783.044180383521,5680.7319741417305,-3693.9676089242553
1392300,5781.559241260161,5679.508233443942,-3692.992305797058
1392330,5780.10873341478,5678.322671820029,-3692.0466994814055
1392360,5778.692907681968,5677.17553296869,-3691.1309902950984
1392390,5777.31200275199,5676.067044309382,-3690.2453654203437
1392420,5775.9662442685485,5674.997415950573,-3689.389998730919
1392450,5774.655843930176,5673.966839681501,-3688.5650490638045
1392480,5773.380998596336,5672.975487967626,-3687.7706603920174
1392510,5772.141889401539,5672.023512963092,-3687.006960269085
1392540,5770.93868088037,5671.11104555047,-3686.274059483368
1392570,5769.7715201102665,5670.238194411764,-3685.5720510210417
1392600,5768.640535871287,5669.405045115546,-3684.901010066095
1392630,5767.545837828992,5668.611659256148,-3684.260992099127
1392660,5766.487515743185,5667.8580736156455,-3683.652033588694
1392690,5765.465638706179,5667.144299383152,-3683.074150435776
1392720,5764.480254417188,5666.470321420109,-3682.527337628109
1392750,5763.531388492241,5665.836097576598,-3682.0115688945048
1392780,5762.619043814163,5665.241558052122,-3681.526796359182
1392810,5761.743199931133,5664.686604844448,-3681.0729495047435
1392840,5760.903812500764,5664.171111241426,-3680.649934999341
1392870,5760.100812789588,5663.694921394491,-3680.2576368695113
1392900,5759.334107227389,5663.257849959288,-3679.8959158088273
1392930,5758.603577019382,5662.859681813298,-3679.5646088322287
1392960,5757.909077826717,5662.500171872789,-3679.263529276017
1392990,5757.250439510289,5662.179044967557,-3678.992466625023
1393020,5756.62746594532,5661.895995824314,-3678.751187203952
1393050,5756.039934910062,5661.650689137393,-3678.5394331403622
1393080,5755.487598050388,5661.442759732538,-3678.3569228831775
1393110,5754.970180924398,5661.271812831391,-3678.203352239705
1393140,5754.4873831276145,5661.137424411289,-3678.0783931657816
1393170,5754.038878509943,5661.0391416757,-3677.9816954941375
1393200,5753.624322095701,5660.976491960298,-3677.9128931565224
1393230,5753.252263038231,5660.955997877051,-3677.876594153707
1393260,5752.905064230687,5660.955783538998,-3677.854812055765
1393290,5752.5826483774035,5660.974149265959,-3677.8454309951185
1393320,5752.284054068023,5661.0103033692,-3677.8473168169717
1393350,5752.0072129802675,5661.063507879444,-3677.8596055103762
1393380,5751.750257653774,5661.133507842329,-3677.881977154496
1393410,5751.511985773481,5661.220509754881,-3677.9145663891645
1393440,5751.29181989856,5661.324999173906,-3677.9577729857997
1393470,5751.089638004421,5661.447592080605,-3678.0121220224687
1393500,5750.905614334417,5661.588947508029,-3678.0781829962857
1393530,5750.740101362729,5661.749722971395,-3678.156529552445
1393560,5750.593549549154,5661.930553331588,-3678.2477204721827
1393590,5750.466455142798,5662.1320414494,-3678.3522906852595
1393620,5750.3593273509005,5662.354754613328,-3678.4707478132314
1393650,5750.272668425066,5662.599223875351,-3678.603571478097
1393680,5750.206962146837,5662.865944803611,-3678.7512131294657
1393710,5750.162667651447,5663.155378932412,-3678.914097772922
1393740,5750.140216556422,5663.467955480536,-3679.0926244885372
1393770,5750.140014937474,5663.804074746225,-3679.287170233278
1393800,5750.162472187368,5664.1641253671,-3679.4981060876617
1393830,5750.207896411168,5664.548421222997,-3679.7257355530323
1393860,5750.276599485111,5664.957275372117,-3679.97036610598
1393890,5750.368877009383,5665.390982480938,-3680.232290531971
1393920,5750.485004425005,5665.849815383406,-3680.511785369816
1393950,5750.625236147729,5666.334024785663,-3680.80910883763
1393980,5750.78980588133,5666.843840077282,-3681.1245029068723
1394010,5750.9789274234045,5667.3794704426555,-3681.45819312951
1394040,5751.192795651648,5667.941105939448,-3681.810390020713
1394070,5751.431587550246,5668.528918494124,-3682.181289923037
1394100,5751.69546320064,5669.143062795385,-3682.5710753520975
1394130,5751.984566703769,5669.783677083564,-3682.9799158607525
1394160,5752.299027021681,5670.450883873083,-3683.4079689032874
1394190,5752.638958745691,5671.14479061876,-3683.8553798354146
1394220,5753.004462792786,5671.865490328799,-3684.322282605621
1394250,5753.395627040877,5672.613062134348,-3684.80880061935
1394280,5753.812526910683,5673.387571828499,-3685.315046393331
1394310,5754.255225902825,5674.18907237673,-3685.841122592598
1394340,5754.7237760951375,5675.017604394024,-3686.3871222033245
1394370,5755.218218605226,5675.873196601865,-3686.953129051339
1394400,5755.738584021813,5676.755866257245,-3687.5392179749565
1394430,5756.284892811157,5677.665619571873,-3688.1454549978184
1394460,5756.857155696323,5678.602452092803,-3688.7718981930743
1394490,5757.455374016771,5679.566349090346,-3689.4185971648744
1394520,5758.079540066031,5680.5572859005615,-3690.0855942582234
1394550,5758.729637412478,5681.575228278819,-3690.7729243861463
1394580,5759.405641202684,5682.620132723656,-3691.4806150296877
1394610,5760.1075184484025,5683.691946781754,-3692.2086867564212
1394640,5760.835228299342,5684.790609353307,-3692.9571540846346
1394670,5761.588722303098,5685.916050977439,-3693.726024446308
1394700,5762.367944651405,5687.06819410461,-3694.5152992241365
1394730,5763.17283241773,5688.246953370069,-3695.3249740972005
1394760,5764.003315810358,5689.452235972746,-3696.155038868131
1394790,5764.8593184520105,5690.683942073248,-3697.0054781544577
1394820,5765.740757580326,5691.9419647235545,-3697.8762706972584
1394850,5766.647544196279,5693.22619004694,-3698.767390916694
1394880,5767.579583214085,5694.536497434811,-3699.6788071836368
1394910,5768.536773611113,5695.872759742544,-3700.610483548043
1394940,5769.519008580254,5697.234843489877,-3701.5623790476
1394970,5770.52617599612,5698.622609042991,-3702.5344482262412
1395000,5771.558161711353,5700.035910713966,-3703.526641134144
1395030,5772.614838047976,5701.474597335084,-3704.5389036734036
1395060,5773.696075796408,5702.938511906962,-3705.5711774251963
1395090,5774.801741536431,5704.427491907954,-3706.6233998226157
1395120,5775.931697087274,5705.941369479467,-3707.695504669184
1395150,5777.085799415866,5707.479971576953,-3708.787421620342
1395180,5778.263900709763,5709.043120105723,-3709.899076874793
1395210,5779.465848495408,5710.630632040265,-3711.030392828835
1395240,5780.691485762162,5712.242319544843,-3712.1812882491913
1395270,5781.940651076827,5713.87799007995,-3713.351679137198
1395300,5783.2131786877835,5715.537446510594,-3714.541477518947
1395330,5784.508898619844,5717.220487206393,-3715.750592482303
1395360,5785.827636761176,5718.926906131012,-3716.978929831234
1395390,5787.169214942323,5720.656492935351,-3718.2263926043197
1395420,5788.533451012444,5722.409033042822,-3719.492880037731
1395450,5789.920158906993,5724.18430772184,-3720.7782894664338
1395480,5791.329148714873,5725.982094165916,-3722.0825145958233
1395510,5792.760226737031,5727.80216555896,-3723.405446365906
1395540,5794.213195544839,5729.644291141181,-3724.746973296973
1395570,5795.687854032592,5731.508236269276,-3726.106980971092
1395600,5797.183997465735,5733.393762468031,-3727.4853520321053
1395630,5798.701417527374,5735.3006274824065,-3728.8819667041403
1395660,5800.23990235987,5737.22858533022,-3730.2967027916097
1395690,5801.799236602907,5739.177386336053,-3731.7294353335387
1395720,5803.379201429736,5741.146777174123,-3733.180036603564
1395750,5804.979574578402,5743.136500906245,-3734.648376801281
1395780,5806.600130381465,5745.146297006609,-3736.134323188061
1395810,5808.240639792199,5747.175901398667,-3737.6377409512334
1395840,5809.900870406191,5749.225046465089,-3739.1584923399028
1395870,5811.580586482941,5751.293461083663,-3740.6964377019704
1395900,5813.279548960614,5753.380870629582,-3742.2514346199487
1395930,5814.997515472726,5755.486997002332,-3743.8233384294713
1395960,5816.734240358832,5757.611558629175,-3745.4120018736226
1395990,5818.489474673402,5759.754270472071,-3747.0172752757708
1396020,5820.262966191382,5761.914844030861,-3748.639006712406
1396050,5822.0544594129,5764.0929873518235,-3750.277042013143
1396080,5823.863695565079,5766.2884050198,-3751.931224069368
1396110,5825.690412598943,5768.500798152125,-3753.6013936984286
1396140,5827.534345186202,5770.729864390085,-3755.287389297958
1396170,5829.395224713163,5772.975297896425,-3756.9890466730367
1396200,5831.272779272921,5775.23678933497,-3758.706199209031
1396230,5833.16673365253,5777.514025851839,-3760.438677871593
1396260,5835.076809321237,5779.806691063402,-3762.1863112066603
1396290,5837.00272441381,5782.114465029232,-3763.948924821945
1396320,5838.9441937131,5784.4370242293135,-3765.7263422511187
1396350,5840.9009286290875,5786.774041536004,-3767.518384435301
1396380,5842.872637176643,5789.125186184516,-3769.324869204551
1396410,5844.859023950399,5791.490123738785,-3771.1456121420483
1396440,5846.859790098121,5793.86851605945,-3772.9804262384228
