time,winDir,TDewPoi,InternalGainsRad[1],PriceElectricPowerConstant,UpperSetp[1],PriceElectricPowerHighlyDynamic,solTim,solHouAng,PriceGasPower,nOpa,LowerSetp[1],nTot,HGloHor,winSpe,HDirNor,solDec,lon,PriceElectricPowerDynamic,HDifHor,InternalGainsCon[1],solZen,relHum,pAtm,Occupancy[1],EmissionsGasPower,ceiHei,HHorIR,lat,InternalGainsLat[1],TWetBul,TDryBul,TBlaSky,EmissionsElectricPower,cloTim,solAlt,UpperCO2[1]
1245600,3.5430183815499996,262.55,552.24,0.05461,297.15,0.0103845,1245067.68472,87.40228446530001,0.002878,0.0,294.15,0.0,409.068828493,3.1,922.0474874260001,-0.37187005227700004,-1.8301522536400001,0.05413,111.779411765,419.36001600000003,1.18799703556,0.67,101325,2,0.18108,77777,218,0.6939429105930001,90,265.678612304,267.05,249.076239089,0.6618,1245600,0.38279929123000006,894
1249200,3.14159265359,259.85,552.24,0.05461,297.15,0.011234899999999999,1248666.8191200001,87.6640209052,0.002878,0.0,294.15,0.0,492.126719166,3.1,962.545906508,-0.371745106707,-1.8301522536400001,0.05413,88.5,419.36001600000003,1.10202358295,0.46,101325,2,0.18108,77777,221,0.6939429105930001,90,266.258182949,268.75,250.005276892,0.6618,1249200,0.468772743846,894
1252800,3.14159265359,262.05,552.24,0.05461,297.15,0.0103182,1252265.95453,87.9257574178,0.002878,0.0,294.15,0.0,524.977030353,3.6,969.4354440789999,-0.371619966934,-1.8301522536400001,0.05413,63.5,419.36001600000003,1.0661799843100002,0.53,101325,2,0.18108,77777,225,0.6939429105930001,90,267.029809064,269.25,251.007260305,0.6618,1252800,0.504616342487,894
1256400,3.14159265359,260.35,552.24,0.05461,297.15,0.0169482,1255865.09093,88.1874940034,0.002878,0.0,294.15,0.0,496.849056604,3.6,963.12593985,-0.371494633049,-1.8301522536400001,0.05413,32.6730769231,419.36001600000003,1.08557885944,0.46,101325,2,0.18108,77777,224,0.6939429105930001,90,266.689268311,269.25,250.593117975,0.6618,1256400,0.485217467359,894
1260000,2.35619449019,260.95,552.24,0.05461,297.15,0.0160416,1259464.22835,88.4492306619,0.002878,0.0,294.15,0.0,409.9125,3.1,926.692681977,-0.371369105141,-1.8301522536400001,0.0888,3.8419230769199997,419.36001600000003,1.1573777973200001,0.48,101325,2,0.18108,77777,224,0.6939429105930001,90,266.78682987900004,269.25,250.739828456,0.6618,1260000,0.413418529479,894
1263600,1.97222205475,260.95,552.24,0.05461,297.15,0.0168868,1263063.3667600001,88.7109673935,0.002878,0.0,294.15,0.0,274.488306452,4.6,826.9772709,-0.371243383304,-1.8301522536400001,0.0888,0.0,419.36001600000003,1.27249089244,0.53,101325,2,0.18108,77777,220,0.6939429105930001,90,266.059285317,268.15,249.715450326,0.6618,1263600,0.29830543435199997,894
1267200,1.5707963267899998,262.05,552.24,0.05461,297.15,0.019728299999999997,1266662.50618,88.97270419819999,0.002878,0.0,294.15,0.2,118.216693548,4.6,509.653000085,-0.37111746762599995,-1.8301522536400001,0.0888,1.19444444444,419.36001600000003,1.42000174329,0.64,101325,2,0.18108,77777,218,0.6939429105930001,90,265.551891502,267.05,248.95631890200002,0.6618,1267200,0.15079458350199998,894
1270800,1.97222205475,258.75,552.24,0.05461,297.15,0.028922500000000004,1270261.64661,89.23444107620001,0.002878,0.0,294.15,0.2,3.3825000000000003,4.6,86.9984756098,-0.37099135820100004,-1.8301522536400001,0.0888,1.0,419.36001600000003,1.59029809822,0.53,101325,2,0.18108,77777,211,0.6939429105930001,90,264.104788928,265.95,247.13245141599998,0.6618,1270800,-0.0195017714257,894
1274400,2.35619449019,259.25,552.24,0.05461,297.15,0.0282474,1273860.78805,89.4961780275,0.002878,0.0,294.15,0.0,0.0,4.1,0.0,-0.370865055118,-1.8301522536400001,0.05413,0.0,419.36001600000003,1.77594009721,0.61,101325,2,0.18108,77777,208,0.6939429105930001,90,263.41927207,264.85,246.231899468,0.6618,1274400,-0.205143770414,894
1278000,3.14159265359,256.45,46.464,0.05461,303.15,0.0303036,1277459.93049,89.75791505229999,0.002878,0.0,288.15,0.0,0.0,4.1,0.0,-0.370738558469,-1.8301522536400001,0.05413,0.0,36.096,1.9712613778799999,0.51,101325,0,0.18108,77777,203,0.6939429105930001,0,262.061877712,263.75,244.525622037,0.6618,1278000,-0.400465051087,1500
1281600,3.14159265359,255.95,46.464,0.05461,303.15,0.029999599999999998,1281059.07395,90.0196521506,0.002878,0.0,288.15,0.1,0.0,6.2,0.0,-0.37061186834700005,-1.8301522536400001,0.05413,0.0,36.096,2.1715109368400003,0.63,101325,0,0.18108,77777,194,0.6939429105930001,0,259.884962049,260.95,241.807554189,0.6618,1281600,-0.600714610044,1500
1285200,3.14159265359,256.45,46.464,0.05461,303.15,0.0283966,1284658.21842,90.2813893226,0.002878,0.0,288.15,-1.734723475976807e-18,0.0,7.2,0.0,-0.370484984842,-1.8301522536400001,0.0444,0.0,36.096,2.37159314184,0.63,101325,0,0.18108,77777,196,0.6939429105930001,0,260.350150599,261.45,242.393265902,0.6618,1285200,-0.8007968150489999,1500
1288800,3.14159265359,257.05,46.464,0.05461,303.15,0.026030900000000003,1288257.36391,90.5431265682,0.002878,0.0,288.15,0.1,0.0,5.7,0.0,-0.370357908046,-1.8301522536400001,0.0444,0.0,36.096,2.5634434591599997,0.63,101325,0,0.18108,77777,198,0.6939429105930001,0,260.907389766,262.05,243.096178517,0.6618,1288800,-0.992647132368,1500
1292400,3.14159265359,256.45,46.464,0.05461,303.15,0.0240698,1291856.51041,90.80486388770001,0.002878,0.0,288.15,0.0,0.0,6.7,0.0,-0.37023063805100004,-1.8301522536400001,0.0444,0.0,36.096,2.72822309445,0.6,101325,0,0.18108,77777,198,0.6939429105930001,0,260.813698559,262.05,242.94953272,0.6618,1292400,-1.15742676765,1500
1296000,3.14159265359,257.55,46.464,0.05461,303.15,0.0194115,1295455.6579200001,91.066601281,0.002878,0.0,288.15,0.0,0.0,7.2,0.0,-0.370103174949,-1.8301522536400001,0.0444,0.0,36.096,2.8159931108499996,0.63,101325,0,0.18108,77777,200,0.6939429105930001,0,261.370933483,262.55,243.68198810200002,0.6618,1296000,-1.24519678405,1500
