time,hvac_reaAhu_PFanSup_y,hvac_reaAhu_PPumCoo_y,hvac_reaAhu_PPumHea_y,heaPum_reaPHeaPum_y,heaPum_reaPPumDis_y,chi_reaPChi_y,chi_reaPPumDis_y,hvac_oveZonSupWes_TZonHeaSet_u,hvac_oveZonSupWes_TZonCooSet_u,hvac_reaZonWes_TZon_y,hvac_oveZonSupCor_TZonHeaSet_u,hvac_oveZonSupCor_TZonCooSet_u,hvac_reaZonCor_TZon_y,hvac_oveZonSupEas_TZonHeaSet_u,hvac_oveZonSupEas_TZonCooSet_u,hvac_reaZonEas_TZon_y,hvac_oveZonSupNor_TZonHeaSet_u,hvac_oveZonSupNor_TZonCooSet_u,hvac_reaZonNor_TZon_y,hvac_oveZonSupSou_TZonHeaSet_u,hvac_oveZonSupSou_TZonCooSet_u,hvac_reaZonSou_TZon_y
1642260,-2.5518126340389135e-17,0.0,0.0,1.8833594913797251,0.005769970211294388,0.07436303207736857,0.002211891857054836,285.15,303.15,292.11166760510764,285.15,303.15,292.97930101391825,285.15,303.15,292.2604391555528,285.15,303.15,291.8292770149336,285.15,303.15,292.28962231850875
1642290,-2.6639669700340074e-17,0.0,0.0,1.8837196206128264,0.005769970211294388,0.0743477632666813,0.002211891857054836,285.15,303.15,292.1097284889598,285.15,303.15,292.97870177650117,285.15,303.15,292.25975927438014,285.15,303.15,291.82885558330935,285.15,303.15,292.2888164734919
1642320,-2.4420702192480148e-17,0.0,0.0,1.8840849457157105,0.005769970211294388,0.07433228993378586,0.002211891857054836,285.15,303.15,292.10773642567125,285.15,303.15,292.9780943153422,285.15,303.15,292.25907184234205,285.15,303.15,291.8284435031127,285.15,303.15,292.2880035030774
1642350,-2.4420702192480148e-17,0.0,0.0,1.8844553199478153,0.005769970211294388,0.074316618523331,0.002211891857054836,285.15,303.15,292.10569403944083,285.15,303.15,292.977478771365,285.15,303.15,292.25837685590693,285.15,303.15,291.82804070577777,285.15,303.15,292.2871833788166
1642380,-2.4420702192480148e-17,0.0,0.0,1.8848305965679795,0.005769970211294388,0.07430075546994015,0.002211891857054836,285.15,303.15,292.10360394202985,285.15,303.15,292.9768553080189,285.15,303.15,292.25767433296045,285.15,303.15,291.82764713778323,285.15,303.15,292.28635609225216
1642410,-2.4420702192480148e-17,0.0,0.0,1.8852106288344368,0.005769970211294388,0.07428470719769013,0.002211891857054836,285.15,303.15,292.1014687173889,285.15,303.15,292.97622410896923,285.15,303.15,292.2569643115027,285.15,303.15,291.82726276246217,285.15,303.15,292.2855216538466
1642440,-2.2298211532788045e-17,0.0,0.0,1.885595270004822,0.005769970211294388,0.07426848011960242,0.002211891857054836,285.15,303.15,292.0992909128588,285.15,303.15,292.9755853758456,285.15,303.15,292.256246848306,285.15,303.15,291.82688756116164,285.15,303.15,292.28468009189055
1642470,-2.1273145021004925e-17,0.0,0.0,1.8859843733361736,0.005769970211294388,0.07425208063715326,0.002211891857054836,285.15,303.15,292.09707303181136,285.15,303.15,292.97493932611616,285.15,303.15,292.2555220175518,285.15,303.15,291.8265215338729,285.15,303.15,292.28383145139924
1642500,-2.0272197721263765e-17,0.0,0.0,1.8863777920849265,0.005769970211294388,0.07423551513979602,0.002211891857054836,285.15,303.15,292.094817526887,285.15,303.15,292.9742861910994,285.15,303.15,292.25478990946846,285.15,303.15,291.82616469943616,285.15,303.15,292.2829757930081
1642530,-1.9295369633564562e-17,0.0,0.0,1.8867753795069215,0.005769970211294388,0.07421879000450139,0.002211891857054836,285.15,303.15,292.09252679384576,285.15,303.15,292.97362621410105,285.15,303.15,292.2540506289852,285.15,303.15,291.8258170954092,285.15,303.15,292.2821131918774
1642560,-1.9295369633564562e-17,0.0,0.0,1.8871769888574008,0.005769970211294388,0.07420191159531211,0.002211891857054836,285.15,303.15,292.0902031661575,285.15,303.15,292.97295964867,285.15,303.15,292.2533042944192,285.15,303.15,291.82547877767274,285.15,303.15,292.2812437366147
1642590,-1.7414071094292018e-17,0.0,0.0,1.8875824733910027,0.005769970211294388,0.0741848862629114,0.002211891857054836,285.15,303.15,292.0878489104084,285.15,303.15,292.9722867569626,285.15,303.15,292.252551036203,285.15,303.15,291.82514981983417,285.15,303.15,292.2803675282207
1642620,-1.650960064271868e-17,0.0,0.0,1.8879916863617576,0.005769970211294388,0.07416772034421176,0.002211891857054836,285.15,303.15,292.0854662225497,285.15,303.15,292.9716078082131,285.15,303.15,292.25179099566225,285.15,303.15,291.82483031247926,285.15,303.15,292.2794846790642
1642650,-1.5629249403187295e-17,0.0,0.0,1.8884044810231169,0.005769970211294388,0.07415042016195202,0.002211891857054836,285.15,303.15,292.08305722497306,285.15,303.15,292.9709230773053,285.15,303.15,292.25102432384716,285.15,303.15,291.8245203623148,285.15,303.15,292.2785953118901
1642680,-1.3132910956844879e-17,0.0,0.0,1.8888207106279193,0.005769970211294388,0.07413299202431764,0.002211891857054836,285.15,303.15,292.08062396437447,285.15,303.15,292.97023284344453,285.15,303.15,292.25025118042083,285.15,303.15,291.8242200912359,285.15,303.15,292.27769955886254
1642710,-1.1589281386159715e-17,0.0,0.0,1.8892402284284047,0.005769970211294388,0.07411544222456976,0.002211891857054836,285.15,303.15,292.0781684105065,285.15,303.15,292.9695373889479,285.15,303.15,292.2494717326337,285.15,303.15,291.8239296354643,285.15,303.15,292.2767975606597
1642740,-1.0853645418880066e-17,0.0,0.0,1.8896628876762158,0.005769970211294388,0.07409777704069341,0.002211891857054836,285.15,303.15,292.0756924557839,285.15,303.15,292.96883699814543,285.15,303.15,292.2486861543779,285.15,303.15,291.82364914481093,285.15,303.15,292.2758894656117
1642770,-1.0142128663642372e-17,0.0,0.0,1.890088541622394,0.005769970211294388,0.0740800027350608,0.002211891857054836,285.15,303.15,292.0731979153021,285.15,303.15,292.9681319563452,285.15,303.15,292.2478946252576,285.15,303.15,291.82337878180186,285.15,303.15,292.27497542884487
1642800,-6.946333068083242e-18,0.0,0.0,1.8905170435173901,0.005769970211294388,0.07406212555410897,0.002211891857054836,285.15,303.15,292.07068652714474,285.15,303.15,292.96742254874846,285.15,303.15,292.24709732951476,285.15,303.15,291.8231187206236,285.15,303.15,292.274055611341
1642830,-6.946333068083242e-18,0.0,0.0,1.8909482466110414,0.005769970211294388,0.0740441517280335,0.002211891857054836,285.15,303.15,292.0681599535533,285.15,303.15,292.9667090598755,285.15,303.15,292.2462944555662,285.15,303.15,291.822869146421,285.15,303.15,292.27313017950087
1642860,-5.8368493141532794e-18,0.0,0.0,1.8913820041526024,0.005769970211294388,0.07402608747049667,0.002211891857054836,285.15,303.15,292.0656197822061,285.15,303.15,292.9659917729012,285.15,303.15,292.2454861952055,285.15,303.15,291.82263025437817,285.15,303.15,292.27219930444477
1642890,-4.3535177735730044e-18,0.0,0.0,1.8918181693907088,0.005769970211294388,0.0740079389783544,0.002211891857054836,285.15,303.15,292.0630675278553,285.15,303.15,292.9652709687192,285.15,303.15,292.2446727428818,285.15,303.15,291.8224022488429,285.15,303.15,292.27126316125896
1642920,-3.907312350796824e-18,0.0,0.0,1.8922565955734192,0.005769970211294388,0.07398971243139277,0.002211891857054836,285.15,303.15,292.06050463428096,285.15,303.15,292.9645469254291,285.15,303.15,292.2438542950639,285.15,303.15,291.82218534251024,285.15,303.15,292.27032192831757
1642950,-3.08725914137033e-18,0.0,0.0,1.8926971359481715,0.005769970211294388,0.0739714139920864,0.002211891857054836,285.15,303.15,292.05793247649746,285.15,303.15,292.96381991785677,285.15,303.15,292.2430310496694,285.15,303.15,291.82197975565686,285.15,303.15,292.26937578668185
1642980,-2.363682780111659e-18,0.0,0.0,1.8931396437618244,0.005769970211294388,0.0739530498053674,0.002211891857054836,285.15,303.15,292.0553523631569,285.15,303.15,292.96309021713125,285.15,303.15,292.2422032055517,285.15,303.15,291.8217857154196,285.15,303.15,292.2684249195614
1643010,-1.2059606020977851e-18,0.0,0.0,1.8935839722606198,0.005769970211294388,0.0739346259984119,0.002211891857054836,285.15,303.15,292.0527655391025,285.15,303.15,292.9623580903246,285.15,303.15,292.24137096204055,285.15,303.15,291.8216034551157,285.15,303.15,292.2674695118272
1643040,-1.2059606020977851e-18,0.0,0.0,1.8940299746902152,0.005769970211294388,0.07391614868044181,0.002211891857054836,285.15,303.15,292.0501731880263,285.15,303.15,292.9616238001515,285.15,303.15,292.2405345185293,285.15,303.15,291.82143321359706,285.15,303.15,292.26650974956715
1643070,-9.76828087699206e-19,0.0,0.0,1.894477504295659,0.005769970211294388,0.07389762394254247,0.002211891857054836,285.15,303.15,292.04757643519577,285.15,303.15,292.96088760472657,285.15,303.15,292.23969407410874,285.15,303.15,291.82127523463475,285.15,303.15,292.26554581968315
1643100,-4.341458167552026e-19,0.0,0.0,1.8949264143214102,0.005769970211294388,0.07387905785749374,0.002211891857054836,285.15,303.15,292.0449763502144,285.15,303.15,292.96014975737336,285.15,303.15,292.23884982724206,285.15,303.15,291.8211297663247,285.15,303.15,292.26457790952475
1643130,-1.0853645418880066e-19,0.0,0.0,1.895376558011318,0.005769970211294388,0.0738604564796191,0.002211891857054836,285.15,303.15,292.042373949787,285.15,303.15,292.95941050648076,285.15,303.15,292.23800197548013,285.15,303.15,291.82099706050985,285.15,303.15,292.26360620655873
1643160,-4.82384240839114e-20,0.0,0.0,1.8958277886086388,0.005769970211294388,0.07384182584464898,0.002211891857054836,285.15,303.15,292.0397702004637,285.15,303.15,292.9586700954008,285.15,303.15,292.2371507152115,285.15,303.15,291.8208773722083,285.15,303.15,292.26263089807236
1643190,-1.205960602097785e-20,0.0,0.0,1.8962799593560293,0.005769970211294388,0.07382317196959795,0.002211891857054836,285.15,303.15,292.0371660463405,285.15,303.15,292.95792878536395,285.15,303.15,292.2362962729677,285.15,303.15,291.8207709840206,285.15,303.15,292.26165219233167
1643220,-3.014901505244463e-19,0.0,0.0,1.8967329234955463,0.005769970211294388,0.07380450085266123,0.002211891857054836,285.15,303.15,292.03456234819095,285.15,303.15,292.9571868001311,285.15,303.15,292.2354388288092,285.15,303.15,291.82067814565335,285.15,303.15,292.2606702661576
1643250,-5.909206950279147e-19,0.0,0.0,1.8971865342686494,0.005769970211294388,0.07378581847312184,0.002211891857054836,285.15,303.15,292.03195992117753,285.15,303.15,292.956444347153,285.15,303.15,292.2345785462494,285.15,303.15,291.82059909534775,285.15,303.15,292.25968528576294
1643280,-9.768280876992057e-19,0.0,0.0,1.8976406449162015,0.005769970211294388,0.0737671307912784,0.002211891857054836,285.15,303.15,292.0293595528819,285.15,303.15,292.9557016439793,285.15,303.15,292.2337156080337,285.15,303.15,291.82053408878176,285.15,303.15,292.25869743069615
1643310,-1.4592123285383199e-18,0.0,0.0,1.8980951086784603,0.005769970211294388,0.07374844374838216,0.002211891857054836,285.15,303.15,292.02676200189785,285.15,303.15,292.9549589139915,285.15,303.15,292.2328502100346,285.15,303.15,291.8204833942686,285.15,303.15,292.25770688933824
1643340,-2.363682780111659e-18,0.0,0.0,1.8985497787950891,0.005769970211294388,0.07372976326659632,0.002211891857054836,285.15,303.15,292.02416799008415,285.15,303.15,292.9542163728389,285.15,303.15,292.23198254238366,285.15,303.15,291.820447276702,285.15,303.15,292.25671384609217
1643370,-3.0872591413703297e-18,0.0,0.0,1.8990045085051532,0.005769970211294388,0.07371109524896492,0.002211891857054836,285.15,303.15,292.0215782030027,285.15,303.15,292.95347422642413,285.15,303.15,292.2311127864973,285.15,303.15,291.8204259941037,285.15,303.15,292.2557184794511
1643400,-3.907312350796824e-18,0.0,0.0,1.8994591510471144,0.005769970211294388,0.07369244557939995,0.002211891857054836,285.15,303.15,292.0189932954339,285.15,303.15,292.95273267609986,285.15,303.15,292.2302411220669,285.15,303.15,291.8204198025588,285.15,303.15,292.2547209666918
1643430,-5.318286255251231e-18,0.0,0.0,1.8999135596588437,0.005769970211294388,0.07367382012268477,0.002211891857054836,285.15,303.15,292.01641389466965,285.15,303.15,292.9519919207057,285.15,303.15,292.2293677297436,285.15,303.15,291.82042895770564,285.15,303.15,292.2537214855712
1643460,-6.379531585097284e-18,0.0,0.0,1.9003675875776034,0.005769970211294388,0.07365522472449029,0.002211891857054836,285.15,303.15,292.013840601012,285.15,303.15,292.9512521547172,285.15,303.15,292.22849278848696,285.15,303.15,291.8204537116121,285.15,303.15,292.2527202124498
1643490,-8.152293670181026e-18,0.0,0.0,1.9008210880400698,0.005769970211294388,0.07363666521140759,0.002211891857054836,285.15,303.15,292.0112739770508,285.15,303.15,292.9505135651383,285.15,303.15,292.22761647079386,285.15,303.15,291.8204943117836,285.15,303.15,292.25171731920756
1643520,-8.791452789292853e-18,0.0,0.0,1.9012739142823085,0.005769970211294388,0.07361814739099817,0.002211891857054836,285.15,303.15,292.00871459771264,285.15,303.15,292.94977635320254,285.15,303.15,292.2267389736323,285.15,303.15,291.8205510111481,285.15,303.15,292.2507129934658
1643550,-1.0853645418880066e-17,0.0,0.0,1.9017259195397913,0.005769970211294388,0.07359967705185615,0.002211891857054836,285.15,303.15,292.0061629840835,285.15,303.15,292.94904069034726,285.15,303.15,292.2258604564526,285.15,303.15,291.8206240337413,285.15,303.15,292.2497073975544
1643580,-1.1589281386159715e-17,0.0,0.0,1.9021769570473925,0.005769970211294388,0.07358125996368789,0.002211891857054836,285.15,303.15,292.00361961756937,285.15,303.15,292.9483067266349,285.15,303.15,292.22498105357045,285.15,303.15,291.820713579844,285.15,303.15,292.24870067654757
1643610,-1.3132910956844879e-17,0.0,0.0,1.9026268800393922,0.005769970211294388,0.07356290187740643,0.002211891857054836,285.15,303.15,292.0010849954127,285.15,303.15,292.9475746433721,285.15,303.15,292.22410094641333,285.15,303.15,291.82081987100685,285.15,303.15,292.24769300660694
1643640,-1.5629249403187295e-17,0.0,0.0,1.9030755417494576,0.005769970211294388,0.07354460852524212,0.002211891857054836,285.15,303.15,291.9985595877628,285.15,303.15,292.94684460960036,285.15,303.15,292.2232203033551,285.15,303.15,291.8209431099827,285.15,303.15,292.24668455468037
1643670,-1.650960064271868e-17,0.0,0.0,1.9035227954106755,0.005769970211294388,0.07352638562086726,0.002211891857054836,285.15,303.15,291.9960438440032,285.15,303.15,292.94611678708964,285.15,303.15,292.2223392866912,285.15,303.15,291.82108348334475,285.15,303.15,292.2456754831602
1643700,-1.8342660757907308e-17,0.0,0.0,1.9039684942555175,0.005769970211294388,0.07350823885953807,0.002211891857054836,285.15,303.15,291.9935381954802,285.15,303.15,292.9453913320133,285.15,303.15,292.2214580550491,285.15,303.15,291.82124116112726,285.15,303.15,292.2446659514613
1643730,-2.2298211532788045e-17,0.0,0.0,1.9044124915158693,0.005769970211294388,0.0734901739182495,0.002211891857054836,285.15,303.15,291.99104305684375,285.15,303.15,292.9446683953339,285.15,303.15,292.22057676405467,285.15,303.15,291.8214162952495,285.15,303.15,292.2436561164375
1643760,-2.2298211532788045e-17,0.0,0.0,1.9048546404230158,0.005769970211294388,0.07347219645590793,0.002211891857054836,285.15,303.15,291.98855882694227,285.15,303.15,292.9439481226868,285.15,303.15,292.2196955665062,285.15,303.15,291.8216090175113,285.15,303.15,292.2426461324725
1643790,-2.3347397256613118e-17,0.0,0.0,1.9052947942076401,0.005769970211294388,0.07345431211351838,0.002211891857054836,285.15,303.15,291.9860858895913,285.15,303.15,292.94323065503846,285.15,303.15,292.218814612434,285.15,303.15,291.82181943740966,285.15,303.15,292.241636151492
1643820,-2.778533227233297e-17,0.0,0.0,1.9057328060998266,0.005769970211294388,0.07343652651438616,0.002211891857054836,285.15,303.15,291.983624614359,285.15,303.15,292.94251612977797,285.15,303.15,292.21793404919504,285.15,303.15,291.82204763988057,285.15,303.15,292.24062632299473
1643850,-2.778533227233297e-17,0.0,0.0,1.906168529329062,0.005769970211294388,0.07341884526433547,0.002211891857054836,285.15,303.15,291.9811753571213,285.15,303.15,292.94180467866033,285.15,303.15,292.2170540214025,285.15,303.15,291.8222936827862,285.15,303.15,292.23961679398025
1643880,-3.136703526056339e-17,0.0,0.0,1.9066018171242398,0.005769970211294388,0.07340127395194239,0.002211891857054836,285.15,303.15,291.97873846050095,285.15,303.15,292.9410964274791,285.15,303.15,292.21617467079506,285.15,303.15,291.82255759423805,285.15,303.15,292.23860770883664
1643910,-3.2609174680724106e-17,0.0,0.0,1.9070325227136506,0.005769970211294388,0.07338381814878422,0.002211891857054836,285.15,303.15,291.9763142542606,285.15,303.15,292.9403914959282,285.15,303.15,292.21529613608044,285.15,303.15,291.8228393697868,285.15,303.15,292.23759920921043
1643940,-3.387543331292679e-17,0.0,0.0,1.9074604993249862,0.005769970211294388,0.07336648340970235,0.002211891857054836,285.15,303.15,291.9739030556827,285.15,303.15,292.9396899974554,285.15,303.15,292.21441855278573,285.15,303.15,291.82313896951075,285.15,303.15,292.23659143387795
1643970,-3.516581115717141e-17,0.0,0.0,1.9078856001853415,0.005769970211294388,0.07334927527308363,0.002211891857054836,285.15,303.15,291.97150516993105,285.15,303.15,292.93899203906335,285.15,303.15,292.21354205309837,285.15,303.15,291.8234563149962,285.15,303.15,292.235584518609
1644000,-3.6480308213457996e-17,0.0,0.0,1.9083076785212147,0.005769970211294388,0.07333219926115361,0.002211891857054836,285.15,303.15,291.9691208904099,285.15,303.15,292.93829772107307,285.15,303.15,292.2126667657123,285.15,303.15,291.82379128622625,285.15,303.15,292.23457859603144
1644030,-3.9181659962157035e-17,0.0,0.0,1.9087265875585024,0.005769970211294388,0.07331526088028732,0.002211891857054836,285.15,303.15,291.96675049911136,285.15,303.15,292.93760713684713,285.15,303.15,292.21179281566253,285.15,303.15,291.8241437183739,285.15,303.15,292.23357379548634
1644060,-4.056851465456949e-17,0.0,0.0,1.9091421805225057,0.005769970211294388,0.0732984656213361,0.002211891857054836,285.15,303.15,291.96439426696213,285.15,303.15,292.9369203724852,285.15,303.15,292.210920324155,285.15,303.15,291.8245133985103,285.15,303.15,292.23257024287847
1644090,-4.19794885590239e-17,0.0,0.0,1.9095543106379305,0.005769970211294388,0.0732818189599674,0.002211891857054836,285.15,303.15,291.96205245416616,285.15,303.15,292.93623750649095,285.15,303.15,292.21004940838253,285.15,303.15,291.82490006223327,285.15,303.15,292.23156806051657
1644120,-4.341458167552026e-17,0.0,0.0,1.909962831128877,0.005769970211294388,0.07326532635702208,0.002211891857054836,285.15,303.15,291.959725310555,285.15,303.15,292.9355586094222,285.15,303.15,292.2091801813368,285.15,303.15,291.8253033902312,285.15,303.15,292.2305673669495
1644150,-4.341458167552026e-17,0.0,0.0,1.9103675952188524,0.005769970211294388,0.0732489932588862,0.002211891857054836,285.15,303.15,291.95741307593903,285.15,303.15,292.93488374351483,285.15,303.15,292.2083127516014,285.15,303.15,291.8257230047848,285.15,303.15,292.2295682767889
1644180,-4.487379400405858e-17,0.0,0.0,1.9107684561307685,0.005769970211294388,0.07323282509787878,0.002211891857054836,285.15,303.15,291.955115980472,285.15,303.15,292.9342129622953,285.15,303.15,292.2074472231387,285.15,303.15,291.8261584662267,285.15,303.15,292.22857090052736
1644210,-4.786457629726109e-17,0.0,0.0,1.9111652670869357,0.005769970211294388,0.07321682729265327,0.002211891857054836,285.15,303.15,291.9528342450274,285.15,303.15,292.9335463101763,285.15,303.15,292.2065836950647,285.15,303.15,291.82660926937103,285.15,303.15,292.22757534434777
1644240,-4.635712554463886e-17,0.0,0.0,1.9115578813090615,0.005769970211294388,0.07320100524861792,0.002211891857054836,285.15,303.15,291.95056808158864,285.15,303.15,292.93288382203866,285.15,303.15,292.20572226141013,285.15,303.15,291.8270748399236,285.15,303.15,292.2265817099235
1644270,-4.939614626192528e-17,0.0,0.0,1.9119461520182643,0.005769970211294388,0.07318536435836731,0.002211891857054836,285.15,303.15,291.9483176936585,285.15,303.15,292.9322255228065,285.15,303.15,292.2048630108758,285.15,303.15,291.82755453089857,285.15,303.15,292.2255900942146
1644300,-4.786457629726109e-17,0.0,0.0,1.9123299324350627,0.005769970211294388,0.07316991000213247,0.002211891857054836,285.15,303.15,291.94608327668567,285.15,303.15,292.9315714270108,285.15,303.15,292.2040060265738,285.15,303.15,291.8280476190511,285.15,303.15,292.22460058925515
1644330,-4.9396146261925275e-17,0.0,0.0,1.9127090757793679,0.005769970211294388,0.07315464754824434,0.002211891857054836,285.15,303.15,291.94386501851034,285.15,303.15,292.9309215383485,285.15,303.15,292.2031513857607,285.15,303.15,291.82855330135294,285.15,303.15,292.2236132819356
1644360,-5.095183543863141e-17,0.0,0.0,1.9130834352705113,0.005769970211294388,0.07313958235361513,0.002211891857054836,285.15,303.15,291.94166309983234,285.15,303.15,292.93027584924124,285.15,303.15,292.2022991595663,285.15,303.15,291.82907069153543,285.15,303.15,292.2226282537836
