time,PriceElectricPowerConstant,PriceElectricPowerDynamic,PriceElectricPowerHighlyDynamic,PriceDistrictHeatingPower,LowerSetp[1]old,LowerSetp[1],UpperSetp[1],UpperCO2[1],pAtm,lon,lat,TDewPoi,HDirNor,HDifHor,HGloHor,relHum,nTot,ceiHei,winSpe,winDir,nOpa,TBlaSky,HHorIR,cloTim,solZen,solAlt,solDec,solTim,solHouAng,TDryBul,TWetBul,InternalGainsRad[1],Occupancy[1],InternalGainsLat[1],InternalGainsCon[1],EmissionsElectricPower,EmissionsDistrictHeatingPower,EmissionsGasPower,EmissionsBiomassPower,EmissionsSolarThermalPower
2/5/1970 3:15,0.04281,0.03857,0.031,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,272.2509272,0,0,0,0.795080357,1,90,13.75065559,4.71238898,0.625,263.6353045,274.5,3035700,2.25371549,-0.682919163,-0.287861124,3034288.725,217.5181103,275.325,274.0431588,224.912635,5,112.4563175,224.912635,0.209,0.1163,0.2,0,0
2/5/1970 3:30,0.04281,0.03857,0.031,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.8489011,0,0,0,0.769714286,1,90,13.89982517,4.71238898,0.55,263.039937,272,3036600,2.221933348,-0.651137021,-0.287809006,3035188.661,217.5835555,275.3,273.8578811,228.929276,5,114.464638,228.929276,0.209,0.1163,0.2,0,0
2/5/1970 3:45,0.04281,0.03857,0.031,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.4474245,0,0,0,0.744491071,1,90,14.04908217,4.71238898,0.475,262.520538,269.5,3037500,2.188947543,-0.618151216,-0.287756879,3036088.597,217.6490007,275.275,273.6731736,232.9420835,6,116.4710418,232.9420835,0.209,0.1163,0.2,0,0
2/5/1970 4:00,0.04281,0.03857,0.03608,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.05,0,0,0,0.72,1,90,14.2,4.71238898,0.4,262.0347401,267,3038400,2.154944036,-0.584147709,-0.287704744,3036988.534,217.7144459,275.25,273.4928368,236.954874,6,118.477437,236.954874,0.209,0.1163,0.2,0,0
2/5/1970 4:15,0.04281,0.03857,0.03608,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.6649639,0,0,0,0.697196429,1,919.6875,14.38565341,4.73965975,0.325,261.5405764,264.5,3039300,2.12009408,-0.549297753,-0.2876526,3037888.471,217.7798912,275.225,273.3230779,240.9715235,6,120.485766,240.9715235,0.209,0.1163,0.2,0,0
2/5/1970 4:30,0.04281,0.03857,0.03608,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.3091346,0,0,0,0.677285714,1,2745,14.60113636,4.799655443,0.25,260.9973879,262,3040200,2.084555453,-0.513759126,-0.287600447,3038788.407,217.8453364,275.2,273.1717814,244.984314,6,122.492157,244.984314,0.209,0.1163,0.2,0,0
2/5/1970 4:45,0.04281,0.03857,0.03608,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.998738,0,0,0,0.661232143,1,4570.3125,14.79105114,4.859651136,0.175,260.3634783,259.5,3041100,2.048473901,-0.477677574,-0.287548285,3039688.344,217.9107817,275.175,273.0453198,248.99713,6,124.498565,248.99713,0.209,0.1163,0.2,0,0
2/5/1970 5:00,0.04281,0.03857,0.04002,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.75,0,0,0,0.65,1,5400,14.9,4.886921906,0.1,259.5957855,257,3042000,2.011984655,-0.441188328,-0.287496115,3040588.281,217.9762269,275.15,272.9500617,253.0137625,6,126.506877,253.0137625,0.209,0.1163,0.2,0,0
2/5/1970 5:15,0.04281,0.03857,0.04002,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.5960938,0,0,0,0.6431875,0.98203125,5400,14.89957386,4.886921906,0.0734375,259.2760166,256.328125,3042900,1.975213946,-0.404417619,-0.287443936,3041488.218,218.0416722,275.1542969,272.9097587,257.026553,6,128.5132765,257.026553,0.209,0.1163,0.2,0,0
2/5/1970 5:30,0.04281,0.03857,0.04002,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.54375,0,0,0,0.6395,0.95625,5400,14.82386364,4.886921906,0.1125,259.7236631,258.125,3043800,1.938280458,-0.367484131,-0.287391748,3042388.155,218.1071174,275.203125,272.9295745,261.0393605,6,130.519676,261.0393605,0.209,0.1163,0.2,0,0
2/5/1970 5:45,0.04281,0.03857,0.04002,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.5695313,0,0,0,0.6385625,0.92734375,5400,14.71122159,4.886921906,0.1703125,260.3187157,260.609375,3044700,1.901296692,-0.330500365,-0.287339552,3043288.092,218.1725627,275.2753906,272.9881862,265.052168,6,132.526084,265.052168,0.209,0.1163,0.2,0,0
2/5/1970 6:00,0.04281,0.03857,0.04644,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.65,0,0,0,0.64,0.9,5400,14.6,4.886921906,0.2,260.6394759,262,3045600,1.864370229,-0.293573902,-0.287287347,3044188.029,218.238008,275.35,273.0644055,275.56609,7,137.783045,275.56609,0.209,0.1163,0.2,0,0
2/5/1970 6:15,0.04281,0.03857,0.04644,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.75,0,0,0,0.6425,0.875,5400,14.49659091,4.886921906,0.2,260.735333,262.25,3046500,1.827604885,-0.256808559,-0.287235133,3045087.966,218.3034533,275.4261719,273.1490629,316.392967,8,158.1964835,316.392967,0.209,0.1163,0.2,0,0
2/5/1970 6:30,0.04281,0.03857,0.04644,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.85,0,0,0,0.645,0.85,5400,14.38863636,4.886921906,0.2,260.8378448,262.5,3047400,1.791101758,-0.220305431,-0.287182911,3045987.904,218.3688986,275.509375,273.240128,361.013751,9,180.5068755,361.013751,0.209,0.1163,0.2,0,0
2/5/1970 6:45,0.04281,0.03857,0.04644,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.95,0,0,0,0.6475,0.825,5400,14.28636364,4.886921906,0.2,260.9359174,262.75,3048300,1.754960163,-0.184163836,-0.28713068,3046887.841,218.4343439,275.5878906,273.3270956,405.634569,10,202.8172845,405.634569,0.209,0.1163,0.2,0,0
2/5/1970 7:00,0.04281,0.05253,0.05519,0.0828,288.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.05,0,0,0,0.65,0.8,5400,14.2,4.886921906,0.2,261.0184528,263,3049200,1.719278475,-0.148482149,-0.28707844,3047787.779,218.4997892,275.65,273.3994306,450.255353,11,225.1276765,450.255353,0.209,0.1163,0.2,0,0
2/5/1970 7:15,0.04281,0.05253,0.05519,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.15,0,0,0,0.6525,0.775,5400,14.125,4.886921906,0.2,261.089516,263.25,3050100,1.68415486,-0.113358533,-0.287026192,3048687.716,218.5652345,275.7,273.4609628,494.8723375,12,247.4361645,494.8723375,0.209,0.1163,0.2,0,0
2/5/1970 7:30,0.04281,0.05253,0.05519,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.25,0,0,0,0.655,0.75,5400,14.05,4.886921906,0.2,261.1605726,263.5,3051000,1.649687906,-0.07889158,-0.286973935,3049587.654,218.6306798,275.75,273.5225615,539.49313,14,269.746565,539.49313,0.209,0.1163,0.2,0,0
2/5/1970 7:45,0.04281,0.05253,0.05519,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.35,0,0,0,0.6575,0.725,5400,13.975,4.886921906,0.2,261.2316225,263.75,3051900,1.615977154,-0.045180827,-0.286921669,3050487.592,218.6961251,275.8,273.5842266,584.11388,15,292.05694,584.11388,0.209,0.1163,0.2,0,0
2/5/1970 8:00,0.04281,0.05253,0.05491,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.45,0,0,0,0.66,0.7,5400,13.9,4.886921906,0.2,261.3026659,264,3052800,1.583123509,-0.012327182,-0.286869395,3051387.53,218.7615705,275.85,273.6459583,628.730856,16,314.365428,628.730856,0.209,0.1163,0.2,0,0
2/5/1970 8:15,0.04281,0.05253,0.05491,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.55,0,0,0,0.6625,0.690625,5400,13.825,4.886921906,0.21328125,261.4704538,264.6484375,3053700,1.551229534,0.019566792,-0.286817112,3052287.468,218.8270158,275.9,273.7077565,676.354605,17,338.177294,676.354605,0.209,0.1163,0.2,0,0
2/5/1970 8:30,0.04281,0.05253,0.05491,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.65,0,0,0,0.665,0.7,5400,13.75,4.886921906,0.24375,261.749171,265.8125,3054600,1.520399617,0.050396709,-0.28676482,3053187.406,218.8924611,275.95,273.7696213,1372.79998,35,686.39999,1372.79998,0.209,0.1163,0.2,0,0
2/5/1970 8:45,0.04281,0.05253,0.05491,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.75,2.034646739,2.179276316,1.475765306,0.6675,0.709375,5400,13.675,4.886921906,0.27734375,262.0291806,267.0703125,3055500,1.490739978,0.080056349,-0.28671252,3054087.344,218.9579065,276,273.8315526,5713.92015,148,2856.960075,5713.92015,0.209,0.1163,0.2,0,0
2/5/1970 9:00,0.04281,0.05253,0.05733,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.85,7.092391304,7.894736842,6.102040816,0.67,0.7,5400,13.6,4.886921906,0.3,262.2313648,268,3056400,1.462358518,0.108437808,-0.286660211,3054987.282,219.0233518,276.05,273.8935505,16529.92195,430,8264.960805,16529.92195,0.209,0.1163,0.2,0,0
2/5/1970 9:15,0.04281,0.05253,0.05733,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.95,13.60394022,15.91282895,14.17729592,0.6725,0.675,5400,13.51363636,4.886921906,0.30546875,262.3446687,268.5546875,3057300,1.435364492,0.135431834,-0.286607893,3055887.22,219.0887972,276.1121094,273.9665685,19237.12095,500,9618.5609,19237.12095,0.209,0.1163,0.2,0,0
2/5/1970 9:30,0.04281,0.05253,0.05733,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.05,20,25,26,0.675,0.65,5400,13.41136364,4.886921906,0.302083333,262.4240381,269.0208333,3058200,1.409867971,0.160928356,-0.286555567,3056787.159,219.1542426,276.190625,274.0545208,20464.63825,532,10232.3187,20464.63825,0.209,0.1163,0.2,0,0
2/5/1970 9:45,0.04281,0.05253,0.05733,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.15,28.16180226,39.49623004,43.20667685,0.6775,0.625,5400,13.30340909,4.886921906,0.29765625,262.501807,269.4765625,3059100,1.385979101,0.184817226,-0.286503231,3057687.097,219.2196879,276.2738281,274.1468249,20209.9196,526,10104.9598,20209.9196,0.209,0.1163,0.2,0,0
2/5/1970 10:00,0.04281,0.05253,0.05566,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.25,40.11625531,60.27942046,64.83855324,0.68,0.6,5400,13.2,4.886921906,0.3,262.6110953,270,3060000,1.363807142,0.206989185,-0.286450888,3058587.036,219.2851333,276.35,274.232867,21136.63805,550,10568.31945,21136.63805,0.209,0.1163,0.2,0,0
2/5/1970 10:15,0.04281,0.05253,0.05566,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.421875,54.5125807,80.92290065,87.30115301,0.68515625,0.5703125,7993.75,13.08877841,4.914192675,0.3203125,262.8146997,270.71875,3060900,1.343459284,0.227337043,-0.286398535,3059486.974,219.3505787,276.4035156,274.3165982,22289.66475,580,11144.83195,22289.66475,0.209,0.1163,0.2,0,0
2/5/1970 10:30,0.04281,0.05253,0.05566,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.6583333,70,95,107,0.692916667,0.5375,13700,12.97613636,4.974188368,0.354166667,263.0835688,271.5833333,3061800,1.325039263,0.245757063,-0.286346175,3060386.913,219.4160241,276.440625,274.4033291,22557.69525,587,11278.84805,22557.69525,0.209,0.1163,0.2,0,0
2/5/1970 10:45,0.04281,0.05253,0.05566,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.840625,115.4893042,98.64305608,123.6815638,0.69921875,0.5109375,19406.25,12.90042614,5.034184061,0.3859375,263.325962,272.40625,3062700,1.308645795,0.262150532,-0.286293805,3061286.852,219.4814695,276.4824219,274.4844746,22248.9591,579,11124.47955,22248.9591,0.209,0.1163,0.2,0,0
2/5/1970 11:00,0.04281,0.05253,0.05093,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.85,193.5554379,96.06313083,139.1986917,0.7,0.5,22000,12.9,5.061454831,0.4,263.4618475,273,3063600,1.294370872,0.276425455,-0.286241427,3062186.791,219.5469149,276.55,274.5514808,23413.7583,609,11706.87915,23413.7583,0.209,0.1163,0.2,0,0
2/5/1970 11:15,0.04281,0.05253,0.05093,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.6714286,263.3438526,92.95164016,153.1164737,0.688653846,0.5109375,22000,13.00894886,5.061454831,0.3859375,263.4526246,273.0625,3064500,1.28229799,0.288498336,-0.28618904,3063086.73,219.6123603,276.6574219,274.5712598,24194.56065,630,12097.2799,24194.56065,0.209,0.1163,0.2,0,0
2/5/1970 11:30,0.04281,0.05253,0.05093,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.4071429,284,95,165,0.666410256,0.5375,22000,13.19886364,5.061454831,0.354166667,263.3571811,272.6666667,3065400,1.27250037,0.298295957,-0.286136644,3063986.669,219.6778057,276.790625,274.5374842,22986.2389,598,11493.11945,22986.2389,0.209,0.1163,0.2,0,0
2/5/1970 11:45,0.04281,0.05253,0.05093,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,271.1142857,255.6791894,105.6352248,173.3177627,0.640961538,0.5703125,22000,13.41434659,5.061454831,0.3203125,263.2409485,272.1875,3066300,1.26503927,0.305757057,-0.28608424,3064886.608,219.7432511,276.9285156,274.4827012,22351.9995,582,11175.99975,22351.9995,0.209,0.1163,0.2,0,0
2/5/1970 12:00,0.04281,0.05253,0.05002,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.85,213.0893408,120.5018423,177.459272,0.62,0.6,22000,13.6,5.061454831,0.3,263.1813064,272,3067200,1.259962472,0.310833855,-0.286031827,3065786.547,219.8086966,277.05,274.442174,22692.47975,590,11346.23945,22692.47975,0.209,0.1163,0.2,0,0
2/5/1970 12:15,0.04281,0.05253,0.05002,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.6169643,167.2048217,133.6175387,178.3711453,0.603882212,0.625,22000,13.75100267,5.061454831,0.29765625,263.2104416,272.21875,3068100,1.257303048,0.313493279,-0.285979406,3066686.486,219.874142,277.1530469,274.4179157,23275.51855,606,11637.75885,23275.51855,0.209,0.1163,0.2,0,0
2/5/1970 12:30,0.04281,0.05253,0.05002,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.3845238,129,139,177,0.588173077,0.65,22000,13.90040107,5.061454831,0.302083333,263.2739003,272.5833333,3069000,1.257078463,0.313717864,-0.285926976,3067586.426,219.9395874,277.251875,274.3914256,21358.08005,556,10679.04045,21358.08005,0.209,0.1163,0.2,0,0
2/5/1970 12:45,0.04281,0.05253,0.05002,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.1598214,93.51727531,138.2405371,170.531808,0.573377404,0.675,22000,14.04959893,5.061454831,0.30546875,263.3321476,272.90625,3069900,1.259290098,0.311506229,-0.285874537,3068486.365,220.0050329,277.3497656,274.3693581,22574.0824,587,11287.0412,22574.0824,0.209,0.1163,0.2,0,0
2/5/1970 13:00,0.04281,0.05253,0.04959,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.95,56.25291802,137.1196931,159.0319368,0.56,0.7,22000,14.2,5.061454831,0.3,263.3463577,273,3070800,1.263923204,0.306873123,-0.28582209,3069386.305,220.0704783,277.45,274.3584086,25917.4384,674,12958.7192,25917.4384,0.209,0.1163,0.2,0,0
2/5/1970 13:15,0.04281,0.05253,0.04959,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.7852273,28.86210172,135.9390026,147.7660972,0.548883929,0.75,19406.25,14.39926471,5.0887256,0.27734375,263.3218897,272.875,3071700,1.270947313,0.299849014,-0.285769634,3070286.244,220.1359238,277.6045313,274.4097233,26205.7346,682,13102.8673,26205.7346,0.209,0.1163,0.2,0,0
2/5/1970 13:30,0.04281,0.05253,0.04959,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.6772727,23,135,142,0.540357143,0.825,13700,14.63823529,5.148721293,0.24375,263.2725143,272.6666667,3072600,1.280317052,0.290479274,-0.285717169,3071186.184,220.2013692,277.80125,274.515157,26216.6639,682,13108.33195,26216.6639,0.209,0.1163,0.2,0,0
2/5/1970 13:45,0.04281,0.05253,0.04959,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.6056818,36.87481945,134.8731092,145.0269819,0.534151786,0.8875,7993.75,14.83308824,5.208716986,0.21328125,263.1848136,272.375,3073500,1.291973333,0.278822994,-0.285664696,3072086.124,220.2668147,277.9473438,274.5935281,25470.72005,663,12735.36045,25470.72005,0.209,0.1163,0.2,0,0
2/5/1970 14:00,0.04281,0.05253,0.04998,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.55,58.4622051,135.212605,153.2496075,0.53,0.9,5400,14.9,5.235987756,0.2,263.0765835,272,3074400,1.305844812,0.264951515,-0.285612214,3072986.064,220.3322602,277.95,274.564405,24209.921,630,12104.9605,24209.921,0.209,0.1163,0.2,0,0
2/5/1970 14:15,0.04281,0.05253,0.04998,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.5032468,84.0684882,134.9457983,161.5974294,0.527785714,0.875,5400,14.78308824,5.235987756,0.2,262.9707182,271.5,3075300,1.321849559,0.248946768,-0.285559723,3073886.004,220.3977057,277.85,274.4623741,23697.91755,617,11848.9592,23697.91755,0.209,0.1163,0.2,0,0
2/5/1970 14:30,0.04281,0.05253,0.04998,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.4798701,110,133,165,0.528142857,0.85,5400,14.53823529,5.235987756,0.2,262.8704659,270.9166667,3076200,1.339896821,0.230899506,-0.285507224,3074785.944,220.4631512,277.75,274.3797505,23104.00045,601,11552.00065,23104.00045,0.209,0.1163,0.2,0,0
2/5/1970 14:45,0.04281,0.05253,0.04998,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.4915584,135.7375164,127.1471819,163.9591837,0.531928571,0.825,5400,14.24926471,5.235987756,0.2,262.7786259,270.375,3077100,1.359888804,0.210907523,-0.285454717,3075685.884,220.5285967,277.65,274.3226515,23138.9873,602,11569.49365,23138.9873,0.209,0.1163,0.2,0,0
2/5/1970 15:00,0.04281,0.05253,0.04998,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.55,162.5204738,117.2853423,161.2346939,0.54,0.8,5400,14,5.235987756,0.2,262.6979879,270,3078000,1.381722392,0.189073935,-0.2854022,3076585.824,220.5940422,277.55,274.2970108,23399.2556,609,11699.6278,23399.2556,0.209,0.1163,0.2,0,0
2/5/1970 15:15,0.04281,0.05253,0.04998,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.6600041,189.2931943,105.5308315,155.1428571,0.551230769,0.775,5400,13.79956342,5.235987756,0.2,262.6296783,269.75,3078900,1.405290737,0.16550559,-0.285349675,3077485.765,220.6594877,277.45,274.2939412,22945.27825,597,11472.63955,22945.27825,0.209,0.1163,0.2,0,0
2/5/1970 15:30,0.04281,0.05253,0.04998,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.8076299,215,94,144,0.563615385,0.75,5400,13.60030637,5.235987756,0.2,262.5703253,269.5,3079800,1.43048468,0.140311647,-0.285297142,3078385.705,220.7249332,277.35,274.2983167,22144.00195,576,11072.00055,22144.00195,0.209,0.1163,0.2,0,0
2/5/1970 15:45,0.04281,0.05253,0.04998,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,269.9764407,234.2276821,83.03836496,129.4293167,0.576692308,0.725,5400,13.40089614,5.235987756,0.2,262.5159704,269.25,3080700,1.457193969,0.113602358,-0.2852446,3079285.646,220.7903787,277.25,274.3066193,21400.31995,557,10700.15955,21400.31995,0.209,0.1163,0.2,0,0
2/5/1970 16:00,0.04281,0.05253,0.05031,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.15,243.0351966,71.81584821,114.291103,0.59,0.7,5400,13.2,5.235987756,0.2,262.4626745,269,3081600,1.485308257,0.08548807,-0.285192049,3080185.586,220.8558242,277.15,274.3154285,19470.0779,507,9735.03895,19470.0779,0.209,0.1163,0.2,0,0
2/5/1970 16:15,0.04281,0.05253,0.05031,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.376461,242.5751128,60.68540737,98.75733777,0.605432692,0.675,5400,12.93632813,5.235987756,0.2,262.4218906,268.75,3082500,1.514717882,0.056078445,-0.28513949,3081085.527,220.9212698,277.05,274.338255,16515.84,430,8257.92,16515.84,0.209,0.1163,0.2,0,0
2/5/1970 16:30,0.04281,0.05253,0.05031,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.6584416,234,50,83,0.622884615,0.65,5400,12.62395833,5.235987756,0.2,262.3941719,268.5,3083400,1.545314436,0.025481891,-0.285086922,3081985.468,220.9867153,276.95,274.3740132,13731.8401,357,6865.92005,13731.8401,0.209,0.1163,0.2,0,0
2/5/1970 16:45,0.04281,0.05253,0.05031,0.0828,294.15,295.15,299.15,1000,101325,0.221133216,0.970926663,270.9112013,190.5477539,40.27678571,66.36509672,0.638894231,0.625,5400,12.37460938,5.235987756,0.2,262.3593614,268.25,3084300,1.576991128,-0.006194801,-0.285034345,3082885.408,221.0521608,276.85,274.3980425,8519.6809,221,4259.84045,8519.6809,0.209,0.1163,0.2,0,0
