time,oveTZonSet_u,reaTZon_y
693540,288.15,288.15003440644034
693570,288.15,288.1500379422693
693600,288.15,288.15003738171833
693630,288.15,288.1500327703472
693660,288.15,288.1500242061253
693690,288.15,288.15001183770033
693720,288.15,288.14999586203135
693750,288.15,288.14997652142125
693780,288.15,288.14995409999295
693810,288.15,288.1499289196563
693840,288.15,288.1499013356228
693870,288.15,288.1498717315266
693900,288.15,288.1498405142168
693930,288.15,288.1498081082893
693960,288.15,288.1497749504287
693990,288.15,288.14974148363416
694020,288.15,288.149708151402
694050,288.15,288.1496753919418
694080,288.15,288.1496436324981
694110,288.15,288.149613283852
694140,288.15,288.14958473507176
694170,288.15,288.149558348581
694200,288.15,288.14953445560593
694230,288.15,288.14951335206047
694260,288.15,288.14949529492225
694290,288.15,288.1494804991436
694320,288.15,288.1494691351372
694350,288.15,288.1494613268677
694380,288.15,288.14945715056984
694410,288.15,288.1494566341096
694440,288.15,288.1494597569916
694470,288.15,288.14946645100963
694500,288.15,288.1494766015284
694530,288.15,288.1494900493736
694560,288.15,288.1495065933019
694590,288.15,288.14952599301284
694620,288.15,288.1495479726575
694650,288.15,288.149572224793
694680,288.15,288.14959841472444
694710,288.15,288.1496261851734
694740,288.15,288.14965516120594
694770,288.15,288.14968495535123
694800,288.15,288.1497151728401
694830,288.15,288.1497454168997
694860,288.15,288.14977529405985
694890,288.15,288.1498044193643
694920,288.15,288.14983242140454
694950,288.15,288.1498589470505
694980,288.15,288.1498836659317
695010,288.15,288.1499062745679
695040,288.15,288.1499265001015
695070,288.15,288.1499441035902
695100,288.15,288.14995888282215
695130,288.15,288.1499706746224
695160,288.15,288.14997935662313
695190,288.15,288.1499848484904
695220,288.15,288.14998711259443
695250,288.15,288.14998615410053
695280,288.15,288.14998202051294
695310,288.15,288.1499748006709
695340,288.15,288.1499646232165
695370,288.15,288.1499516545574
695400,288.15,288.1499360963575
695430,288.15,288.1499181825898
695460,288.15,288.149898176194
695490,288.15,288.14987636538467
695520,288.15,288.14985305965996
695550,288.15,288.1498285855639
695580,288.15,288.1498032822591
695610,288.15,288.14977749696817
695640,288.15,288.14975158034275
695670,288.15,288.14972588182167
695700,288.15,288.1497007450377
695730,288.15,288.14967650333284
695760,288.15,288.14965347543995
695790,288.15,288.1496319613864
695820,288.15,288.1496122386724
695850,288.15,288.14959455877323
695880,288.15,288.1495791440095
695910,288.15,288.1495661848022
695940,288.15,288.1495558095975
695970,288.15,288.1495481776771
696000,288.15,288.1495433767862
696030,288.15,288.14954145537865
696060,288.15,288.14954242296477
696090,288.15,288.14954625045993
696120,288.15,288.1495528753518
696150,288.15,288.1495621834206
696180,288.15,288.1495740304401
696210,288.15,288.1495882373924
696240,288.15,288.1496045995083
696270,288.15,288.1496228864629
696300,288.15,288.1496428423859
696330,288.15,288.1496641903143
696360,288.15,288.1496866366845
696390,288.15,288.14970987565016
696420,288.15,288.1497335933352
696450,288.15,288.149757472101
696480,288.15,288.1497811948231
696510,288.15,288.1498044491321
696540,288.15,288.1498269315565
696570,288.15,288.1498483515146
696600,288.15,288.149868435077
696630,288.15,288.14988692848476
696660,288.15,288.14990360137534
696690,288.15,288.1499182496426
696720,288.15,288.1499306919218
696750,288.15,288.1499407881438
696780,288.15,288.14994842675804
696810,288.15,288.14995352767386
696840,288.15,288.14995605583124
696870,288.15,288.1499560108462
696900,288.15,288.1499534229017
696930,288.15,288.1499483522739
696960,288.15,288.1499408902622
696990,288.15,288.14993115846215
697020,288.15,288.1499193071736
697050,288.15,288.1499055132704
697080,288.15,288.1498899776734
697110,288.15,288.149872922504
697140,288.15,288.1498545879743
697170,288.15,288.14983522906005
697200,288.15,288.1498151120083
697230,288.15,288.14979445109765
697260,288.15,288.14977357289473
697290,288.15,288.14975275117877
697320,288.15,288.1497322737404
697350,288.15,288.14971243304325
697380,288.15,288.14969347921624
697410,288.15,288.14967565573295
697440,288.15,288.149659190728
697470,288.15,288.1496442968795
697500,288.15,288.14963113725815
697530,288.15,288.14961987215895
697560,288.15,288.14961064311603
697590,288.15,288.1496035600244
697620,288.15,288.149598699366
697650,288.15,288.1495961051876
697680,288.15,288.149595789995
697710,288.15,288.14959773530364
697740,288.15,288.1496018922089
697770,288.15,288.14960818225074
697800,288.15,288.14961649867416
697830,288.15,288.1496267080861
697860,288.15,288.14963865247495
697890,288.15,288.14965215155274
697920,288.15,288.14966700538156
697950,288.15,288.1496829972441
697980,288.15,288.14969989671795
698010,288.15,288.1497174629084
698040,288.15,288.149735447796
698070,288.15,288.149753599654
698100,288.15,288.1497716664749
698130,288.15,288.1497893993809
698160,288.15,288.1498065559585
698190,288.15,288.149822903474
698220,288.15,288.1498382219288
698250,288.15,288.1498523069147
698280,288.15,288.14986497223106
698310,288.15,288.14987605223524
698340,288.15,288.14988540389277
698370,288.15,288.1498929085045
698400,288.15,288.14989847309147
698430,288.15,288.14990203154207
698460,288.15,288.14990354553726
698490,288.15,288.1499030050656
698520,288.15,288.14990042843056
698550,288.15,288.1498958617731
698580,288.15,288.1498893781765
698610,288.15,288.14988107640977
698640,288.15,288.1498710793434
698670,288.15,288.1498595320647
698700,288.15,288.14984659971526
698730,288.15,288.1498324650805
698760,288.15,288.1498173259628
698790,288.15,288.14980139237537
698820,288.15,288.1497848835954
698850,288.15,288.149768025116
698880,288.15,288.14975104553946
698910,288.15,288.14973417345254
698940,288.15,288.1497176343265
698970,288.15,288.1497016474824
699000,288.15,288.1496864231627
699030,288.15,288.14967215974724
699060,288.15,288.1496590411508
699090,288.15,288.1496472344356
699120,288.15,288.14963688766966
699150,288.15,288.1496281280598
699180,288.15,288.14962106038115
699210,288.15,288.1496157657235
699240,288.15,288.1496123005703
699270,288.15,288.14961069621916
699300,288.15,288.14961095855074
699330,288.15,288.14961306814655
699360,288.15,288.14961698075103
699390,288.15,288.1496226280701
699420,288.15,288.14962991889166
699450,288.15,288.14963874051125
699480,288.15,288.14964896043995
699510,288.15,288.14966042836915
699540,288.15,288.1496729783633
699570,288.15,288.1496864312479
699600,288.15,288.14970059715864
699630,288.15,288.14971527821507
699660,288.15,288.1497302712806
699690,288.15,288.14974537077086
699720,288.15,288.14976037147017
699750,288.15,288.14977507131886
699780,288.15,288.14978927413233
699810,288.15,288.14980279221584
699840,288.15,288.14981544884034
699870,288.15,288.14982708055027
699900,288.15,288.1498375392578
699930,288.15,288.1498466941235
699960,288.15,288.14985443318113
699990,288.15,288.14986066469163
700020,288.15,288.1498653182094
700050,288.15,288.14986834535165
700080,288.15,288.1498697202621
700110,288.15,288.14986943976515
700140,288.15,288.1498675232132
700170,288.15,288.14986401202896
700200,288.15,288.14985896895496
700230,288.15,288.14985247702
700260,288.15,288.14984463824044
700290,288.15,288.1498355720762
700320,288.15,288.14982541366277
700350,288.15,288.1498143118462
700380,288.15,288.1498024270485
700410,288.15,288.14978992899285
700440,288.15,288.1497769943215
700470,288.15,288.14976380413816
700500,288.15,288.14975054150887
700530,288.15,288.1497373889556
700560,288.15,288.1497245259763
700590,288.15,288.14971212662465
700620,288.15,288.14970035718227
700650,288.15,288.1496893739542
700680,288.15,288.1496793212163
700710,288.15,288.1496703293432
700740,288.15,288.14966251313854
700770,288.15,288.14965597039156
700800,288.15,288.14965078067684
700830,288.15,288.1496470044122
700860,288.15,288.14964468218636
700890,288.15,288.1496438343638
700920,288.15,288.1496444609693
700950,288.15,288.1496465418533
700980,288.15,288.149650037133
701010,288.15,288.1496548879003
701040,288.15,288.1496610171868
701070,288.15,288.14966833116836
701100,288.15,288.14967672059214
701130,288.15,288.1496860624039
701160,288.15,288.149696221552
701190,288.15,288.149707052941
701220,288.15,288.1497184035067
701250,288.15,288.1497301143835
701280,288.15,288.1497420231325
701310,288.15,288.14975396599965
701340,288.15,288.14976578017195
701370,288.15,288.1497773060014
701400,288.15,288.14978838916517
701430,288.15,288.14979888273433
701460,288.15,288.1498086491226
701490,288.15,288.1498175618891
701520,288.15,288.14982550737375
701550,288.15,288.14983238614144
701580,288.15,288.14983811422036
701610,288.15,288.1498426241166
701640,288.15,288.1498458655955
701670,288.15,288.14984861822387
701700,288.15,288.1498513616466
701730,288.15,288.14985423231724
701760,288.15,288.14985720209563
701790,288.15,288.14986020040493
701820,288.15,288.14986316003746
701850,288.15,288.14986602454735
701880,288.15,288.14986874500823
701910,288.15,288.14987127693945
701940,288.15,288.1498735792391
701970,288.15,288.1498756143354
702000,288.15,288.1498773487191
702030,288.15,288.1498787644526
702060,288.15,288.1498798664203
702090,288.15,288.14988067382194
702120,288.15,288.14988121322654
702150,288.15,288.14988151540166
702180,288.15,288.14988161423213
702210,288.15,288.149881546271
702240,288.15,288.14988135030757
702270,288.15,288.14988106682273
702300,288.15,288.14988073736737
702330,288.15,288.14988040391097
702360,288.15,288.1498801081903
702390,288.15,288.1498798910725
702420,288.15,288.14987979194194
702450,288.15,288.1498798481164
702480,288.15,288.14988009430135
702510,288.15,288.14988056208676
702540,288.15,288.1498812794957
702570,288.15,288.14988227058706
702600,288.15,288.14988355512
702630,288.15,288.14988514828264
702660,288.15,288.14988706048774
702690,288.15,288.14988929723893
702720,288.15,288.1498918590672
702750,288.15,288.14989474153845
702780,288.15,288.14989793533067
702810,288.15,288.14990142638055
702840,288.15,288.1499051960943
702870,288.15,288.14990922162156
702900,288.15,288.1499134761861
702930,288.15,288.14991792946984
702960,288.15,288.14992254804275
702990,288.15,288.1499272958333
703020,288.15,288.14993213463225
703050,288.15,288.1499370246223
703080,288.15,288.1499419249262
703110,288.15,288.14994679416566
703140,288.15,288.1499515910227
703170,288.15,288.1499562747966
703200,288.15,288.14996080594733
703230,288.15,288.14996514661993
703260,288.15,288.1499692611409
703290,288.15,288.14997311648114
703320,288.15,288.1499766826793
703350,288.15,288.1499799332196
703380,288.15,288.1499828453592
703410,288.15,288.14998540040216
703440,288.15,288.14998758391494
703470,288.15,288.1499893858832
703500,288.15,288.14999080080537
703530,288.15,288.14999182772505
703560,288.15,288.1499924702014
703590,288.15,288.1499927362174
703620,288.15,288.14999263802906
703650,288.15,288.14999219195755
703680,288.15,288.1499914181276
703710,288.15,288.1499903401569
703740,288.15,288.14998898479945
703770,288.15,288.14998738155094
703800,288.15,288.1499855622184
703830,288.15,288.14998356046334
703860,288.15,288.14998141132344
703890,288.15,288.14997915071905
703920,288.15,288.14997681495277
703950,288.15,288.14997444020787
703980,288.15,288.14997206205265
704010,288.15,288.14996971495816
704040,288.15,288.1499674318344
704070,288.15,288.14996524359304
704100,288.15,288.1499631787404
704130,288.15,288.1499612630074
704160,288.15,288.14995951902137
704190,288.15,288.1499579660221
704220,288.15,288.149956619628
704250,288.15,288.14995549165377
704280,288.15,288.1499545899812
704310,288.15,288.14995391848595
704340,288.15,288.1499534770199
704370,288.15,288.14995326144833
704400,288.15,288.14995326374225
704430,288.15,288.14995347212295
704460,288.15,288.14995387125725
704490,288.15,288.1499544424994
704520,288.15,288.149955164177
704550,288.15,288.1499560119156
704580,288.15,288.1499569589975
704610,288.15,288.14995797675016
704640,288.15,288.1499590349578
704670,288.15,288.1499601022904
704700,288.15,288.14996114674443
704730,288.15,288.1499621360896
704760,288.15,288.1499630383135
704790,288.15,288.1499638220609
704820,288.15,288.1499644570589
704850,288.15,288.1499649145244
704880,288.15,288.1499651675472
704910,288.15,288.14996519144404
704940,288.15,288.1499649640792
704970,288.15,288.14996446614697
705000,288.15,288.14996368141357
705030,288.15,288.1499625969139
705060,288.15,288.1499612031026
705090,288.15,288.1499594939561
705120,288.15,288.14995746702635
705150,288.15,288.14995512344444
705180,288.15,288.14995246787504
705210,288.15,288.14994950842345
705240,288.15,288.1499462564955
705270,288.15,288.149942726614
705300,288.15,288.14993893619305
705330,288.15,288.14993490527615
705360,288.15,288.14993065623906
705390,288.15,288.14992621346386
705420,288.15,288.14992160298806
705450,288.15,288.14991685213397
705480,288.15,288.1499119891235
705510,288.15,288.14990704268376
705540,288.15,288.1499020416492
705570,288.15,288.1498970145657
705600,288.15,288.14989198930095
705630,288.15,288.14988699926835
705660,288.15,288.1498820875225
705690,288.15,288.1498773015243
705720,288.15,288.1498726887218
705750,288.15,288.1498682943312
705780,288.15,288.14986416039216
705810,288.15,288.14986032526383
705840,288.15,288.14985682320685
705870,288.15,288.149854636671
705900,288.15,288.14985437019135
705930,288.15,288.14985619912346
705960,288.15,288.14986007912626
705990,288.15,288.14986588982316
706020,288.15,288.1498734892625
706050,288.15,288.1498827236674
706080,288.15,288.14989342504543
706110,288.15,288.1499054093031
706140,288.15,288.1499184769946
706170,288.15,288.14993241574984
706200,288.15,288.14994700336297
706230,288.15,288.14996201104714
706260,288.15,288.14997720669476
706290,288.15,288.1499923581098
706320,288.15,288.1500072361929
706350,288.15,288.1500216180506
706380,288.15,288.1500352899916
706410,288.15,288.1500480503695
706440,288.15,288.1500597122341
706470,288.15,288.1500701057561
706500,288.15,288.15007908039354
706530,296.15,288.1593452074048
706560,296.15,288.18740873098517
706590,296.15,288.2338545255196
706620,296.15,288.2979567394165
706650,296.15,288.3788437861939
706680,296.15,288.47553312883616
706710,296.15,288.58695352520897
706740,296.15,288.7119999666344
706770,296.15,288.84951085562693
706800,296.15,288.9980682793373
706830,296.15,289.1561716974891
706860,296.15,289.3223112606627
706890,296.15,289.4948671403362
706920,296.15,289.67240047249004
706950,296.15,289.8536230565257
706980,296.15,290.0373906677511
707010,296.15,290.2226930131359
707040,296.15,290.40865202842156
707070,296.15,290.5945108468824
707100,296.15,290.77962406767506
707130,296.15,290.96344300982395
707160,296.15,291.1455067739713
707190,296.15,291.32543011959046
707220,296.15,291.5028936419615
707250,296.15,291.67763485852515
707280,296.15,291.8494404491445
707310,296.15,292.01814027313003
707340,296.15,292.18359896791776
707370,296.15,292.34571229567194
707400,296.15,292.504404277473
707430,296.15,292.65962112470265
707460,296.15,292.81133018719095
707490,296.15,292.95951425053727
707520,296.15,293.1041731226632
707550,296.15,293.2453157554247
707580,296.15,293.3829656892835
707610,296.15,293.51715277197155
707640,296.15,293.64791391520987
707670,296.15,293.77529358811057
707700,296.15,293.89934216415423
707730,296.15,294.0201141602711
707760,296.15,294.1376672577923
707790,296.15,294.2520618130291
707820,296.15,294.3633604286731
707850,296.15,294.47162745476186
707880,296.15,294.57692848681654
707910,296.15,294.6793299357006
707940,296.15,294.77889868147054
707970,296.15,294.8757017878712
708000,296.15,294.9698062559695
708030,296.15,295.0612788087182
708060,296.15,295.1501857053274
708090,296.15,295.23659258422305
708120,296.15,295.3205643313986
708150,296.15,295.40216497029655
708180,296.15,295.4814575699728
708210,296.15,295.558504169128
708240,296.15,295.63336571408286
708270,296.15,295.70610200897966
708300,296.15,295.77677167662614
708330,296.15,295.84543212856784
708360,296.15,295.9121395431595
708390,296.15,295.97694885057916
708420,296.15,296.03991372386236
708450,296.15,296.10108657514814
708480,296.15,296.1605185564242
708510,296.15,296.2182595641473
708540,296.15,296.2743582471901
708570,296.15,296.3288620176369
708600,296.15,296.38181706400593
708630,296.15,296.43326836652994
708660,296.15,296.4832597141712
708690,296.15,296.5318337230858
708720,296.15,296.57903185628845
708750,296.15,296.6248944442986
708780,296.15,296.6694607065757
708810,296.15,296.71276877357514
708840,296.15,296.75485570927833
708870,296.15,296.79575753406596
708900,296.15,296.8355092478233
708930,296.15,296.8741448531777
708960,296.15,296.91169737878215
708990,296.15,296.94819890257037
709020,296.15,296.9836805749183
709050,296.15,297.0181726416544
709080,296.15,297.0517044668714
709110,296.15,297.08430455549603
709140,296.15,297.11600057558195
709170,296.15,297.14681938029395
709200,296.15,297.1767870295582
709230,296.15,297.2059288075625
709260,296.15,297.23426924014626
709290,296.15,297.26183211777055
709320,296.15,297.28864051930435
709350,296.15,297.3147168334568
709380,296.15,297.34008277804173
709410,296.15,297.36475941855576
709440,296.15,297.3887671864504
709470,296.15,297.41212589721204
709500,296.15,297.43485476808814
709530,296.15,297.45697243534175
709560,296.15,297.4784969710274
709590,296.15,297.49944589932073
709620,296.15,297.519836212428
709650,296.15,297.5396843860797
709680,296.15,297.55900639460884
709710,296.15,297.57781772561356
709740,296.15,297.5961333942104
709770,296.15,297.61396795688444
709800,296.15,297.6313355249417
709830,296.15,297.64824977757104
709860,296.15,297.66472397452054
709890,296.15,297.6807709683941
709920,296.15,297.69640321657454
709950,296.15,297.71163279277926
709980,296.15,297.7264713982532
710010,296.15,297.74093037260565
710040,296.15,297.75502070429616
710070,296.15,297.76875304077305
710100,296.15,297.7821376982717
710130,296.15,297.79518467127417
710160,296.15,297.8079036416363
710190,296.15,297.820303987384
710220,296.15,297.83239479118225
710250,296.15,297.84418484847833
710280,296.15,297.85568267532153
710310,296.15,297.86689651585846
710340,296.15,297.87783434950495
710370,296.15,297.88850389779185
710400,296.15,297.8989126308826
710430,296.15,297.9090677737584
710460,296.15,297.9189763120654
710490,296.15,297.92864499761583
710520,296.15,297.9380803535346
710550,296.15,297.9472886790387
710580,296.15,297.9562760538357
710610,296.15,297.965048342123
710640,296.15,297.97361119616676
710670,296.15,297.9819700594362
710700,296.15,297.9901301692615
710730,296.15,297.99809655898065
710760,296.15,298.00587405953223
710790,296.15,298.0134673004437
710820,296.15,298.02088071015544
710850,296.15,298.02811851561023
710880,296.15,298.0351847410243
710910,296.15,298.04208320573946
710940,296.15,298.0488175210402
710970,296.15,298.0553910857924
711000,296.15,298.0618070807378
711030,296.15,298.0680684612405
711060,296.15,298.07417794824585
711090,296.15,298.0801380171585
711120,296.15,298.08595088428865
711150,296.15,298.0916184904375
711180,296.15,298.09714248112095
711210,296.15,298.10252418270727
711240,296.15,298.10776457381354
711270,296.15,298.11286425093124
711300,296.15,298.1178233870556
711330,296.15,298.12264168182236
711360,296.15,298.12731830127257
711390,296.15,298.13185180485834
711420,296.15,298.1362400566488
711450,296.15,298.1404801168427
711480,296.15,298.14456810857007
711510,296.15,298.1484990534655
711540,296.15,298.1522666674845
711570,296.15,298.1558631057068
711600,296.15,298.1592786411551
711630,296.15,298.16250125754243
711660,296.15,298.1655161287666
711690,296.15,298.16830494805004
711720,296.15,298.17084505565583
711750,296.15,298.1731082943262
711780,296.15,298.1750594934693
711810,296.15,298.1766632864726
711840,296.15,298.1778715529581
711870,296.15,298.17861511800857
711900,296.15,298.1788007141851
711930,296.15,298.17830742308706
711960,296.15,298.17697936093236
711990,296.15,298.17460513978097
712020,296.15,298.1708885853957
712050,296.15,298.1653942341533
712080,296.15,298.1574641100644
712110,296.15,298.1462715824489
712140,296.15,298.1310493051905
712170,296.15,298.1112925390281
712200,296.15,298.0867495048714
712230,296.15,298.05741996667234
712260,296.15,298.02352840855906
712290,296.15,297.9854124737845
712320,296.15,297.94342168239444
712350,296.15,297.897894102166
712380,296.15,297.8491224297417
712410,296.15,297.79736243212784
712440,296.15,297.74287791054394
712470,296.15,297.68591824408054
712500,296.15,297.6267106505245
712530,296.15,297.5655010205837
712560,296.15,297.50251012194803
712590,296.15,297.43796513301396
712620,296.15,297.3720617976295
712650,296.15,297.30490787672403
712680,296.15,297.2366135046546
712710,296.15,297.1674105654265
712740,296.15,297.09762902835615
712770,296.15,297.0276094701305
712800,296.15,296.9578464578638
712830,296.15,296.88896626302204
712860,296.15,296.8216797498971
712890,296.15,296.7568501639838
712920,296.15,296.69542148603966
712950,296.15,296.63828577826916
712980,296.15,296.5861772805672
713010,296.15,296.53972706123784
713040,296.15,296.49934222661244
713070,296.15,296.46498830009784
713100,296.15,296.43649189236595
713130,296.15,296.41373708563367
713160,296.15,296.39652880036647
713190,296.15,296.3845333720422
713220,296.15,296.37736322134344
713250,296.15,296.37462654138653
713280,296.15,296.37589520880033
713310,296.15,296.3807318648748
713340,296.15,296.3886905700274
713370,296.15,296.3992305525441
713400,296.15,296.41180046710093
713430,296.15,296.4259906857888
713460,296.15,296.44135944851826
713490,296.15,296.4571938251932
713520,296.15,296.47276161480124
713550,296.15,296.4874818571137
713580,296.15,296.5008087364646
713610,296.15,296.51222556950586
713640,296.15,296.52131009310904
713670,296.15,296.52765961755983
713700,296.15,296.53098062487936
713730,296.15,296.53116057134486
713760,296.15,296.52817348519545
713790,296.15,296.5220612524933
713820,296.15,296.5129286103635
713850,296.15,296.5009993253245
713880,296.15,296.48654190978664
713910,296.15,296.4697544426581
713940,296.15,296.45087001721134
713970,296.15,296.43018864691203
714000,296.15,296.4080431109796
714030,296.15,296.3847873786357
714060,296.15,296.36081492144734
714090,296.15,296.33658527779573
714120,296.15,296.3126007542247
714150,296.15,296.2892127809666
714180,296.15,296.25376955436644
714210,296.15,296.2049350011101
714240,296.15,296.15007139214725
714270,296.15,296.09674451381034
714300,296.15,296.04600494836194
714330,296.15,295.997872625481
714360,296.15,295.9523881743764
714390,296.15,295.9095500258115
714420,296.15,295.8693781423422
714450,296.15,295.8318422408848
714480,296.15,295.7968687215992
714510,296.15,295.7643660374343
714540,296.15,295.73420122077766
714570,296.15,295.70624285297134
714600,296.15,295.680376780557
714630,296.15,295.6564785313921
714660,296.15,295.63439180263236
714690,296.15,295.6139763793104
714720,296.15,295.59510043118314
714750,296.15,295.5776447380417
714780,296.15,295.56133660196735
714810,296.15,295.5459894874985
714840,296.15,295.5316291655714
714870,296.15,295.5182201085214
714900,296.15,295.50566509422373
714930,296.15,295.4939175606664
714960,296.15,295.48345744743796
714990,296.15,295.47444603905456
715020,296.15,295.46628006651247
715050,296.15,295.4586434028238
715080,296.15,295.45154308536684
715110,296.15,295.44494987827665
715140,296.15,295.4388007491023
715170,296.15,295.4330561068186
715200,296.15,295.4278079801393
715230,296.15,295.4230804952395
715260,296.15,295.4188367386756
715290,296.15,295.4150440923813
715320,296.15,295.4116656031101
715350,296.15,295.40866923740253
715380,296.15,295.40602663714816
715410,296.15,295.4037186433005
715440,296.15,295.40180493187756
715470,296.15,295.40031016902464
715500,296.15,295.3992095904941
715530,296.15,295.3984853844584
715560,296.15,295.3981191531109
715590,296.15,295.3980954240669
715620,296.15,295.3983981180204
715650,296.15,295.39900121553376
715680,296.15,295.3997729027607
715710,296.15,295.40064627353996
715740,296.15,295.4016054685486
715770,296.15,295.4026803106963
715800,296.15,295.40427430930094
715830,296.15,295.40654327020087
715860,296.15,295.40924754110347
715890,296.15,295.4122707528286
715920,296.15,295.41560394267924
715950,296.15,295.4192366944506
715980,296.15,295.42316107208273
716010,296.15,295.427366844926
716040,296.15,295.43184367635143
716070,296.15,295.4365798770096
716100,296.15,295.44155066294286
716130,296.15,295.4467388996177
716160,296.15,295.4521336895798
716190,296.15,295.4577273938299
716220,296.15,295.46350876781787
716250,296.15,295.4694311491145
716280,296.15,295.4750707736985
716310,296.15,295.4802259799336
716340,296.15,295.48484272191763
716370,296.15,295.4888897619316
716400,296.15,295.4923602951787
716430,295.15,295.5089108279723
716460,295.15,295.5233179922047
716490,295.15,295.53614090325163
716520,295.15,295.5474404070314
716550,295.15,295.5572747232773
716580,295.15,295.5657013814942
716610,295.15,295.5727562070596
716640,295.15,295.57823818513765
716670,295.15,295.5820877173403
716700,295.15,295.58435022094636
716730,295.15,295.5851153971173
716760,295.15,295.58489742716745
716790,295.15,295.58394577019624
716820,295.15,295.582308561933
716850,295.15,295.58003110547975
716880,295.15,295.5771587867944
716910,295.15,295.57370384556054
716940,295.15,295.56929092061677
716970,295.15,295.56383278230214
717000,295.15,295.5579879869032
717030,295.15,295.5520695165428
717060,295.15,295.5461991706723
717090,295.15,295.54040149880876
717120,295.15,295.53410997746926
717150,295.15,295.5271014612194
717180,295.15,295.5194013070074
717210,295.15,295.51103723792033
717240,295.15,295.5020329323476
717270,295.15,295.49241122817955
717300,295.15,295.4821988155255
717330,294.65,295.48057950210756
717360,294.65,295.4765560395045
717390,294.65,295.47020921646015
717420,294.65,295.4615722984408
717450,294.65,295.45064016786125
717480,294.65,295.43692858948907
717510,294.65,295.42033282823303
717540,294.65,295.40191671255553
717570,294.65,295.38219258663935
717600,294.65,295.3612293164006
717630,294.65,295.3390170437717
717660,294.65,295.3147926045891
717690,294.65,295.28832838408545
717720,294.65,295.2604630529263
717750,294.65,295.2316160439357
717780,294.65,295.20186526550646
717810,294.65,295.17128799988205
717840,294.65,295.13996799211486
717870,294.65,295.10798723018956
717900,294.65,295.0754264435476
717930,294.65,295.04234270606645
717960,294.65,295.0085632383842
717990,294.65,294.97412983636457
718020,294.65,294.9398195386868
718050,294.65,294.90597953548433
718080,294.65,294.87234685800047
718110,294.65,294.83884403585364
718140,294.65,294.8055401193363
718170,294.65,294.77249772907436
718200,294.65,294.7397784071474
718230,294.15,294.71549058367566
718260,294.15,294.6903113945605
718290,294.15,294.66430013725045
718320,294.15,294.6372507792251
718350,294.15,294.60914239639044
718380,294.15,294.5802164381038
718410,294.15,294.5506260345156
718440,294.15,294.52044924934836
718470,294.15,294.4898389477275
718500,294.15,294.4596183441754
718530,294.15,294.4300769037283
718560,294.15,294.4003440630974
718590,294.15,294.37010486675445
718620,294.15,294.33958276797165
718650,294.15,294.3089186218172
718680,294.15,294.27817608397726
718710,294.15,294.2474171985457
718740,294.15,294.21669968273574
718770,294.15,294.18609169569663
718800,294.15,294.1556532436118
718830,294.15,294.12544359004187
718860,294.15,294.0955206100109
718890,294.15,294.0659407130466
718920,294.15,294.03675826560226
718950,294.15,294.00805076359853
718980,294.15,293.9801477500581
719010,294.15,293.9532143933658
719040,294.15,293.9272834046887
719070,294.15,293.9023632527666
719100,294.15,293.8781993672402
719130,293.65,293.8622437180629
719160,293.65,293.8457568467203
